"","condition","id","delete","set_size","enrichment_score","nes","pvalue","p_adjust","qvalue","gsea_enrichment","rank","leading_edge","core_enrichment"
"68","BNT-I-BNT (D51, mild)","Adaptive immune system","68",25,-0.465271709317913,-1.57917166054132,0.0464190981432361,0.123784261715296,0.0814370142863791,"ImmuneGO",83,"tags=44%, list=17%, signal=38%","CD40LG/IL7R/S1PR1/RORC/CCR7/BANK1/CXCR5/MS4A1/CD79A/CD22/CR2"
"69","BNT-I-BNT (D51, mild)","Differentiation, B cell","69",6,-0.691424399001734,-1.57127859965918,0.040983606557377,0.123784261715296,0.0814370142863791,"ImmuneGO",83,"tags=83%, list=17%, signal=70%","MSH2/CD40LG/MS4A1/CD79A/CR2"
"70","BNT-I-BNT (D51, mild)","Chemotaxis, Dendritic cell, Myeloid","70",2,-0.830897703549061,-1.34538992517524,0.0831792975970425,0.19012410879324,0.125081650521868,"ImmuneGO",84,"tags=100%, list=17%, signal=83%","CCR7"
"71","BNT-I-BNT (D51, severe)","Innate immune system","71",6,0.547508085272671,1.41613707186229,0.117043121149897,0.234086242299795,0.234086242299795,"ImmuneGO",66,"tags=83%, list=31%, signal=59%","TREML1/ANKHD1/RPS19/FAU/CEBPG"
"72","BNT-MO (V3, D1)","TCR REPERTOIRE","72",46,-0.816259870235945,-3.88802848392571,1e-10,3.06666666666667e-09,2.80701754385965e-09,"ImmuneGO",1079,"tags=96%, list=17%, signal=80%","TRAT1/TRBV7-2/TRAV13-1/TRAV4/TRBC2/TRAV12-1/TRAV3/TRAV21/TRBV5-1/TRAV38-2DV8/TRAV14DV4/TRBV18/TRBV9/TRAV9-2/TRBV20-1/TRBJ2-7/TRBV5-4/TRAV6/TRAV16/TRBD1/TRAV17/TRBV4-2/TRAV20/TRDC/TRBV24-1/TRBJ1-3/TRBJ1-4/TRAV26-1/TRBV19/TRAV27/TRBV27/TRBJ2-6/TRBV29-1/TRBJ1-5/TRGV8/TRBJ1-6/TRAV30/TRAV39/TRBV13/TRDJ1/TRBJ1-1/TRGV5/TRBV11-3/TRBV7-7"
"73","BNT-MO (V3, D1)","BCR REPERTOIRE","73",51,-0.795064293488688,-3.83101973175731,1e-10,3.06666666666667e-09,2.80701754385965e-09,"ImmuneGO",997,"tags=94%, list=16%, signal=80%","TRBV7-2/TRAV13-1/TRAV4/TRBC2/TRAV12-1/TRAV3/TRAV21/TRBV5-1/TRAV38-2DV8/TRAV14DV4/TRBV18/TRBV9/TRAV9-2/TRBV20-1/TRBJ2-7/TRBV5-4/TRAV6/TRAV16/TRBD1/TRAV17/TRBV4-2/TRAV20/TRDC/TRBV24-1/TRBJ1-3/TRBJ1-4/TRAV26-1/TRBV19/TRAV27/TRBV27/TRBJ2-6/TRBV29-1/TRBJ1-5/TRGV8/TRBJ1-6/IGHV3-74/TRAV30/TRAV39/TRBV13/IGLC7/TRDJ1/TRBJ1-1/IGKV1D-8/IGLV2-18/TRGV5/TRBV11-3/IGHV4-31/TRBV7-7"
"74","BNT-MO (V3, D1)","Innate immune system","74",228,0.505493652232566,2.37825540101156,1e-10,3.06666666666667e-09,2.80701754385965e-09,"ImmuneGO",1346,"tags=44%, list=21%, signal=36%","BATF2/GBP6/GBP7/ACOD1/FCGR1A/GBP1/CCL8/IFITM3/CXCL9/CCL2/IFIT1/IFI6/CCL3L1/MX1/IFIT2/IFI35/IL27/STAT1/TRIM22/IL31RA/RIGI/OAS2/STAT2/DDX60/GCH1/FOSL1/PARP9/CLEC6A/PML/TARM1/TAP1/DEFA1/GBP2/IL10/IFITM1/IRF1/IFI30/PDE4B/EIF2AK2/TAP2/C4BPB/PIK3AP1/IL1RN/TRIM21/BST2/CASP1/CXCL2/NFKBIA/CCR1/MX2/TNFAIP3/CCL3/LILRA5/APOBEC3A/FCAR/NCF1/NLRC5/CXCL8/PI3/PSME1/PSMB8/ANXA3/CASP4/ADAR/CD46/TICAM2/RELB/IL15/FCER1G/IL17RC/ERAP2/LGALS9/BPI/GSDMD/CTSS/SP100/CCR2/CEBPB/ZC3HAV1/F2RL1/RNF19B/HLA-DMA/SCIMP/C1R/CGAS/B2M/HLA-F/GRN/NFKB2/HDAC4/SRC/JMJD6/LTBR/CD40/HLA-DPA1/FCGR2B/SLC15A3/PRKCD/AIF1/TLR4/HLA-C"
"75","BNT-MO (V3, D1)","Antiviral innate immune response","75",10,0.807621049790999,2.05403137843543,7.61716862340608e-05,0.0017519487833834,0.00160361444703286,"ImmuneGO",404,"tags=50%, list=6%, signal=47%","IFIT1/MX1/IFIT2/RIGI/EIF2AK2"
"76","BNT-MO (V3, D1)","Cellular response to Interferon II","76",31,0.616651736163282,2.12646422353527,0.000119716052030382,0.00220277535735904,0.00201627034998539,"ImmuneGO",701,"tags=39%, list=11%, signal=35%","GBP6/GBP7/ACOD1/GBP1/CCL8/CCL2/CCL3L1/STAT1/GBP2/CASP1/CCL3/FCAR"
"77","BNT-MO (V3, D1)","Signaling, Interferon I, Pathway","77",12,0.709898417042794,1.88731883797501,0.000681078289889745,0.0104432004449761,0.00955899354231222,"ImmuneGO",296,"tags=42%, list=5%, signal=40%","IFITM3/STAT1/OAS2/STAT2/IFITM1"
"78","BNT-MO (V3, D1)","Adaptive immune system","78",189,0.347959198931142,1.6174827220649,0.0016635112577857,0.021863290816612,0.0200121655071964,"ImmuneGO",1722,"tags=42%, list=27%, signal=31%","IDO1/ACOD1/CCL8/CCL2/CCL3L1/EGR1/CLEC6A/TARM1/TAP1/DEFA1/IL10/IRF1/FAS/PDE4B/TAP2/BST2/MDK/CLEC4G/NFKBIA/TNFAIP3/CCL3/LILRB4/PSMB10/ADAR/CD46/RELB/BMX/IL15/FCER1G/LIMK1/LILRA6/ERAP2/NFKBID/SKIL/BCL3/MAP3K8/CD38/CTSS/CD83/CCR2/CEBPB/LILRB1/F2RL1/RNF19B/HLA-DMA/STAT3/THEMIS2/B2M/NFAM1/NFKB2/HDAC4/SRC/JMJD6/CD40/HLA-DPA1/FCGR2B/ADGRG3/PRKCD/TLR4/HLA-C/CSF2RB/LILRB2/BTN3A2/MNDA/BCL10/LCP1/FGR/BCL6/FUT4/JAG1/PTPN6/LIPA/DOCK8/WAS/HLA-E/LEPR/EPHB1/JAK3/TFE3"
"79","BNT-MO (V3, D1)","APP, MHC II, exogenous peptide","79",8,0.729604633254039,1.71585036703316,0.00665049176309479,0.07648065527559,0.0700051764536293,"ImmuneGO",1259,"tags=88%, list=20%, signal=70%","IFI30/FCER1G/CTSS/HLA-DMA/B2M/HLA-DPA1/FCGR2B"
"80","BNT-MO (V3, D1)","APP, MHC I, endogenous peptide","80",4,0.820428593774441,1.55845831035908,0.00807062410130321,0.0824997130355439,0.075514611474182,"ImmuneGO",1152,"tags=100%, list=18%, signal=82%","TAP1/TAP2/ERAP2/B2M"
"81","BNT-MO (V3, D1)","Activation, gdT cell","81",4,-0.79759111528234,-1.69210981339375,0.0150045620870729,0.138041971201071,0.126354207049035,"ImmuneGO",1299,"tags=100%, list=20%, signal=80%","CD3G/CD247/CXADR"
"82","BNT-MO (V3, D1)","APP, MHC I, exogenous peptide","82",3,0.866906474820144,1.50957488013928,0.0176910762061621,0.147961728269719,0.135434076219423,"ImmuneGO",854,"tags=100%, list=13%, signal=87%","FCGR1A/IFI30/FCER1G"
"83","ChAd (V1, D3)","Innate immune system","83",213,0.459892936106741,2.57179081361847,1e-10,7.6e-09,6e-09,"ImmuneGO",1376,"tags=51%, list=21%, signal=42%","IFI27/BATF2/DEFB1/CFB/IFITM3/IFI6/CCL2/FCGR1A/MT1G/GBP1/APOBEC3A/AXL/CXCL9/CCL1/MX1/IL27/OAS2/IFI35/CX3CR1/PARP9/IFI30/IL31RA/STAT1/IFIT1/EDNRB/DDX60/IFITM1/SCIMP/SRC/HAMP/RNASE2/LGALS9/LILRA5/GBP7/GRN/FCER1G/CLEC6A/MX2/CFD/IL15/AIF1/CEBPB/STAT2/EDN2/FCGR3A/BST2/EIF2AK2/GCH1/RNF135/CD68/LILRA2/IFNGR2/SPI1/TRIM22/TAP1/CCR1/HYAL2/TNFAIP8L2/CASP1/NCF1/GBP2/PRDX1/SLC15A3/FGR/HCK/CD40/FOSL1/LAG3/LTBR/CD1D/PSME1/CD14/IRF1/PSMB8/ERAP2/HLA-DPA1/PML/ADAR/RAB10/TFEB/TLR4/MILR1/IFITM2/HLA-DMB/LGALS3/LY86/PIK3AP1/BAX/CFP/RELB/BTK/NCF2/JAGN1/IL10RB/LIPA/CTSH/NCKAP1L/CALR/TRIM21/PECAM1/HLA-DMA/WAS/SLC11A1/SERPINB9/CCR2/PRKCD/HLA-C/CORO1A"
"84","ChAd (V1, D3)","Signaling, Interferon I, Pathway","84",12,0.815563961610045,2.39795689235488,4.9525553003321e-06,0.00018819710141262,0.000148576659009963,"ImmuneGO",343,"tags=50%, list=5%, signal=48%","IFI27/IFITM3/OAS2/STAT1/IFITM1/STAT2"
"85","ChAd (V1, D3)","APP, MHC I, exogenous peptide","85",4,0.897079469875374,1.83536026033446,0.000574713468919163,0.0145594078792855,0.0114942693783833,"ImmuneGO",257,"tags=75%, list=4%, signal=72%","FCGR1A/IFI30/FCER1G"
"86","ChAd (V1, D3)","Adaptive immune system","86",188,0.291400098082095,1.59839662083395,0.00166419519409608,0.0316197086878256,0.0249629279114413,"ImmuneGO",1448,"tags=36%, list=22%, signal=29%","IDO1/CCL2/AXL/CCL1/CX3CR1/LILRB4/EPHB2/CD276/SRC/FCER1G/LILRB1/CLEC6A/IL15/CEBPB/BST2/CD86/CD38/CLEC4G/LILRB2/SPI1/LFNG/LGALS1/TAP1/LYL1/RBX1/TNFAIP8L2/PSMB10/LILRA6/NCAPH2/FGR/HCK/CD40/LAG3/CD1D/IRF1/ERAP2/HLA-DPA1/ADAR/ADA/TFEB/TLR4/HLA-DMB/CTSC/CD151/BAX/RELB/FKBP1A/BTK/GAPT/LAIR1/HHEX/LIPA/CTSH/NCKAP1L/KDELR1/HLA-DMA/WAS/SLC11A1/MDK/NFAM1/CCR2/PRKCD/HLA-C/CORO1A/CSK/LCP1/TAP2/CTSS"
"87","ChAd (V1, D3)","Chemotaxis, Macrophage","87",4,0.856310679611651,1.75195023923304,0.00232161406513698,0.0352885337900821,0.0278593687816438,"ImmuneGO",966,"tags=100%, list=14%, signal=86%","CCL2/EDNRB/EDN2/LGALS3"
"88","ChAd (V1, D3)","Activation, T cell","88",17,0.570167491619944,1.86742363054738,0.00586958682669232,0.0743480998047693,0.0586958682669232,"ImmuneGO",1376,"tags=53%, list=21%, signal=42%","CD276/CD86/RBX1/TNFAIP8L2/LAG3/ADA/FKBP1A/WAS/CORO1A"
"89","ChAd (V1, D3)","Antiviral innate immune response","89",9,0.671013245332989,1.78126193456349,0.0116950067166299,0.0808018645876249,0.0637909457270723,"ImmuneGO",388,"tags=44%, list=6%, signal=42%","MX1/IFIT1/EIF2AK2/RNF135"
"90","ChAd (V1, D3)","Differentiation, Myeloid Dendritic cell","90",7,0.71875861536393,1.76642280401858,0.00906118359864626,0.0808018645876249,0.0637909457270723,"ImmuneGO",1038,"tags=57%, list=15%, signal=48%","BATF2/SPI1/LTBR/RELB"
"91","ChAd (V1, D3)","APP","91",13,0.586484164187396,1.75922823994108,0.00896553331443583,0.0808018645876249,0.0637909457270723,"ImmuneGO",1448,"tags=69%, list=22%, signal=54%","PSMB8/HLA-DPA1/RAB10/HLA-DMB/RELB/CTSH/HLA-DMA/HLA-C/CTSS"
"92","ChAd (V1, D3)","APP, MHC II, exogenous peptide","92",8,0.682954986135055,1.75168615997413,0.0112536916410867,0.0808018645876249,0.0637909457270723,"ImmuneGO",1541,"tags=88%, list=23%, signal=67%","IFI30/FCER1G/HLA-DPA1/HLA-DMB/HLA-DMA/CTSS/B2M"
"93","ChAd (V1, D3)","Activation, Macrophage","93",7,0.707300091069552,1.73826230871274,0.011607249698135,0.0808018645876249,0.0637909457270723,"ImmuneGO",1293,"tags=71%, list=19%, signal=58%","HAMP/EDN2/FCGR3A/TLR4/SLC11A1"
"94","ChAd (V1, D3)","Cellular response to Interferon II","94",25,0.487586771298227,1.73902618959073,0.0135690730278235,0.0859374625095491,0.0678453651391177,"ImmuneGO",904,"tags=44%, list=13%, signal=38%","CCL2/GBP1/CCL1/STAT1/LGALS9/GBP7/AIF1/CASP1/GBP2/HLA-DPA1/TLR4"
"95","ChAd (V1, D3)","Signaling, Interferon II, Pathway","95",5,0.77674346689085,1.71644754686435,0.0186265000802629,0.107586530570969,0.0849367346612914,"ImmuneGO",798,"tags=80%, list=12%, signal=71%","STAT1/IFNGR2/HCK/IRF1"
"96","ChAd (V1, D3)","Proliferation, T cell","96",11,0.590725264208459,1.68847973780625,0.019818571420968,0.107586530570969,0.0849367346612914,"ImmuneGO",1972,"tags=73%, list=29%, signal=51%","IDO1/PSMB10/CD151/LIPA/CORO1A/EFNB1/PTPN6/CCND3"
"97","ChAd (V1, D3)","Fc-gR signaling, phagocytosis","97",7,0.668950931848437,1.64401532799472,0.0248342211706345,0.117962550560514,0.0931283293898792,"ImmuneGO",1806,"tags=86%, list=27%, signal=63%","SRC/FGR/HCK/PRKCD/MYO1G/LIMK1"
"98","ChAd (V1, D3)","Cellular adaptive immune system","98",121,0.273984668948597,1.37768403286531,0.023786302223346,0.117962550560514,0.0931283293898792,"ImmuneGO",1641,"tags=38%, list=24%, signal=29%","IDO1/CCL2/CD276/SRC/FCER1G/LILRB1/IL15/CEBPB/CD86/CLEC4G/LFNG/LGALS1/RBX1/TNFAIP8L2/PSMB10/NCAPH2/LAG3/CD1D/IRF1/ADA/TLR4/CTSC/CD151/BAX/RELB/FKBP1A/BTK/LIPA/CTSH/NCKAP1L/KDELR1/WAS/SLC11A1/MDK/CCR2/CORO1A/CSK/LCP1/TAP2/B2M/RHOA/THEMIS2/EFNB1/PRF1/MYO1G/PTPN6"
"99","ChAd (V1, D3)","APP, Exogenous antigen","99",2,0.893385097804987,1.47893028143403,0.0359525296392021,0.16072895603408,0.126891281079537,"ImmuneGO",716,"tags=100%, list=11%, signal=89%","FCGR1A/PSME1"
"100","ChAd (V1, D3)","MHCII, Peptide complex","100",7,0.634412013859176,1.55913240477373,0.0426536322762791,0.180093114055401,0.142178774254264,"ImmuneGO",1541,"tags=86%, list=23%, signal=66%","HLA-DPA1/HLA-DMB/CALR/HLA-DMA/PDIA3/B2M"
"101","ChAd (V1, D3)","APP, MHC I, endogenous peptide","101",4,0.77042569081404,1.57623571148858,0.0496031746031746,0.198412698412698,0.156641604010025,"ImmuneGO",1541,"tags=100%, list=23%, signal=77%","TAP1/ERAP2/TAP2/B2M"
"102","ChAd (V1, D6)","BCR REPERTOIRE","102",35,0.738831615120275,2.09813534936706,2.13479287803659e-09,1.28087572682195e-08,1.12357519896663e-08,"ImmuneGO",111,"tags=100%, list=34%, signal=74%","IGKV1-6/IGHV1-24/IGHV3-49/IGLV3-10/IGLV5-37/IGLV3-21/IGKV3D-20/IGHV1-2/IGHV2-26/IGLC2/IGHV4-61/IGLV1-36/IGKV2D-24/IGKV1-27/IGLC3/IGLC7/IGHV5-51/IGHV4-31/IGHV3-20/IGHV4-28/IGHV6-1/IGHV3-15/IGKV1-12/IGKV3D-15/IGKV2D-30/IGKV2-24/IGKV3D-11/IGKV1-9/IGKJ1/IGHV3-66/IGHV3-74/IGHV1-3/IGLL5/IGKV2-28/IGHV1-18"
"103","ChAd (V1, D6)","Innate immune system","103",4,0.746174477916776,1.39279400371935,0.0502645502645503,0.150793650793651,0.132275132275132,"ImmuneGO",11,"tags=25%, list=3%, signal=24%","IFI27"
"104","ChAd (V1, D6)","Humoral adaptive immune system","104",2,-0.817666097680607,-1.36762580266695,0.106951871657754,0.213903743315508,0.187634862557463,"ImmuneGO",9,"tags=100%, list=3%, signal=98%","EPB42"
"105","ChAd (V1, D7)","Cellular response to Interferon II","105",11,-0.698188602555093,-1.89729587731843,0.00491546580072,0.18187223462664,0.175921933920505,"ImmuneGO",571,"tags=91%, list=20%, signal=73%","IL12RB1/VIM/LGALS9/AIF1/STAT1/GBP1/MRC1/CCL4/CCL3L1/CCL3"
"106","ChAd (V1, D7)","BCR REPERTOIRE","106",2,0.926456929476289,1.43149473599334,0.0119707191775606,0.221458304784872,0.21421286949319,"ImmuneGO",2,"tags=50%, list=0%, signal=50%","IGLL5"
"107","ChAd (V2, D1)","Innate immune system","107",128,0.538004262781446,2.39234513732872,1e-10,5.7e-09,5.36842105263158e-09,"ImmuneGO",651,"tags=45%, list=20%, signal=37%","CCL8/IFIT1/MX1/CCL2/IFIT2/BATF2/IFI6/GBP1/RIGI/CFB/OAS2/DDX60/EIF2AK2/IFITM3/GBP6/TRIM22/FCGR1A/IL31RA/STAT2/IFI35/PARP9/IFI27/PML/STAT1/MX2/IL27/GCH1/GBP2/APOBEC3A/BST2/TAP2/IL1RN/CXCL2/CLEC6A/TAP1/IFI30/TRIM21/CASP1/NCF1/SP100/CCR1/LGALS9/AXL/IFITM1/IL15/HLA-DMB/RNASE2/PIK3AP1/ADAR/NLRC5/PSME1/IRF1/MILR1/TICAM2/ZC3HAV1/SERPINB9/MIF"
"108","ChAd (V2, D1)","BCR REPERTOIRE","108",20,-0.828851629231256,-2.54031438617562,2.14425855972342e-08,6.11113689521176e-07,5.75564139715235e-07,"ImmuneGO",562,"tags=100%, list=18%, signal=83%","TRBC2/TRBV20-1/TRBV18/TRBV2/TRAJ3/TRAV25/TRBV3-1/TRAV2/TRAV38-2DV8/TRBV19/TRAV27/TRAV19/TRBV6-5/TRAV26-2/TRDC/TRBD1/IGLV3-9/TRAV18/IGLV5-45"
"109","ChAd (V2, D1)","TCR REPERTOIRE","109",18,-0.828327537148277,-2.49724704555682,1.33715763083098e-07,2.54059949857887e-06,2.39280839201334e-06,"ImmuneGO",562,"tags=100%, list=18%, signal=83%","TRBC2/TRBV20-1/TRBV18/TRBV2/TRAJ3/TRAV25/TRBV3-1/TRAV2/TRAV38-2DV8/TRBV19/TRAV27/TRAV19/TRBV6-5/TRAV26-2/TRDC/TRBD1/TRAV18"
"110","ChAd (V2, D1)","Antiviral innate immune response","110",8,0.904532017995245,2.15970314305097,8.31678208643064e-07,1.18514144731637e-05,1.11619970107359e-05,"ImmuneGO",99,"tags=62%, list=3%, signal=61%","IFIT1/MX1/IFIT2/RIGI/EIF2AK2"
"111","ChAd (V2, D1)","Signaling, Interferon I, Pathway","111",8,0.814942093511743,1.94579403022426,0.000327299152369521,0.00373121033701254,0.00351415932017802,"ImmuneGO",461,"tags=88%, list=14%, signal=75%","OAS2/IFITM3/STAT2/IFI27/STAT1/SP100/IFITM1"
"112","ChAd (V2, D1)","Cellular response to Interferon II","112",18,0.669467983689674,1.9768940692189,0.000403640528033526,0.00383458501631849,0.00361152051398418,"ImmuneGO",447,"tags=44%, list=14%, signal=38%","CCL8/CCL2/GBP1/GBP6/STAT1/GBP2/CASP1/LGALS9"
"113","ChAd (V2, D3)","Activation, B cell","113",2,-0.88631090487239,-1.47923251127953,0.0448528742109883,0.147540983606557,0.103537532355479,"ImmuneGO",52,"tags=100%, list=12%, signal=88%","CXCR5"
"114","ChAd (V2, D3)","Innate immune system","114",5,0.688705263304908,1.44347617762626,0.0491803278688525,0.147540983606557,0.103537532355479,"ImmuneGO",56,"tags=60%, list=13%, signal=53%","RAB43/CHGA/CFD"
"115","ChAd (V2, D3)","Cellular adaptive immune system","115",6,-0.63231850117096,-1.56010457391817,0.0865259397604519,0.173051879520904,0.121439915453266,"ImmuneGO",164,"tags=100%, list=38%, signal=63%","SYK/NKAP/S1PR1/KIT/RORC"
"116","ChAd-BNT (V2, D3)","Innate immune system","116",171,0.415590270769464,1.8158928418658,1.42357641311804e-05,0.000939560432657905,0.000884115877620676,"ImmuneGO",416,"tags=24%, list=10%, signal=23%","CCL8/CCL2/IFI27/DEFB1/GBP1/CCL7/IL31RA/IFIT1/CXCL9/IFI6/CFB/BATF2/FCGR1A/IFIT2/APOBEC3A/MX1/RAB43/OAS2/CCL1/EIF2AK2/CCL20/PARP9/IFITM3/IL1RN/MX2/AXL/STAT1/CLEC6A/IL27/STAT2/IFI35/GBP7/HAMP/DDX60/TRIM22/CFD/CYBA/CXCL3/GBP2/GCH1/TAP1"
"117","ChAd-BNT (V2, D3)","Antiviral innate immune response","117",6,0.892288778563287,1.94389165245982,9.0601516520547e-05,0.00298985004517805,0.00281341551300646,"ImmuneGO",138,"tags=67%, list=3%, signal=65%","IFIT1/IFIT2/MX1/EIF2AK2"
"118","ChAd-BNT (V2, D3)","Signaling, Interferon I, Pathway","118",9,0.789291466139477,1.95733969024512,0.000179925788431962,0.00395836734550316,0.00372477947981956,"ImmuneGO",235,"tags=56%, list=6%, signal=53%","IFI27/OAS2/IFITM3/STAT1/STAT2"
"119","ChAd-BNT (V2, D3)","Cellular response to Interferon II","119",27,0.596012387710329,1.98408916976382,0.000533200447344786,0.00879780738118898,0.00827863852456379,"ImmuneGO",240,"tags=33%, list=6%, signal=32%","CCL8/CCL2/GBP1/CCL7/RAB43/CCL1/CCL20/STAT1/GBP7"
"120","ChAd-BNT (V2, D3)","Chemotaxis, Dendritic cell","120",7,-0.704205306753795,-1.83979753533808,0.00921004842075129,0.121572639153917,0.114398496173542,"ImmuneGO",512,"tags=71%, list=12%, signal=63%","CCR7/CCL5/CXCR4/CXCR2/CXCR1"
"121","ChAd-BNT (V2, D7)","Innate immune system","121",154,-0.566414257648796,-2.10032560171899,0.000837767991819667,0.045239471558262,0.0432111911570144,"ImmuneGO",968,"tags=46%, list=18%, signal=39%","PDE4B/RELB/SPI1/STAT1/CXCR4/AIF1/LILRA2/FCER1G/TICAM1/IFNGR2/ARID5A/LILRA5/SFTPD/RNF19B/S100A12/IL27/SLC15A3/NFKBIA/IFI30/IFITM2/GBP1/IFI6/SRC/VNN1/TLR4/CSF1/CD55/IFNGR1/C5AR1/IL15/NLRP6/IFITM3/FOSL1/FCAR/IRF1/TREML4/MPL/FCGR1A/CCL4/PBX1/PTX3/CEBPB/BATF2/TRIM58/IL1RN/SNCA/CCR1/CCL3L1/IFIT2/TRIM40/IL12B/CCL3/CLU/CCL20/IFIT1/CCL8/CXCL2/WFDC3/CXCL3/TREML1/CCL2/CXCL5/PF4V1/CXCL8/CXCR2/BPIFB3/CXCL6/CXCR1/CCL7/CXCL1/PI3"
"122","ChAd-BNT (V3, D1)","BCR REPERTOIRE","122",14,-0.887640449438202,-3.02918917444124,6.40321082071947e-10,3.45773384318851e-08,3.30270873910794e-08,"ImmuneGO",275,"tags=100%, list=12%, signal=89%","TRBV20-1/TRBV19/TRAV13-1/TRBJ2-3/TRBV6-5/TRGC1/TRAV8-2/TRAV14DV4/TRAV38-2DV8/TRGV8/IGLV3-9/IGLV4-69/TRBV6-4"
"123","ChAd-BNT (V3, D1)","TCR REPERTOIRE","123",12,-0.886873920552677,-2.89507257915036,6.04161283210394e-09,1.63123546466806e-07,1.55810015143733e-07,"ImmuneGO",275,"tags=100%, list=12%, signal=89%","TRBV20-1/TRBV19/TRAV13-1/TRBJ2-3/TRBV6-5/TRGC1/TRAV8-2/TRAV14DV4/TRAV38-2DV8/TRGV8/TRBV6-4"
"124","ChAd-BNT (V3, D1)","Innate immune system","124",117,0.438536613913686,1.46851005783433,0.00583296572292526,0.104993383012655,0.100286077341522,"ImmuneGO",866,"tags=56%, list=37%, signal=37%","CCL8/BATF2/CCL2/GBP1/CXCL9/CXCL3/GBP6/CFB/FCGR1A/IFIT1/MX1/FOSL1/TYRO3/CXCL2/IL31RA/IFIT2/DDX60/IFI6/STAT1/TRIM22/RIGI/STAT2/PARP9/CCL3L1/IFI35/GBP2/OAS2/EIF2AK2/PML/MRC1/IL34/IL27/IFITM3/GCH1/CLEC6A/TAP1/IRF1/IFI30/EPS8/NLRC5/CCL3/MX2/TRIM21/TAP2/IL15/CLNK/CASP1/HLA-DPA1/CD40/FCGR2B/APOBEC3A/BST2/IFITM1/IL17RC/HLA-DMB/HLA-DMA/PDE4B/CIITA/SP100/CASP4/PIK3AP1/IL1RN/TNFAIP3/ADAR/SCIMP/NFKBIA"
"125","ChAd-BNT (V3, D1)","Antiviral innate immune response","125",6,0.811529637538532,1.67692344024598,0.0112855472804737,0.152354888286395,0.145524162300846,"ImmuneGO",348,"tags=83%, list=15%, signal=71%","IFIT1/MX1/IFIT2/RIGI/EIF2AK2"
"126","I (D10, moderate)","Signaling, T cell","126",17,-0.605387156084541,-2.07576519910703,0.00145542974305278,0.0260359641818194,0.0225698760709271,"ImmuneGO",1198,"tags=65%, list=20%, signal=52%","ITK/CD247/SKAP1/GATA3/CD28/PLCG1/THEMIS/ZAP70/CD8B/CD3G/ZNF683"
"127","I (D10, moderate)","Antiviral innate immune response","127",7,0.789102254110462,1.90662286210977,0.00146100655961208,0.0260359641818194,0.0225698760709271,"ImmuneGO",905,"tags=71%, list=15%, signal=61%","IFIT1/MX1/EIF2AK2/IFIT2/RNF135"
"128","I (D10, moderate)","Cellular adaptive immune system","128",103,-0.337336320786192,-1.83053379775555,0.000728870035469049,0.0260359641818194,0.0225698760709271,"ImmuneGO",1280,"tags=41%, list=21%, signal=33%","ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/RORA/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/RORC/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/GZMM/CCR7/ZNF683/ZFPM1/GPR15/FCER1A"
"129","I (D10, moderate)","Selection-, T cell, Thymic","129",4,-0.872754491017964,-1.80985610001915,0.00153152730481291,0.0260359641818194,0.0225698760709271,"ImmuneGO",770,"tags=100%, list=13%, signal=87%","CD28/ZAP70/CCR7"
"130","I (D10, moderate)","Activation, T cell","130",15,-0.574050278132364,-1.89301016870663,0.0066230882520114,0.090074000227355,0.0780827246552923,"ImmuneGO",1198,"tags=60%, list=20%, signal=48%","ITK/CD7/NLRC3/DPP4/CD28/RASGRP1/ZAP70/CD8B/CD3G"
"131","I (D10, moderate)","Innate immune system","131",165,0.300355173181964,1.55546828743081,0.00890313217593187,0.100902164660561,0.0874693687459973,"ImmuneGO",1771,"tags=48%, list=29%, signal=35%","IFI27/CH25H/CD177/PPARG/EDNRB/MT1G/IFIT1/RNASE2/IL10/IFI6/TYRO3/IL18RAP/BATF2/OAS2/MX1/DDX60/TARM1/RNASE3/CXCL2/ANXA3/NFKBIA/FCGR1A/DEFA4/VNN1/TRIM22/CRISP3/HMGB2/GBP6/S100A12/MAP2K6/CXCL3/GBP1/EIF2AK2/CFB/PARP9/LCN2/PTX3/BPI/TRIM40/IFITM1/IL1RN/IFIT2/RNF135/FCER1G/CAMP/MERTK/FLT1/F12/PRKCE/IL15/FCAR/F2/ANKHD1/STAT2/SP100/MILR1/APOBEC3A/PIK3AP1/IFI35/CASP1/GCH1/LY86/C1R/SLC15A4/ADAM17/HLA-C/GBP2/VIM/CD58/IFNL1/TAP1/TLR4/LILRA5/CR1/CLEC6A/HDAC4/PML/JMJD6/IFI30/IFNGR2"
"132","I (D10, moderate)","Signaling, Interferon I, Pathway","132",8,0.658232502416304,1.65175155531182,0.0134522046052061,0.130678559022002,0.113281722991209,"ImmuneGO",1282,"tags=62%, list=21%, signal=49%","IFI27/OAS2/IFITM1/STAT2/SP100"
"133","I (D10, moderate)","Differentiation, T cell","133",12,-0.556986737590948,-1.66798440647983,0.0156559550140124,0.133075617619105,0.115359668524302,"ImmuneGO",1526,"tags=67%, list=25%, signal=50%","ITPKB/GPR89B/BCL2/PIK3R1/GATA3/LFNG/ZAP70/IL7R"
