"","condition","id","delete","description","set_size","enrichment_score","nes","pvalue","p_adjust","qvalue","rank","leading_edge","core_enrichment","gsea_enrichment"
"72","ChAd-BNT (V2, D3)","ARPP","ARPP...72","ARPP",32,0.525085944396068,1.75304171444702,0.00388964787535849,0.0260637098836841,0.0188618953105609,1551,"tags=81%, list=36%, signal=52%","FCGR1A/CLEC6A/TAP1/SCIMP/PIK3AP1/ERAP2/TAP2/HLA-DPA1/CASP1/SRC/CD40/CTSS/IFI30/LACC1/SYK/HLA-C/HLA-DMA/RAB10/FCER1G/HLA-DMB/PSMB8/PSME1/HLA-F/RNF135/RELB/BTK","ImmuneGO"
"73","ChAd-BNT (V2, D3)","EOSINOPHIL","EOSINOPHIL...73","EOSINOPHIL",11,0.665510965033726,1.68602143183999,0.00910253162618237,0.0364101265047295,0.0263494336547384,108,"tags=36%, list=3%, signal=36%","CCL8/CCL2/CCL7/CCL1","ImmuneGO"
"74","ChAd-BNT (V2, D3)","NEUTROPHIL","NEUTROPHIL...74","NEUTROPHIL",29,0.470642532359784,1.53010170129755,0.0392670157068063,0.12565445026178,0.0909341416368146,173,"tags=24%, list=4%, signal=23%","CCL8/CCL2/CCL7/CXCL9/CCL1/CCL20/AXL","ImmuneGO"
"75","ChAd-BNT (V2, D3)","MACROPHAGES","MACROPHAGES...75","MACROPHAGES",12,0.563127558761551,1.46891320736564,0.0741797432239658,0.197812648597242,0.143153890432215,258,"tags=25%, list=6%, signal=24%","CCL2/IFI35/HAMP","ImmuneGO"
"76","ChAd-BNT (V2, D3)","COMPLEMENT IMMUNE SYSTEM","COMPLEMENT IMMUNE SYSTEM...76","COMPLEMENT IMMUNE SYSTEM",5,0.690622359279116,1.37340245896182,0.0984375,0.225,0.162828947368421,357,"tags=60%, list=8%, signal=55%","CFB/CFD/FPR3","ImmuneGO"
"77","ChAd-BNT (V2, D7)","NEUTROPHIL","NEUTROPHIL...77","NEUTROPHIL",36,-0.723407586205625,-2.25926196890353,0.00127816761192055,0.0204506817907289,0.0161452750979438,642,"tags=61%, list=12%, signal=54%","CSF1/C5AR1/IL15/NLRP6/FCAR/MPL/CCL4/CCL3L1/CCL3/CCL20/CCL8/CXCL2/CXCL3/CCL2/CXCL5/PF4V1/CXCL8/CXCR2/CXCL6/CXCR1/CCL7/CXCL1","ImmuneGO"
"78","ChAd-BNT (V2, D7)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...78","ANTIVIRAL AND INTERFERON",37,-0.675080860003495,-2.122362171402,0.00541651566515504,0.0433321253212403,0.0342095726220319,950,"tags=57%, list=18%, signal=47%","STAT1/AIF1/IFNGR2/IFITM2/GBP1/TLR4/IFNGR1/NLRP6/IFITM3/FCAR/IRF1/CCL4/CCL3L1/IFIT2/IL12B/CCL3/CCL20/IFIT1/CCL8/CCL2/CCL7","ImmuneGO"
"79","ChAd-BNT (V2, D7)","EOSINOPHIL","EOSINOPHIL...79","EOSINOPHIL",9,-0.826586506050455,-1.91386240544048,0.0262718276536111,0.140116414152593,0.110618221699415,456,"tags=78%, list=9%, signal=71%","MPL/CCL4/CCL3L1/CCL3/CCL8/CCL2/CCL7","ImmuneGO"
"80","ChAd-BNT (V2, D7)","MONOCYTES","MONOCYTES...80","MONOCYTES",13,-0.702372588234584,-1.78976307859548,0.054635761589404,0.15358361774744,0.121250224537453,765,"tags=77%, list=14%, signal=66%","S100A12/CSF1/MPL/CCL4/CCL3L1/CCL3/CCL20/CCL8/CCL2/CCL7","ImmuneGO"
"81","ChAd-BNT (V2, D7)","DENDRITIC CELLS","DENDRITIC CELLS...81","DENDRITIC CELLS",13,-0.671173971696603,-1.71026377449638,0.0612582781456954,0.15358361774744,0.121250224537453,967,"tags=54%, list=18%, signal=44%","RELB/SPI1/CXCR4/BATF2/CCR1/CXCR2/CXCR1","ImmuneGO"
"82","ChAd-BNT (V2, D7)","HUMORAL ADAPTIVE IMMUNE SYSTEM","HUMORAL ADAPTIVE IMMUNE SYSTEM...82","HUMORAL ADAPTIVE IMMUNE SYSTEM",22,-0.567111761562087,-1.60753180505789,0.0686427457098284,0.15358361774744,0.121250224537453,1279,"tags=59%, list=24%, signal=45%","NFKB2/LGALS1/HCK/SPI1/FCER1G/LFNG/SRC/BCL3/BCL6/MPL/PBX1/PTX3/EPB42","ImmuneGO"
"83","ChAd-BNT (V2, D7)","MACROPHAGES","MACROPHAGES...83","MACROPHAGES",11,-0.651806726162381,-1.58472056672731,0.0767918088737201,0.15358361774744,0.121250224537453,1597,"tags=91%, list=30%, signal=64%","B4GALT1/LGALS3/JMJD6/FCGR3A/TICAM1/SFTPD/TLR4/CSF1/CCL3/CCL2","ImmuneGO"
"84","ChAd-BNT (V2, D7)","INFLAMMATION","INFLAMMATION...84","INFLAMMATION",5,-0.779832519622993,-1.54894154508451,0.0473484848484848,0.15358361774744,0.121250224537453,567,"tags=60%, list=11%, signal=54%","NLRP6/IL1RN/CXCR2","ImmuneGO"
"85","ChAd-BNT (V2, D7)","COMPLEMENT IMMUNE SYSTEM","COMPLEMENT IMMUNE SYSTEM...85","COMPLEMENT IMMUNE SYSTEM",7,-0.671187341109586,-1.46497728037247,0.0912343470483005,0.162194394752534,0.12804820638358,623,"tags=71%, list=12%, signal=63%","CD55/C5AR1/FPR1/CLU/FPR2","ImmuneGO"
"86","ChAd-BNT (V2, D7)","B CELLS","B CELLS...86","B CELLS",41,-0.419082460915588,-1.33737576806983,0.132022471910112,0.21123595505618,0.166765227675931,1633,"tags=56%, list=30%, signal=39%","VAV2/GRB2/BCL10/CD86/CASP3/TNFAIP3/ZBTB7A/HCK/NFAM1/CXCR5/SPI1/PIK3R1/FCER1G/TICAM1/NFKBIA/LFNG/SRC/TLR4/BCL3/BCL6/MPL/PTX3/ADGRG3","ImmuneGO"
"87","ChAd-BNT (V2, D7)","CELLULAR ADAPTIVE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM...87","CELLULAR ADAPTIVE IMMUNE SYSTEM",81,-0.4051073439327,-1.39599295361989,0.165374677002584,0.211588935998385,0.16704389684083,1565,"tags=51%, list=29%, signal=36%","CRTAM/B2M/PDE4D/BCL10/TNFAIP8L2/PPP3CA/PTGER4/CRK/CD86/S1PR1/JMJD6/CASP3/LGALS1/PPP2CA/CD151/THEMIS2/PDE4B/RELB/PIK3R1/FCER1G/NFKBID/NRARP/LFNG/FKBP1B/SRC/TLR4/BCL3/EGR1/IL15/BCL6/IDO1/IRF1/TNFSF4/PBX1/CD83/CEBPB/IL12B/CCL3/CCL20/CCL2/BTNL8","ImmuneGO"
"88","ChAd-BNT (V2, D7)","T CELLS","T CELLS...88","T CELLS",71,-0.383759107101053,-1.29477228771118,0.171916010498688,0.211588935998385,0.16704389684083,1896,"tags=61%, list=35%, signal=40%","SP3/TNFSF8/PIK3CG/PSEN1/UBE2N/CTNNB1/LEPR/FKBP1A/CRTAM/B2M/PDE4D/BCL10/TNFAIP8L2/PPP3CA/CRK/CD86/S1PR1/JMJD6/CASP3/LGALS1/PPP2CA/CD151/THEMIS2/PDE4B/PIK3R1/FCER1G/NFKBID/NRARP/LFNG/FKBP1B/SRC/EGR1/IL15/BCL6/IDO1/IRF1/TNFSF4/CD83/IL12B/CCL3/CCL20/CCL2/BTNL8","ImmuneGO"
"89","ChAd-BNT (V2, D7)","ARPP","ARPP...89","ARPP",27,-0.423015251279267,-1.26674191760875,0.170876671619614,0.211588935998385,0.16704389684083,2343,"tags=85%, list=44%, signal=48%","RAB4A/RAB6A/PSME1/MAPKAPK2/RNF135/PDIA3/HLA-E/HLA-DPA1/HLA-DMB/CASP1/B2M/BCL10/TNFAIP3/CD14/RELB/FCER1G/TICAM1/NFKBIA/IFI30/SRC/TLR4/FOSL1/FCGR1A","ImmuneGO"
"90","ChAd-BNT (V3, D1)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...90","ANTIVIRAL AND INTERFERON",31,0.585174573823801,1.72313323085292,0.00532268842688785,0.0851630148302055,0.0784396189225577,480,"tags=55%, list=21%, signal=44%","CCL8/CCL2/GBP1/GBP6/IFIT1/MX1/IFIT2/STAT1/RIGI/STAT2/CCL3L1/GBP2/OAS2/EIF2AK2/MRC1/IFITM3/IRF1","ImmuneGO"
"91","ChAd-BNT (V3, D1)","NEUTROPHIL","NEUTROPHIL...91","NEUTROPHIL",14,0.632467471914917,1.63980384328103,0.0194399288540619,0.155519430832495,0.14324158102993,306,"tags=43%, list=13%, signal=37%","CCL8/CCL2/CXCL9/CXCL3/CXCL2/CCL3L1","ImmuneGO"
"92","I (D10, moderate)","T CELLS","T CELLS...92","T CELLS",92,-0.358804676565664,-1.96730804706808,0.000231581226832803,0.00370529962932485,0.00292523654946699,1280,"tags=43%, list=21%, signal=35%","ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/CD6/GZMM/CCR7/ZNF683/GPR15/FCER1A","ImmuneGO"
"93","I (D10, moderate)","CELLULAR ADAPTIVE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM...93","CELLULAR ADAPTIVE IMMUNE SYSTEM",103,-0.337336320786192,-1.88093193434458,0.000744565989049745,0.00595652791239796,0.00470252203610365,1280,"tags=41%, list=21%, signal=33%","ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/RORA/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/RORC/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/GZMM/CCR7/ZNF683/ZFPM1/GPR15/FCER1A","ImmuneGO"
"94","I (D10, moderate)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...94","ANTIVIRAL AND INTERFERON",36,0.425117413775071,1.63970013167434,0.0134854915985728,0.0719226218590548,0.0567810172571486,1771,"tags=58%, list=29%, signal=41%","IFI27/IFIT1/OAS2/MX1/GBP6/GBP1/EIF2AK2/IFITM1/IFIT2/RNF135/FCAR/STAT2/SP100/CASP1/GBP2/VIM/CD58/IFNL1/TLR4/HDAC4/IFNGR2","ImmuneGO"
"95","I (D10, moderate)","NEUTROPHIL","NEUTROPHIL...95","NEUTROPHIL",26,0.483307063570017,1.72639032023122,0.019171387414997,0.0766855496599881,0.0605412234157801,1082,"tags=46%, list=18%, signal=38%","CD177/IL18RAP/CXCL2/ANXA3/S100A12/CXCL3/FCER1G/CAMP/MERTK/IL15/FCAR/F2","ImmuneGO"
"96","I (D10, severe)","EOSINOPHIL","EOSINOPHIL...96","EOSINOPHIL",3,-0.931902191467232,-1.7859779046773,0.00196166904514051,0.0313867047222482,0.0247789774123012,12,"tags=67%, list=0%, signal=67%","FCER1A/CCL2","ImmuneGO"
"97","I (D10, severe)","CELLULAR ADAPTIVE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM...97","CELLULAR ADAPTIVE IMMUNE SYSTEM",119,-0.265436270424665,-1.46519441989628,0.0119214663222265,0.095371730577812,0.0752934715087989,1477,"tags=33%, list=22%, signal=26%","PRDX2/CDK6/EFNB1/MEN1/ITK/CRTAM/CD86/ITGB7/RPL22/CD81/LILRB1/CD1C/CTLA4/PLCG1/LFNG/THEMIS/SRC/RASGRP1/GZMM/GATA3/SPN/CD3G/ZFPM1/BTNL9/S1PR1/IL7R/CD28/DPP4/CCR2/DTX1/TESPA1/RORC/CD40LG/CCR7/IDO1/TCF7/GPR15/FCER1A/CCL2","ImmuneGO"
"98","I (D10, severe)","NEUTROPHIL","NEUTROPHIL...98","NEUTROPHIL",24,0.484858053233784,1.75602428100785,0.0286001047538817,0.114400419015527,0.0903161202754158,640,"tags=42%, list=10%, signal=38%","CD177/CCL20/IL18RAP/S100A12/ANXA3/CAMP/CXCL2/AZU1/NLRP6/FCAR","ImmuneGO"
"99","I (D10, severe)","T CELLS","T CELLS...99","T CELLS",105,-0.276776506503153,-1.48751736070039,0.0251235425589039,0.114400419015527,0.0903161202754158,1477,"tags=34%, list=22%, signal=27%","PRDX2/CDK6/EFNB1/ITK/CRTAM/CD86/ITGB7/RPL22/CD81/LILRB1/CD1C/CTLA4/PLCG1/LFNG/THEMIS/SRC/RASGRP1/GZMM/GATA3/SPN/CD3G/BTNL9/S1PR1/IL7R/CD28/CD6/DPP4/DTX1/TESPA1/CD40LG/CCR7/IDO1/TCF7/GPR15/FCER1A/CCL2","ImmuneGO"
"100","I (D26, moderate)","NEUTROPHIL","NEUTROPHIL...100","NEUTROPHIL",20,0.73007526020718,2.48310905807219,1.1480478285774e-06,1.83687652572384e-05,1.32931853835278e-05,715,"tags=70%, list=17%, signal=58%","CTSG/ELANE/CD177/PRTN3/AZU1/CAMP/CXCL2/S100A12/IL18RAP/ANXA3/FCAR/MERTK/CXCL3/FCER1G","ImmuneGO"
"101","I (D26, moderate)","T CELLS","T CELLS...101","T CELLS",74,-0.345150759238385,-1.94567102280931,0.000198212972901399,0.00158570378321119,0.00114754879048178,871,"tags=47%, list=21%, signal=38%","SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/CD6/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/FCER1A/CCR7/GPR15","ImmuneGO"
"102","I (D26, moderate)","MONOCYTES","MONOCYTES...102","MONOCYTES",5,0.852229600919688,1.88173272691041,0.000815123026864941,0.00326049210745976,0.0023595666567143,353,"tags=80%, list=8%, signal=73%","CTSG/AZU1/S100A12/FLT1","ImmuneGO"
"103","I (D26, moderate)","CELLULAR ADAPTIVE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM...103","CELLULAR ADAPTIVE IMMUNE SYSTEM",84,-0.324095530322301,-1.85405890681617,0.000729104477267055,0.00326049210745976,0.0023595666567143,871,"tags=44%, list=21%, signal=36%","SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/RORA/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/RORC/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/ZFPM1/FCER1A/CCR7/GPR15","ImmuneGO"
"104","I (D26, moderate)","NK CELL","NK CELL...104","NK CELL",8,-0.628799588771341,-1.83598567664522,0.0127937320719502,0.0409399426302407,0.0296275900613584,694,"tags=75%, list=17%, signal=63%","RASGRP1/LAG3/GATA3/KLRK1/KLRC2/KIR3DL1","ImmuneGO"
"105","I (D26, moderate)","HUMORAL ADAPTIVE IMMUNE SYSTEM","HUMORAL ADAPTIVE IMMUNE SYSTEM...105","HUMORAL ADAPTIVE IMMUNE SYSTEM",19,-0.355861927635755,-1.41854692888257,0.0875706214689266,0.233521657250471,0.168995936168104,551,"tags=58%, list=13%, signal=51%","KMT2A/GPR183/CD81/RAG1/PRF1/CD27/GATA3/IL2RB/CD6/CD40LG/FCER1A","ImmuneGO"
"106","I (D26, severe)","MONOCYTES","MONOCYTES...106","MONOCYTES",4,0.935107073329007,1.96345801598874,0.000119730424776639,0.00191568679642622,0.0013863522868874,404,"tags=100%, list=7%, signal=94%","S100A12/FLT1/CCL20/CTSG","ImmuneGO"
"107","I (D26, severe)","NEUTROPHIL","NEUTROPHIL...107","NEUTROPHIL",21,0.568590261770174,2.040148645438,0.00903872134149245,0.048206513821293,0.0348862928969884,616,"tags=43%, list=10%, signal=39%","CD177/S100A12/CXCL2/ANXA3/IL18RAP/CCL20/CAMP/CTSG/CXCL3","ImmuneGO"
"108","I (D26, severe)","CELLULAR ADAPTIVE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM...108","CELLULAR ADAPTIVE IMMUNE SYSTEM",104,-0.300113445352491,-1.5925554029903,0.00783137889920333,0.048206513821293,0.0348862928969884,1705,"tags=44%, list=28%, signal=33%","ITGB7/PSMB10/NLRC3/ADA/ITPKB/GATA3/ITK/MDK/PRDX2/MYO1G/PLCG1/AKT1/CACNB3/CRTAM/TESPA1/CSK/SPNS2/CORO1A/MEN1/LILRB1/EOMES/CD1C/DTX1/CD81/EFNB1/CACNB4/CD247/CD3G/SPN/IL7R/SRC/S1PR1/CD40LG/RORC/TCF7/PRF1/CD7/LFNG/ZAP70/GPR15/CCR7/ZNF683/ZFPM1/FCER1A/GZMM/EPHB3","ImmuneGO"
"109","I (D26, severe)","T CELLS","T CELLS...109","T CELLS",95,-0.281633659467759,-1.46444288935421,0.0256788846334782,0.102715538533913,0.0743336134127,1752,"tags=45%, list=28%, signal=33%","PPP2R1A/ITGB7/PSMB10/NLRC3/ADA/ITPKB/GATA3/ITK/MDK/PRDX2/MYO1G/PLCG1/AKT1/CACNB3/CRTAM/TESPA1/CSK/SPNS2/CORO1A/LILRB1/EOMES/CD1C/DTX1/CD81/EFNB1/CD247/CD3G/SPN/IL7R/SRC/S1PR1/CD40LG/TCF7/PRF1/CD7/LFNG/CD6/ZAP70/GPR15/CCR7/ZNF683/FCER1A/GZMM","ImmuneGO"
"110","I (D26, severe)","HUMORAL ADAPTIVE IMMUNE SYSTEM","HUMORAL ADAPTIVE IMMUNE SYSTEM...110","HUMORAL ADAPTIVE IMMUNE SYSTEM",32,-0.380282152991242,-1.53512791174189,0.0404779434896212,0.129529419166788,0.093738395449649,1051,"tags=38%, list=17%, signal=31%","LRRC8A/CD27/CD81/CACNB4/ZP3/SRC/IL2RB/CD40LG/PRF1/LFNG/CD6/FCER1A","ImmuneGO"
"111","I (D51, severe)","NEUTROPHIL","NEUTROPHIL...111","NEUTROPHIL",16,0.747189472076267,2.29823473977086,3.13879629430152e-05,0.000502207407088243,0.000429519492904418,495,"tags=69%, list=13%, signal=60%","CCL20/CD177/CXCL2/ELANE/AZU1/CAMP/FCAR/S100A12/IL18RAP/ANXA3/CXCL8","ImmuneGO"
"112","I (D51, severe)","MONOCYTES","MONOCYTES...112","MONOCYTES",6,0.840393377682929,1.92619237421554,0.00250361127629164,0.0200288902103331,0.0171299718904165,220,"tags=67%, list=6%, signal=63%","CCL20/AZU1/FLT1/S100A12","ImmuneGO"
"113","I (D51, severe)","ARPP","ARPP...113","ARPP",27,0.468978009333697,1.64345261133208,0.0241447948933501,0.128772239431201,0.110134152145106,1475,"tags=70%, list=39%, signal=44%","TNFAIP3/NFKBIA/FCGR1A/FOSL1/MAPKAPK2/TICAM1/TAP1/RELB/HLA-C/HLA-E/PSMB8/BCL10/RELA/MAP2K6/PRKCE/EP300/HLA-F/IFI30/PSME1","ImmuneGO"
"114","I (D51, severe)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...114","ANTIVIRAL AND INTERFERON",23,0.440235320829438,1.49055239613238,0.0580912863070539,0.232365145228216,0.198733347892553,1490,"tags=65%, list=39%, signal=40%","CCL20/FCAR/GBP1/GBP6/IRF1/GBP2/IFITM2/STAT1/IFITM1/EIF2AK2/HDAC4/ACTR3/IFNGR2/ACTG1/TBKBP1","ImmuneGO"
"115","ZF2001 (V3, D07)","ARPP","ARPP...115","ARPP",14,-0.631237896523942,-2.42454655523881,0.00191519675783189,0.0119656251218717,0.0053980263707692,549,"tags=50%, list=11%, signal=45%","IFI30/MAPKAPK2/RELB/TICAM1/FOSL1/NFKBIA/TNFAIP3","ImmuneGO"
"116","ZF2001 (V3, D07)","DENDRITIC CELLS","DENDRITIC CELLS...116","DENDRITIC CELLS",8,-0.713745890147103,-2.22247190182055,0.0023178388457256,0.0119656251218717,0.0053980263707692,489,"tags=75%, list=10%, signal=68%","SPI1/CCR1/CDC42/RELB/GPR183/CXCR4","ImmuneGO"
"117","ZF2001 (V3, D07)","NK CELL","NK CELL...117","NK CELL",6,-0.747217855247665,-1.99259038564922,0.00256406252611537,0.0119656251218717,0.0053980263707692,518,"tags=83%, list=11%, signal=75%","GATA3/PLEKHM2/TUBB4B/RNF19B/IL2","ImmuneGO"
"118","ZF2001 (V3, D07)","MONOCYTES","MONOCYTES...118","MONOCYTES",9,-0.581284852830925,-1.87732127259367,0.00904736195295969,0.0316657668353589,0.0142853083467784,236,"tags=56%, list=5%, signal=53%","LGALS3/CSF1/CCL4/CCL3/CCL20","ImmuneGO"
"119","ZF2001 (V3, D07)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...119","ANTIVIRAL AND INTERFERON",15,-0.455787966357751,-1.79061220838132,0.020475209963947,0.0496687215711069,0.0224069420621535,290,"tags=40%, list=6%, signal=38%","VIM/IRF1/CDC42/CCL4/CCL3/CCL20","ImmuneGO"
"120","ZF2001 (V3, D07)","INFLAMMATION","INFLAMMATION...120","INFLAMMATION",3,-0.861094038106945,-1.61302018079912,0.0212865949590458,0.0496687215711069,0.0224069420621535,682,"tags=100%, list=14%, signal=86%","FOSL2/IL1RN","ImmuneGO"
"121","ZF2001 (V3, D07)","B CELLS","B CELLS...121","B CELLS",27,-0.434147793620089,-1.78615238427697,0.0263323262122962,0.0526646524245924,0.0237584898156056,518,"tags=44%, list=11%, signal=40%","GATA3/SPI1/FOSL2/SHLD3/IRF2BP2/GPR183/TICAM1/BCL6/BCL3/NFKBIA/TNFAIP3/PTX3","ImmuneGO"
"122","ZF2001 (V3, D07)","NEUTROPHIL","NEUTROPHIL...122","NEUTROPHIL",26,-0.397659948624815,-1.67242408676507,0.0468981173683633,0.0820717053946357,0.0370248295013394,241,"tags=38%, list=5%, signal=37%","CXCL5/LGALS3/CSF1/CCL4/PDE4B/CXCL3/CXCL8/CCL3/CXCL2/CCL20","ImmuneGO"
"123","ZF2001 (V3, D07)","HUMORAL ADAPTIVE IMMUNE SYSTEM","HUMORAL ADAPTIVE IMMUNE SYSTEM...123","HUMORAL ADAPTIVE IMMUNE SYSTEM",21,-0.379927308433351,-1.62060880016585,0.0670470301710675,0.104295380266105,0.0470505474884684,543,"tags=43%, list=11%, signal=38%","NFKB2/GATA3/SPI1/SHLD3/IRF2BP2/GPR183/BCL6/BCL3/PTX3","ImmuneGO"
"124","ZF2001 (V3, D14)","NEUTROPHIL","NEUTROPHIL...124","NEUTROPHIL",4,-0.810187627081461,-1.73913933693448,0.00834078567273326,0.100089428072799,0.087797743923508,17,"tags=75%, list=3%, signal=73%","CSF1/CXCL2/CXCL8","ImmuneGO"
"125","ZF2001 (V3, D14)","MACROPHAGES","MACROPHAGES...125","MACROPHAGES",2,-0.893416927899687,-1.45099404288164,0.0253259411578442,0.151955646947065,0.133294427146549,71,"tags=100%, list=11%, signal=89%","CSF1","ImmuneGO"
"126","ZF2001 (V3, D14)","B CELLS","B CELLS...126","B CELLS",10,-0.49376513246413,-1.45680408105698,0.12280701754386,0.210526315789474,0.184672206832872,89,"tags=60%, list=14%, signal=52%","IRF2BP2/TICAM1/SHLD3/CAMLG/PTX3/NFKBIA","ImmuneGO"
"127","ZF2001 (V3, D14)","ARPP","ARPP...127","ARPP",3,-0.728457370066842,-1.40070074726304,0.109137055837563,0.210526315789474,0.184672206832872,71,"tags=100%, list=11%, signal=89%","TICAM1/NFKBIA","ImmuneGO"
"128","ZF2001 (V3, D14)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...128","ANTIVIRAL AND INTERFERON",2,-0.807210031347962,-1.31098584576149,0.121076233183857,0.210526315789474,0.184672206832872,126,"tags=100%, list=20%, signal=81%","VIM","ImmuneGO"
"129","ZF2001 (V3, D14)","MONOCYTES","MONOCYTES...129","MONOCYTES",1,-0.976525821596244,-1.29075004895881,0.0531496062992126,0.210526315789474,0.184672206832872,17,"tags=100%, list=3%, signal=97%","","ImmuneGO"
"130","ZF2001 (V3, D14)","INFLAMMATION","INFLAMMATION...130","INFLAMMATION",1,-0.948356807511737,-1.25351687446961,0.102362204724409,0.210526315789474,0.184672206832872,35,"tags=100%, list=5%, signal=95%","","ImmuneGO"
"131","ZF2001 (V3, D28)","NEUTROPHIL","NEUTROPHIL...131","NEUTROPHIL",5,-0.949367088607595,-2.06474955443491,0.000366428777425764,0.00439714532910917,0.00347143052298093,18,"tags=100%, list=7%, signal=95%","CCL3/CXCL2/CXCL8/CCL20","ImmuneGO"
"132","ZF2001 (V3, D28)","MONOCYTES","MONOCYTES...132","MONOCYTES",3,-0.941422594142259,-1.75766752751917,0.0186072861630169,0.0932148217984979,0.0735906487882878,18,"tags=100%, list=7%, signal=94%","CCL3/CCL20","ImmuneGO"
"133","ZF2001 (V3, D28)","ANTIVIRAL AND INTERFERON","ANTIVIRAL AND INTERFERON...133","ANTIVIRAL AND INTERFERON",2,-0.970833333333333,-1.61845933989344,0.0233037054496245,0.0932148217984979,0.0735906487882878,10,"tags=100%, list=4%, signal=97%","CCL20","ImmuneGO"
"134","ZF2001 (V3, D28)","CELLULAR ADAPTIVE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM...134","CELLULAR ADAPTIVE IMMUNE SYSTEM",4,-0.724165603875491,-1.47508454522672,0.0710900473933649,0.115384615384615,0.0910931174089069,10,"tags=75%, list=4%, signal=73%","GATA3/CCL3/CCL20","ImmuneGO"
"135","ZF2001 (V3, D28)","T CELLS","T CELLS...135","T CELLS",4,-0.724165603875491,-1.47508454522672,0.0710900473933649,0.115384615384615,0.0910931174089069,10,"tags=75%, list=4%, signal=73%","GATA3/CCL3/CCL20","ImmuneGO"
"136","ZF2001 (V3, D28)","ARPP","ARPP...136","ARPP",3,-0.761506276150628,-1.42175773337106,0.0634390651085142,0.115384615384615,0.0910931174089069,61,"tags=100%, list=25%, signal=76%","TNFAIP3/NFKBIA","ImmuneGO"
"137","ZF2001 (V3, D28)","MACROPHAGES","MACROPHAGES...137","MACROPHAGES",3,-0.761506276150628,-1.42175773337106,0.0634390651085142,0.115384615384615,0.0910931174089069,61,"tags=100%, list=25%, signal=76%","CSF1/CCL3","ImmuneGO"
"138","ZF2001 (V3, D28)","COMPLEMENT IMMUNE SYSTEM","COMPLEMENT IMMUNE SYSTEM...138","COMPLEMENT IMMUNE SYSTEM",1,0.966804979253112,1.27605283329075,0.0769230769230769,0.115384615384615,0.0910931174089069,9,"tags=100%, list=4%, signal=97%","FPR2","ImmuneGO"
"139","ZF2001 (V3, D28)","EOSINOPHIL","EOSINOPHIL...139","EOSINOPHIL",1,-0.966804979253112,-1.29089399088635,0.0885826771653543,0.118110236220472,0.0932449233319519,10,"tags=100%, list=4%, signal=96%","","ImmuneGO"
"140","ZF2001 (V3, D28)","B CELLS","B CELLS...140","B CELLS",8,-0.639285309659602,-1.55431878403056,0.105782792665726,0.126939351198872,0.100215277262267,61,"tags=75%, list=25%, signal=58%","TICAM1/SHLD3/GATA3/TNFAIP3/PTX3/NFKBIA","ImmuneGO"
"141","ZF2001 (V3, D28)","NK CELL","NK CELL...141","NK CELL",2,-0.766666666666667,-1.27809664609611,0.144578313253012,0.157721796276013,0.124517207586326,59,"tags=100%, list=24%, signal=76%","GATA3","ImmuneGO"
