Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
"ChAd-BNT (V2, D7)","ChAd (V1, D7)",0.302,124,165,121,289,245,"ADGRE5, AIF1, ANXA3, APOBEC3F, APOBEC3H, ARID5A, ASXL1, B4GALT1, BTNL8, CASP1, CASP3, CAV1, CBL, CCL20, CCL3, CCL3L1, CCL4, CCNB2, CCR7, CD27, CD28, CD38, CD55, CD68, CD83, CD86, CLEC10A, CRK, CSF1, CTLA4, CTSC, CXCL2, CXCL6, CXCL8, CXCR1, CXCR2, CXCR5, DHX9, DNASE1, DNM2, EIF2B2, ENDOD1, EPB42, EPS8, FASLG, FCER1G, FCGR1A, FCGR3A, FKBP1B, FPR1, FPR2, GBP1, GCH1, GPLD1, GPR183, GPR65, GTPBP1, HCK, HLA-DPA1, IFI6, IFNAR1, IFNAR2, IFNGR1, IL1R2, IRF1, IRF9, ITGAL, ITPKB, KHDRBS1, LGALS9, LILRB1, LILRB2, LRRC8A, MAP2K6, MTHFD1, MTOR, NFKB1, NFKBIA, NKAP, NLRP6, NRARP, PARP1, PDE4B, PDE4D, PECAM1, PI3, PIK3CA, PIK3CG, PIK3R1, PKHD1L1, PPP3CA, PSME1, PTGER4, PTX3, RAG1, RBPJ, RELB, RNF213, RPS6KB1, S1PR1, SARM1, SCNN1B, SFTPD, SLC12A2, SNCA, SOS1, SP3, SPACA3, SRP54, SRPK2, STAT1, STAT3, STXBP4, SYVN1, TICAM1, TNFAIP3, TNFRSF17, TNFSF15, TRIM23, TRIM26, TTLL1, UBA7, VIM, ZNF3",42.91,50.61,7.744826321459445e-35,34.11098831689477
"ChAd-BNT (V2, D7)",BNT-I (D1),0.103,36,253,62,289,98,"ARG2, ASXL1, BTLA, CCR7, CD14, CTNNB1, CXCL2, CXCL3, CXCR4, CXCR5, EPS8, IFI30, IFI6, IFIT1, IFNGR2, IL15, ITPKB, JAGN1, KHDRBS1, LGALS1, LGALS3, MAP2K1, METTL3, MPL, MS4A1, PDE4B, PNP, PTX3, RHOA, RNF135, SKIL, SRPK2, TMEM33, TNFSF15, VNN1, ZNF3",12.46,36.73,1.2150309746641379e-43,42.91541265049839
"ChAd-BNT (V2, D7)","ZF2001 (V3, D14)",0.184,75,214,119,289,194,"ADA, ADM, APOBEC3F, ARID5A, BST1, CASP6, CBL, CCL3, CD27, CRK, CSF1, CTNNB1, CTSS, CXCL2, CXCL8, CXCR5, FKBP1A, GCH1, GPLD1, GPR89A, GRB2, IFNAR1, IFNGR2, IL10RB, IL15, IL1RN, ITGB8, ITPKB, KHDRBS1, LRRC8A, LY86, MAP2K1, METTL3, MSH2, MTHFD1, NFKBIA, NKAP, NLRC3, NLRP9, PDE4D, PECAM1, PIK3CG, PIK3R1, PPP2CA, PPP2R1A, PPP3CA, PSME1, PTAFR, PTX3, RAB3B, RAB4A, RHOA, RNF135, RNF19B, RPL13A, RPS6KA3, RPS6KB1, SKIL, SLC15A3, SMPD1, SOS1, SRPK2, STAT1, TICAM1, TNFAIP8L2, TNFRSF17, TRIM23, TRIM68, TXLNA, UBE2N, USP27X, VIM, XRCC5, YY1, ZBTB7A",25.95,38.66,2.4282895570544103e-51,50.61469952783853
"ChAd-BNT (V2, D7)",I (D1),0.214,95,194,154,289,249,"ADM, ALOX5, ANXA3, APOBEC3F, ASXL1, ATF2, B2M, BATF2, BST1, CASP1, CCR1, CCR7, CD28, CD38, CD68, CR1, CSF1, CTSC, CXCL1, CXCL6, CXCL8, CXCR4, CXCR5, DNM2, EPX, FCER1G, FCGR1A, GBP1, GBP2, GCH1, GPLD1, GPR183, GRB2, GTPBP1, HCK, HDAC4, HLA-E, IFI30, IFI6, IFIT1, IFIT2, IFITM2, IFITM3, IL10RB, IL1RN, IL27, IRF9, ITGAL, KHDRBS1, LGALS1, LGALS9, LILRA5, LILRA6, LILRB1, LILRB2, LTBR, MAP2K6, MASP2, METTL3, NCKAP1L, NFKBIA, PDIA3, PSME1, RAB6A, RAP1GAP, RELB, RNF135, RNF19B, RNF213, RPL13A, RPL39, S100A12, SLC12A2, SOS1, SPI1, SRC, SRP54, STAT1, STAT3, STXBP1, STXBP4, TFE3, TICAM1, TNFRSF1B, TNFSF15, TRIM21, TRIM23, TRIM26, TRIM59, UBA7, VIM, VNN1, ZBTB7A, ZC3HAV1, ZNF3",32.87,38.15,5.720773247918504e-53,52.242545265855966
"ChAd-BNT (V2, D7)","ZF2001 (V3, D28)",0.131,45,244,55,289,100,"ADA, APOBEC3F, ARID5A, ATF2, CBL, CCL20, CCL3, CD27, CSF1, CXCL2, CXCL8, CXCR1, FKBP1A, GTPBP1, IL1RN, IRF9, ITPKB, LRRC8A, MAP2K6, METTL3, MSH2, NFKBIA, NLRC3, NLRP9, NRARP, PIK3R1, PPP2CA, PSME1, PTGER4, PTX3, RAB4A, RBPJ, RC3H1, RPL13A, RPS6KA3, SOS1, TICAM1, TNFAIP3, TNFRSF17, TRIM68, TTLL1, UBA7, UBE2N, USP27X, ZNF3",15.57,45,2.311800389036122e-36,35.63604966751908
"ChAd-BNT (V2, D7)","BNT-MO (V3, D1)",0.022,7,282,31,289,38,"CDC42, RPL39, STXBP1, TRIM23, TRIM68, VAV2, ZBTB7A",2.42,18.42,1.0199724241835552e-36,35.991411569597695
"ChAd-BNT (V2, D7)",I (D0),0.146,58,231,107,289,165,"ANXA3, APOBEC3F, APOBEC3H, ASXL1, BATF2, CASP1, CCL4, CCL7, CCR1, CD38, CD68, CD86, CTLA4, CXCR4, DHX9, EPX, FCER1G, GBP1, GCH1, GPR183, IFI30, IFI6, IFIT1, IFIT2, IFITM2, IFITM3, IGF1R, IL10RB, IL15, IL1RN, IRF9, ITGB8, LGALS1, LGALS3, LGALS9, LILRA6, LILRB1, LY86, MAP2K6, MASP2, PIK3R1, RBX1, RNF135, RNF213, SKIL, SOS1, SRC, STAT1, STXBP4, TICAM1, TNFSF15, TRIM21, TRIM26, UBA7, VAV2, ZBTB7A, ZC3HAV1, ZNF3",20.07,35.15,1.8900295743877622e-54,53.723531400116215
"ChAd-BNT (V2, D7)",BNT-I (D2),0.198,88,201,155,289,243,"ADM, ALOX5, APOBEC3F, ASXL1, BATF2, BCL3, BST1, CASP3, CAV1, CCL4, CCNB2, CCR7, CD28, CD68, CLU, CSF1, CTLA4, DHX9, DNM2, EPB42, EPX, FOSL1, GBP1, GBP2, GPR183, GTPBP1, HDAC4, HLA-E, IFI30, IFI6, IFIT1, IFIT2, IFITM2, IFITM3, IL1RN, IRF9, ITGAL, JAGN1, LGALS3, LGALS9, LILRA2, LILRA6, LILRB1, LILRB2, LTBR, MAP2K6, METTL3, MSH2, MTHFD1, NFKBIA, NKAP, PF4V1, PIK3R1, PKHD1L1, RAP1GAP, RELB, RNF135, RNF19B, RNF213, RPL13A, RPL39, RPS6KA3, S1PR1, SLC12A2, SMPD1, SNCA, SPI1, SRC, STXBP4, SYVN1, TFE3, THEMIS, TICAM1, TNFAIP3, TNFRSF1B, TREML1, TRIM21, TRIM23, TRIM26, TRIM58, TRIM59, UBA7, VAV2, XRCC5, ZBTB7A, ZC3HAV1, ZFP36L1, ZNF3",30.45,36.21,5.1262245283697405e-56,55.29020237565929
"ChAd-BNT (V2, D7)",I (D2),0.227,94,195,125,289,219,"ADGRG3, APOBEC3F, APOBEC3H, ASXL1, BATF2, CASP1, CAV1, CBL, CCNB2, CCR1, CCR7, CD28, CD38, CD68, CD86, CTLA4, CXCL1, CXCL2, CXCL6, CXCL8, CXCR4, DHX9, EGR1, EIF2B2, EPX, FASLG, FCAR, FCER1G, GBP1, GCH1, GPR183, GPR89B, IFI30, IFI6, IFIT1, IFIT2, IFITM3, IFNGR1, IGF1R, IL15, IL1R2, IL1RN, IL2RB, IRF9, ITGAL, ITGB8, LGALS1, LGALS3, LGALS9, LILRA5, LILRA6, LILRB1, LILRB2, LTBR, LY86, MAP2K6, MASP2, MCOLN2, NFKBID, NRARP, PDE4B, PDE4D, PI3, PIK3CA, PIK3R1, PPP3CA, PTAFR, RBPJ, RBX1, RNF135, RNF213, RPL13A, RPL39, RPS6KA3, SMPD1, SRC, STAT1, STXBP4, THEMIS, TICAM1, TNFRSF17, TNFSF15, TRIM21, TRIM23, TRIM26, TRIM68, TXLNA, UBA7, VAV2, XRCC5, YY1, ZBTB7A, ZC3HAV1, ZNF3",32.53,42.92,1.051689125313244e-45,44.97811261675396
"ChAd-BNT (V2, D7)",I-I (D2),0.036,11,278,15,289,26,"CSF1, CXCR4, GPR183, IFI6, IFIT1, IFIT2, IRF9, RNF213, TICAM1, ZBTB7A, ZC3HAV1",3.81,42.31,8.19985146581151e-19,18.08619401446539
"ChAd-BNT (V2, D7)",I-I (D5),0.103,35,254,51,289,86,"APOBEC3F, ASXL1, BATF2, CASP1, CCNB2, CD38, CD68, CTLA4, DHX9, EPX, GBP1, GCH1, GPR183, IFI30, IFI6, IFIT1, IFIT2, IFITM3, IGF1R, IL12B, IRF9, LGALS9, LILRB1, MASP2, PDE4D, PIK3R1, RNF213, RPL13A, SRC, STAT1, TNFSF15, TRIM21, UBA7, VAV2, ZBTB7A",12.11,40.7,9.560052722224363e-38,37.019539712649845
"ChAd-BNT (V2, D7)","BNT (V1, D6)",0.053,17,272,30,289,47,"APOBEC3H, CAV1, CCL4, CXCL2, CXCL3, CXCL5, EPS8, EPX, FASLG, GPR89A, ITGAL, MASP2, PTGER4, SMPD1, TNFRSF17, TNFSF4, ZBTB7A",5.88,36.17,2.28690177167794e-30,29.640752489059366
"ChAd-BNT (V2, D7)","BNT (V2, D1)",0.096,35,254,75,289,110,"APOBEC3F, APOBEC3H, BATF2, BST1, CCL4, CD300LB, CLEC10A, CRTAM, CXCL1, CXCL2, CXCL3, CXCL6, CXCL8, EGR1, EPS8, FASLG, FCGR1A, GBP1, GBP2, GCH1, IFNGR1, IRF1, ITGAL, LILRB1, LRRC8A, PDE4B, PDE4D, RNF213, SRP54, STAT1, THEMIS, TXLNA, VIM, VNN1, ZC3HAV1",12.11,31.82,4.648020982058494e-51,50.33273192012469
"ChAd-BNT (V2, D7)","BNT (V3, D1)",0.013,4,285,8,289,12,"GPLD1, GPR89A, LGALS3, MAP2K6",1.38,33.33,3.625490378531791e-13,12.440633243082827
"ChAd-BNT (V2, D7)","BNT-I-BNT (D51, mild)",0.043,14,275,34,289,48,"CASP6, CCR7, CDC42, CTNNB1, CXCR5, LGALS3, MEN1, MPL, MS4A1, MTOR, PARP1, S1PR1, SLC15A4, TRIM68",4.84,29.17,4.192137382281707e-35,34.37756449334561
"ChAd-BNT (V2, D7)",I (D3),0.071,23,266,35,289,58,"APOBEC3F, APOBEC3H, ASXL1, CD38, CTLA4, CXCR4, DHX9, EPX, FASLG, GPR183, IFI6, IFIT1, IFIT2, IFITM3, LGALS9, LILRB1, MAP2K6, MASP2, PDE4D, PI3, PIK3R1, TNFSF15, ZBTB7A",7.96,39.66,8.261658121443609e-32,31.082932780679034
"ChAd-BNT (V2, D7)","BBIBP (V3, D07)",0.138,43,246,22,289,65,"ADM, B4GALT1, BCL3, BCL6, CBL, CCL20, CCL3, CD83, CDC42, CSF1, CTNNB1, CXCL2, CXCL5, CXCL8, CXCR4, FASLG, FOSL1, GPR183, HDAC4, ITGB8, JMJD6, LGALS3, LRRC8A, MAP3K8, MAPKAPK2, NFKB2, NFKBIA, PDE4B, PNP, PPP2CA, PTGER4, PTX3, RELB, RNF19B, RNF213, RPL13A, RPL39, SRP54, TICAM1, TNFAIP3, TNFSF9, TRIM23, VIM",14.88,66.15,4.214395987552435e-17,16.375264660201765
"ChAd-BNT (V2, D7)","BBIBP (V3, D14)",0.143,49,240,53,289,102,"ADM, B2M, B4GALT1, BCL3, BCL6, CCL20, CCL3, CD83, CSF1, CTNNB1, CXCL2, CXCL8, DHX9, EPB42, EPS8, FCAR, GPLD1, GPR183, IL1RN, IRF1, ITGB8, JMJD6, LGALS3, LRRC8A, MAP3K8, MTHFD1, NFKB2, NFKBIA, NFKBID, NKAP, NLRP9, PBX1, PDE4B, PPP2CA, PSME1, PTGER4, PTX3, RAP1GAP, RNF19B, RPL13A, RPL39, SKIL, SNCA, STXBP4, TICAM1, TNFAIP3, TRIM58, UBE2N, VIM",16.96,48.04,5.526261524794167e-34,33.25756856638161
"ChAd-BNT (V2, D7)","ChAd (V1, D6)",0.056,17,272,16,289,33,"ALOX5, BCL10, CCNB2, CD14, CRK, CXCL5, CXCL6, IFNGR1, IFNGR2, LILRA2, NCF2, PPP3CA, RHOA, RNF135, S100A12, SLC15A4, XRCC5",5.88,51.52,6.496209304728441e-18,17.18733999078286
"ChAd-BNT (V2, D7)",I-I (D1),0.063,20,269,29,289,49,"ASXL1, CCR7, CD38, CXCL6, CXCR5, GBP1, GCH1, IFI6, IFIT1, IFIT2, IL15, IL1RN, ITPKB, LGALS9, LY86, MAP2K6, NFKBIA, RNF213, STAT1, STXBP1",6.92,40.82,2.5085306381121384e-28,27.6005805903182
"ChAd-BNT (V2, D7)",I (D4),0.017,5,284,11,289,16,"GPR183, IFI6, IFIT1, PDE4D, PIK3R1",1.73,31.25,1.1848699223681372e-16,15.926329324842511
"ChAd-BNT (V2, D7)",I-I (D3),0.01,3,286,8,289,11,"CXCL3, IFI6, TNFSF15",1.04,27.27,1.2084967928439375e-13,12.917754497802486
"ChAd-BNT (V2, D7)","ChAd (V2, D3)",0.091,29,260,28,289,57,"CBL, CCNB2, CD300LB, CDH26, CSF1, CXCR5, EIF2B2, EOMES, EPX, FASLG, FCGR3A, GPR89A, GPR89B, ITGB8, LFNG, MASP2, METTL3, NFKB2, NKAP, NLRP9, PARP1, PPP3CA, RAB6A, S1PR1, STXBP4, TNFAIP8L2, VAV2, YY1, ZC3HAV1",10.03,50.88,1.462416411013245e-24,23.834928947996662
"ChAd-BNT (V2, D7)","I (D51, moderate)",0.039,12,277,20,289,32,"CCL3, CCL4, CCNB2, CTNNB1, EOMES, FASLG, LGALS3, MTOR, SNCA, TNFAIP8L2, TRIM68, VIM",4.15,37.5,1.6349656115937403e-23,22.786491377469837
"ChAd-BNT (V2, D7)",I-I (D0),0.007,2,287,7,289,9,"CXCR4, IFI6",0.69,22.22,9.788824022035895e-13,12.009269478923837
"ChAd-BNT (V2, D7)","ChAd (V2, D7)",0.05,15,274,12,289,27,"CBL, CD83, CXCL1, CXCL8, EIF2B2, EPX, FASLG, IRF1, ITGB8, LFNG, MASP2, NFKB2, PI3, YY1, ZC3HAV1",5.19,55.56,1.8799617436985345e-14,13.72585098832657
"ChAd-BNT (V2, D7)","ChAd-BNT (V3, D1)",0.007,2,287,3,289,5,"CCL3L1, CD300LB",0.69,40,2.4348791569474347e-6,5.613522587949639
"ChAd-BNT (V2, D7)","BNT-I-BNT (D51, severe)",0.007,2,287,6,289,8,"CTNNB1, LGALS3",0.69,25,3.219435456136236e-11,10.492220277304224
"ChAd-BNT (V2, D7)","ChAd (V2, D1)",0.017,5,284,10,289,15,"FOSL1, GPR89B, PDE4D, TNFSF15, TNFSF9",1.73,33.33,2.221631104440266e-15,14.653328052778772
"ChAd-BNT (V2, D7)","BNT-I (D51, severe)",0,0,289,3,289,3,,0,0,2.4348791569474465e-7,6.613522587949637
"ChAd-BNT (V2, D7)",I-BNT (D5),0,0,289,1,289,1,,0,0,0.0034482758620689646,2.462397997898956
"I (D10, severe)","BBIBP (V3, D28)",0.099,33,59,242,92,275,"ABL1, ADM, B4GALT1, BCL3, BCL6, BPI, CCL20, CD58, CDC42, CRTC3, CTNNB1, CXCL2, FLT1, GATA3, GPR183, HLA-DMA, HMGB2, ITGB8, JMJD6, KIF5B, LCN2, LSM14A, MAP3K8, MS4A2, NFKBIA, PPP2CA, RAP1GAP, RASGRP1, RC3H1, RPS6, TNFAIP3, VAMP2, VIM",35.87,12,4.1921904494222164e-42,41.37755899576327
"I (D10, severe)","BNT-I (D10, severe)",0.479,195,132,80,327,275,"ABL1, ACE, ACTR3, ADAM17, ADAMTS13, ADARB1, ADD2, ADM, ALOX5, ANKHD1, ANXA3, AP3B1, APBB1IP, APOBEC3A, ATF2, B2M, BCL10, BCL3, BCL6, BMX, BPI, BST1, C1R, CACNB3, CAMLG, CAMP, CASP3, CASP6, CCNB2, CCND3, CCR7, CD177, CD1C, CD24, CD28, CD3G, CD40LG, CD46, CD55, CD58, CD6, CD81, CD96, CDC42, CDH26, CEACAM8, CEBPB, CFH, CH25H, CIITA, CLEC10A, CLNK, CR1, CRISP3, CRK, CRTAM, CRTC3, CTNNB1, CX3CR1, CXCL2, CXCR4, DBH, DEFA4, DENND1B, DPP4, EFNB1, EIF2AK2, ERCC1, FBXO38, FCER1A, FCER1G, FER, FGR, FKBP1A, FLT1, FLT3, FPR1, FUT7, GATA3, GPR15, GPR183, GPR89A, GPR89B, GZMM, HDAC4, HLA-C, HLA-DPA1, HLA-E, HMGB2, HP, HRH2, IFI27, IFITM1, IFITM2, IFNGR1, IFNGR2, IL10, IL10RB, IL18RAP, IL1R1, IL1R2, IL27RA, IL2RB, IL32, IL34, IL5RA, IL7R, IMPDH2, IPO7, ITGA3, ITGA4, ITGAM, ITGB7, ITGB8, ITPKB, JAK3, JMJD6, KIF5B, KMT2A, LCN2, LCP1, LFNG, LILRA6, LTB, MAP2K6, MAP3K8, MAPK3, MEN1, MFSD6, MS4A2, MYO1G, NCF2, NFKBIA, NLRC5, OLR1, OTUD7B, PARP9, PELI3, PIK3CA, PKNOX1, PLCG1, PLCG2, PPARG, PPP2CA, PRKCD, PRKCE, RAB27A, RASGRP1, RBPJ, RC3H1, RHOA, RNF135, RORC, RPL22, RPS6, RPS6KA3, S100A12, S1PR1, SARM1, SCG2, SELL, SKIL, SLC15A4, SMAD3, SOS2, SP100, SP3, SPN, ST6GAL1, STAT3, STAT5B, STXBP1, STXBP3, STXBP4, SUSD4, TARM1, TBKBP1, TCF7, TESPA1, TFE3, THEMIS, TMEM33, TRIM22, TRIM64B, TRIM65, TTLL1, VAV2, VEGFA, VIM, VNN1, ZAP70, ZBTB7A, ZC3H8, ZC3HAV1, ZFPM1",59.63,70.91,4.160907878201491e-16,15.380811899307181
"I (D10, severe)","BNT-I (D26, severe)",0.196,56,11,219,67,275,"ABL1, ACTR3, ADD2, ANKHD1, ANXA3, APOBEC3A, B2M, BCL10, BCL3, BPI, CACNB3, CAMLG, CAMP, CCNB2, CCR7, CD46, CD79B, CD81, CFH, CIITA, CLEC10A, CRISP3, CTNNB1, CX3CR1, CXCL2, EFNB1, FKBP1A, GPR89B, HLA-DPA1, IFNGR1, IL27RA, IMPDH2, ITGA3, ITGB7, JMJD6, LCN2, MAP3K8, MAPKAPK2, MEN1, MYO1G, NAGLU, NFKBIA, OLR1, PPP2CA, RBPJ, RC3H1, RPL22, S100A12, S1PR1, SHMT2, SLC15A4, SPN, TRIM64B, VAV2, VIM, ZFPM1",83.58,20.36,5.951319626858202e-8,7.225386724503625
"I (D10, severe)","ChAd (V1, D3)",0.234,120,237,155,357,275,"ABL1, ACTR3, ADAM17, ADAMTS13, ADARB1, ADD2, ADGRG3, APBB1IP, ATF2, B2M, BST1, CCL20, CCNB2, CCND3, CCR1, CCR2, CCR7, CD1C, CD28, CD300C, CD40, CD58, CD86, CDC42, CEBPB, CIITA, CLNK, CRK, CX3CR1, DBH, DTX1, EFNB1, EIF2AK2, EPS8, FBXO38, FCER1A, FCER1G, FGR, FKBP1A, FPR1, FPR3, GATA3, GPR89A, GPR89B, HLA-C, HLA-DMA, HLA-DMB, HLA-DPA1, HLA-E, HMGB1, HP, IFI27, IFITM1, IFITM2, IFNGR2, IGF1R, IL10, IL10RB, IL17RC, IL1R1, IL1R2, IL27RA, IL5RA, IMPDH2, ITGA4, ITGB7, ITGB8, KMT2A, LCP1, LFNG, LILRA5, LILRA6, LILRB1, LMBR1L, MAP2K1, MAPK3, MFSD6, MTHFD1, MYO1G, MYSM1, NAGLU, NCF2, NFKBIA, NLRP6, PARP9, PIK3CA, PLCG1, PLD3, PPARG, PPIA, PPP3CA, PRKCD, PSEN1, PTPRC, RAP1GAP, RASGRP1, RHOA, RNF135, RPL22, RPS6, SARM1, SELL, SKIL, SOS2, SP100, SPN, SRC, STXBP4, TARM1, TFE3, TMEM229B, TRIM22, TRIM65, VIM, VNN1, XRCC5, XRCC6, ZAP70, ZBTB7A, ZP3",33.61,43.64,5.596817492184385e-55,54.25205885486378
"I (D10, severe)","ChAd-BNT (V2, D3)",0.229,110,206,165,316,275,"ABL1, ACTR3, ADAM17, ADGRG3, ARID5A, ATF2, B4GALT1, BCL3, BST1, CASP3, CASP6, CCNB2, CCR2, CCR7, CD1C, CD28, CD300C, CD40LG, CD46, CD55, CD58, CD79B, CD81, CD86, CEBPB, CIITA, CRTAM, CTNNB1, CX3CR1, CXCR4, EFNB1, EIF2AK2, EPS8, FCER1G, FGR, FOSL2, FPR3, GPR183, GPR89A, GPR89B, HLA-DMA, HLA-DPA1, HLA-E, IFI27, IFITM1, IFNGR1, IGF1R, IL10RB, IL17RC, IL1R1, IL1R2, IL27RA, IL34, IL7R, IMPDH2, IPO7, ITGA4, ITGAM, JMJD6, KMT2A, LCP1, LFNG, LILRA6, LILRB1, LRP1, MAPKAPK2, MFSD6, MTHFD1, MYSM1, NCF2, NDST2, NLRC5, NLRP6, NLRP9, PARP9, PELI3, PIK3CA, PLD3, PPP2CA, PPP3CA, PRKCD, PRKDC, PTPRC, RAB43, RAB6A, RAP1GAP, RNF135, RPL22, RPS6, RPS6KA3, S1PR1, SARM1, SELL, SNAP23, SP100, SP3, ST6GAL1, STXBP4, TMEM229B, TNFAIP3, TRIM22, TRIM65, USP27X, VAMP2, VAV2, XRCC5, ZBTB7A, ZC3H8, ZC3HAV1, ZFP36L2",34.81,40,2.0350519202793932e-54,53.691424506142354
"I (D10, severe)","ChAd-BNT (V2, D7)",0.262,117,172,158,289,275,"ABL1, ADARB1, ADGRG3, ADM, ALOX5, ANXA3, ARID5A, ATF2, B2M, B4GALT1, BCL10, BCL3, BCL6, BST1, CASP3, CASP6, CCL20, CCNB2, CCR1, CCR7, CD27, CD28, CD300LB, CD55, CD86, CDC42, CDH26, CEBPB, CLEC10A, CR1, CRK, CRTAM, CTNNB1, CXCL2, CXCR4, EPS8, FCAR, FCER1G, FKBP1A, FPR1, GPR183, GPR89A, GPR89B, GTPBP1, HDAC4, HLA-DMB, HLA-DPA1, HLA-E, IFITM2, IFNGR1, IFNGR2, IGF1R, IL10RB, IL1R2, IL2RB, ITGA4, ITGB7, ITGB8, ITPKB, JMJD6, LFNG, LILRA5, LILRA6, LILRB1, MAP2K1, MAP2K6, MAP3K8, MAPKAPK2, MEN1, MTHFD1, MYSM1, NCF2, NFKBIA, NLRP6, NLRP9, PARP1, PIK3CA, PLCG1, PPP2CA, PPP3CA, PSEN1, RAB6A, RAP1GAP, RBPJ, RC3H1, RHOA, RNF135, RPS6KA3, S100A12, S1PR1, SARM1, SFTPD, SKIL, SLC15A4, SP3, SRC, STAT3, STXBP1, STXBP4, TESPA1, TFE3, THEMIS, TMEM33, TNFAIP3, TNFSF8, TRIM68, TRPV1, TTLL1, USP27X, VAV2, VIM, VNN1, XRCC5, ZAP70, ZBTB7A, ZC3H8, ZC3HAV1",40.48,42.55,4.7679312435048175e-45,44.32167001601567
"I (D10, severe)","I (D26, severe)",0.553,194,81,76,275,270,"ABL1, ACE, ACTR3, ADAM17, ADAMTS13, ADARB1, ADD2, ANKHD1, ANXA3, AP3B1, APBB1IP, APOBEC3A, ATF2, B2M, BCL10, BCL6, BMX, BPI, BST1, CACNB3, CAMLG, CAMP, CASP3, CASP6, CCL20, CCNB2, CCR1, CCR7, CD177, CD1C, CD24, CD27, CD300C, CD300LB, CD3G, CD40LG, CD46, CD55, CD58, CD6, CD79B, CD81, CD96, CDC42, CDH26, CEACAM8, CH25H, CIITA, CLEC10A, CLNK, CR1, CRIP1, CRISP3, CRK, CRTAM, CX3CR1, CXCL2, CXCR4, DBH, DDOST, DEFA4, DTX1, EFNB1, EIF2AK2, EPS8, ERCC1, FAM3A, FBXO38, FCER1A, FCER1G, FKBP1A, FLT1, FLT3, FPR3, GATA3, GPR89B, GZMM, HDAC4, HLA-DPA1, HMGB1, HMGB2, HP, IFI27, IFNGR1, IFNGR2, IL10, IL17RC, IL18RAP, IL1R1, IL1R2, IL27RA, IL2RB, IL5RA, IL7R, IMPDH2, ITGA3, ITGB7, ITGB8, ITPKB, JAK3, JMJD6, KIF5B, LCN2, LCP1, LFNG, LILRA6, LILRB1, LRP1, LSM14A, LTB, MAP2K6, MAP3K8, MEN1, MFSD6, MS4A2, MYO1C, MYO1G, MYSM1, NAGLU, NCF2, NFKBIA, NLRP9, OLR1, OTUD7B, PARP9, PELI3, PIK3CA, PKNOX1, PLCG1, PLCG2, PLD3, PPARG, PPP2CA, PPP3CA, PRDX2, PRKCE, PSEN1, PTPRC, RAB27A, RAB43, RAB6A, RBPJ, RC3H1, RHOA, RNF135, RORC, RPL22, RPS6KA3, S100A12, S1PR1, SARM1, SCG2, SELL, SFTPD, SHMT2, SKIL, SLC15A4, SMAD3, SNAP23, SOS2, SP100, SP3, SPN, SRC, STAT3, STXBP1, STXBP3, STXBP4, TARM1, TAX1BP1, TCF3, TCF7, TESPA1, TMEM229B, TMEM33, TNFAIP3, TRIM22, TRIM64B, TRIM65, TRIM68, TRPV1, TTLL1, USP27X, VAV2, VEGFA, VIM, VNN1, XRCC5, ZAP70, ZBTB7A, ZC3HAV1, ZFP36L2, ZFPM1, ZP3",70.55,71.85,2.0350656189291412e-10,9.691421582763388
"I (D10, severe)","ZF2001 (V3, D07)",0.206,96,179,192,275,288,"ABL1, ADD2, ADM, APOBEC3A, ARID5A, B4GALT1, BCL3, BCL6, BMX, BST1, C1R, CACNB3, CAMLG, CCL20, CCND3, CCR1, CD177, CD28, CD300C, CD81, CDC42, CDH26, CEBPB, CLNK, CRTC3, CTNNB1, CXCL2, CXCR4, DDOST, EFNB1, EIF2AK2, ERCC1, FBXO38, FER, FKBP1A, FLT1, FOSL2, FPR1, GPR183, GPR89A, GZMM, IFNGR1, IFNGR2, IL10RB, IL34, IMPDH2, ITGB8, ITPKB, JAK3, JMJD6, LCN2, LCP1, MAP2K1, MAP3K8, MAPK1, MAPK3, MAPKAPK2, MS4A2, MTHFD1, MYO1G, NCF2, NFKBIA, NLRP9, OLR1, PLD3, PPIA, PPP2CA, PPP3CA, PRDX2, PRKCD, RAB43, RAB5B, RHOA, RNF135, RPS6, S100A12, SCG2, SHMT2, SKIL, SMAD3, SP100, STAT3, STAT5B, STXBP1, STXBP4, TCF7, TFE3, THBS1, TNFAIP3, TNFSF8, VAMP2, VEGFA, VIM, XRCC6, ZBTB7A, ZC3H8",34.91,33.33,3.5570545987136854e-58,57.448909468596035
