"","condition","genes"
"5584","FLUMIST (D7)","NGDN"
"5585","FLUMIST (D7)","NGRN"
"5586","FLUMIST (D7)","NIPA2"
"5587","FLUMIST (D7)","NOL11"
"5588","FLUMIST (D7)","NR1D2"
"5589","FLUMIST (D7)","NR4A2"
"5590","FLUMIST (D7)","NRAS"
"5591","FLUMIST (D7)","NRBF2"
"5592","FLUMIST (D7)","NRIP1"
"5593","FLUMIST (D7)","NSF"
"5594","FLUMIST (D7)","NUAK2"
"5595","FLUMIST (D7)","NUDT15"
"5596","FLUMIST (D7)","NUDT4"
"5597","FLUMIST (D7)","NUFIP2"
"5598","FLUMIST (D7)","NUP153"
"5599","FLUMIST (D7)","NUP98"
"5600","FLUMIST (D7)","NUP58"
"5601","FLUMIST (D7)","ODC1"
"5602","FLUMIST (D7)","ORAI2"
"5603","FLUMIST (D7)","OSBPL2"
"5604","FLUMIST (D7)","OTUD1"
"5605","FLUMIST (D7)","P2RY10"
"5606","FLUMIST (D7)","PAIP1"
"5607","FLUMIST (D7)","PAIP2"
"5608","FLUMIST (D7)","PAPOLA"
"5609","FLUMIST (D7)","PCGF5"
"5610","FLUMIST (D7)","PCIF1"
"5611","FLUMIST (D7)","PCNX1"
"5612","FLUMIST (D7)","PDCD4"
"5613","FLUMIST (D7)","PDCL"
"5614","FLUMIST (D7)","PDRG1"
"5615","FLUMIST (D7)","PDZD8"
"5616","FLUMIST (D7)","PELO"
"5617","FLUMIST (D7)","PER1"
"5618","FLUMIST (D7)","PET117"
"5619","FLUMIST (D7)","PEX2"
"5620","FLUMIST (D7)","PFKFB3"
"5621","FLUMIST (D7)","PHACTR1"
"5622","FLUMIST (D7)","PHC3"
"5623","FLUMIST (D7)","PHF1"
"5624","FLUMIST (D7)","PHF11"
"5625","FLUMIST (D7)","PHLDA1"
"5626","FLUMIST (D7)","PIGB"
"5627","FLUMIST (D7)","PIM2"
"5628","FLUMIST (D7)","PIM3"
"5629","FLUMIST (D7)","PKD1"
"5630","FLUMIST (D7)","PKN2"
"5631","FLUMIST (D7)","PLAGL2"
"5632","FLUMIST (D7)","PLAUR"
"5633","FLUMIST (D7)","PLCL1"
"5634","FLUMIST (D7)","PLEKHF2"
"5635","FLUMIST (D7)","PNO1"
"5636","FLUMIST (D7)","PNPLA2"
"5637","FLUMIST (D7)","PNPLA8"
"5638","FLUMIST (D7)","POLR1C"
"5639","FLUMIST (D7)","POLR2M"
"5640","FLUMIST (D7)","PPARD"
"5641","FLUMIST (D7)","PPIF"
"5642","FLUMIST (D7)","PPM1A"
"5643","FLUMIST (D7)","PPM1B"
"5644","FLUMIST (D7)","PPP1R15B"
"5645","FLUMIST (D7)","PPP1R2"
"5646","FLUMIST (D7)","PPP1R3B"
"5647","FLUMIST (D7)","PPP2R1B"
"5648","FLUMIST (D7)","PPP2R2A"
"5649","FLUMIST (D7)","PPP4R3A"
"5650","FLUMIST (D7)","PPTC7"
"5651","FLUMIST (D7)","PRC1"
"5652","FLUMIST (D7)","PRDM2"
"5653","FLUMIST (D7)","PRDM4"
"5654","FLUMIST (D7)","PRDX6"
"5655","FLUMIST (D7)","PRKAR1A"
"5656","FLUMIST (D7)","PROK2"
"5657","FLUMIST (D7)","PRPF4B"
"5658","FLUMIST (D7)","PRRC2C"
"5659","FLUMIST (D7)","PSMD12"
"5660","FLUMIST (D7)","PTGS2"
"5661","FLUMIST (D7)","PTP4A1"
"5662","FLUMIST (D7)","PTPMT1"
"5663","FLUMIST (D7)","PTPRE"
"5664","FLUMIST (D7)","PTPRK"
"5665","FLUMIST (D7)","QKI"
"5666","FLUMIST (D7)","RAB11FIP1"
"5667","FLUMIST (D7)","RAB11FIP4"
"5668","FLUMIST (D7)","RAB18"
"5669","FLUMIST (D7)","RAB1A"
"5670","FLUMIST (D7)","RAB21"
"5671","FLUMIST (D7)","RAB2A"
"5672","FLUMIST (D7)","RABIF"
"5673","FLUMIST (D7)","RAD23B"
"5674","FLUMIST (D7)","RALGPS2"
"5675","FLUMIST (D7)","RANBP6"
"5676","FLUMIST (D7)","RAP2C"
"5677","FLUMIST (D7)","RAPGEF2"
"5678","FLUMIST (D7)","RASGEF1B"
"5679","FLUMIST (D7)","RBBP6"
"5680","FLUMIST (D7)","RBM18"
"5681","FLUMIST (D7)","RBM33"
"5682","FLUMIST (D7)","RBM7"
"5683","FLUMIST (D7)","RBM8A"
"5684","FLUMIST (D7)","RBMXL1"
"5685","FLUMIST (D7)","RBSN"
"5686","FLUMIST (D7)","RCL1"
"5687","FLUMIST (D7)","RELT"
"5688","FLUMIST (D7)","RFLNB"
"5689","FLUMIST (D7)","TRMT10C"
"5690","FLUMIST (D7)","RGS2"
"5691","FLUMIST (D7)","RIT1"
"5692","FLUMIST (D7)","RLF"
"5693","FLUMIST (D7)","RLIM"
"5694","FLUMIST (D7)","RMND5A"
"5695","FLUMIST (D7)","RNF103"
"5696","FLUMIST (D7)","RNF11"
"5697","FLUMIST (D7)","RNF138"
"5698","FLUMIST (D7)","RNF139"
"5699","FLUMIST (D7)","RNF4"
"5700","FLUMIST (D7)","RNF6"
"5701","FLUMIST (D7)","RNMT"
"5702","FLUMIST (D7)","RPAIN"
"5703","FLUMIST (D7)","RPF1"
"5704","FLUMIST (D7)","RPRD1B"
"5705","FLUMIST (D7)","RPS24"
"5706","FLUMIST (D7)","RRAGD"
"5707","FLUMIST (D7)","RRM2B"
"5708","FLUMIST (D7)","RSL24D1"
"5709","FLUMIST (D7)","RSRC2"
"5710","FLUMIST (D7)","RUBCNL"
"5711","FLUMIST (D7)","RYBP"
"5712","FLUMIST (D7)","S100P"
"5713","FLUMIST (D7)","SAMD8"
"5714","FLUMIST (D7)","SAMSN1"
"5715","FLUMIST (D7)","SAR1A"
"5716","FLUMIST (D7)","CAVIN2"
"5717","FLUMIST (D7)","SEC31A"
"5718","FLUMIST (D7)","SERPINB1"
"5719","FLUMIST (D7)","SERPINB2"
"5720","FLUMIST (D7)","SERTAD1"
"5721","FLUMIST (D7)","SERTAD2"
"5722","FLUMIST (D7)","SF3A1"
"5723","FLUMIST (D7)","SREK1IP1"
"5724","FLUMIST (D7)","SCAF11"
"5725","FLUMIST (D7)","SFXN1"
"5726","FLUMIST (D7)","SGTB"
"5727","FLUMIST (D7)","SH3GLB1"
"5728","FLUMIST (D7)","SIAH1"
"5729","FLUMIST (D7)","SIAH2"
"5730","FLUMIST (D7)","SIK1"
"5731","FLUMIST (D7)","SIK3"
"5732","FLUMIST (D7)","SIPA1L2"
"5733","FLUMIST (D7)","SKP1"
"5734","FLUMIST (D7)","SLC12A6"
"5735","FLUMIST (D7)","SLC17A7"
"5736","FLUMIST (D7)","SLC19A2"
"5737","FLUMIST (D7)","SLC25A28"
"5738","FLUMIST (D7)","SLC25A30"
"5739","FLUMIST (D7)","SLC25A33"
"5740","FLUMIST (D7)","SLC25A36"
"5741","FLUMIST (D7)","SLC25A37"
"5742","FLUMIST (D7)","SLC2A14"
"5743","FLUMIST (D7)","SLC2A3"
"5744","FLUMIST (D7)","SLC3A2"
"5745","FLUMIST (D7)","SLC7A5"
"5746","FLUMIST (D7)","SLCO3A1"
"5747","FLUMIST (D7)","PRELID3B"
"5748","FLUMIST (D7)","SLU7"
"5749","FLUMIST (D7)","SMAD4"
"5750","FLUMIST (D7)","PPP4R3B"
"5751","FLUMIST (D7)","SMNDC1"
"5752","FLUMIST (D7)","SMPD4"
"5753","FLUMIST (D7)","SMURF1"
"5754","FLUMIST (D7)","SNHG15"
"5755","FLUMIST (D7)","SNHG8"
"5756","FLUMIST (D7)","SNIP1"
"5757","FLUMIST (D7)","SNN"
"5758","FLUMIST (D7)","SNORD89"
"5759","FLUMIST (D7)","SNRK"
"5760","FLUMIST (D7)","SNRNP27"
"5761","FLUMIST (D7)","SNRPA1"
"5762","FLUMIST (D7)","SOCS1"
"5763","FLUMIST (D7)","SOCS3"
"5764","FLUMIST (D7)","SOD2"
"5765","FLUMIST (D7)","SPARC"
"5766","FLUMIST (D7)","SPOPL"
"5767","FLUMIST (D7)","SPTY2D1"
"5768","FLUMIST (D7)","U2SURP"
"5769","FLUMIST (D7)","SRGN"
"5770","FLUMIST (D7)","SS18L2"
"5771","FLUMIST (D7)","ITPRID2"
"5772","FLUMIST (D7)","STK17B"
"5773","FLUMIST (D7)","STK35"
"5774","FLUMIST (D7)","STRAP"
"5775","FLUMIST (D7)","STX11"
"5776","FLUMIST (D7)","SUB1"
"5777","FLUMIST (D7)","SUMO3"
"5778","FLUMIST (D7)","SUN1"
"5779","FLUMIST (D7)","SUSD6"
"5780","FLUMIST (D7)","SVIL"
"5781","FLUMIST (D7)","SYS1"
"5782","FLUMIST (D7)","SYTL3"
"5783","FLUMIST (D7)","TADA2B"
"5784","FLUMIST (D7)","TBPL1"
"5785","FLUMIST (D7)","TCP11L2"
"5786","FLUMIST (D7)","TERF2IP"
"5787","FLUMIST (D7)","TFAM"
"5788","FLUMIST (D7)","TFG"
"5789","FLUMIST (D7)","TFRC"
"5790","FLUMIST (D7)","TGIF1"
"5791","FLUMIST (D7)","TGIF2"
"5792","FLUMIST (D7)","TGS1"
"5793","FLUMIST (D7)","THBD"
"5794","FLUMIST (D7)","THSD1"
"5795","FLUMIST (D7)","THUMPD1"
"5796","FLUMIST (D7)","TIMM17A"
"5797","FLUMIST (D7)","TIMM23"
"5798","FLUMIST (D7)","TIPARP"
"5799","FLUMIST (D7)","TLE3"
"5800","FLUMIST (D7)","TM2D2"
"5801","FLUMIST (D7)","TM2D3"
"5802","FLUMIST (D7)","TMCC3"
"5803","FLUMIST (D7)","TMEM167B"
"5804","FLUMIST (D7)","TMEM183A"
"5805","FLUMIST (D7)","TMEM183BP"
"5806","FLUMIST (D7)","CNEP1R1"
"5807","FLUMIST (D7)","TMEM38B"
"5808","FLUMIST (D7)","TMEM68"
"5809","FLUMIST (D7)","TMEM70"
"5810","FLUMIST (D7)","TMF1"
"5811","FLUMIST (D7)","TNFAIP6"
"5812","FLUMIST (D7)","TNFRSF10C"
"5813","FLUMIST (D7)","TOPORS"
"5814","FLUMIST (D7)","TOX4"
"5815","FLUMIST (D7)","TP53BP2"
"5816","FLUMIST (D7)","TPM3"
"5817","FLUMIST (D7)","TPRG1L"
"5818","FLUMIST (D7)","TPSG1"
"5819","FLUMIST (D7)","TRAPPC4"
"5820","FLUMIST (D7)","TRIB1"
"5821","FLUMIST (D7)","TSFM"
"5822","FLUMIST (D7)","TSPYL1"
"5823","FLUMIST (D7)","TSPYL4"
"5824","FLUMIST (D7)","TUBA1A"
"5825","FLUMIST (D7)","TUBA1C"
"5826","FLUMIST (D7)","TWF1"
"5827","FLUMIST (D7)","UBAP1"
"5828","FLUMIST (D7)","UBE2B"
"5829","FLUMIST (D7)","UBE2G1"
"5830","FLUMIST (D7)","UBE2J1"
"5831","FLUMIST (D7)","UBXN6"
"5832","FLUMIST (D7)","UGCG"
"5833","FLUMIST (D7)","BLTP3B"
"5834","FLUMIST (D7)","UQCRC2"
"5835","FLUMIST (D7)","USF3"
"5836","FLUMIST (D7)","USP12"
"5837","FLUMIST (D7)","USP15"
"5838","FLUMIST (D7)","USP19"
"5839","FLUMIST (D7)","USP30"
"5840","FLUMIST (D7)","USP36"
"5841","FLUMIST (D7)","USP42"
"5842","FLUMIST (D7)","USPL1"
"5843","FLUMIST (D7)","UTP23"
"5844","FLUMIST (D7)","VAPA"
"5845","FLUMIST (D7)","VCPIP1"
"5846","FLUMIST (D7)","VNN3P"
"5847","FLUMIST (D7)","VPS18"
"5848","FLUMIST (D7)","VPS37B"
"5849","FLUMIST (D7)","VTI1A"
"5850","FLUMIST (D7)","WBP11"
"5851","FLUMIST (D7)","WDR20"
"5852","FLUMIST (D7)","WDR45B"
"5853","FLUMIST (D7)","WDR48"
"5854","FLUMIST (D7)","WHAMM"
"5855","FLUMIST (D7)","WTAP"
"5856","FLUMIST (D7)","XRN1"
"5857","FLUMIST (D7)","YOD1"
"5858","FLUMIST (D7)","YPEL5"
"5859","FLUMIST (D7)","YTHDC1"
"5860","FLUMIST (D7)","YTHDF3"
"5861","FLUMIST (D7)","ZBTB10"
"5862","FLUMIST (D7)","ZBTB33"
"5863","FLUMIST (D7)","ZBTB43"
"5864","FLUMIST (D7)","ZBTB5"
"5865","FLUMIST (D7)","ZCCHC2"
"5866","FLUMIST (D7)","ZEB1"
"5867","FLUMIST (D7)","ZFAND2A"
"5868","FLUMIST (D7)","ZFAND6"
"5869","FLUMIST (D7)","ZFX"
"5870","FLUMIST (D7)","ZFY"
"5871","FLUMIST (D7)","ZMYM2"
"5872","FLUMIST (D7)","ZNF10"
"5873","FLUMIST (D7)","ZNF134"
"5874","FLUMIST (D7)","ZNF14"
"5875","FLUMIST (D7)","ZNF18"
"5876","FLUMIST (D7)","ZBTB18"
"5877","FLUMIST (D7)","ZNF24"
"5878","FLUMIST (D7)","ZNF267"
"5879","FLUMIST (D7)","ZNF281"
"5880","FLUMIST (D7)","ZBTB21"
"5881","FLUMIST (D7)","ZNF326"
"5882","FLUMIST (D7)","ZNF331"
"5883","FLUMIST (D7)","ZNF350"
"5884","FLUMIST (D7)","ZNF394"
"5885","FLUMIST (D7)","ZNF395"
"5886","FLUMIST (D7)","ZNF529"
"5887","FLUMIST (D7)","ZNF548"
"5888","FLUMIST (D7)","ZNF552"
"5889","FLUMIST (D7)","ZNF571"
"5890","FLUMIST (D7)","ZNF586"
"5891","FLUMIST (D7)","ZNF622"
"5892","FLUMIST (D7)","ZNF639"
"5893","FLUMIST (D7)","ZNF644"
"5894","FLUMIST (D7)","ZNF655"
"5895","FLUMIST (D7)","ZNF689"
"5896","FLUMIST (D7)","ZNF766"
"5897","FLUMIST (D7)","ZNF830"
"5898","FLUMIST (D7)","ZNF844"
"5899","FLUMIST (D7)","ZNF92"
"5900","FLUMIST (D7)","ZNHIT3"
"5901","FLUMIST (D7)","ZRANB1"
"5902","FLUMIST (D7)","ZXDB"
"5903","FLUMIST (D7)","ZZEF1"
"5904","FLUMIST (D7)","AARS1"
"5905","FLUMIST (D7)","ABCB7"
"5906","FLUMIST (D7)","ABCC10"
"5907","FLUMIST (D7)","ABCD3"
"5908","FLUMIST (D7)","ABCF2"
"5909","FLUMIST (D7)","ABI3"
"5910","FLUMIST (D7)","ACAA1"
"5911","FLUMIST (D7)","ACADM"
"5912","FLUMIST (D7)","ACAP2"
"5913","FLUMIST (D7)","ACAT1"
"5914","FLUMIST (D7)","ACER3"
"5915","FLUMIST (D7)","ACLY"
"5916","FLUMIST (D7)","ACSL5"
"5917","FLUMIST (D7)","ACTL6A"
"5918","FLUMIST (D7)","ADAP2"
"5919","FLUMIST (D7)","ADCY7"
"5920","FLUMIST (D7)","ADCY9"
"5921","FLUMIST (D7)","ADH5"
"5922","FLUMIST (D7)","ADHFE1"
"5923","FLUMIST (D7)","ADSL"
"5924","FLUMIST (D7)","AGAP4"
"5925","FLUMIST (D7)","AGK"
"5926","FLUMIST (D7)","AGL"
"5927","FLUMIST (D7)","AGPAT3"
"5928","FLUMIST (D7)","PHYKPL"
"5929","FLUMIST (D7)","AHCYL1"
"5930","FLUMIST (D7)","AHCYL2"
"5931","FLUMIST (D7)","AHNAK"
"5932","FLUMIST (D7)","AHSA1"
"5933","FLUMIST (D7)","AHSA2P"
"5934","FLUMIST (D7)","AIDA"
"5935","FLUMIST (D7)","AIFM1"
"5936","FLUMIST (D7)","AIMP2"
"5937","FLUMIST (D7)","AK2"
"5938","FLUMIST (D7)","AKAP10"
"5939","FLUMIST (D7)","AKAP11"
"5940","FLUMIST (D7)","AKAP13"
"5941","FLUMIST (D7)","ALDH3A2"
"5942","FLUMIST (D7)","ALDH3B1"
"5943","FLUMIST (D7)","ALG10B"
"5944","FLUMIST (D7)","ALG6"
"5945","FLUMIST (D7)","ALG8"
"5946","FLUMIST (D7)","ALKBH3"
"5947","FLUMIST (D7)","AMMECR1"
"5948","FLUMIST (D7)","AMPD3"
"5949","FLUMIST (D7)","AMY1A"
"5950","FLUMIST (D7)","AMY1B"
"5951","FLUMIST (D7)","AMY1C"
"5952","FLUMIST (D7)","AMY2A"
"5953","FLUMIST (D7)","AMY2B"
"5954","FLUMIST (D7)","ANAPC1"
"5955","FLUMIST (D7)","ANAPC4"
"5956","FLUMIST (D7)","ANAPC7"
"5957","FLUMIST (D7)","ANKFY1"
"5958","FLUMIST (D7)","ANKH"
"5959","FLUMIST (D7)","ANKIB1"
"5960","FLUMIST (D7)","ANKLE2"
"5961","FLUMIST (D7)","ANKRD10"
"5962","FLUMIST (D7)","ANKZF1"
"5963","FLUMIST (D7)","ANXA2"
"5964","FLUMIST (D7)","ANXA2P2"
"5965","FLUMIST (D7)","ANXA4"
"5966","FLUMIST (D7)","ANXA6"
"5967","FLUMIST (D7)","AP1AR"
"5968","FLUMIST (D7)","AP1M1"
"5969","FLUMIST (D7)","AP1S2"
"5970","FLUMIST (D7)","AP3S2"
"5971","FLUMIST (D7)","AP4B1"
"5972","FLUMIST (D7)","AP4E1"
"5973","FLUMIST (D7)","APAF1"
"5974","FLUMIST (D7)","APEH"
"5975","FLUMIST (D7)","API5"
"5976","FLUMIST (D7)","APLP2"
"5977","FLUMIST (D7)","APPBP2"
"5978","FLUMIST (D7)","APPL1"
"5979","FLUMIST (D7)","APTX"
"5980","FLUMIST (D7)","AQR"
"5981","FLUMIST (D7)","ARF1"
"5982","FLUMIST (D7)","ARHGAP26"
"5983","FLUMIST (D7)","ARHGAP27"
"5984","FLUMIST (D7)","ARHGAP30"
"5985","FLUMIST (D7)","ARHGEF10L"
"5986","FLUMIST (D7)","ARID1A"
"5987","FLUMIST (D7)","ARL11"
"5988","FLUMIST (D7)","ARL17A"
"5989","FLUMIST (D7)","ARL17B"
"5990","FLUMIST (D7)","ARL6IP5"
"5991","FLUMIST (D7)","ARMC1"
"5992","FLUMIST (D7)","ARMC10"
"5993","FLUMIST (D7)","ARMC8"
"5994","FLUMIST (D7)","ARMT1"
"5995","FLUMIST (D7)","ARSD"
"5996","FLUMIST (D7)","ARSG"
"5997","FLUMIST (D7)","ARV1"
"5998","FLUMIST (D7)","ASB3"
"5999","FLUMIST (D7)","ASCC1"
"6000","FLUMIST (D7)","ASCL2"
"6001","FLUMIST (D7)","GET3"
"6002","FLUMIST (D7)","ASRGL1"
"6003","FLUMIST (D7)","ASXL2"
"6004","FLUMIST (D7)","ATF1"
"6005","FLUMIST (D7)","ATF7IP"
"6006","FLUMIST (D7)","ATG3"
"6007","FLUMIST (D7)","ATG7"
"6008","FLUMIST (D7)","ATL3"
"6009","FLUMIST (D7)","ATMIN"
"6010","FLUMIST (D7)","ATP13A1"
"6011","FLUMIST (D7)","ATP2B4"
"6012","FLUMIST (D7)","ATP2C1"
"6013","FLUMIST (D7)","ATP5MC1"
"6014","FLUMIST (D7)","ATP6AP1"
"6015","FLUMIST (D7)","ATP6V0E1"
"6016","FLUMIST (D7)","ATP6V1C1"
"6017","FLUMIST (D7)","ATP6V1D"
"6018","FLUMIST (D7)","ATP8B1"
"6019","FLUMIST (D7)","ATP8B2"
"6020","FLUMIST (D7)","ATPAF1"
"6021","FLUMIST (D7)","ATRN"
"6022","FLUMIST (D7)","ATXN2"
"6023","FLUMIST (D7)","AUH"
"6024","FLUMIST (D7)","AVL9"
"6025","FLUMIST (D7)","B3GALNT2"
"6026","FLUMIST (D7)","BAZ1A"
"6027","FLUMIST (D7)","BAZ1B"
"6028","FLUMIST (D7)","BDP1"
"6029","FLUMIST (D7)","BFAR"
"6030","FLUMIST (D7)","BICD2"
"6031","FLUMIST (D7)","BIRC6"
"6032","FLUMIST (D7)","BIVM"
"6033","FLUMIST (D7)","BMP2K"
"6034","FLUMIST (D7)","BPTF"
"6035","FLUMIST (D7)","BRCC3"
"6036","FLUMIST (D7)","BRD3"
"6037","FLUMIST (D7)","BRD8"
"6038","FLUMIST (D7)","BRI3BP"
"6039","FLUMIST (D7)","BRWD1"
"6040","FLUMIST (D7)","BTBD7"
"6041","FLUMIST (D7)","MCMBP"
"6042","FLUMIST (D7)","WBP1L"
"6043","FLUMIST (D7)","C11orf21"
"6044","FLUMIST (D7)","C11orf54"
"6045","FLUMIST (D7)","HIKESHI"
"6046","FLUMIST (D7)","INTS13"
"6047","FLUMIST (D7)","ERG28"
"6048","FLUMIST (D7)","TMEM260"
"6049","FLUMIST (D7)","MIS18BP1"
"6050","FLUMIST (D7)","LYSET"
"6051","FLUMIST (D7)","C14orf119"
"6052","FLUMIST (D7)","DTD2"
"6053","FLUMIST (D7)","PCNX4"
"6054","FLUMIST (D7)","SPTSSA"
"6055","FLUMIST (D7)","L3HYPDH"
"6056","FLUMIST (D7)","DGLUCY"
"6057","FLUMIST (D7)","FAM219B"
"6058","FLUMIST (D7)","KATNBL1"
"6059","FLUMIST (D7)","C15orf40"
"6060","FLUMIST (D7)","MOSMO"
"6061","FLUMIST (D7)","VPS35L"
"6062","FLUMIST (D7)","ACTMAP"
"6063","FLUMIST (D7)","BABAM1"
"6064","FLUMIST (D7)","LRIF1"
"6065","FLUMIST (D7)","C1orf162"
"6066","FLUMIST (D7)","HENMT1"
"6067","FLUMIST (D7)","RSRP1"
"6068","FLUMIST (D7)","ADISSP"
"6069","FLUMIST (D7)","GATD3"
"6070","FLUMIST (D7)","CFAP298"
"6071","FLUMIST (D7)","PRR14L"
"6072","FLUMIST (D7)","KIAA0930"
"6073","FLUMIST (D7)","C2CD5"
"6074","FLUMIST (D7)","GCFC2"
"6075","FLUMIST (D7)","COA5"
"6076","FLUMIST (D7)","C2orf74"
"6077","FLUMIST (D7)","TIMMDC1"
"6078","FLUMIST (D7)","TCAIM"
"6079","FLUMIST (D7)","HPF1"
"6080","FLUMIST (D7)","NREP"
"6081","FLUMIST (D7)","C5orf15"
"6082","FLUMIST (D7)","C5orf22"
"6083","FLUMIST (D7)","ABRACL"
"6084","FLUMIST (D7)","SLC18B1"
"6085","FLUMIST (D7)","C6orf89"
"6086","FLUMIST (D7)","MPLKIP"
"6087","FLUMIST (D7)","CCZ1"
"6088","FLUMIST (D7)","CCZ1B"
"6089","FLUMIST (D7)","TMEM248"
"6090","FLUMIST (D7)","FMC1"
"6091","FLUMIST (D7)","C8orf44"
"6092","FLUMIST (D7)","TRIQK"
"6093","FLUMIST (D7)","TOR4A"
"6094","FLUMIST (D7)","TMEM250"
"6095","FLUMIST (D7)","C9orf72"
"6096","FLUMIST (D7)","CAB39"
"6097","FLUMIST (D7)","CABIN1"
"6098","FLUMIST (D7)","CACNA2D3"
"6099","FLUMIST (D7)","CACNA2D4"
"6100","FLUMIST (D7)","CACYBP"
"6101","FLUMIST (D7)","CALHM2"
"6102","FLUMIST (D7)","CALML4"
"6103","FLUMIST (D7)","CANX"
"6104","FLUMIST (D7)","CAPG"
"6105","FLUMIST (D7)","CAPN3"
"6106","FLUMIST (D7)","CAPRIN1"
"6107","FLUMIST (D7)","CAPRIN2"
"6108","FLUMIST (D7)","CARNMT1"
"6109","FLUMIST (D7)","CARS1"
"6110","FLUMIST (D7)","CASP2"
"6111","FLUMIST (D7)","CASP8AP2"
"6112","FLUMIST (D7)","CBFA2T2"
"6113","FLUMIST (D7)","CBR4"
"6114","FLUMIST (D7)","ZNG1A"
"6115","FLUMIST (D7)","ZNG1B"
"6116","FLUMIST (D7)","ZNG1C"
"6117","FLUMIST (D7)","ZNG1E"
"6118","FLUMIST (D7)","ZNG1F"
"6119","FLUMIST (D7)","CBX1"
"6120","FLUMIST (D7)","PRIMPOL"
"6121","FLUMIST (D7)","VPS50"
"6122","FLUMIST (D7)","CEP83"
"6123","FLUMIST (D7)","NSRP1"
"6124","FLUMIST (D7)","TRMT13"
"6125","FLUMIST (D7)","CCDC88A"
"6126","FLUMIST (D7)","CCM2"
"6127","FLUMIST (D7)","CCNL2"
"6128","FLUMIST (D7)","CCT3"
"6129","FLUMIST (D7)","CCT4"
"6130","FLUMIST (D7)","CCT5"
"6131","FLUMIST (D7)","CCT6A"
"6132","FLUMIST (D7)","CCT7"
"6133","FLUMIST (D7)","CD163"
"6134","FLUMIST (D7)","CD300A"
"6135","FLUMIST (D7)","CD33"
"6136","FLUMIST (D7)","CD53"
"6137","FLUMIST (D7)","CDC14A"
"6138","FLUMIST (D7)","CDC16"
"6139","FLUMIST (D7)","CDC25B"
"6140","FLUMIST (D7)","CDC7"
"6141","FLUMIST (D7)","CDK2AP2"
"6142","FLUMIST (D7)","CDK4"
"6143","FLUMIST (D7)","CDK8"
"6144","FLUMIST (D7)","HDHD5"
"6145","FLUMIST (D7)","CELF1"
"6146","FLUMIST (D7)","CENPB"
"6147","FLUMIST (D7)","CENPJ"
"6148","FLUMIST (D7)","CEP104"
"6149","FLUMIST (D7)","CNTRL"
"6150","FLUMIST (D7)","CEP164"
"6151","FLUMIST (D7)","CEP170"
"6152","FLUMIST (D7)","CEP350"
"6153","FLUMIST (D7)","CEP85"
"6154","FLUMIST (D7)","CEPT1"
"6155","FLUMIST (D7)","CES2"
"6156","FLUMIST (D7)","CFDP1"
"6157","FLUMIST (D7)","CGGBP1"
"6158","FLUMIST (D7)","CHCHD3"
"6159","FLUMIST (D7)","CHCHD4"
"6160","FLUMIST (D7)","CHD9"
"6161","FLUMIST (D7)","CHM"
"6162","FLUMIST (D7)","CHMP4A"
"6163","FLUMIST (D7)","CIAO1"
"6164","FLUMIST (D7)","CIAPIN1"
"6165","FLUMIST (D7)","CIDEB"
"6166","FLUMIST (D7)","CIRBP"
"6167","FLUMIST (D7)","CISD1"
"6168","FLUMIST (D7)","CISD3"
"6169","FLUMIST (D7)","CLCC1"
"6170","FLUMIST (D7)","CLCN3"
"6171","FLUMIST (D7)","CLEC12A"
"6172","FLUMIST (D7)","CLEC12B"
"6173","FLUMIST (D7)","CLEC2D"
"6174","FLUMIST (D7)","CLIC3"
"6175","FLUMIST (D7)","CLIP4"
"6176","FLUMIST (D7)","CLK2"
"6177","FLUMIST (D7)","CLN8"
"6178","FLUMIST (D7)","CLNS1A"
"6179","FLUMIST (D7)","CLOCK"
"6180","FLUMIST (D7)","CLPTM1L"
"6181","FLUMIST (D7)","CLPX"
"6182","FLUMIST (D7)","CLTA"
"6183","FLUMIST (D7)","CLTC"
"6184","FLUMIST (D7)","CMAS"
"6185","FLUMIST (D7)","CNOT1"
"6186","FLUMIST (D7)","CNOT4"
"6187","FLUMIST (D7)","CNOT6"
"6188","FLUMIST (D7)","CNPY2"
"6189","FLUMIST (D7)","COASY"
"6190","FLUMIST (D7)","NELFB"
"6191","FLUMIST (D7)","COG2"
"6192","FLUMIST (D7)","COMMD1"
"6193","FLUMIST (D7)","COMMD10"
"6194","FLUMIST (D7)","COMMD3"
"6195","FLUMIST (D7)","COMT"
"6196","FLUMIST (D7)","COPA"
"6197","FLUMIST (D7)","COPB2"
"6198","FLUMIST (D7)","COPS5"
"6199","FLUMIST (D7)","COPS7A"
"6200","FLUMIST (D7)","COPZ1"
"6201","FLUMIST (D7)","COQ2"
"6202","FLUMIST (D7)","COQ5"
"6203","FLUMIST (D7)","COQ9"
"6204","FLUMIST (D7)","COX10"
"6205","FLUMIST (D7)","COX15"
"6206","FLUMIST (D7)","COX18"
"6207","FLUMIST (D7)","CPM"
"6208","FLUMIST (D7)","CPNE2"
"6209","FLUMIST (D7)","CPNE3"
"6210","FLUMIST (D7)","CPOX"
"6211","FLUMIST (D7)","CPSF1"
"6212","FLUMIST (D7)","CPSF2"
"6213","FLUMIST (D7)","CPSF3"
"6214","FLUMIST (D7)","CREB1"
"6215","FLUMIST (D7)","CREB3L2"
"6216","FLUMIST (D7)","CREBL2"
"6217","FLUMIST (D7)","CREBZF"
"6218","FLUMIST (D7)","CRIM1"
"6219","FLUMIST (D7)","CRLS1"
