genes,condition,log2fold_change,direction,meta_p,fdr,bioprocess
CD19,"ChAd (V1, D3)",-0.5004186147861274,NEUTRAL,7.68844871125318e-5,0.005211504959023989,Immune
CD19,I (D1),-5.911593807974968,DOWN,3.6653781275171466e-12,4.584242002410202e-9,Immune
CD1C,"ChAd (V1, D3)",-0.4355531271195318,NEUTRAL,4.943896075571745e-5,0.0037565422832451646,Immune
CD22,"ChAd (V1, D3)",-0.4200645213439614,NEUTRAL,4.833676008836771e-4,0.01968649896281069,Immune
CD22,I (D1),-4.57420340324959,DOWN,5.5357912747244694e-8,1.73718847403362e-5,Immune
CD24,"I (D26, moderate)",-2.485381677625735,DOWN,9.348838499528381e-4,0.031281174683801205,Immune
CD24,"I (D26, severe)",-2.9459839487528896,DOWN,7.880894468121652e-4,0.02779895044373158,Immune
CD27,"BNT-I (D26, severe)",1.6041153413598526,UP,7.712328726585957e-4,0.027377554076637257,Immune
CD27,"ChAd (V1, D7)",0.5848910002712878,NEUTRAL,3.073620656397851e-7,7.131318963041966e-5,Immune
CD27,"ChAd-BNT (V2, D7)",0.7630046520636165,NEUTRAL,5.998314152742749e-6,7.557851915732767e-4,Immune
CD27,"I (D10, moderate)",-1.374066247961327,DOWN,0.0015831419275669706,0.0448753892640964,Immune
CD27,"I (D26, moderate)",2.4075427873156747,UP,3.66539417084474e-9,1.7426633135598804e-6,Immune
CD27,"I (D26, severe)",1.6840337538429249,UP,4.108429579478483e-4,0.017561897007695785,Immune
CD276,"ChAd (V1, D3)",0.9962499055633764,NEUTRAL,0.00116230970947727,0.036491390021471413,Immune
CD276,"ZF2001 (V3, D07)",2.330917789340027,UP,4.346607145473117e-6,5.898063560123938e-4,Immune
CD28,"ChAd-BNT (V2, D3)",-0.4472381501908901,NEUTRAL,3.189057796429289e-5,0.0027019393232902357,Immune
CD28,"ZF2001 (V3, D07)",-0.6557338862691336,NEUTRAL,1.2486289700758016e-4,0.0074345813989941225,Immune
CD300C,"ChAd (V1, D3)",0.7247304237683082,NEUTRAL,5.586276582256897e-11,4.792676481255897e-8,Immune
CD300C,"ChAd-BNT (V2, D3)",0.4607450620483025,NEUTRAL,8.691497886551561e-4,0.02975380969164228,Immune
CD300C,"I (D10, severe)",-1.8420179152784968,DOWN,3.7626519208350352e-6,5.271276838542857e-4,Immune
CD300LB,"I (D51, moderate)",1.1366659259033565,UP,5.886294163121267e-4,0.0226465260290426,Immune
CD300LD,"ChAd-BNT (V2, D7)",-1.527860418420004,DOWN,3.2280618453655674e-4,0.014797601191259415,Immune
CD300LD,"I (D10, moderate)",1.7833677298330082,UP,0.0016347291267655181,0.04586819154768274,Immune
CD34,"ChAd (V1, D3)",-0.6489126484376002,NEUTRAL,8.805459154195373e-5,0.0057482555073198795,Immune
CD38,"ChAd (V1, D3)",0.5600919683326164,NEUTRAL,5.6748552577355434e-5,0.004160774908193123,Immune
CD38,"ChAd (V1, D7)",1.250788277179891,UP,1.3441458388948817e-19,7.722899892939181e-16,Immune
CD38,"ChAd-BNT (V2, D3)",1.2129115745826171,UP,3.115056138477617e-12,3.953331506634121e-9,Immune
CD38,"ChAd-BNT (V2, D7)",1.2344131456502692,UP,1.3996615149211624e-9,7.728063535451807e-7,Immune
CD3G,"BNT-I (D26, severe)",2.0043909253724115,UP,7.162827531308511e-4,0.025996366597981033,Immune
CD3G,"I (D26, moderate)",1.8790933474357852,UP,2.129636391643803e-4,0.010990419279491289,Immune
CD3G,"I (D26, severe)",2.007995416358793,UP,7.001097309581241e-4,0.025575843984919723,Immune
CD3G,"I (D51, moderate)",2.013522631177159,UP,6.767110412035865e-4,0.02494696990172909,Immune
CD40,"ChAd (V1, D3)",0.3380932671656174,NEUTRAL,0.00106033047476877,0.034189842421032075,Immune
CD40LG,"I (D26, moderate)",2.193930962662075,UP,2.2608554488288897e-5,0.002085476926842491,Immune
CD40LG,"I (D26, severe)",2.058984582909064,UP,6.573565640173849e-4,0.024457775536955002,Immune
CD44,BNT-I (D4),1.6593947983151167,UP,9.177502734186406e-7,1.7453290510664255e-4,Immune
CD44,"I (D10, severe)",-0.8528879084828047,NEUTRAL,7.102843161040906e-4,0.02582299455280716,Immune
CD44,"ZF2001 (V3, D07)",-0.391479443573769,NEUTRAL,7.330288286815327e-4,0.02641905121637376,Immune
CD46,"I (D26, severe)",-1.0537736878729735,DOWN,3.7945655516822223e-4,0.016602029854492027,Immune
CD55,"ChAd (V1, D7)",0.3021319412744681,NEUTRAL,2.387979966616566e-5,0.002172196720736224,Immune
CD55,"ChAd-BNT (V2, D3)",-0.3447590967596707,NEUTRAL,1.3075762699172466e-4,0.007683690342671655,Immune
CD55,"ChAd-BNT (V2, D7)",-0.7916347349212824,NEUTRAL,6.81897171396211e-14,1.3928187974608082e-10,Immune
CD55,"I (D10, moderate)",1.183000804653438,UP,3.1939741536176334e-4,0.014691676715607678,Immune
CD55,"I (D26, moderate)",-1.1475838756127186,DOWN,4.816523554894611e-4,0.01963435447641359,Immune
CD55,"I (D26, severe)",-1.3542879275752817,DOWN,4.196728695401288e-4,0.017826008936525042,Immune
CD58,"ChAd-BNT (V2, D3)",0.29618861382929984,NEUTRAL,1.3550861070434463e-4,0.007890486372369233,Immune
CD68,"ChAd (V1, D3)",0.6311631687973418,NEUTRAL,4.1028981367097786e-11,3.690354453948521e-8,Immune
CD68,"ChAd-BNT (V2, D3)",0.4804403872906982,NEUTRAL,5.963189956339717e-5,0.0043213799920494836,Immune
CD68,"I (D10, severe)",-1.2806695873685978,DOWN,1.027824033774687e-4,0.00643719870729413,Immune
CD68,"I (D26, moderate)",-0.8877224711565729,NEUTRAL,0.0016550172980871068,0.04625427180654571,Immune
CD79A,"ChAd (V1, D3)",-0.45787932128983955,NEUTRAL,1.4998020895174428e-4,0.008493213097268661,Immune
CD79A,"ChAd (V1, D7)",0.40566773076494783,NEUTRAL,7.182422310726335e-4,0.026046542657168888,Immune
CD79A,"ChAd-BNT (V2, D3)",-0.583988357319847,NEUTRAL,1.119207316523791e-4,0.006853429522585825,Immune
CD79A,I (D1),-4.153915294299814,DOWN,2.2095877179636214e-7,5.4707118254677206e-5,Immune
CD79A,"I (D26, moderate)",2.374650686788228,UP,3.091353595602782e-4,0.014354058515241928,Immune
CD79A,"I (D51, moderate)",2.407939333208843,UP,0.0017300822172120506,0.04764704626684442,Immune
CD79B,"BNT-I (D26, severe)",1.794944369930076,UP,2.65196290618942e-4,0.012853356473868097,Immune
CD79B,"I (D26, moderate)",1.71087902002845,UP,4.9609318810636486e-5,0.0037660695089828966,Immune
CD79B,"I (D51, moderate)",2.193976138471568,UP,8.1771214652149e-6,9.5598506210069e-4,Immune
CD80,"BBIBP (V3, D07)",-0.8752607273655086,NEUTRAL,8.872182253625883e-4,0.03018595712124843,Immune
CD81,"ChAd-BNT (V2, D3)",-0.3073304978276487,NEUTRAL,5.57934048977857e-4,0.021802687347322214,Immune
CD83,"BBIBP (V3, D07)",-1.3263296931737856,DOWN,2.859771294315606e-6,4.276226447923314e-4,Immune
CD83,"BBIBP (V3, D14)",-1.3044484497717908,DOWN,4.160368105800878e-6,5.699590075187073e-4,Immune
CD83,"BBIBP (V3, D28)",-1.0146645758171764,DOWN,3.4167780284107577e-4,0.015402650134436494,Immune
CD83,"ChAd (V1, D7)",-0.4845760894818512,NEUTRAL,0.00144229435760773,0.04215607893685538,Immune
CD83,"ChAd-BNT (V2, D7)",-1.1743002862261744,DOWN,1.729254181789373e-7,4.459849603120063e-5,Immune
CD83,"ZF2001 (V3, D07)",-1.740089820297795,DOWN,8.505020734516769e-10,5.029905341083793e-7,Immune
CD86,"ChAd (V1, D3)",0.6080377564726703,NEUTRAL,6.852352980483093e-14,1.3940288680065585e-10,Immune
CD86,"ChAd-BNT (V2, D3)",0.41578256377364536,NEUTRAL,4.261961103829257e-5,0.003361286538214462,Immune
CD86,"ChAd-BNT (V2, D7)",-0.3982478351881823,NEUTRAL,8.285567540851079e-4,0.028774083309640333,Immune
CD86,"I (D10, severe)",-1.65145142661947,DOWN,4.566273400925647e-5,0.0035451012004085927,Immune
CDC42,"BNT-I (D26, severe)",-0.6787727907726835,NEUTRAL,8.094901874793472e-4,0.028305314879918792,Immune
CDC42,"BNT-I (D51, severe)",-0.8570260747827367,NEUTRAL,0.0016202228908943413,0.04560179690789254,Immune
CDC42,"I (D10, moderate)",0.600566876690651,NEUTRAL,5.38109626596657e-4,0.021240755561301967,Immune
CDC42,"I (D26, moderate)",-0.8876732747859881,NEUTRAL,3.131667023288034e-7,7.244719626853454e-5,Immune
CDC42,"I (D26, severe)",-0.9212677527024891,NEUTRAL,5.466898940469198e-6,7.040802880644682e-4,Immune
CDC42,"ZF2001 (V3, D07)",-0.7465513833690915,NEUTRAL,2.2046671867613328e-5,0.002047420559528461,Immune
CDH26,"ChAd (V2, D3)",0.5199205096158529,NEUTRAL,1.1854658328745788e-4,0.007154615580159927,Immune
CDH26,"ChAd-BNT (V2, D7)",0.29732919734195,NEUTRAL,8.631799522720148e-4,0.02960797403645339,Immune
CDK6,"ChAd (V1, D6)",0.24755226336039185,NEUTRAL,3.77365479740647e-4,0.016539953772686678,Immune
CEACAM8,"BNT (V2, D1)",0.6252006379647775,NEUTRAL,0.001588576908932918,0.044988925161568154,Immune
CEACAM8,"BNT-I (D26, mild)",-4.805681694717417,DOWN,0.0010041814305618805,0.032934983825363466,Immune
CEACAM8,"BNT-I (D26, severe)",-3.8446422387165824,DOWN,3.92783893347129e-4,0.017011621332853877,Immune
CEACAM8,"BNT-MO (V3, D1)",1.1575942663307022,UP,0.001324580663239811,0.0398414429093657,Immune
CEACAM8,"I (D26, moderate)",-3.518798725007323,DOWN,1.4696886441212427e-4,0.008368915149377923,Immune
CEACAM8,"I (D26, severe)",-4.3907207999861075,DOWN,5.2958038113808886e-5,0.0039485121707189316,Immune
CEBPB,"ChAd (V1, D3)",0.5151708739777535,NEUTRAL,6.970586311993637e-4,0.025492871715463775,Immune
CEBPB,"ChAd-BNT (V2, D3)",-0.7622352897598408,NEUTRAL,6.163978795643396e-5,0.004435692532127409,Immune
CEBPB,"ChAd-BNT (V2, D7)",-1.2769664249800674,DOWN,1.0432628336351271e-8,4.263082218989685e-6,Immune
CEBPB,"I (D26, severe)",-1.7555338358106864,DOWN,2.7088856937612193e-4,0.013052505841347928,Immune
CEBPB,"ZF2001 (V3, D07)",-1.0146546513808992,DOWN,1.2515597424968254e-5,0.0013294315788328055,Immune
CEBPG,"I (D26, moderate)",-0.6063953716256486,NEUTRAL,0.00178348909950229,0.048634645251493226,Immune
CEBPG,"ZF2001 (V3, D14)",-0.4408160454451872,NEUTRAL,4.8667338739321193e-4,0.019781994584051235,Immune
CFB,"ChAd (V1, D3)",1.448135843802326,UP,1.418998088562427e-14,3.379999967128243e-11,Immune
CFB,"ChAd-BNT (V2, D3)",1.626859629843328,UP,3.605331975828957e-12,4.515099636799661e-9,Immune
CFD,"ChAd (V1, D3)",0.6572117333236315,NEUTRAL,6.388591764707262e-5,0.004544721491126845,Immune
CFD,"ChAd (V2, D3)",1.5667789774455465,UP,1.9850917946516187e-5,0.0018935533837054497,Immune
CFD,"I (D10, moderate)",1.7311132879820732,UP,8.370873980727408e-7,1.6231876297981545e-4,Immune
CFH,BNT-I (D1),1.7953367627032366,UP,4.771221836524568e-4,0.019507899036996144,Immune
CH25H,"I (D26, moderate)",-5.139425400533006,DOWN,7.730634847130593e-4,0.027426448103198085,Immune
CH25H,"I (D26, severe)",-5.941181028017003,DOWN,0.0011930372014697125,0.03713024263072513,Immune
CH25H,"I (D51, moderate)",-5.916079041478175,DOWN,0.0012516192880911272,0.038329339700728056,Immune
CHGA,"ChAd (V2, D3)",1.905907087016784,UP,6.570834986787201e-4,0.02445255958786649,Immune
CHRNB2,"BBIBP (V3, D14)",1.0312276076040348,UP,2.5633227519729465e-4,0.012551617451768755,Immune
CHRNB2,"BBIBP (V3, D28)",1.1348682972517243,UP,5.444927848997135e-5,0.004033369232953675,Immune
CHRNB2,"ZF2001 (V3, D14)",1.3770520105316544,UP,9.58633820935275e-7,1.8089271368568478e-4,Immune
CHRNB2,"ZF2001 (V3, D28)",1.053152802020844,UP,1.9495733715625937e-4,0.010305768357768159,Immune
CHST3,"BBIBP (V3, D14)",1.8916297986275936,UP,1.0734405919492544e-4,0.006643675536022097,Immune
CHST3,"ZF2001 (V3, D07)",2.6601536768127736,UP,3.919847164299524e-8,1.3035439739490718e-5,Immune
CIITA,"I (D10, moderate)",-1.1232882341721029,DOWN,5.410603164276154e-4,0.02132703597522034,Immune
CLEC10A,"ChAd (V1, D7)",-0.4612720991649991,NEUTRAL,1.0230481169750484e-4,0.006415046204111728,Immune
CLEC10A,"I (D10, moderate)",-2.0110525601117097,DOWN,8.21783730489339e-5,0.00546063106443004,Immune
CLEC10A,"I (D10, severe)",-3.2929192586552127,DOWN,5.354752015804824e-8,1.690448671586848e-5,Immune
CLEC2A,"I (D26, moderate)",-5.35453498585511,DOWN,0.0017563802186039412,0.04814293604946072,Immune
CLEC6A,"BNT-I (D10, mild)",1.7136505359614571,UP,4.693399873534956e-5,0.003618314744660066,Immune
CLEC6A,"ChAd (V1, D3)",0.7202667271818897,NEUTRAL,3.512603464030054e-7,7.983749337265011e-5,Immune
CLEC6A,"ChAd-BNT (V2, D3)",1.1852334635105102,UP,1.8282756628573205e-11,1.8321815245006974e-8,Immune
CLEC6A,"I (D26, moderate)",-0.8949357910653849,NEUTRAL,0.0015783298572319565,0.04478211540193285,Immune
CLNK,"ChAd (V1, D3)",-0.8031931443745616,NEUTRAL,1.7886050636647292e-8,6.758211084338384e-6,Immune
CLNK,"I (D10, severe)",5.565398975498311,UP,8.671288146065468e-10,5.091547078568001e-7,Immune
CLNK,"ZF2001 (V3, D07)",0.9645854825198158,NEUTRAL,6.074674296223799e-4,0.023166333323868145,Immune
CLU,BNT-I (D1),1.5396906407393838,UP,7.63671159689164e-5,0.005186781994045564,Immune
CLU,"BNT-I (D26, mild)",-2.6482385613725548,DOWN,1.6535166667558363e-4,0.009119602792102709,Immune
CLU,"BNT-I (D26, severe)",-1.8952688383607486,DOWN,2.958138442254536e-4,0.013896815481489532,Immune
CLU,"BNT-I (D51, severe)",-2.9100773324408205,DOWN,3.508177274720755e-5,0.002902876606579423,Immune
CLU,"ChAd-BNT (V2, D3)",-1.3965561676954927,DOWN,6.514969212842481e-12,7.643969836792255e-9,Immune
CLU,"ChAd-BNT (V2, D7)",-1.578315775022617,DOWN,3.5699764714347215e-11,3.2714389981564834e-8,Immune
CLU,"I (D26, severe)",-1.9302122694717077,DOWN,2.278465290001087e-4,0.01155178745435248,Immune
CLU,"I (D51, moderate)",-1.9893600554631221,DOWN,1.4546763368075347e-4,0.008312629208661566,Immune
CLU,"I (D51, severe)",-2.4472126827021,DOWN,2.991851750989548e-6,4.424174526321732e-4,Immune
CNIH1,"BBIBP (V3, D14)",-0.3854978278999775,NEUTRAL,6.111272211782043e-4,0.023264724705801806,Immune
CNIH1,"ZF2001 (V3, D07)",-0.41548420244505807,NEUTRAL,2.38638240526243e-4,0.011915135800337083,Immune
CNIH1,"ZF2001 (V3, D14)",-0.41609331357104,NEUTRAL,2.2267268010911067e-4,0.011363426649605383,Immune
CNR2,"ChAd (V1, D3)",-0.401093169170933,NEUTRAL,9.958947074600076e-6,0.0011165054503302302,Immune
CNR2,"ChAd-BNT (V2, D3)",-0.3674437413216298,NEUTRAL,0.00121359828423506,0.037559634638478195,Immune
CORO1A,I-I (D2),-1.2356505629987686,DOWN,0.00112668529848634,0.03569447010280438,Immune
CORO1A,"ZF2001 (V3, D14)",-0.5420346029009724,NEUTRAL,7.054823853519986e-4,0.025701813248024487,Immune
CPLX2,I-I (D1),2.528551631060702,UP,0.00179840777971182,0.04889805092867695,Immune
CR1,BNT-I (D4),1.9540374694917848,UP,1.0550197876011312e-4,0.006562005734558536,Immune
CR1,"I (D26, moderate)",-1.4393470897843743,DOWN,0.0016987734580324598,0.047049564869990616,Immune
CR1,"I (D26, severe)",-2.122537591140477,DOWN,7.406689424005693e-5,0.005075681013759795,Immune
CR2,"BNT-I (D26, severe)",2.1397767215937598,UP,6.713919038774164e-4,0.024815533709141573,Immune
CR2,"I (D10, severe)",2.4361473456234277,UP,1.080920089682829e-4,0.00667753775799039,Immune
CR2,"I (D26, moderate)",1.780169388608223,UP,9.666966911415103e-4,0.03204366307107223,Immune
CR2,"I (D26, severe)",2.035339754166469,UP,0.001215507262495835,0.03759016181694875,Immune
CR2,"I (D51, moderate)",2.5910221526196144,UP,3.768633612246733e-5,0.0030633145894844896,Immune
CR2,"I (D51, severe)",2.0112268458922227,UP,0.001389026557616436,0.04113618083324868,Immune
CRIP1,"I (D10, severe)",-2.8100161527599608,DOWN,1.977013112220728e-6,3.2054899053542103e-4,Immune
CRISP3,"BNT-I (D26, mild)",-4.681788657594283,DOWN,1.1816846307179186e-4,0.007136334853470709,Immune
CRISP3,"BNT-I (D26, severe)",-2.9657204807297837,DOWN,9.919794455132585e-4,0.03265154131898205,Immune
CRISP3,"BNT-MO (V3, D1)",0.9925323075147818,NEUTRAL,0.001500777503889893,0.04328603212799903,Immune
CRISP3,"I (D26, moderate)",-3.1575756139625857,DOWN,4.2087366477236076e-5,0.0033281310976819058,Immune
CRISP3,"I (D26, severe)",-3.9575130560498133,DOWN,1.1685820377898093e-5,0.0012603808463331862,Immune
CRISP3,"I (D51, severe)",-3.0150310283486386,DOWN,8.127727924935661e-4,0.028376138893442697,Immune
CRK,"ChAd (V1, D3)",0.2015418016636363,NEUTRAL,9.887957667860405e-4,0.032573464160965626,Immune
CRK,"ChAd (V1, D7)",0.3037313459407448,NEUTRAL,5.781340412464805e-7,1.2006203985028033e-4,Immune
CRK,"ChAd-BNT (V2, D7)",-0.3964563323027752,NEUTRAL,1.0330704156419049e-5,0.0011476124308732766,Immune
CRKL,"ZF2001 (V3, D14)",-0.3821859370394226,NEUTRAL,1.3374762551291117e-4,0.007817498319191768,Immune
CRKL,"ZF2001 (V3, D28)",-0.3152688226602301,NEUTRAL,0.0016227344870336,0.04565351132540228,Immune
CRTAM,"ChAd-BNT (V2, D3)",-0.3775896243013712,NEUTRAL,6.149027376433246e-4,0.023364052119105826,Immune
CSF1,"BBIBP (V3, D07)",-0.9468711834937774,NEUTRAL,2.3047240294473735e-4,0.011645489708563737,Immune
CSF1,"BBIBP (V3, D28)",-0.9293220787441848,NEUTRAL,3.00509006377851e-4,0.014060947077406677,Immune
CSF1,"I (D26, severe)",-2.1203161198691274,DOWN,0.0017344144821909708,0.047733078405119936,Immune
CSF1,"ZF2001 (V3, D14)",-1.0323179437901666,DOWN,6.475026261293891e-5,0.004588474264656971,Immune
CSF1,"ZF2001 (V3, D28)",-0.8792141512565028,NEUTRAL,6.456147916342184e-4,0.024145188385335258,Immune
CSF2RB,"ZF2001 (V3, D07)",-0.4544895984105889,NEUTRAL,1.8145343930241024e-4,0.009763972697293124,Immune
CSK,"ChAd (V1, D3)",0.2470615555208557,NEUTRAL,0.00119118365052957,0.03709837522662526,Immune
CSK,"ZF2001 (V3, D07)",-0.3580678331360109,NEUTRAL,0.00132350707608834,0.03982883601545881,Immune
CSK,"ZF2001 (V3, D14)",-0.386152858331965,NEUTRAL,5.313355754658475e-4,0.021057534534037383,Immune
CTLA4,"ChAd (V1, D7)",0.30733462458693156,NEUTRAL,4.580834507485834e-5,0.0035555324305069818,Immune
CTNNB1,"BBIBP (V3, D14)",-0.7618536203630958,NEUTRAL,2.1707065800798968e-6,3.442990501512337e-4,Immune
CTNNB1,"BNT-I (D26, severe)",-0.7668288546343258,NEUTRAL,1.8068210139011195e-4,0.009734219766336228,Immune
CTNNB1,"BNT-I (D51, severe)",-0.8929838885817504,NEUTRAL,0.001152262181123722,0.03625759244593375,Immune
CTNNB1,"ChAd-BNT (V2, D7)",-0.3149219845282979,NEUTRAL,8.425276082838179e-5,0.005559890475656643,Immune
CTNNB1,"I (D26, moderate)",-0.8829601068843379,NEUTRAL,4.7563266265034263e-7,1.0260138361268287e-4,Immune
CTNNB1,"I (D26, severe)",-0.7141075996404551,NEUTRAL,4.869996084257154e-4,0.01978841009633261,Immune
CTNNB1,"I (D51, moderate)",-0.7628367270935155,NEUTRAL,1.948803221034363e-4,0.010302271669035955,Immune
CTNNB1,"I (D51, severe)",-0.7277225757331905,NEUTRAL,3.789015126449829e-4,0.016581571846891442,Immune
CTNNB1,"ZF2001 (V3, D07)",-0.7408100105090676,NEUTRAL,4.208696848563986e-6,5.747526642282453e-4,Immune
CTPS1,"ChAd-BNT (V2, D3)",-0.2643838458994882,NEUTRAL,8.673705132377354e-4,0.029705771515846652,Immune
CTPS1,"I (D26, severe)",0.9255824598255619,NEUTRAL,4.341330359650045e-4,0.018239994455264117,Immune
CTSC,BNT-I (D4),1.1017362804036213,UP,2.0829560877037897e-4,0.01082553650140362,Immune
CTSC,"ChAd (V1, D3)",0.40124784755708737,NEUTRAL,9.720452625210004e-12,1.0803274581716545e-8,Immune
CTSC,"ChAd (V1, D7)",-0.2336752888120094,NEUTRAL,6.540432891566318e-5,0.004623074657243955,Immune
CTSC,"ChAd-BNT (V2, D7)",-0.2795263231614872,NEUTRAL,0.00122340985279462,0.03774712725562092,Immune
CTSG,"BNT-I (D26, mild)",-6.120265712058814,DOWN,3.818512998799773e-4,0.016679093769052522,Immune
CTSG,"I (D26, severe)",-3.7618214361233315,DOWN,0.0015600744139472906,0.044431258629036095,Immune
CTSH,"ChAd (V1, D3)",0.3153553510306217,NEUTRAL,1.1537976861494312e-4,0.007011245665156528,Immune
CTSK,"BNT-I (D51, severe)",-1.5114866387950279,DOWN,0.001805184600787479,0.04901904532605255,Immune
CTSK,"BNT-I-BNT (D51, severe)",-1.6062704793081097,DOWN,9.09002332358655e-4,0.030701246931667835,Immune
CTSK,"I (D26, moderate)",-1.2566446514938823,DOWN,4.6701759809039625e-5,0.003603786127850295,Immune
CTSK,"I (D26, severe)",-1.4157285654025302,DOWN,8.7416934083154e-5,0.005716962559771367,Immune
CTSK,"I (D51, moderate)",-1.6624037645223195,DOWN,4.202220340756208e-6,5.741990674061749e-4,Immune
CTSK,"I (D51, severe)",-1.1518154792718427,DOWN,0.0013972197473564965,0.04128903906077283,Immune
CTSS,"ChAd (V1, D3)",0.3166646564673151,NEUTRAL,5.447109112542476e-4,0.021428166430066103,Immune
CTSS,"ChAd-BNT (V2, D3)",0.4531913433367563,NEUTRAL,7.691811028878273e-5,0.005211649641597253,Immune
CX3CL1,"ZF2001 (V3, D07)",1.7027825210963516,UP,4.0886398662192384e-4,0.017492751994703872,Immune
CX3CR1,"BNT-I (D26, severe)",2.5940409378483373,UP,1.980713137264439e-5,0.001890042928135451,Immune
CX3CR1,"BNT-I-BNT (D51, severe)",3.259322899226915,UP,6.411673111357481e-5,0.004555839270500847,Immune
CX3CR1,"ChAd (V1, D3)",1.0391494130596863,UP,8.15645829974807e-13,1.2120551480174408e-9,Immune
CX3CR1,"I (D26, severe)",2.3713073124602913,UP,9.594069782812943e-5,0.00611872187192822,Immune
CX3CR1,"I (D51, moderate)",2.727936267754368,UP,7.208957067355076e-6,8.69496525184609e-4,Immune
CXCL1,"ChAd (V1, D3)",-1.1830193973878331,DOWN,8.076055689339185e-4,0.028257709338701767,Immune
CXCL1,"ChAd-BNT (V2, D3)",-1.9907691603896216,DOWN,6.8171301849223305e-6,8.320822164336621e-4,Immune
CXCL1,"ChAd-BNT (V2, D7)",-2.9523040457503167,DOWN,1.3736644039639957e-8,5.412563183334794e-6,Immune
CXCL1,"ZF2001 (V3, D07)",-1.4038877908878526,DOWN,5.785353526664192e-4,0.02237805147375133,Immune
CXCL14,"ZF2001 (V3, D07)",3.5731502803847492,UP,6.022052265010638e-6,7.582722818870567e-4,Immune
CXCL2,"BBIBP (V3, D14)",-2.1360433331509827,DOWN,2.1174943560939566e-6,3.384067965203218e-4,Immune
CXCL2,"BBIBP (V3, D28)",-2.032489782121254,DOWN,6.339806270577108e-6,7.889563508058257e-4,Immune
CXCL2,"ChAd-BNT (V2, D7)",-1.778567452990814,DOWN,3.9170151342261646e-6,5.440742470247451e-4,Immune
CXCL2,"I (D10, moderate)",2.152484850179942,UP,7.011232121687331e-4,0.025600710575744978,Immune
CXCL2,"ZF2001 (V3, D07)",-2.9361251156941393,DOWN,9.647079405843439e-11,7.602355665342563e-8,Immune
CXCL3,"ChAd-BNT (V2, D3)",-1.1715493723250598,DOWN,1.2853624778752103e-4,0.00758752358782779,Immune
CXCL3,"ChAd-BNT (V2, D7)",-1.89434899806197,DOWN,2.455527493877173e-7,5.9506432266690476e-5,Immune
CXCL3,"ZF2001 (V3, D07)",-1.814475307238083,DOWN,5.6433206243827165e-5,0.004143375861204915,Immune
CXCL5,BNT-I (D1),1.3770758520282,UP,0.0015691423730419302,0.04460509510145678,Immune
CXCL5,"ChAd (V1, D3)",-0.8403803812410591,NEUTRAL,3.565531063218225e-5,0.0029377701408684212,Immune
CXCL5,"ChAd-BNT (V2, D3)",-1.850116901837876,DOWN,3.899820452037208e-13,6.452201893125246e-10,Immune
CXCL5,"ChAd-BNT (V2, D7)",-2.1246502152787614,DOWN,1.2097389119642217e-12,1.6940293841347613e-9,Immune
CXCL6,"ChAd (V1, D3)",-1.6527900211152198,DOWN,1.1495457896856798e-4,0.0069930284207110355,Immune
CXCL6,"ChAd-BNT (V2, D3)",-1.94089598569391,DOWN,3.331030873285413e-4,0.015121360301366174,Immune
CXCL6,"ChAd-BNT (V2, D7)",-2.646511546829282,DOWN,4.7541006128022356e-5,0.003653524008632773,Immune
CXCL6,"I (D26, severe)",-1.5383323486186635,DOWN,0.001364280778284447,0.04065018159191626,Immune
CXCL8,"BBIBP (V3, D07)",-1.2675486498741912,DOWN,4.061938616801927e-4,0.01741216849391797,Immune
CXCL8,"BBIBP (V3, D14)",-2.003010549303261,DOWN,2.322582809301628e-8,8.42010431149881e-6,Immune
CXCL8,"BBIBP (V3, D28)",-2.2687295853085985,DOWN,2.5080653920587655e-10,1.7560551410967084e-7,Immune
CXCL8,"ChAd (V1, D3)",-1.066890968615516,DOWN,8.906270524592423e-4,0.030268261297704373,Immune
CXCL8,"ChAd-BNT (V2, D3)",-1.395003184616837,DOWN,5.175394564550648e-4,0.020678479076494585,Immune
CXCL8,"ChAd-BNT (V2, D7)",-2.1830112115648608,DOWN,3.5709321959730325e-6,5.067842382273279e-4,Immune
CXCL8,"I (D10, moderate)",2.274991512157692,UP,1.1253468375349353e-4,0.006882918930752947,Immune
CXCL8,"ZF2001 (V3, D07)",-2.5761415062088022,DOWN,6.983491875428758e-13,1.0712778238245707e-9,Immune
CXCL8,"ZF2001 (V3, D14)",-1.653610294494969,DOWN,3.986481979949811e-6,5.506729758289377e-4,Immune
CXCL8,"ZF2001 (V3, D28)",-1.7450007553878335,DOWN,1.1341700562637676e-6,2.0637562973305822e-4,Immune
CXCL9,"ChAd (V1, D3)",0.7011698915499164,NEUTRAL,0.00125488923509734,0.03839103354673471,Immune
CXCL9,"ChAd (V1, D7)",-0.6839066270255425,NEUTRAL,0.00162221227175381,0.045642883008260186,Immune
CXCL9,"ChAd-BNT (V2, D3)",1.5771768355646394,UP,6.089679933301792e-9,2.6977310560975223e-6,Immune
CXCR1,"ChAd (V1, D7)",1.0704571181225362,UP,0.00131327184056998,0.03961765064566315,Immune
CXCR1,"ChAd-BNT (V2, D3)",-1.7650765664115386,DOWN,2.63309977364772e-5,0.002335735366532255,Immune
CXCR1,"ChAd-BNT (V2, D7)",-2.8860687139003667,DOWN,4.591137208692236e-9,2.1180021838061423e-6,Immune
CXCR1,"ZF2001 (V3, D28)",-1.1154894946772986,DOWN,0.00114440630937377,0.0360906561265038,Immune
