Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
"ChAd (V1, D3)",BNT-I (D3),0.191,136,482,94,618,230,"ADAP2, AGPAT3, AIF1, ANO10, APEH, APLP2, ASGR2, BLVRB, BST2, BTK, C1QB, C1QC, C1orf162, C2, CAPG, CCDC22, CD163, CD37, CD68, CD74, CEBPB, CHAF1A, CHAF1B, CHUK, CLEC4E, CLPTM1, CMTM2, CSK, CST3, CTSS, CXCL1, CXCL6, DAPK1, DDX60, DHX58, DOK3, EIF2AK2, ENG, EPB41L3, EVI2B, FAM20C, FAM46A, FAM49A, FCN1, FES, FKBP14, FOSL1, FPR1, FPR2, FXYD6, GATA3, GIMAP2, GPBAR1, GRAMD1C, GRN, HERC5, HK3, HLA-C, HLA-DPA1, IFI27, IFI30, IFI35, IFI6, IFIH1, IFIT1, IFIT3, IL1R2, IL4I1, IQGAP3, IRF7, ISG15, ITGAL, ITPR3, JUP, KLRB1, LAG3, LCP2, LILRB1, LILRB2, LILRB4, LMO2, LTBR, MARCO, MME, MMP19, MYD88, OAS1, OAS3, OASL, P2RY6, PARP9, PDE4B, PDZK1IP1, PECAM1, PILRA, PKIA, PKMYT1, PLA2G7, PLD3, PLD4, PLXNB2, PML, PRAM1, PRKCD, PSMB10, PTPN6, RAC2, RANBP1, RARA, RASSF4, RHOH, RNASE2, RSAD2, SAC3D1, SERPING1, SFXN3, SH2B1, SIGLEC1, SLC19A2, SLC27A3, SLC41A2, SLC8A1, SPI1, TMCC3, TMEM133, TMEM51, TNFSF11, TNR, TTYH2, TTYH3, TUBG1, TYMP, UNC93B1, USP18, VSIG10, ZBP1",22.01,59.13,9.648961172618511e-54,53.0155194411935
"ChAd (V1, D3)","BNT (V1, D6)",0.04,26,592,37,618,63,"ANKH, ATP1B1, ATP1B2, CXCL12, CXCL3, CXCL5, FASLG, FPR3, GPR84, GYPE, HBEGF, IFI27, IL18, IQGAP3, ITGAL, LAG3, MARCO, MBOAT2, MYH10, PAG1, PKIA, PKMYT1, PTGIR, RBP7, S1PR3, SLCO2B1",4.21,41.27,8.724021613463977e-44,43.05928326714234
"ChAd (V1, D3)",I-I (D5),0.166,106,512,21,618,127,"AFF3, AGPAT3, AIM2, BRCA2, BST2, C1QB, C1QC, C2, CAPG, CASP1, CCRL2, CD300C, CD38, CD68, CNTNAP3, CSK, CTSH, CX3CR1, CXCL10, CXCL11, DDX58, DDX60, DHCR24, DHX58, EIF2AK2, EPB41L3, ESCO2, FAM46A, FCN1, FOXO1, FXYD6, FZD1, GCH1, GNG7, GPBAR1, GRN, HERC5, HESX1, HK3, IFI27, IFI30, IFI35, IFI6, IFIH1, IFIT1, IFIT3, IFITM1, IL12RB1, IL15, IL15RA, IL4I1, IQGAP3, IRF7, ISG15, JUP, KIT, LAG3, LAMP3, LARGE, LHFPL2, LILRB1, LILRB4, LMO2, MARCH1, MS4A4A, MX2, MYD88, MYOF, NR4A3, OAS1, OAS3, OASL, PARP9, PDCD1LG2, PDGFRB, PLSCR1, PLXNB2, PML, PROS1, PRRG4, RBBP8, RIN2, RSAD2, SERPING1, SIGLEC1, SIGLEC16, SLAMF7, SLC1A3, SLC27A3, SP100, STAT1, SUCNR1, TAP1, TEK, TFEC, TLR7, TMEM51, TNFSF13, TNFSF13B, TNR, TTYH3, TUBG1, TYMP, UNC93B1, USP18, ZBP1",17.15,83.46,4.450597195898374e-16,15.35158171003442
"ChAd (V1, D3)",I-BNT (D5),0.002,1,617,1,618,2,AGPAT9,0.16,50,0.0032310177705977376,2.490660653356137
"ChAd (V1, D3)",I (D3),0.107,68,550,15,618,83,"AIM2, BRCA2, BST2, C1QA, C1QB, C1QC, C2, CAPG, CD38, CHAF1B, CX3CR1, CXCL10, CXCL12, DACH1, DDX58, DDX60, DHX58, EIF2AK2, ESCO2, FASLG, FOXO1, FXYD6, GRN, HERC5, HESX1, HRH4, IFI27, IFI35, IFI6, IFIH1, IFIT1, IFIT3, IFITM1, IL4I1, IL5RA, IQGAP3, IRF7, ISG15, JUP, LAG3, LAMP3, LGR4, LILRB1, MS4A4A, MX2, OAS1, OAS3, OASL, PARP9, PDGFRB, PKMYT1, PLSCR1, RIN2, RNASE2, RSAD2, SERPING1, SIGLEC1, SIGLEC16, SLC16A14, SLC19A2, SLC27A3, SLCO2B1, SP100, TMEM56, TNR, TUBG1, USP18, ZBP1",11,81.93,1.7913767938982315e-14,13.74681305608294
"ChAd (V1, D3)",I-I (D1),0.105,66,552,12,618,78,"AIM2, ATF3, BRCA2, BST2, C2, CCR7, CD38, CFB, CXCL10, CXCL6, CXCR5, DDX58, DDX60, DHX58, EIF2AK2, ESCO2, FAM26F, FAM46A, FOXO1, GCH1, GRAMD1C, HERC5, HESX1, IFI27, IFI35, IFI6, IFIH1, IFIT1, IFIT3, IFITM1, IL15, IL5RA, IRF7, ISG15, JUP, LAMP3, LARGE, LHFPL2, LY86, MARCKS, MEF2A, MS4A4A, MSR1, MX2, NFKBIA, OAS1, OAS3, OASL, PARP9, PLSCR1, PML, PTGER2, RGL1, RIN2, RSAD2, SCARB2, SERPING1, SIGLEC1, SP100, SRD5A3, STAT1, TEK, TNFSF13B, UNC93B1, USP18, ZBP1",10.68,84.62,5.913257141280223e-12,11.228173235052829
"ChAd (V1, D3)","BBIBP (V3, D07)",0.064,42,576,42,618,84,"ATF3, BRI3, C1QA, C1QC, CCL20, CHAF1A, CSE1L, CX3CR1, CXCL5, DDX60, FASLG, FOSL1, G0S2, GATA3, GPR84, HLA-DMA, IFIH1, IL6, ISG15, ITGB8, KLF5, LGALS3, LPXN, MAFB, MARCKS, MCM3, NFKBIA, NLRP3, NR4A3, PDE4B, PKIA, PTGER2, RAB32, RBBP8, RELB, RHOH, SLC24A1, SLC37A3, SMARCD3, TMEM144, TRIB1, UPP1",6.8,50,3.3937522944563354e-43,42.469319859448106
"ChAd (V1, D3)","BNT-I (D51, severe)",0.006,4,614,5,618,9,"APEH, CISH, NFE2, PCDH9",0.65,44.44,1.6371912735082642e-10,9.785900578879753
"ChAd (V1, D3)","ChAd (V2, D1)",0.011,7,611,18,618,25,"FCGR2B, FOSL1, IL10, JUP, LAG3, SLC2A6, ZMYND11",1.13,28,1.353428153512892e-29,28.868564793725074
"ChAd (V1, D3)",I-I (D2),0.043,27,591,4,618,31,"ATP1B2, CHAF1B, DDX60, EIF2AK2, EVI2B, FYB, HERC5, IFI27, IFIH1, IFIT1, IFIT3, IQGAP3, ISG15, LCP2, NR4A3, OAS1, OAS3, OASL, PARP9, RSAD2, SERPING1, SIGLEC1, SP100, TUBG1, TYMP, USP18, ZBP1",4.37,87.1,5.094184316070503e-6,5.2929253455906595
"ChAd (V1, D3)",I (D4),0.034,21,597,4,618,25,"C2, DDX60, DHCR24, EIF2AK2, HERC5, HESX1, HLA-DQA1, IFI27, IFI6, IFIT1, IFIT3, MARCO, NR4A3, OAS1, OAS3, OASL, PDGFRB, PPAP2B, RSAD2, SIGLEC1, USP18",3.4,84,2.0480353280880897e-6,5.6886625561623285
"ChAd (V1, D3)",I-I (D0),0.023,14,604,3,618,17,"CAPG, DDX60, GRAMD1C, IFI27, IFI6, ISG15, OAS1, OAS3, P2RY6, PLSCR1, RSAD2, SIGLEC1, TNR, USP18",2.27,82.35,1.711930874245337e-5,4.7665137756050715
"ChAd (V1, D3)","ChAd-BNT (V3, D1)",0.005,3,615,2,618,5,"CLEC12A, CLEC12B, JUP",0.49,60,5.2113189848350616e-5,4.283052342854391
"ChAd (V1, D3)","BNT-I-BNT (D51, severe)",0.01,6,612,7,618,13,"CD52, FCRLA, IL10RA, LGALS3, PDZK1IP1, PKMYT1",0.97,46.15,2.4012138678121174e-13,12.61956915711323
"ChAd (V1, D7)","BBIBP (V3, D14)",0.1,46,80,333,126,379,"A2M, ANXA1, ARL4C, ATF3, C1QA, CCDC150, CCL20, CD69, CD83, CHAF1A, CHAF1B, CXCL2, DUSP1, ESCO2, FCRL5, FKBP14, GIMAP2, GPR82, HMGB2, IFIH1, IFNG, IL1B, JUN, KCNMB3, KCNN3, KLF4, MARCKS, MCM7, MMP8, NFKBIA, NRBP1, OSBPL10, P2RY2, PDE4B, PTGER2, PTX3, RELB, SFXN3, SLC24A1, SLC31A2, SMARCD3, SNCA, TNFAIP3, TSHR, UPP1, ZMYND11",36.51,12.14,7.392700027811109e-57,56.1311969157299
"ChAd (V1, D7)","BBIBP (V3, D28)",0.093,42,73,337,115,379,"A2M, ACTN1, ANXA1, ARL4C, ATF3, BPI, CCL20, CD69, CD83, CMTM2, CXCL2, CXCR2, DUSP1, FCRL5, FOS, FOSB, GPR82, HMGB2, IFIH1, IFNG, IGFBP7, IL1B, IL6, JUN, KCNMB3, KLF4, LCN2, MARCKS, MME, NFKBIA, P2RY2, PDE4B, PTGER2, PTX3, SERINC5, SLC24A1, SNCA, TM2D2, TNF, TNFAIP3, UPP1, ZMYND11",36.52,11.08,1.4635669647953438e-54,53.83458740184258
"ChAd (V1, D7)","BNT (V2, D1)",0.141,69,112,310,181,379,"A2M, ABCA13, ANKH, ARG1, ARL4C, BANK1, BPI, CA4, CAMP, CCL4, CCR6, CD3D, CDKN2C, CEACAM6, CEBPA, CIITA, CLEC10A, CRISP3, CTSG, CXCL10, CXCL2, CXCL6, CYBRD1, DEFA4, DOCK4, DOK3, EBF1, FASLG, FCGR1A, FPR3, GCH1, GZMH, HM13, IFI27, IFI35, IFNGR1, IL12RB1, IQGAP3, ITGAL, JUN, LAMP3, LCN2, LILRB1, LRP1, LTF, MANSC1, MARCKS, METTL7A, MMP8, OLFM4, OLR1, PDE4B, PDGFRB, PKMYT1, PRTN3, QPCT, RAB32, S100P, SLAMF8, SLC37A3, SLC6A16, SLC7A5, SORT1, STAT1, STX11, TCN1, TEK, THEMIS, TMEM144",38.12,18.21,7.859113552463992e-63,62.10462643627407
"ChAd (V1, D7)","BNT-I (D10, mild)",0.211,139,280,240,419,379,"A2M, ABCA13, ACSL1, ADCY9, AGTRAP, ANKH, ANXA1, ANXA3, ARG1, ARL4C, ATF3, BANK1, BASP1, BMX, BPI, C1R, C1orf162, CAMP, CASP1, CCL4, CCR6, CCR7, CCR9, CD177, CD24, CD244, CD28, CD3D, CD4, CD5, CD53, CD79A, CDK14, CEACAM6, CEBPD, CECR6, CHIT1, CHUK, CRISP3, CSE1L, CST3, CX3CR1, CXCL11, CXCR5, DDX58, DEFA4, DENND2D, DENND3, DOK3, EBF1, ENPP5, FASLG, FCER1G, FCGR1A, FCGR2C, FCGR3B, FGR, FYB, GCA, GCH1, GZMH, HCK, HK3, HMGB2, HOPX, IFI27, IFI35, IFI6, IFIH1, IGFBP7, IL7R, IQGAP3, KCNJ15, KLF4, KRT23, LBH, LCN2, LEF1, LMO2, LRRK2, LTF, MAP2K6, MARCKS, MEF2A, MMP8, MXD1, MYBL1, NFKB1, OAS1, OAS3, OLFM4, OLR1, OSBPL10, PARP9, PLD4, PLEKHF1, PPAP2B, PRTN3, PTGDR, PVRIG, PYCARD, QPCT, RAB32, RELB, RNASE3, ROPN1L, S100P, SAMD3, SCD, SELL, SERPINA1, SH2D1A, SIGLEC1, SLC24A1, SLC27A3, SLC41A2, SMARCD3, SORT1, STAT1, STEAP4, STX11, TBC1D8, TC2N, TCN1, THEMIS, TMCC3, TMEM144, TMEM156, TMEM55A, TMEM56, TNFSF11, TPD52, TRAF1, TRAT1, UPP1, USP18, XCL2, ZBP1, ZMYND11",33.17,36.68,4.149567219115534e-80,79.38199719585442
"ChAd (V1, D7)","BNT-I (D10, severe)",0.29,210,346,169,556,379,"A2M, ABCA13, ACSL1, ADCY9, AGTRAP, ANKH, ANXA1, ANXA3, APEH, AQP9, ARG1, ARHGEF10L, ARL4C, BARD1, BASP1, BEX1, BMX, BPI, BRCA2, BTNL8, C1QB, C1R, C1orf162, C2, CAMP, CASP1, CAV1, CCDC150, CCL4, CCNE1, CCR6, CCR7, CCR9, CD177, CD1E, CD24, CD244, CD28, CD38, CD3D, CD4, CD5, CD53, CDK14, CDKN2C, CEACAM6, CEBPD, CFB, CHAF1B, CHIT1, CHUK, CIITA, CLEC10A, CMTM2, CRISP3, CSE1L, CSF1R, CTLA4, CTSG, CX3CR1, CXCL11, CXCL2, CXCR3, DDX58, DEFA4, DENND1B, DENND2D, DENND3, DENND5B, DOCK4, DOK3, DUSP1, ENPP5, ESCO2, FAM46A, FASLG, FCER1G, FCGR1A, FCGR3B, FGR, FPR1, FYB, FZD5, GABBR1, GALNT6, GCA, GCH1, GIMAP7, GPR82, GZMH, HK3, HLA-DPA1, HMGB2, ICAM2, IFI27, IFI35, IFI6, IFIH1, IFNGR1, IGFBP7, IGLL5, IL10, IL1B, IL1R1, IL1R2, IL7R, IQGAP3, ITM2C, KCNJ15, KCNMB3, KCNN3, KIAA0513, KLF4, KRT23, LBH, LCN2, LEF1, LMO2, LRP1B, LRRK2, LTF, MANSC1, MAP2K6, MARCKS, MEF2A, MFSD1, MMP19, MMP8, MMP9, MS4A4A, MXD1, MYBL1, NFKBIA, NLRC4, NRBP1, OAS1, OAS3, OLFM4, OLR1, P2RY2, PARP9, PKMYT1, PLCG2, PLD4, PLEKHF1, PLXNB2, POU2AF1, PPAP2B, PRTN3, PTGS2, PTPN7, PVRIG, PYCARD, QPCT, RAB32, RELB, RNASE3, ROPN1L, RTN1, S100P, SAMD3, SAMSN1, SCD, SDC1, SELL, SERPINA1, SFXN3, SH2B1, SH2D1A, SIGLEC1, SLA, SLC24A1, SLC27A2, SLC37A3, SLC38A6, SLC41A2, SLC44A1, SLC8A1, SLPI, SMARCD3, SMC4, SORT1, STAT1, STEAP4, STX11, TBC1D8, TC2N, TCN1, TGFBI, THEMIS, TMCC3, TMEM133, TMEM154, TMEM55A, TMEM56, TNF, TNFRSF13B, TNFRSF17, TNFSF11, TRAF1, TRAT1, TSHR, TTYH2, UPP1, USP18, VNN3, XCL1, XCL2, ZBP1, ZMYND11",37.77,55.41,2.790813069120029e-58,57.55426925192715
"ChAd (V1, D7)","BNT-I (D26, mild)",0.173,96,176,283,272,379,"A2M, ABCA13, ACSL1, AIF1, ANKH, ANXA1, ANXA3, AQP9, ARG1, BANK1, BASP1, BLNK, BPI, C1R, CAMP, CCR7, CCR9, CD177, CD24, CD5, CD53, CD79A, CDK14, CEACAM6, CECR6, CHIT1, CHUK, CPVL, CRISP3, CXCR5, DEFA4, DENND3, DGAT2, DOK3, DUSP1, EBF1, FASLG, FCER1G, FCGR1A, FCGR2C, FYB, GCA, HK3, HMGB2, ICOSLG, IFNGR1, IGFBP7, IL1R1, IL1R2, IL7R, IQGAP3, KCNJ15, KLF4, KLHL14, LBH, LCN2, LMO2, LRRK2, LTF, MAP2K6, MARCKS, MEF2A, MMP8, MYBL1, NFKBIA, NRBP1, OLFM4, OLR1, OSBPL10, PLD4, PLEKHF1, PTGER2, QPCT, RAB32, RELB, ROPN1L, S100P, SAMSN1, SCD, SELL, SERPINA1, SLC24A1, SLC37A3, SLC8A1, SMARCD3, SORT1, STAP1, TC2N, TCN1, TMEM144, TMEM55A, TPD52, TRAF1, UPP1, XCL2, ZMYND11",35.29,25.33,1.859802240736655e-74,73.73053323337506
"ChAd (V1, D7)","BNT-I (D26, severe)",0.122,55,73,324,128,379,"A2M, ABCA13, ADCY9, ANXA1, ANXA3, APEH, ARG1, BPI, CAMP, CCR7, CD4, CD53, CD79A, CEACAM6, CHIT1, CHUK, CIITA, CLEC10A, CMTM2, CRISP3, CSF1R, CX3CR1, CXCL2, DUSP1, FASLG, FCGR1A, FOSB, GALNT6, GIMAP7, HLA-DPA1, IFNGR1, IGFBP7, IQGAP3, JUN, KLF4, LBH, LCN2, LRRK2, LTF, MARCKS, MMP8, NFKBIA, NRBP1, OLR1, PLD4, PLEKHF1, PLXNB2, QPCT, RAB32, S100P, SLC24A1, SLC37A3, SMARCD3, TCN1, TMEM55A",42.97,14.51,2.1351599486196595e-49,48.67056958565021
"ChAd (V1, D7)","ChAd (V1, D3)",0.288,223,395,156,618,379,"A2M, ADAP2, AGPAT3, AGTRAP, AIF1, ANKH, APEH, ATF3, BANK1, BARD1, BLNK, BRCA2, BST2, C1QA, C1QB, C1orf162, C2, C3, CA4, CASP1, CCDC150, CCL20, CCNE1, CCR2, CCR5, CCR7, CD244, CD28, CD300C, CD33, CD38, CD4, CD53, CD68, CD79A, CD86, CDK14, CDKN2C, CEBPA, CECR6, CFB, CHAF1A, CHAF1B, CHI3L1, CHUK, CIITA, CLPTM1L, CMTM2, CPNE5, CPVL, CSE1L, CSF1R, CSK, CST3, CX3CR1, CXADR, CXCL10, CXCL11, CXCL6, CXCL9, CXCR5, CXCR6, DCC, DDX58, DENND5B, DERL3, DHX58, DOK3, DPYSL2, E2F5, EBF1, EDNRB, ENPP5, EPB41L3, ESCO2, FAM46A, FASLG, FCER1G, FCGR1A, FCGR3A, FCN1, FGR, FKBP14, FPR1, FPR2, FPR3, FYB, FZD1, FZD5, GALNT6, GCH1, GIMAP2, GNG7, GPBAR1, GPR137B, GPR82, GRAMD1C, HCK, HK3, HLA-DPA1, HM13, HSPA6, ICAM2, ICOSLG, IFI27, IFI35, IFI6, IFIH1, IGFBP7, IL10, IL12RB1, IL1R1, IL1R2, IL6, IQGAP3, ITGAL, KCNE3, KIAA0513, KLHL14, LAMP3, LILRA1, LILRB1, LILRB2, LILRB4, LMO2, LRP1B, LRRK2, MARCKS, MCM3, MEF2A, METTL7A, MFSD1, MME, MMP19, MS4A14, MS4A4A, MS4A6A, MS4A7, MSR1, MTMR11, MYOF, NFKBIA, NLRC4, NRBP1, NUP37, OAS1, OAS3, OSBPL10, P2RY2, PARP9, PDE4B, PDGFRB, PECAM1, PKMYT1, PLD4, PLXNB2, PNOC, POU2AF1, PPAP2B, PPAPDC1B, PPIL4, PTGER2, PYCARD, RAB32, RASSF4, RELB, S1PR3, SAMHD1, SCD, SELL, SERPINA1, SFXN3, SH2B1, SIGLEC1, SIGLEC16, SIGLEC7, SLAMF8, SLC16A14, SLC24A1, SLC24A4, SLC27A3, SLC2A6, SLC31A2, SLC37A3, SLC38A6, SLC41A2, SLC6A16, SLC7A7, SLC8A1, SLCO5A1, SMARCD3, SMPDL3A, SNCA, SORT1, SRD5A3, STAP1, STAT1, STX11, TBC1D8, TC2N, TEK, TGFBI, TLR1, TLR7, TM2D2, TMCC3, TMEM133, TMEM144, TMEM156, TMEM51, TMEM56, TNFRSF13B, TNFSF11, TNFSF12, TNFSF13, TPD52, TRAF1, TTYH2, UNC93B1, UPP1, USP18, ZBP1, ZMYND11",36.08,58.84,4.4043932389898946e-58,57.35611391270229
"ChAd (V1, D7)","ChAd (V2, D3)",0.075,32,347,45,379,77,"A2M, ADCY9, BRCA2, C1QA, CCR6, CKAP2, CX3CR1, CXCR5, ENPP5, FASLG, FCGR3A, FKBP14, FOSB, FYB, FZD1, GIMAP7, GPR82, ICAM2, IFNG, KLF4, LBH, LOC81691, LRP11, PDGFRB, PPAP2B, PTGS2, S1PR3, SERINC5, SLA, TMEM200A, TNF, TNFSF11",8.44,41.56,3.645693668811e-40,39.43821982595371
"ChAd (V1, D7)","ChAd (V2, D7)",0.042,17,362,23,379,40,"A2M, ADCY9, ATF3, C1QA, CD83, CKAP2, CX3CR1, FASLG, FCGR3B, FOSB, FPR3, KCNMB3, KLF4, SLA, SLC24A1, TNFSF11, XCL1",4.49,42.5,5.520125055951969e-27,26.258051083413072
"ChAd (V1, D7)","ChAd-BNT (V2, D3)",0.298,209,170,322,379,531,"A2M, ABCA13, ACTN1, ADAP2, AGPAT3, AIF1, APEH, ARHGEF10L, ARL4C, ATF3, BANK1, BASP1, BRCA2, BST2, BTNL8, C10orf10, C1QA, C1QB, C1orf162, C2, C3, CA4, CASP1, CCDC150, CCL4, CCR2, CCR6, CCR7, CCR9, CD28, CD300C, CD33, CD38, CD3D, CD4, CD5, CD68, CD69, CD79A, CD86, CDK14, CEBPA, CECR6, CFB, CHAF1A, CHAF1B, CHUK, CIITA, CLDND1, CMTM2, CPVL, CSF1R, CX3CR1, CXCL10, CXCL11, CXCL6, CXCL9, CXCR1, CXCR2, CXCR5, DBF4, DCC, DDX58, DGAT2, DHX58, DUSP1, EBF1, EPB41L3, ESCO2, FAM46A, FASLG, FCER1G, FCGR1A, FCGR2C, FCGR3B, FCN1, FGR, FKBP14, FKBP1B, FOS, FPR3, FYB, FZD1, FZD5, GALNT6, GCH1, GIMAP7, GNG7, GPBAR1, GPR18, GPR82, GRAMD1C, HCK, HK3, HLA-DPA1, ICOSLG, IFI27, IFI35, IFI6, IFIH1, IFNG, IFNGR1, IL1R1, IL1R2, IL6, IL7R, IQGAP3, ITGAL, KCNE3, KCNJ15, KIAA0513, KLF4, KLHL14, KRT23, LAMP3, LBH, LILRA1, LILRB1, LILRB2, LILRB4, LMO2, LRP1, LRRK2, MARCKS, MCM3, MEF2A, MME, MMP19, MMP8, MS4A14, MS4A4A, MS4A6A, MS4A7, MSR1, MTMR11, MYOF, NFKB1, NLRC4, NRBP1, OAS1, OAS3, OSBPL10, PARP9, PDE4B, PDGFRB, PKMYT1, PLXNB2, PNOC, POU2AF1, PPAP2B, PPIL4, PTGER2, PTPN22, PTPN7, RASSF4, S100P, SAMHD1, SAMSN1, SDC2, SELL, SERPINA1, SFN, SFXN3, SH2D1A, SIGLEC1, SIGLEC16, SLA, SLAMF8, SLC24A4, SLC27A3, SLC2A6, SLC31A2, SLC38A6, SLC44A1, SLC7A5, SLC7A7, SLC8A1, SMC4, SMPDL3A, SNCA, SORT1, SRD5A3, STAT1, STX11, TBC1D8, TECR, TEK, TLR7, TM2D2, TMCC3, TMEM144, TNF, TNFAIP3, TNFRSF10C, TNFSF11, TNFSF13, TNFSF14, TRAF1, TRAT1, TSHR, TTYH2, UNC93B1, UPP1, USP18, VNN3, XCL1, XCL2, ZBP1, ZMYND11",55.15,39.36,6.78363359978397e-56,55.16853761739776
"ChAd (V1, D7)","ChAd-BNT (V2, D7)",0.266,179,200,293,379,472,"A2M, ACSL1, ACTN1, ADAP2, AIF1, ANKH, ANXA3, APEH, AQP9, ARL4C, BASP1, BRCA2, BTNL8, C10orf10, C1QA, CA4, CAMK2D, CASP1, CAV1, CCDC150, CCL20, CCL4, CCR6, CCR7, CD27, CD28, CD38, CD53, CD68, CD83, CD86, CDKN2C, CEBPD, CHAF1A, CHAF1B, CHI3L1, CLDND1, CLEC10A, CMTM2, CPNE5, CSF1R, CST3, CTLA4, CXCL10, CXCL11, CXCL2, CXCL6, CXCR1, CXCR2, CXCR5, DBF4, DCC, DENND2D, DENND3, DENND5B, DERL3, DGAT2, DOCK4, DOK3, EBF1, ESCO2, FASLG, FCER1G, FCGR1A, FCGR3A, FCGR3B, FCRL5, FKBP14, FKBP1B, FPR1, FPR2, FRAT2, FZD1, GCA, GCH1, GIMAP7, GPR137B, GPR19, HCK, HLA-DPA1, HSPA6, ICOSLG, IFI6, IFNGR1, IGLL5, IL1B, IL1R2, IL6, IQGAP3, ITGAL, ITM2C, KCNJ15, KCNN3, KLF4, KLHL14, KRT23, LILRB1, LILRB2, LMO2, LOC81691, LRRK2, MANSC1, MAP2K6, MARCKS, MCM3, MCM7, MFSD1, MME, MS4A4A, MSR1, MTMR11, MXD1, NFKB1, NFKBIA, NRBP1, P2RY2, PDE4B, PECAM1, PKMYT1, POU2AF1, PPIL4, PROK2, PTGS2, PTPN22, PTPRE, PTX3, PYCARD, QPCT, RAB32, RELB, S100P, S1PR3, SAMHD1, SAMSN1, SDC1, SDC2, SERPINA1, SFN, SH2B1, SLA, SLC16A14, SLC27A2, SLC2A6, SLC31A2, SLC6A16, SLC7A5, SLC8A1, SLCO5A1, SLPI, SMARCD3, SMC4, SMPDL3A, SNCA, SORT1, STAT1, STEAP4, STX11, TGFBI, THEMIS, TLR1, TM2D2, TMCC3, TMEM154, TMEM200A, TMEM51, TNF, TNFAIP3, TNFRSF10C, TNFRSF13B, TNFRSF17, TNFSF11, TNFSF14, TRAF1, TRAM2, TSHR, TXNDC5, VNN3, ZBP1, ZMYND11",47.23,37.92,2.3910534981614195e-64,63.621410706738104
"ChAd (V1, D7)",I (D0),0.243,128,251,148,379,276,"A2M, ABCA13, ADAP2, AGPAT3, ANXA3, ARHGEF10L, ATF3, BARD1, BPI, BRCA2, BST2, C1QA, C1QB, C1orf162, C2, CAMP, CASP1, CCL4, CCR9, CD177, CD24, CD300C, CD33, CD38, CD68, CD86, CEACAM6, CFB, CHAF1A, CHAF1B, CHIT1, CRISP3, CSF1R, CSK, CST3, CTLA4, CX3CR1, CXCL10, CXCL11, CYBRD1, DDX58, DEFA4, DHX58, DOCK4, DPYSL2, EPB41L3, ESCO2, FAM46A, FCER1G, FCGR2C, FCN1, FPR3, FYB, FZD1, GCH1, GIMAP2, GPBAR1, GRAMD1C, HK3, ICAM2, IFI27, IFI35, IFI6, IFIH1, IGFBP7, IL10, IQGAP3, KLF4, LAMP3, LCN2, LIF, LILRB1, LILRB4, LMO2, LTF, MAP2K6, MARCKS, MEF2A, MME, MMP19, MMP8, MS4A14, MS4A4A, MSR1, MYOF, OAS1, OAS3, OLFM4, OLR1, PARP9, PDE4B, PDGFRB, PKMYT1, PLXNB2, PTGER2, PVRIG, RASSF4, RNASE3, S100P, S1PR3, SAMHD1, SDC2, SERINC5, SIGLEC1, SIGLEC16, SIGLEC7, SLA, SLC16A14, SLC27A3, SLC2A6, SORT1, STAP1, STAT1, TBC1D8, TCN1, TEK, TLR7, TMEM144, TMEM51, TMEM56, TNFSF11, TNFSF13, TRAF1, UNC93B1, USP18, VNN3, XCL1, ZBP1",33.77,46.38,1.8878392159713299e-53,52.724034996579206
