cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BNT-I (D26, severe)	LVS F TULARENSIS (H192)	2	30	33	32	35	CCR7,IRAK1BP1	6.25	5.71	1.64832993480895e-16	1.64832993480895e-16	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	LVS F TULARENSIS (H192)	3	29	47	32	50	CD44,FCGR2A,FCGR1A	9.38	6	1.4909313048764198e-18	1.4909313048764198e-18	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	LVS F TULARENSIS (H192)	0	32	6	32	6	NA	0	0	3.62229464396647e-7	3.62229464396647e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	LVS F TULARENSIS (H192)	1	31	34	32	35	CCR7	3.12	2.86	4.99493919639076e-18	4.99493919639076e-18	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	LVS F TULARENSIS (H192)	0	32	7	32	7	NA	0	0	6.50155448917059e-8	6.50155448917059e-8	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	LVS F TULARENSIS (H192)	5	27	86	32	91	CCR1,FAS,TAP2,FCGR1A,TAP1	15.62	5.49	6.32851834820365e-22	6.32851834820365e-22	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	LVS F TULARENSIS (H192)	3	29	70	32	73	FCER1G,FCGR1A,LILRB4	9.38	4.11	2.0389850306495001e-22	2.0389850306495001e-22	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	LVS F TULARENSIS (H192)	0	32	40	32	40	NA	0	0	3.5060728393582305e-21	3.5060728393582305e-21	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	LVS F TULARENSIS (H192)	0	32	18	32	18	NA	0	0	5.53908328082449e-14	5.53908328082449e-14	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	LVS F TULARENSIS (H192)	4	28	55	32	59	CCR1,TAP2,FCGR1A,TAP1	12.5	6.78	7.213790118600849e-19	7.213790118600849e-19	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	LVS F TULARENSIS (H192)	0	32	5	32	5	NA	0	0	2.29411994117877e-6	2.29411994117877e-6	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	LVS F TULARENSIS (H192)	0	32	1	32	1	NA	0	0	0.0303030303030303	0.0303030303030303	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	LVS F TULARENSIS (H192)	4	28	77	32	81	CCL18,CCL20,FCGR1A,TAP1	12.5	4.94	4.40198225008481e-22	4.40198225008481e-22	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	LVS F TULARENSIS (H192)	4	28	52	32	56	CCL20,CCR1,CD83,FCGR1A	12.5	7.14	2.35204307613614e-18	2.35204307613614e-18	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	LVS F TULARENSIS (H192)	8	24	98	32	106	CD83,FAS,FCGR2B,TAP2,FCGR1A,HLA-DMA,LILRB4,TAP1	25	7.55	1.1567752714999798e-19	1.1567752714999798e-19	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ZF2001 (V3, D07)	LVS F TULARENSIS (H192)	5	27	78	32	83	CCL20,CD83,CDC42,TICAM1,CCR2	15.62	6.02	5.4472529443777e-21	5.4472529443777e-21	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	LVS F TULARENSIS (H192)	0	32	13	32	13	NA	0	0	1.3697465093463699e-11	1.3697465093463699e-11	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	LVS F TULARENSIS (H192)	1	31	8	32	9	CCL20	3.12	11.11	1.1702798080507e-7	1.1702798080507e-7	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	HPV-VLP (M2)	0	82	4	82	4	NA	0	0	4.70908453042186e-7	4.70908453042186e-7	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	HPV-VLP (M2)	0	82	1	82	1	NA	0	0	0.0120481927710843	0.0120481927710843	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	HPV-VLP (M2)	0	82	2	82	2	NA	0	0	2.8686173264486e-4	2.8686173264486e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	HPV-VLP (M2)	8	74	40	82	48	CFB,CXCL9,RIGI,GCH1,IDO1,LIF,TAP2,TNFSF10	9.76	16.67	1.4820942085389601e-24	1.4820942085389601e-24	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	HPV-VLP (M2)	11	71	51	82	62	CPLX2,CFB,CXCL9,RIGI,GCH1,IDO1,IFITM1,LIF,PSMB9,TAP2,TNFSF10	13.41	17.74	2.51986471724036e-26	2.51986471724036e-26	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	HPV-VLP (M2)	11	71	56	82	67	CD14,CHGA,CTSK,CXCL2,FCGRT,SLC11A1,CCL24,CD83,IL1R2,JAG1,RGS1	13.41	16.42	6.27845397840098e-28	6.27845397840098e-28	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	HPV-VLP (M2)	28	54	249	82	277	ALOX5,CTSK,DPP4,ITGA6,LY86,MERTK,VNN1,ADAR,CASP1,CCL4,CCNB2,CD1E,CDK6,CFB,CFH,CTLA4,FASLG,GCH1,GNLY,GZMA,GZMB,IFITM1,IFITM2,IL15,IL1R2,IL1RN,JAG1,PSMB9	34.15	10.11	1.28814599660913e-41	1.28814599660913e-41	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	HPV-VLP (M2)	30	52	239	82	269	ALOX5,CHGA,CXCL2,DPP4,ITGA6,MERTK,VNN1,ADAR,CASP1,CCL20,CCNB2,CD1E,CD38,CD40,CDK6,CFB,CFH,CH25H,CLEC10A,CTLA4,FASLG,GNLY,IFITM1,IFITM2,IL15,IL1R2,IL1RN,JAG1,PSMB9,TNFSF10	36.59	11.15	6.5098789778018e-39	6.5098789778018e-39	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	HPV-VLP (M2)	11	71	149	82	160	ALOX5,CTSK,MERTK,SLC11A1,VNN1,CCNB2,CD40,FASLG,GNLY,IL1R2,JAG1	13.41	6.88	3.13279866502159e-48	3.13279866502159e-48	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	HPV-VLP (M2)	6	76	29	82	35	CXCL2,CCNB2,CD40,CH25H,CLEC10A,JAG1	7.32	17.14	3.86977863029977e-21	3.86977863029977e-21	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	HPV-VLP (M2)	6	76	44	82	50	CHGA,VNN1,CLEC10A,IL1R2,JAG1,RGS1	7.32	12	8.46491432449323e-28	8.46491432449323e-28	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	HPV-VLP (M2)	1	81	5	82	6	SNCA	1.22	16.67	1.62382225186961e-7	1.62382225186961e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	HPV-VLP (M2)	1	81	34	82	35	CD40	1.22	2.86	1.44764298903425e-28	1.44764298903425e-28	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	HPV-VLP (M2)	0	82	7	82	7	NA	0	0	1.45132223737069e-10	1.45132223737069e-10	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	HPV-VLP (M2)	14	68	77	82	91	CXCL2,CASP1,CXCL9,RIGI,GCH1,IDO1,IFITM1,IL1RN,LIF,PSMB9,RGS1,TAP2,TNFSF10,XCL1	17.07	15.38	2.6043782587522497e-31	2.6043782587522497e-31	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	HPV-VLP (M2)	14	68	59	82	73	CFD,CXCL2,GRN,HAMP,CD1E,CFB,CXCL9,IDO1,IFITM1,IL15,IL1R2,IL3,PSMB9,TNFSF10	17.07	19.18	1.3580148008405398e-26	1.3580148008405398e-26	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	HPV-VLP (M2)	1	81	39	82	40	CCNB2	1.22	2.5	4.79173116443376e-31	4.79173116443376e-31	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	HPV-VLP (M2)	2	80	16	82	18	CCNB2,CD38	2.44	11.11	1.61424391597261e-16	1.61424391597261e-16	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	HPV-VLP (M2)	11	71	48	82	59	CXCL2,CASP1,CFB,RIGI,GCH1,IDO1,IFITM1,IL1RN,LIF,TAP2,TNFSF10	13.41	18.64	2.5538848897581597e-25	2.5538848897581597e-25	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	HPV-VLP (M2)	2	80	3	82	5	CFD,CHGA	2.44	40	1.0124531740407e-4	1.0124531740407e-4	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	HPV-VLP (M2)	1	81	0	82	1	XCL1	1.22	100	1	1	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	HPV-VLP (M2)	16	66	65	82	81	CFD,CYBA,HAMP,CCL18,CCL20,CCL24,CCL7,CD38,CFB,CXCL9,GCH1,GCNT1,IDO1,IL1R2,IL1RN,TNFSF10	19.51	19.75	8.15725637695493e-27	8.15725637695493e-27	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	HPV-VLP (M2)	11	71	45	82	56	CXCL2,SNCA,CCL20,CCL4,CCL7,CCNB2,CD38,CD83,FPR2,IL1R2,IL1RN	13.41	19.64	2.81053818376412e-24	2.81053818376412e-24	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	HPV-VLP (M2)	20	62	86	82	106	CXCL2,ADAR,CASP1,CD40,CD83,CFB,CXCL9,RIGI,FASLG,GCH1,GNLY,IDO1,IFITM1,IL15,IL1RN,LIF,PSMB9,RGS1,TAP2,TNFSF10	24.39	18.87	8.86638400272822e-29	8.86638400272822e-29	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ZF2001 (V3, D07)	HPV-VLP (M2)	11	71	72	82	83	CHST3,CPLX2,CXCL2,CCL20,CCL4,CD83,FASLG,IL1RN,IL2,PTAFR,RGS1	13.41	13.25	1.53063703971895e-32	1.53063703971895e-32	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	HPV-VLP (M2)	2	80	11	82	13	CXCL2,IL1RN	2.44	15.38	1.27946660878202e-12	1.27946660878202e-12	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	HPV-VLP (M2)	3	79	6	82	9	CXCL2,CCL20,FPR2	3.66	33.33	1.5500121495119e-7	1.5500121495119e-7	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	INFLUENZA (D1)	1	35	3	36	4	CCL3	2.78	25	4.3768464821096e-4	4.3768464821096e-4	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	INFLUENZA (D1)	0	36	1	36	1	NA	0	0	0.027027027027027	0.027027027027027	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	INFLUENZA (D1)	0	36	2	36	2	NA	0	0	0.00142247510668563	0.00142247510668563	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	INFLUENZA (D1)	7	29	41	36	48	FCGR1A,DDX60,GBP6,GCH1,OAS2,IFIT1,CLEC6A	19.44	14.58	6.3109880706903905e-15	6.3109880706903905e-15	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	INFLUENZA (D1)	9	27	53	36	62	CRISP3,CCL3,FCGR1A,DDX60,GBP6,GCH1,OAS2,IFIT1,CLEC6A	25	14.52	1.95422790120224e-15	1.95422790120224e-15	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	INFLUENZA (D1)	2	34	65	36	67	SLC15A3,CD83	5.56	2.99	7.19662904349322e-25	7.19662904349322e-25	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	INFLUENZA (D1)	14	22	263	36	277	AZU1,TTLL1,CRISP3,LILRA4,LILRA5,FCGR1A,GZMM,RNASE2,S100A12,DDX60,GBP6,GCH1,OAS2,IFIT1	38.89	5.05	3.2302045495673202e-24	3.2302045495673202e-24	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	INFLUENZA (D1)	11	25	258	36	269	AZU1,CRISP3,LILRA5,FCGR1A,GZMM,RNASE2,S100A12,DDX60,GBP6,OAS2,IFIT1	30.56	4.09	5.20839092323487e-28	5.20839092323487e-28	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	INFLUENZA (D1)	3	33	157	36	160	CRISP3,LILRA5,S100A12	8.33	1.88	4.2663688573334796e-34	4.2663688573334796e-34	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	INFLUENZA (D1)	2	34	33	36	35	CRISP3,S100A12	5.56	5.71	1.18731098483968e-17	1.18731098483968e-17	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	INFLUENZA (D1)	5	31	45	36	50	LILRA5,SLC15A3,FCGR1A,S100A12,GBP6	13.89	10	1.6263575650693402e-17	1.6263575650693402e-17	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	INFLUENZA (D1)	1	35	5	36	6	EPHB3	2.78	16.67	8.00642649166398e-6	8.00642649166398e-6	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	INFLUENZA (D1)	2	34	33	36	35	AZU1,CRISP3	5.56	5.71	1.18731098483968e-17	1.18731098483968e-17	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	INFLUENZA (D1)	0	36	7	36	7	NA	0	0	3.10326608204029e-8	3.10326608204029e-8	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	INFLUENZA (D1)	10	26	81	36	91	LILRA5,IGHV3-74,CCL3,FCGR1A,DDX60,GBP6,GCH1,OAS2,IFIT1,CLEC6A	27.78	10.99	3.49112714678652e-18	3.49112714678652e-18	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	INFLUENZA (D1)	7	29	66	36	73	LILRA5,FCGR1A,RNASE2,DDX60,OAS2,IFIT1,CLEC6A	19.44	9.59	3.4316118065830895e-19	3.4316118065830895e-19	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	INFLUENZA (D1)	3	33	37	36	40	IGHV3-74,IGKV1-9,IGKV2D-30	8.33	7.5	1.13164504439667e-17	1.13164504439667e-17	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	INFLUENZA (D1)	2	34	16	36	18	AZU1,CCL3	5.56	11.11	1.4763787360043698e-11	1.4763787360043698e-11	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	INFLUENZA (D1)	7	29	52	36	59	FCGR1A,DDX60,GBP6,GCH1,OAS2,IFIT1,CLEC6A	19.44	11.86	5.5185494407296804e-17	5.5185494407296804e-17	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	INFLUENZA (D1)	1	35	4	36	5	LYL1	2.78	20	5.47105810263706e-5	5.47105810263706e-5	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	INFLUENZA (D1)	0	36	1	36	1	NA	0	0	0.027027027027027	0.027027027027027	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	INFLUENZA (D1)	7	29	74	36	81	LYL1,FCGR1A,DDX60,GCH1,OAS2,IFIT1,CLEC6A	19.44	8.64	2.69401313705194e-20	2.69401313705194e-20	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	INFLUENZA (D1)	5	31	51	36	56	PF4V1,CD83,CCL3,FCGR1A,IFIT1	13.89	8.93	1.04568779583792e-18	1.04568779583792e-18	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	INFLUENZA (D1)	11	25	95	36	106	CD83,CCL3,FCGR1A,DDX60,GBP6,GCH1,HLA-DMA,HLA-DMB,OAS2,IFIT1,CLEC6A	30.56	10.38	1.26097334939082e-18	1.26097334939082e-18	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ZF2001 (V3, D07)	INFLUENZA (D1)	3	33	80	36	83	CD83,CCL3,EPHB3	8.33	3.61	7.20926208539053e-26	7.20926208539053e-26	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	INFLUENZA (D1)	0	36	13	36	13	NA	0	0	3.80811975556686e-12	3.80811975556686e-12	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	INFLUENZA (D1)	1	35	8	36	9	CCL3	2.78	11.11	5.07807177061141e-8	5.07807177061141e-8	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	MONOV INFLUENZA A (D28)	0	15	4	15	4	NA	0	0	2.5799793601651e-4	2.5799793601651e-4	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	MONOV INFLUENZA A (D28)	0	15	1	15	1	NA	0	0	0.0625	0.0625	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	MONOV INFLUENZA A (D28)	0	15	2	15	2	NA	0	0	0.00735294117647058	0.00735294117647058	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	MONOV INFLUENZA A (D28)	0	15	48	15	48	NA	0	0	8.18788012778173e-15	8.18788012778173e-15	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	MONOV INFLUENZA A (D28)	1	14	61	15	62	IFI30	6.67	1.61	2.1825824998549e-14	2.1825824998549e-14	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	MONOV INFLUENZA A (D28)	1	14	66	15	67	SLC15A3	6.67	1.49	8.2268932483982e-15	8.2268932483982e-15	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	MONOV INFLUENZA A (D28)	6	9	271	15	277	CD1C,CTSH,FCER1A,IFI30,IFNGR2,LY86	40	2.17	1.61097569134121e-13	1.61097569134121e-13	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	MONOV INFLUENZA A (D28)	6	9	263	15	269	CD1C,FCER1A,GAPT,HLA-DPA1,IFI30,IFNGR2	40	2.23	2.08730351705099e-13	2.08730351705099e-13	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	MONOV INFLUENZA A (D28)	4	11	156	15	160	CD1C,HLA-DPA1,IFI30,IFNGR2	26.67	2.5	2.06998169451487e-14	2.06998169451487e-14	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	MONOV INFLUENZA A (D28)	1	14	34	15	35	HLA-DPA1	6.67	2.86	2.2214031907473197e-11	2.2214031907473197e-11	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	MONOV INFLUENZA A (D28)	1	14	49	15	50	SLC15A3	6.67	2	3.13442286141646e-13	3.13442286141646e-13	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	MONOV INFLUENZA A (D28)	0	15	6	15	6	NA	0	0	1.84284240011794e-5	1.84284240011794e-5	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	MONOV INFLUENZA A (D28)	0	15	35	15	35	NA	0	0	4.44280638149461e-13	4.44280638149461e-13	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	MONOV INFLUENZA A (D28)	0	15	7	15	7	NA	0	0	5.86358945492071e-6	5.86358945492071e-6	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	MONOV INFLUENZA A (D28)	1	14	90	15	91	IFI30	6.67	1.1	1.63490201886572e-16	1.63490201886572e-16	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	MONOV INFLUENZA A (D28)	2	13	71	15	73	GRN,IFI30	13.33	2.74	1.20638799625976e-13	1.20638799625976e-13	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	MONOV INFLUENZA A (D28)	0	15	40	15	40	NA	0	0	8.40357282801132e-14	8.40357282801132e-14	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	MONOV INFLUENZA A (D28)	0	15	18	15	18	NA	0	0	9.64172952881484e-10	9.64172952881484e-10	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	MONOV INFLUENZA A (D28)	1	14	58	15	59	IFI30	6.67	1.69	4.0569949693231104e-14	4.0569949693231104e-14	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	MONOV INFLUENZA A (D28)	0	15	5	15	5	NA	0	0	6.44994840041281e-5	6.44994840041281e-5	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	MONOV INFLUENZA A (D28)	0	15	1	15	1	NA	0	0	0.0625	0.0625	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	MONOV INFLUENZA A (D28)	0	15	81	15	81	NA	0	0	7.64437005083076e-18	7.64437005083076e-18	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	MONOV INFLUENZA A (D28)	0	15	56	15	56	NA	0	0	1.0932134464693e-15	1.0932134464693e-15	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	MONOV INFLUENZA A (D28)	4	11	102	15	106	CIITA,HLA-DMB,HLA-DPA1,IFI30	26.67	3.77	1.57324248367019e-12	1.57324248367019e-12	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ZF2001 (V3, D07)	MONOV INFLUENZA A (D28)	0	15	83	15	83	NA	0	0	5.47313092425356e-18	5.47313092425356e-18	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	MONOV INFLUENZA A (D28)	0	15	13	15	13	NA	0	0	2.67078608712745e-8	2.67078608712745e-8	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	MONOV INFLUENZA A (D28)	0	15	9	15	9	NA	0	0	7.64816015859226e-7	7.64816015859226e-7	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	MONOV INFLUENZA A (D3)	0	21	4	21	4	NA	0	0	7.90513833992093e-5	7.90513833992093e-5	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	MONOV INFLUENZA A (D3)	0	21	1	21	1	NA	0	0	0.0454545454545455	0.0454545454545455	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	MONOV INFLUENZA A (D3)	0	21	2	21	2	NA	0	0	0.00395256916996048	0.00395256916996048	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	MONOV INFLUENZA A (D3)	16	5	32	21	48	BATF2,BST2,DDX60,EIF2AK2,FCGR1A,GBP1,GBP6,GCH1,IFI35,IFI6,IFIT1,IFIT2,IFITM3,MX1,OAS2,TRIM22	76.19	33.33	0.0070910221853618	0.0070910221853618	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	MONOV INFLUENZA A (D3)	15	6	47	21	62	BATF2,DDX60,EIF2AK2,FCGR1A,GBP1,GBP6,GCH1,IFI35,IFI6,IFIT1,IFIT2,IFITM3,MX1,OAS2,TRIM22	71.43	24.19	4.9577288383258e-4	4.9577288383258e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	MONOV INFLUENZA A (D3)	0	21	67	21	67	NA	0	0	1.0045918023279899e-20	1.0045918023279899e-20	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	MONOV INFLUENZA A (D3)	14	7	263	21	277	BATF2,DDX60,EIF2AK2,FCGR1A,GBP1,GBP6,GCH1,IFI35,IFI6,IFIT1,IFITM3,MX1,OAS2,TRIM22	66.67	5.05	4.23709620761187e-9	4.23709620761187e-9	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	MONOV INFLUENZA A (D3)	14	7	255	21	269	BATF2,DDX60,EIF2AK2,FCGR1A,GBP1,GBP6,IFI35,IFI6,IFIT1,IFIT2,IFITM3,MX1,OAS2,TRIM22	66.67	5.2	5.1865505461329805e-9	5.1865505461329805e-9	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
