cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BNT (V3, D1)	MVA85A (D2)	16	23	439	39	455	C3AR1,CTSL,CXCL10,FCGR1BP,ICAM1,IFI44,IFI44L,IFIH1,IFIT3,IL4I1,ISG15,MARCO,RSAD2,SERPING1,TYMP,XAF1	41.03	3.52	3.94171338885122e-29	6.762795515415569e-30	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	MVA85A (D2)	3	36	1031	39	1034	CD2,ICAM1,TNF	7.69	0.29	5.39758742838709e-64	1.54540423638147e-64	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	MVA85A (D2)	24	15	4147	39	4171	CD2,CD3D,CD5,DNAJA3,BCL2A1,BID,C3AR1,CARD16,CXCL10,DNASE2,DRAM1,IFI44,IFI44L,IFIH1,IFIT3,ISG15,PILRA,PYCARD,RSAD2,S100A8,S100A9,SERPING1,TYMP,XAF1	61.54	0.58	1.58780556968334e-32	2.89290797747195e-33	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	MVA85A (D2)	25	14	4341	39	4366	CD2,CD3D,CD5,DNAJA3,IL2RA,BCL2A1,C3AR1,CARD16,CTSL,CXCL10,DRAM1,GLMP,IFI44,IFI44L,IFIH1,IFIT3,ISG15,PYCARD,RSAD2,S100A8,S100A9,SERPING1,TNF,TYMP,XAF1	64.1	0.57	1.40389345277129e-30	2.4710943187278397e-31	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	MVA85A (D2)	9	30	2424	39	2433	CD2,CD5,DNAJA3,BCL2A1,DNASE2,DRAM1,MARCO,S100A8,S100A9	23.08	0.37	1.2103199717887402e-61	3.3723095943364898e-62	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	MVA85A (D2)	3	36	555	39	558	BCL2A1,S100A8,S100A9	7.69	0.54	1.39700406914614e-54	3.5498490439932596e-55	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	MVA85A (D2)	5	34	609	39	614	BCL2A1,DRAM1,ICAM1,S100A8,S100A9	12.82	0.81	1.04590458624494e-51	2.54680283010786e-52	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	MVA85A (D2)	0	39	144	39	144	NA	0	0	9.34821247193409e-41	1.94062072961741e-41	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	MVA85A (D2)	1	38	327	39	328	DNAJA3	2.56	0.3	5.77466383454851e-51	1.39108542502291e-51	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	MVA85A (D2)	0	39	106	39	106	NA	0	0	2.9053069827003e-36	5.65398329107416e-37	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	MVA85A (D2)	16	23	836	39	852	BCL2A1,C3AR1,CARD16,CXCL10,DRAM1,FCGR1BP,ICAM1,IFI44,IFI44L,IFIH1,IFIT3,ISG15,RSAD2,SERPING1,TYMP,XAF1	41.03	1.88	2.8147757509556096e-35	5.397059659731699e-36	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	MVA85A (D2)	15	24	570	39	585	ACP2,C3AR1,CTSL,CXCL10,IFI44,IFI44L,IFIT3,IL4I1,ISG15,MARCO,PYCARD,RSAD2,SERPING1,TYMP,XAF1	38.46	2.56	3.6448125753187596e-33	6.73616309009439e-34	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	MVA85A (D2)	0	39	125	39	125	NA	0	0	1.16824074979791e-38	2.3492968273590402e-39	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	MVA85A (D2)	1	38	249	39	250	CXCL10	2.56	0.4	9.162921034273871e-47	2.08803528156143e-47	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	MVA85A (D2)	13	26	661	39	674	CARD16,CXCL10,FCGR1BP,IFI44,IFI44L,IFIH1,IFIT3,ISG15,MARCO,RSAD2,SERPING1,TYMP,XAF1	33.33	1.93	5.58324219440899e-38	1.11077370701577e-38	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	MVA85A (D2)	1	38	195	39	196	TYMP	2.56	0.51	4.570932770287029e-43	9.846745575666479e-44	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	MVA85A (D2)	0	39	8	39	8	NA	0	0	3.180080029576e-9	3.64683967018967e-10	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	MVA85A (D2)	16	23	811	39	827	CTSL,CXCL10,DRAM1,IFI44,IFI44L,IFIH1,IFIT3,IL1A,IL4I1,IL6,ISG15,MARCO,RSAD2,SERPING1,TYMP,XAF1	41.03	1.93	5.530349595965929e-35	1.0562641634446999e-35	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	MVA85A (D2)	8	31	712	39	720	BCL2A1,CXCL10,ICAM1,IFIT3,IL1A,RSAD2,SERPING1,TNF	20.51	1.11	6.78963749260879e-48	1.57075239902679e-48	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	MVA85A (D2)	15	24	911	39	926	C3AR1,CXCL10,FCGR1BP,ICAM1,IFI44,IFI44L,IFIH1,IFIT3,IL4I1,ISG15,MARCO,RSAD2,SERPING1,TYMP,XAF1	38.46	1.62	7.16054951984395e-38	1.42274039926086e-38	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I-BNT-I (D2)	MVA85A (D2)	0	39	5	39	5	NA	0	0	9.20803529992412e-7	9.85998271398752e-8	BNT	COVID	VIRUS	SARS	I	I	I-V-I	2	2	1	1	1	2
I-BNT-I (D5)	MVA85A (D2)	0	39	1	39	1	NA	0	0	0.025	0.00230564975530503	BNT	COVID	VIRUS	SARS	I	I	I-V-I	5	5	1	1	1	2
ZF2001 (V3, D07)	MVA85A (D2)	5	34	2346	39	2351	BCL2A1,ICAM1,IFIH1,IL1A,TNF	12.82	0.21	3.1509047758907298e-71	9.8040326499579e-72	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	MVA85A (D2)	1	38	248	39	249	IL6	2.56	0.4	1.05556850314832e-46	2.40338761302646e-47	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	MVA85A (D2)	0	39	29	39	29	NA	0	0	7.27220297661963e-20	1.0357106467742099e-20	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	ZOSTAVAX (D1)	1	359	39	360	40	HSPA1A	0.28	2.5	2.03010914925904e-53	5.0644359338680594e-54	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	ZOSTAVAX (D1)	0	360	15	360	15	NA	0	0	4.25825196759233e-27	7.0085223333167495e-28	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	ZOSTAVAX (D1)	0	360	1	360	1	NA	0	0	0.00277008310249308	2.646986550704e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	ZOSTAVAX (D1)	3	357	488	360	491	TYMP,DHRS9,MLKL	0.83	0.61	6.13636331989404e-243	6.0066800290021e-243	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	ZOSTAVAX (D1)	2	358	453	360	455	TYMP,DHRS9	0.56	0.44	1.38736391505726e-236	1.3036749208274099e-236	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	ZOSTAVAX (D1)	14	346	1020	360	1034	CA1,GIMAP5,SF1,SIVA1,ABHD5,FBXO33,LPAR2,MYADM,PDLIM7,PELI1,PGAM4,QPCT,REPS2,TARP	3.89	1.35	6.98454688535297e-293	1.05618250751894e-293	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	ZOSTAVAX (D1)	85	275	4086	360	4171	AP2S1,APOBEC3D,BNIP3L,C12orf57,CA1,CD200,CLUHP3,DYRK2,EEF1B2,FAM72B,ITM2A,MSL3,NDUFA1,NDUFB3,OCIAD2,PASK,PCYOX1,PSMA4,PSMA6,RPL4,RPL7L1,RPS17,RPS27,RPS5,SH2D2A,STAG3L2,TMC6,TRIM25,TXNDC17,TYMP,UQCRQ,VPREB3,ABHD5,ADGRG1,AKIRIN2,ALDH2,ALOX5AP,ATP8B2,B9D2,CLEC2D,DENND5A,FAM8A1,FNDC3B,GABARAP,GALM,HERPUD1,HLA-B,HLA-H,IRF2BPL,KLHL22,LRRC25,MKNK1,MLKL,MMP25,MOB1A,MTMR3,MTMR6,MXD1,NPL,PCBP1,PDLIM7,PELI1,PGD,PLOD1,PRR13,PRSS23,QPCT,RBL2,REPS2,RHOG,RNF130,RNF149,SERPINA1,SGSM2,SPG21,TCN1,TSC22D3,TTC27,UBAP1,YWHAH,GZMH,MYO6,S1PR5,TARP,TCAF1	23.61	2.04	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	ZOSTAVAX (D1)	82	278	4284	360	4366	CD200,CLUHP3,DYRK2,FAM72B,ITM2A,NDUFB3,PASK,PSMA6,PVALB,RPL4,RPL7L1,RPS17,SH2D2A,STAG3L2,TMC6,TRIM25,TXNDC17,TYMP,UQCRQ,VPREB3,ABHD5,ADGRG1,AKIRIN2,ALOX5AP,ARPC5,ATP8B2,B4GALT5,CDK5R1,CHST15,DHRS9,EVI2B,FADD,FAM8A1,FNDC3B,FRAT1,GABARAP,GALM,GPR162,HERPUD1,HLA-B,HLA-H,HSPA6,IRF2BPL,LILRB3,LPAR2,LRRC25,MANSC1,MFSD1,MKNK1,MLKL,MMP25,MTMR3,MXD1,NFE2,NPL,PDLIM7,PELI1,PGD,PRR13,PRSS23,QPCT,REPS2,RNF130,RNF149,SERPINA1,SGSM2,SIGLEC14,SMAP2,TCN1,TSC22D3,TST,TXNIP,UBAP1,YWHAH,ZNF586,GZMH,MYO6,PSPH,S1PR5,SLC22A16,TARP,TCAF1	22.78	1.88	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	ZOSTAVAX (D1)	63	297	2370	360	2433	AP2S1,APOBEC3D,BNIP3L,C12orf57,CD200,CLTB,CLUHP3,DYRK2,MSL3,NDUFB3,PASK,PSMA6,RPL7L1,RPS17,SERF2,SH2D2A,TRIM25,TXNDC17,U2AF1,VPREB3,ABHD5,AKIRIN2,ALOX5AP,ARHGDIB,ATP8B2,CLEC2D,CPQ,DENND5A,FAM8A1,FBXO33,FNDC3B,GABARAP,HERPUD1,ITGB2,L3MBTL2,LPAR2,MAP4K4,MFSD1,MKNK1,MMP25,MTMR3,NPL,PCBP1,PELI1,PGAM1,PGD,PLOD1,PPT1,PRR13,QPCT,REPS2,RNF130,RNF149,SERPINA1,SPG21,TCN1,TSC22D3,TTC27,UBAP1,ZNF586,MYO6,TARP,TCAF1	17.5	2.59	0	0	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	ZOSTAVAX (D1)	16	344	542	360	558	PVALB,RPL7L1,VPREB3,ABHD5,AKIRIN2,ALOX5AP,CPQ,FAM8A1,FBXO33,HLA-B,MMP25,PELI1,REPS2,TSC22D3,ZNF586,TARP	4.44	2.87	3.9649288482958394e-232	3.64021488906263e-232	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	ZOSTAVAX (D1)	10	350	604	360	614	TRIM25,ALOX5AP,B4GALT5,FBXO33,PELI1,QPCT,REPS2,RNF149,SOD2,TUBA1A	2.78	1.63	1.70106303617898e-254	1.76598094594493e-254	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	ZOSTAVAX (D1)	4	356	140	360	144	CA1,FBXO33,FBXO7,PELI1	1.11	2.78	7.549613265930959e-121	3.6933572434069295e-121	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	ZOSTAVAX (D1)	10	350	318	360	328	AP2S1,BNIP3L,CD200,DAB2,MRPL23,RRAS,VPREB3,CLEC2D,PDE7A,TXNIP	2.78	3.05	3.3021855307938694e-184	2.38006381674428e-184	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	ZOSTAVAX (D1)	5	355	101	360	106	CD52,RRAS,SERF2,ZNF160,HSPA6	1.39	4.72	1.23865066260319e-96	4.99760209995687e-97	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	ZOSTAVAX (D1)	6	354	846	360	852	TYMP,DHRS9,FAM8A1,GALM,NABP1,PELI1	1.67	0.7	1.08989019516514e-293	1.55860024150449e-293	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	ZOSTAVAX (D1)	8	352	577	360	585	MT1E,RRAS,TYMP,DHRS9,HSPA6,LRRC25,MME,SERPINA1	2.22	1.37	1.0722152696224e-252	1.1025330931953099e-252	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	ZOSTAVAX (D1)	0	360	125	360	125	NA	0	0	1.51722308152163e-119	7.332721952915379e-120	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	ZOSTAVAX (D1)	2	358	248	360	250	ASS1,CA1	0.56	0.8	2.85333298573057e-173	1.9363382415999397e-173	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	ZOSTAVAX (D1)	8	352	666	360	674	FAM72B,TMEM238,TRIM38,TYMP,DHRS9,GALM,MLKL,PRSS23	2.22	1.19	7.1567922743251204e-270	8.21159901213482e-270	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	ZOSTAVAX (D1)	3	357	193	360	196	FBXL15,MT1E,TYMP	0.83	1.53	1.5677771984544398e-148	9.095716507140799e-149	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	ZOSTAVAX (D1)	0	360	8	360	8	NA	0	0	1.29422239210737e-16	1.73240583200404e-17	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	ZOSTAVAX (D1)	9	351	818	360	827	FAM72B,FBXL15,MRPL41,PVALB,SIVA1,TMEM238,TRIM25,TYMP,DHRS9	2.5	1.09	2.33843885992062e-293	3.113179130624199e-293	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	ZOSTAVAX (D1)	9	351	711	360	720	ASS1,CA1,PVALB,HSPA6,LRG1,MANSC1,MME,PANX2,SOD2	2.5	1.25	5.84104803642925e-276	6.968529515804289e-276	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	ZOSTAVAX (D1)	10	350	916	360	926	PSMA4,TRIM25,TRIM38,TYMP,VPREB3,ADGRG1,DHRS9,MLKL,PRSS23,S1PR5	2.78	1.08	9.7777328803048e-294	1.4227651161188e-294	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I-BNT-I (D2)	ZOSTAVAX (D1)	0	360	5	360	5	NA	0	0	1.90398972548135e-11	2.2925371177261996e-12	BNT	COVID	VIRUS	SARS	I	I	I-V-I	2	2	1	1	1	2
I-BNT-I (D5)	ZOSTAVAX (D1)	0	360	1	360	1	NA	0	0	0.00277008310249308	2.646986550704e-4	BNT	COVID	VIRUS	SARS	I	I	I-V-I	5	5	1	1	1	2
ZF2001 (V3, D07)	ZOSTAVAX (D1)	9	351	2342	360	2351	ASS1,CLUHP3,DENND5A,FBXO33,MYADM,PELI1,SGK1,TSC22D3,TOX3	2.5	0.38	0	0	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	ZOSTAVAX (D1)	1	359	248	360	249	VNN3P	0.28	0.4	2.2826663885845798e-175	1.56979064580162e-175	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	ZOSTAVAX (D1)	2	358	27	360	29	MYADM,VNN3P	0.56	6.9	1.515372604029e-39	3.08995683258304e-40	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	PANDEMRIX (D7)	0	44	40	44	40	NA	0	0	6.544258462966739e-25	1.0278976205052899e-25	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	PANDEMRIX (D7)	0	44	15	44	15	NA	0	0	2.5065441547513403e-14	3.2053651839424e-15	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	PANDEMRIX (D7)	0	44	1	44	1	NA	0	0	0.0222222222222222	0.00205174480248986	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	PANDEMRIX (D7)	10	34	481	44	491	CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPING1,WARS1	22.73	2.04	7.13991285871677e-45	1.58001437585459e-45	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	PANDEMRIX (D7)	11	33	444	44	455	APOBEC3B,CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPING1,WARS1	25	2.42	3.8572255950161e-42	8.204504767187968e-43	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	PANDEMRIX (D7)	0	44	1034	44	1034	NA	0	0	2.3753179314049402e-79	8.12612873055029e-80	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	PANDEMRIX (D7)	19	25	4152	44	4171	GGH,UCHL1,CXCL10,IFI44,IFIT3,OAS1,OAS3,OASL,SERPINA1,SERPING1,CD3D,CD3E,CD8A,FYN,LAT,LCK,MAP4K1,NFATC2,NFATC3	43.18	0.46	6.30563684555452e-54	1.58586791255805e-54	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	PANDEMRIX (D7)	25	19	4341	44	4366	ELL2,GGH,GLDC,JCHAIN,MZB1,SDC1,UCHL1,APOBEC3B,CXCL10,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPINA1,SERPING1,CD3D,CD3E,CD8A,FYN,LAT,LCK,MAP4K1,NFATC2	56.82	0.57	1.1310744155548798e-40	2.34352208702975e-41	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	PANDEMRIX (D7)	8	36	2425	44	2433	GGH,UCHL1,SERPINA1,CD3E,LAT,LCK,MAP4K1,NFATC2	18.18	0.33	6.30479377282851e-73	1.99918375674025e-73	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	PANDEMRIX (D7)	0	44	558	44	558	NA	0	0	6.6355269194706404e-68	1.9889810807333302e-68	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	PANDEMRIX (D7)	1	43	613	44	614	GBP5	2.27	0.16	7.577038738780461e-67	2.2382627731487502e-67	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	PANDEMRIX (D7)	0	44	144	44	144	NA	0	0	5.473194650705989e-44	1.1954990313805598e-44	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	PANDEMRIX (D7)	0	44	328	44	328	NA	0	0	2.95720992566287e-58	7.88752223595113e-59	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	PANDEMRIX (D7)	0	44	106	44	106	NA	0	0	5.33331045583012e-39	1.07853908826973e-39	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	PANDEMRIX (D7)	11	33	841	44	852	APOBEC3B,CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPING1,WARS1	25	1.29	6.86517246158724e-51	1.65194022103688e-51	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	PANDEMRIX (D7)	11	33	574	44	585	APOBEC3B,CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPINA1,SERPING1	25	1.88	1.2547366519040798e-45	2.80888699644779e-46	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	PANDEMRIX (D7)	10	34	115	44	125	GGH,GLDC,IGHV3-48,IGKC,ITM2C,JCHAIN,MZB1,SDC1,TXNDC5,UCHL1	22.73	8	4.68032395346267e-26	7.53998420278275e-27	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	PANDEMRIX (D7)	11	33	239	44	250	ELL2,GGH,GLDC,ITM2C,JCHAIN,MZB1,SDC1,TXNDC5,UCHL1,APOBEC3B,CXCL10	25	4.4	5.72395372407359e-34	1.07479890306774e-34	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	PANDEMRIX (D7)	11	33	663	44	674	IGKC,CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPING1,WARS1	25	1.63	1.3244299411387e-47	3.0515862626152296e-48	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	PANDEMRIX (D7)	0	44	196	44	196	NA	0	0	3.31974551801648e-49	7.80722050587478e-50	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	PANDEMRIX (D7)	0	44	8	44	8	NA	0	0	1.32883628557569e-9	1.5329958406038901e-10	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	PANDEMRIX (D7)	10	34	817	44	827	APOBEC3B,CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPING1	22.73	1.21	2.29850051132343e-52	5.64656940300853e-53	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	PANDEMRIX (D7)	10	34	710	44	720	GLDC,JCHAIN,MZB1,SDC1,TXNDC5,UCHL1,APOBEC3B,CXCL10,IFIT3,SERPING1	22.73	1.39	2.30268316468719e-50	5.49797262326731e-51	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	PANDEMRIX (D7)	10	34	916	44	926	CXCL10,GBP4,GBP5,IFI44,IFIT3,OAS1,OAS3,OASL,SERPING1,WARS1	22.73	1.08	5.301636037537749e-54	1.33491642959899e-54	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I-BNT-I (D2)	PANDEMRIX (D7)	0	44	5	44	5	NA	0	0	5.2441574841469e-7	5.64963345632253e-8	BNT	COVID	VIRUS	SARS	I	I	I-V-I	2	2	1	1	1	2
I-BNT-I (D5)	PANDEMRIX (D7)	0	44	1	44	1	NA	0	0	0.0222222222222222	0.00205174480248986	BNT	COVID	VIRUS	SARS	I	I	I-V-I	5	5	1	1	1	2
ZF2001 (V3, D07)	PANDEMRIX (D7)	2	42	2349	44	2351	MZB1,SDC1	4.55	0.09	2.31817446563193e-88	8.684625322020539e-89	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	PANDEMRIX (D7)	0	44	249	44	249	NA	0	0	2.2891218154690602e-53	5.70662935029893e-54	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	PANDEMRIX (D7)	0	44	29	44	29	NA	0	0	5.25798601431412e-21	7.667467816131169e-22	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	YF VAX (ANY)	0	78	40	78	40	NA	0	0	1.97237764961414e-32	3.58631823598378e-33	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	YF VAX (ANY)	0	78	15	78	15	NA	0	0	1.28015423448512e-17	1.7473695318206898e-18	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	YF VAX (ANY)	0	78	1	78	1	NA	0	0	0.0126582278481013	0.00117879574050113	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	YF VAX (ANY)	15	63	476	78	491	XAF1,HERC5,IFI44,IFI44L,IFIT3,IFIT5,ISG15,LAP3,LGALS3BP,LY6E,OAS1,PLSCR1,PSME2,SERPING1,USP18	19.23	3.05	4.88045835865964e-69	1.48182802645958e-69	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	YF VAX (ANY)	16	62	439	78	455	APOBEC3B,XAF1,HERC5,IFI44,IFI44L,IFIT3,IFIT5,ISG15,LAP3,LGALS3BP,LY6E,OAS1,PLSCR1,PSME2,SERPING1,USP18	20.51	3.52	1.42067125537767e-65	4.1389208721632e-66	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	YF VAX (ANY)	1	77	1033	78	1034	TSPAN4	1.28	0.1	5.07001225263427e-119	2.44267730603873e-119	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	YF VAX (ANY)	40	38	4131	78	4171	ARL4C,C12orf57,CD3D,EEF1B2,KLRB1,LDHB,RPL10A,RPL23A,TMC6,ANXA2,XAF1,BLVRA,CREG1,GLRX,HERC5,HSBP1,IFI44,IFI44L,IFIT3,IFIT5,ISG15,LAP3,LGALS3BP,LMO2,LY6E,MARCKS,OAS1,PLSCR1,PSMA4,PSMA6,PSME2,SERPINA1,SERPING1,SP110,UBE2D3,USP18,CACNA2D2,COL6A2,EIF4B,RPS2	51.28	0.96	3.13559506537877e-71	9.75920897458785e-72	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
