"source","target","value","vaccine","covid_other","microbe_type","target_pathogen_disease","disease_vac","type","regimen","day_total","day_month","month","week","dose","infection","annotation","id"
"BNT-I (D26, mild)","SLC15A4",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ACTG1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ALOX5",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","FUT4",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BTN3A1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CASP6",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","NLRC3",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","STAT5B",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD58",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BCL3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","GPR18",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","MERTK",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PURA",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PLCG1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","KLF6",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CTSD",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","JAK3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SLC12A2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CHUK",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","MYD88",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD247",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","LILRA5",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","IRAK1BP1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","FLNB",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","TRIM64B",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CCL2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","DLL1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ADGRG3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","MFSD6",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SIT1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","VAMP3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","LAT",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD177",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","HHEX",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","TRIM25",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","NFATC2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ZAP70",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD96",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CR1L",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","GPAM",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","HLA-DPA1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PLEKHA1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ACE",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","A2M",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","DNASE1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","TMEM229B",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","IL4R",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BST1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BCL10",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","HLA-C",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ACTR3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CCND3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PRF1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","MARCO",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","LILRA3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SH2D2A",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CNR2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SNAP23",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ICOSLG",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","MAPKAPK2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","RAP1GAP",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","IGF1R",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","LGALS3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CTSK",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SCRIB",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","IFI30",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","RAG1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD3E",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PPP2R3C",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","KMT2A",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","GATA3",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","IL10",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","TRIM4",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ITGB2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","LEF1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","HMGB2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PI3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","TNIP1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SLC11A1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","KRT1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BCL11B",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","SLAMF1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","RASGRP1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CD55",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","APOBEC3A",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","DNAJB9",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CLEC4D",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BCL2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","DYSF",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","BTLA",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","ITK",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CLNK",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","LYN",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","FUT7",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","GNLY",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","THEMIS",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CLEC4A",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","PRKCD",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","CBLB",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","TLR3",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","HLA-DPB1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","MFHAS1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","APOBEC3F",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","IFNGR2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, mild)","FASLG",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, mild)"
"BNT-I (D26, severe)","ANKHD1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","HLA-DPA1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","MAD1L1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","RAB32",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","PELI1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","POLR3H",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","ECSIT",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","PPP2CA",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","ADD2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CCNB2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","LTF",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","PPBP",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","RORC",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","F12",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","TRIM64B",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","NFKBIA",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","HLA-B",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","S100A8",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","S1PR1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CR2",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","XKR8",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","JAG1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","HLA-DOA",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","SLC18A2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","N4BP3",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CCR7",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","TRIM32",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","HLA-DRB5",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CH25H",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","AKIRIN2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CD40",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","LY9",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","TREML1",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","NFIL3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","JUN",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","PLD4",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","JMJD6",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CLEC10A",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","MAPKAPK2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","SELP",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","RIPK2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","MAP3K8",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","S100A12",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","TUBB4B",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","S100A9",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","BPI",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","FCRL1",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","LY96",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","TP53",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","SPN",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","LCN2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","TLR2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CXCL5",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CXCL2",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","HLA-C",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","LFNG",-1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
"BNT-I (D26, severe)","CRISP3",1,"BNT","COVID","VIRUS","SARS","I","I","V-I",26,26,1,4,1,1,"ConditionCOVID","BNT-I (D26, severe)"
