cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BNT-I (D4)	HIV-1 GAG-POL NEF (D3)	0	44	6	44	6	NA	0	0	6.29298898097629e-8	6.29298898097629e-8	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	HIV-1 GAG-POL NEF (D3)	2	42	33	44	35	AZU1,CXCR5	4.55	5.71	9.459887213235509e-20	9.459887213235509e-20	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	HIV-1 GAG-POL NEF (D3)	0	44	7	44	7	NA	0	0	8.637435856242011e-9	8.637435856242011e-9	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	HIV-1 GAG-POL NEF (D3)	23	21	68	44	91	CCR1,RIGI,DDX60,EIF2AK2,GBP1,GCH1,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,OAS2,PARP9,PML,STAT1,TAP1,TNFSF10,TRIM21,TRIM22	52.27	25.27	7.04082345738662e-11	7.04082345738662e-11	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	HIV-1 GAG-POL NEF (D3)	17	27	56	44	73	IL1R2,CX3CR1,DDX60,GBP1,GRN,IFI27,IFI6,IFIT1,IFITM1,IFITM3,LGALS9,MX1,MX2,OAS2,PARP9,STAT1,TNFSF10	38.64	23.29	3.57969412050232e-13	3.57969412050232e-13	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	HIV-1 GAG-POL NEF (D3)	1	43	39	44	40	IFI27	2.27	2.5	5.4971771088921e-23	5.4971771088921e-23	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	HIV-1 GAG-POL NEF (D3)	3	41	15	44	18	AZU1,SFTPD,IFI27	6.82	16.67	2.04534003027709e-11	2.04534003027709e-11	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	HIV-1 GAG-POL NEF (D3)	25	19	34	44	59	CCR1,RIGI,DDX60,EIF2AK2,GBP1,GCH1,IFI27,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,IL1RN,IRF9,LGALS9,MX1,MX2,OAS2,PARP9,PML,STAT1,TAP1,TNFSF10,TRIM21,TRIM22	56.82	42.37	2.24600900358999e-6	2.24600900358999e-6	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	HIV-1 GAG-POL NEF (D3)	0	44	5	44	5	NA	0	0	5.2441574841469e-7	5.2441574841469e-7	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	HIV-1 GAG-POL NEF (D3)	0	44	1	44	1	NA	0	0	0.0222222222222222	0.0222222222222222	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	HIV-1 GAG-POL NEF (D3)	21	23	60	44	81	PIK3R1,IL1R2,DDX60,EIF2AK2,FPR3,GBP1,GCH1,IFI27,IFI6,IFIT1,IFIT2,IFITM3,IL1RN,MX1,MX2,OAS2,PARP9,STAT1,TAP1,TNFSF10,TRIM22	47.73	25.93	2.9286833139439e-11	2.9286833139439e-11	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	HIV-1 GAG-POL NEF (D3)	6	38	50	44	56	IL1R2,CCR1,FPR2,IFIT1,IFIT2,IL1RN	13.64	10.71	2.41412513176634e-20	2.41412513176634e-20	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	HIV-1 GAG-POL NEF (D3)	24	20	82	44	106	TRBV6-4,RIGI,DDX60,EIF2AK2,FPR3,GBP1,GCH1,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,OAS2,PARP9,PML,STAT1,TAP1,TNFSF10,TRIM21,TRIM22	54.55	22.64	2.0703234573704797e-11	2.0703234573704797e-11	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	HIV-1 GAG-POL NEF (D3)	23	21	177	44	200	SFTPD,PIK3R1,CNR2,CXCR5,IL1R2,DDX60,EIF2AK2,GBP1,GCH1,IFI27,IFI6,IFIT1,IFIT2,IFITM1,IL1RN,MERTK,MX1,OAS2,PARP9,PML,TAP1,TNFSF10,TRIM22	52.27	11.5	1.60668871424715e-17	1.60668871424715e-17	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	HIV-1 GAG-POL NEF (D3)	12	32	215	44	227	AZU1,SFTPD,IL1R2,CCR1,CX3CR1,EIF2AK2,FPR3,IFI27,IFITM1,MERTK,PARP9,TRIM22	27.27	5.29	2.43388040769125e-31	2.43388040769125e-31	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	HIV-1 GAG-POL NEF (D3)	6	38	131	44	137	AZU1,SFTPD,PIK3R1,CXCR5,IL1R2,MERTK	13.64	4.38	1.64594365864726e-32	1.64594365864726e-32	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	HIV-1 GAG-POL NEF (D3)	11	33	203	44	214	SFTPD,KIR2DL1,IL1R2,CX3CR1,EIF2AK2,FPR3,GRN,IFI27,IL1RN,PARP9,TRIM22	25	5.14	6.86187146018365e-32	6.86187146018365e-32	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	HIV-1 GAG-POL NEF (D3)	0	44	5	44	5	NA	0	0	5.2441574841469e-7	5.2441574841469e-7	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	HIV-1 GAG-POL NEF (D3)	12	32	159	44	171	AZU1,IL1R2,EIF2AK2,FPR3,GBP1,GCH1,IFITM1,IL1RN,PARP9,STAT1,TAP1,TRIM22	27.27	7.02	1.05951810827106e-27	1.05951810827106e-27	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	HIV-1 GAG-POL NEF (D3)	0	44	7	44	7	NA	0	0	8.637435856242011e-9	8.637435856242011e-9	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	HIV-1 GAG-POL NEF (D3)	2	42	81	44	83	CX3CR1,IL1RN	4.55	2.41	2.78546804123017e-31	2.78546804123017e-31	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	HIV-1 GAG-POL NEF (D3)	1	43	12	44	13	IL1RN	2.27	7.69	2.3281498264803098e-11	2.3281498264803098e-11	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	HIV-1 GAG-POL NEF (D3)	1	43	8	44	9	FPR2	2.27	11.11	1.19595265701812e-8	1.19595265701812e-8	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	FLUARIX FLUVIRIN (D3)	0	135	4	135	4	NA	0	0	6.71518341919145e-8	6.71518341919145e-8	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	FLUARIX FLUVIRIN (D3)	0	135	1	135	1	NA	0	0	0.00735294117647059	0.00735294117647059	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	FLUARIX FLUVIRIN (D3)	0	135	2	135	2	NA	0	0	1.0734220695577e-4	1.0734220695577e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	FLUARIX FLUVIRIN (D3)	2	133	46	135	48	RIGI,IFITM3	1.48	4.17	4.59258690982679e-41	4.59258690982679e-41	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	FLUARIX FLUVIRIN (D3)	4	131	58	135	62	RIGI,IFI30,IFITM3,PIK3AP1	2.96	6.45	5.1491077995664095e-45	5.1491077995664095e-45	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	FLUARIX FLUVIRIN (D3)	7	128	60	135	67	CD3G,EPB42,SLC11A1,BCL3,OSM,TNFAIP3,PURA	5.19	10.45	7.511539691442019e-43	7.511539691442019e-43	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	FLUARIX FLUVIRIN (D3)	47	88	230	135	277	BANK1,CD28,CD3G,CTLA4,GPR183,ITGA6,ITK,PIK3R1,PRKCQ,RORA,SOS2,THEMIS,TRAT1,APBB1IP,MILR1,CASP1,CD58,CR1,CX3CR1,HCK,IFI30,IFITM2,IFITM3,IFNGR2,IL10RB,LILRA6,NCF2,PIK3AP1,PRKCD,RNF135,TFEB,BCL3,CD6,GATA3,PPP2CA,ADA,CD160,FCER1G,FKBP1A,GZMA,IPO7,LFNG,LY86,MERTK,PRF1,PURA,RNASE2	34.81	16.97	3.20037525839246e-50	3.20037525839246e-50	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	FLUARIX FLUVIRIN (D3)	39	96	230	135	269	CD28,CD3G,CTLA4,GPR183,ITGA6,ITK,PIK3R1,PRKCQ,RORA,SOS2,THEMIS,TRAT1,APBB1IP,CASP1,CD58,CR1,CX3CR1,GAPT,IFI30,IFITM2,IFITM3,IFNGR2,IL10RB,LILRA6,NCF2,PIK3AP1,PRKCD,RNF135,TFEB,BCL3,CD6,GATA3,VEGFA,CD160,FCER1G,LFNG,MERTK,PURA,RNASE2	28.89	14.5	1.29642281194253e-56	1.29642281194253e-56	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	FLUARIX FLUVIRIN (D3)	31	104	129	135	160	BANK1,CD3G,GPR183,ITK,SOS2,THEMIS,TRAT1,ACTR3,MILR1,CD58,CR1,IFI30,IFNGR2,LILRA3,LILRA6,PRKCD,RNF135,SLC11A1,BCL3,CD6,CDC42,GATA3,IGF1R,PPP2CA,AIF1,APOBEC3F,FCER1G,FKBP1A,MERTK,PRF1,PURA	22.96	19.38	8.932643208578891e-46	8.932643208578891e-46	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	FLUARIX FLUVIRIN (D3)	2	133	33	135	35	PPP2CA,LFNG	1.48	5.71	5.50281452160815e-33	5.50281452160815e-33	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	FLUARIX FLUVIRIN (D3)	3	132	47	135	50	CR1,BCL3,TNFAIP3	2.22	6	2.06077617748642e-40	2.06077617748642e-40	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	FLUARIX FLUVIRIN (D3)	3	132	3	135	6	EPB42,SNCA,PDE4B	2.22	50	4.66705247633805e-5	4.66705247633805e-5	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	FLUARIX FLUVIRIN (D3)	1	134	34	135	35	BANK1	0.74	2.86	6.512206534447519e-35	6.512206534447519e-35	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	FLUARIX FLUVIRIN (D3)	1	134	6	135	7	OSM	0.74	14.29	7.14381214807597e-10	7.14381214807597e-10	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	FLUARIX FLUVIRIN (D3)	8	127	83	135	91	CASP1,RIGI,IFI30,IFITM3,PIK3AP1,OSM,PDE4B,TNFAIP3	5.93	8.79	1.90319156076308e-51	1.90319156076308e-51	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	FLUARIX FLUVIRIN (D3)	10	125	63	135	73	CFD,CX3CR1,GRN,IFI30,IFITM3,LILRB1,AIF1,CD300C,FCER1G,RNASE2	7.41	13.7	1.6725485415772199e-41	1.6725485415772199e-41	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	FLUARIX FLUVIRIN (D3)	1	134	39	135	40	EPB42	0.74	2.5	3.41642393216739e-38	3.41642393216739e-38	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	FLUARIX FLUVIRIN (D3)	1	134	17	135	18	EPB42	0.74	5.56	1.31357739122148e-21	1.31357739122148e-21	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	FLUARIX FLUVIRIN (D3)	6	129	53	135	59	CASP1,RIGI,IFI30,IFITM3,KIR3DL1,NCF1	4.44	10.17	1.92240666987678e-40	1.92240666987678e-40	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	FLUARIX FLUVIRIN (D3)	2	133	3	135	5	CFD,LYL1	1.48	40	2.33352623816903e-5	2.33352623816903e-5	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	FLUARIX FLUVIRIN (D3)	0	135	1	135	1	NA	0	0	0.00735294117647059	0.00735294117647059	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	FLUARIX FLUVIRIN (D3)	7	128	74	135	81	PIK3R1,CFD,GCNT1,IFITM3,LYL1,NCF1,CXCR4	5.19	8.64	6.1411184701458195e-49	6.1411184701458195e-49	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	FLUARIX FLUVIRIN (D3)	3	132	53	135	56	EPB42,SNCA,FPR2	2.22	5.36	1.1826919744543097e-43	1.1826919744543097e-43	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	FLUARIX FLUVIRIN (D3)	10	125	96	135	106	CASP1,RIGI,IFI30,IFITM3,KIR3DL1,LILRB1,PIK3AP1,PDE4B,TNFAIP3,PRF1	7.41	9.43	4.74200333641348e-54	4.74200333641348e-54	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	FLUARIX FLUVIRIN (D3)	27	108	173	135	200	CD28,CD3G,GPR183,ITK,PIK3R1,RORA,THEMIS,TRAT1,MILR1,CASP1,CD58,CR1,GCNT1,IFI30,IFNGR2,LILRA6,PIK3AP1,RNF135,BCL3,CD6,GATA3,FCER1G,LFNG,LY86,MERTK,PRF1,RNASE2	20	13.5	8.61650982729547e-58	8.61650982729547e-58	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	FLUARIX FLUVIRIN (D3)	42	93	185	135	227	CD28,CD3G,CTLA4,GPR183,ITGA6,ITK,SOS2,THEMIS,TRAT1,ACTR3,APBB1IP,CD58,CFD,CR1,CX3CR1,IFITM2,IFNGR2,LILRA6,LILRB1,LRP1,NCF2,PRKCD,RAB27A,RNF135,SLC11A1,ARID5A,BCL3,CD6,CDC42,CXCR4,GATA3,IGF1R,PPP2CA,TNFAIP3,CCR2,CD300C,CD86,FCER1G,IL27RA,LFNG,MERTK,PURA	31.11	18.5	5.846527375104279e-48	5.846527375104279e-48	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	FLUARIX FLUVIRIN (D3)	20	115	117	135	137	CD28,CD3G,PIK3R1,RORA,SNCA,THEMIS,TRAT1,MILR1,CR1,IFITM2,KIR3DL1,LILRA6,SLC11A1,CD6,GATA3,FCER1G,LY86,MERTK,PRF1,RNASE2	14.81	14.6	2.7478678341789103e-51	2.7478678341789103e-51	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	FLUARIX FLUVIRIN (D3)	33	102	181	135	214	CD3G,ITK,ITPKB,SOS2,TRAT1,ACTR3,CFD,CORO1A,CR1,CSK,CX3CR1,GRN,KIR3DL1,LILRA6,LILRB1,LRP1,LYL1,RNF135,BCL3,CD6,CXCR4,GATA3,PPP2CA,TNFAIP3,VEGFA,ADA,CD160,CD300C,FCER1G,IL27RA,LFNG,PRF1,RNASE2	24.44	15.42	3.2510779402854397e-54	3.2510779402854397e-54	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	FLUARIX FLUVIRIN (D3)	2	133	3	135	5	EPB42,SNCA	1.48	40	2.33352623816903e-5	2.33352623816903e-5	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	FLUARIX FLUVIRIN (D3)	22	113	149	135	171	CD3G,ITGA6,ITK,SOS2,TRAT1,ACTR3,CFD,CR1,IFI30,IFITM2,IFNGR2,NCF1,PIK3AP1,PRKCD,TFEB,BCL3,CXCR4,IGF1R,PPP2CA,TNFAIP3,BSG,CD86	16.3	12.87	2.78091588470027e-57	2.78091588470027e-57	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	FLUARIX FLUVIRIN (D3)	1	134	6	135	7	BANK1	0.74	14.29	7.14381214807597e-10	7.14381214807597e-10	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	FLUARIX FLUVIRIN (D3)	11	124	72	135	83	GPR183,CX3CR1,PTAFR,BCL3,CDC42,CXCR4,OSM,PDE4B,PPP2CA,TNFAIP3,CCR2	8.15	13.25	2.29416082667325e-44	2.29416082667325e-44	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	FLUARIX FLUVIRIN (D3)	0	135	13	135	13	NA	0	0	6.55379758142803e-19	6.55379758142803e-19	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	FLUARIX FLUVIRIN (D3)	2	133	7	135	9	FPR2,TNFAIP3	1.48	22.22	1.8111073051460201e-10	1.8111073051460201e-10	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	MENACTRA (D3)	0	48	4	48	4	NA	0	0	3.69378520639025e-6	3.69378520639025e-6	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	MENACTRA (D3)	1	47	0	48	1	CXCL8	2.08	100	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	MENACTRA (D3)	0	48	2	48	2	NA	0	0	8.1632653061224e-4	8.1632653061224e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	MENACTRA (D3)	2	46	46	48	48	CFB,GCH1	4.17	4.17	7.092455359605239e-25	7.092455359605239e-25	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	MENACTRA (D3)	2	46	60	48	62	CFB,GCH1	4.17	3.23	1.47460840363433e-28	1.47460840363433e-28	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	MENACTRA (D3)	8	40	59	48	67	C1R,PTX3,BCL3,CD83,CXCL2,IL1R2,NFKBID,C5AR1	16.67	11.94	9.1550885786628e-22	9.1550885786628e-22	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	MENACTRA (D3)	19	29	258	48	277	C1R,CFH,CFB,BCL3,CCL4,CCL5,IL1RN,RELB,CD1C,FUT7,GCH1,HLA-C,IL1R2,PRKCD,IL1R1,BCL6,HLA-E,CR1,FCER1G	39.58	6.86	3.29522613262198e-28	3.29522613262198e-28	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	MENACTRA (D3)	23	25	246	48	269	C1R,CCL20,CFH,CXCL8,PTX3,CFB,BCL3,CCL5,CXCL2,IL1RN,MAP3K8,CD1C,FUT7,HLA-C,HLA-DPA1,IL1R2,PRKCD,IL1R1,BCL6,HLA-E,CR1,FCER1G,TLR4	47.92	8.55	2.6837280286951597e-23	2.6837280286951597e-23	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	MENACTRA (D3)	13	35	147	48	160	C1R,BCL3,CD1C,FUT7,HLA-C,HLA-DPA1,IL1R2,PRKCD,IL1R1,BCL6,CR1,FCER1G,AIF1	27.08	8.12	3.6263242333964498e-28	3.6263242333964498e-28	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	MENACTRA (D3)	4	44	31	48	35	CXCL2,MAP3K8,HLA-C,HLA-DPA1	8.33	11.43	5.97437472882623e-18	5.97437472882623e-18	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	MENACTRA (D3)	6	42	44	48	50	C1R,BCL3,IL1R2,NFKBID,BCL6,CR1	12.5	12	4.4345826597782994e-20	4.4345826597782994e-20	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	MENACTRA (D3)	1	47	5	48	6	PDE4B	2.08	16.67	2.09082181493788e-6	2.09082181493788e-6	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	MENACTRA (D3)	0	48	35	48	35	NA	0	0	3.25114807676571e-24	3.25114807676571e-24	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	MENACTRA (D3)	0	48	7	48	7	NA	0	0	4.92786286348991e-9	4.92786286348991e-9	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	MENACTRA (D3)	4	44	87	48	91	CXCL2,IL1RN,PDE4B,GCH1	8.33	4.4	2.59923854023995e-31	2.59923854023995e-31	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	MENACTRA (D3)	8	40	65	48	73	CXCL8,CFB,CXCL2,IL1R2,IL1R1,CFD,FCER1G,AIF1	16.67	10.96	6.16836289148815e-23	6.16836289148815e-23	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	MENACTRA (D3)	0	48	40	48	40	NA	0	0	5.460728472286789e-26	5.460728472286789e-26	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	MENACTRA (D3)	0	48	18	48	18	NA	0	0	1.46007652628277e-16	1.46007652628277e-16	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	MENACTRA (D3)	4	44	55	48	59	CFB,CXCL2,IL1RN,GCH1	8.33	6.78	7.243671059218779e-25	7.243671059218779e-25	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	MENACTRA (D3)	1	47	4	48	5	CFD	2.08	20	1.84689260319512e-5	1.84689260319512e-5	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	MENACTRA (D3)	0	48	1	48	1	NA	0	0	0.0204081632653061	0.0204081632653061	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	MENACTRA (D3)	8	40	73	48	81	CCL20,CFB,IL1RN,GCH1,IL1R2,IL1R1,VCAM1,CFD	16.67	9.88	2.2050669931920998e-24	2.2050669931920998e-24	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	MENACTRA (D3)	8	40	48	48	56	CCL20,CXCL8,PTX3,CCL4,CD83,CXCL2,IL1RN,IL1R2	16.67	14.29	4.41485402386369e-19	4.41485402386369e-19	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	MENACTRA (D3)	9	39	97	48	106	CFB,CD83,CXCL2,HLA-DMA,IL1RN,PDE4B,GCH1,HLA-DMB,HLA-DPA1	18.75	8.49	4.87250963192504e-27	4.87250963192504e-27	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	MENACTRA (D3)	18	30	182	48	200	C1R,CXCL8,PTX3,CFB,BCL3,CCL5,CXCL2,IL1RN,CD1C,GCH1,HLA-C,IL1R2,IL1R1,VCAM1,BCL6,CR1,FCER1G,TLR4	37.5	9	1.9709416014631299e-25	1.9709416014631299e-25	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	MENACTRA (D3)	20	28	207	48	227	C1R,CCL20,BCL3,CXCL2,HLA-DMA,MAP3K8,CD1C,CD86,FUT7,HLA-C,HLA-DMB,HLA-DPA1,IL1R2,PRKCD,IL1R1,BCL6,HLA-E,CFD,CR1,FCER1G	41.67	8.81	9.8381532058062e-25	9.8381532058062e-25	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	MENACTRA (D3)	7	41	130	48	137	C1R,CXCL2,IL1R2,IL1R1,BCL6,CR1,FCER1G	14.58	5.11	1.98025185740491e-33	1.98025185740491e-33	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	MENACTRA (D3)	14	34	200	48	214	CCL20,PTX3,BCL3,CXCL2,IL1RN,MAP3K8,CD1C,HLA-DPA1,IL1R2,IL1R1,BCL6,CFD,CR1,FCER1G	29.17	6.54	5.9162661676822095e-31	5.9162661676822095e-31	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	MENACTRA (D3)	0	48	5	48	5	NA	0	0	3.48470302489646e-7	3.48470302489646e-7	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	MENACTRA (D3)	24	24	147	48	171	C1R,CCL20,CXCL8,PTX3,BCL3,CXCL2,IL1RN,MAP3K8,NFKB2,RELB,CD1C,CD86,FUT7,GCH1,HLA-C,IL1R2,NFKBID,PRKCD,IL1R1,BCL6,HLA-E,HLA-F,CFD,CR1	50	14.04	9.579947806885309e-18	9.579947806885309e-18	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	MENACTRA (D3)	0	48	7	48	7	NA	0	0	4.92786286348991e-9	4.92786286348991e-9	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	MENACTRA (D3)	12	36	71	48	83	CCL20,CXCL8,PTX3,BCL3,CCL4,CD83,CXCL2,IL1RN,MAP3K8,PDE4B,RELB,BCL6	25	14.46	1.8342727279146698e-20	1.8342727279146698e-20	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	MENACTRA (D3)	4	44	9	48	13	CXCL8,PTX3,CXCL2,IL1RN	8.33	30.77	7.94756830239543e-8	7.94756830239543e-8	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	MENACTRA (D3)	4	44	5	48	9	CCL20,CXCL8,PTX3,CXCL2	8.33	44.44	4.39072581136955e-5	4.39072581136955e-5	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
