"","Cond1","Cond2","Shared","Percentage_Shared_Cond1","Genes_Names","pvalue","-log(p)"
"329","YF VAX_UP","CHAD63-KH_UP",132,31.35,"ANXA2, APOBEC3B, XAF1, BLVRA, CD74, CEBPB, CREG1, FCGR3A, FPR2, GLRX, HERC5, IFI27, IFI30, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IL1RN, ISG15, IRF9, LAP3, LGALS3BP, LMO2, LY6E, MARCKS, MX1, MX2, OAS1, OAS2, PLSCR1, PSMA4, PSMA6, PSMB9, PSME1, PSME2, SERPINA1, SERPING1, SP110, TAP1, TNFSF10, TRIM21, TRIM22, UBE2D3, USP18, VRK2, APOBEC3A, ATG3, ATP6V0E1, ATP6V1G1, BCL2L14, CCL25, CCL8, CD53, CD86, CDKN1C, CHMP2B, CHMP5, CMPK2, COP1, CSF1R, DAZAP2, RIGI, DNAJA1, DRAP1, DYNLT1, EIF2AK2, ETV6, FGR, FLVCR2, GBP5, GSTK1, H3-3A, H3-3B, HERC6, HMOX1, HSH2D, IER5, IL2RG, ISG20, JUNB, JUND, KPTN, LARP1, DHX58, LILRB2, MAD2L1BP, MAFB, MAP3K5, MPEG1, MS4A7, MT2A, MTF1, NBN, NFKBIA, NMI, NRBF2, OAS3, OASL, PARP12, PARP9, PLAC8, PLEK, PTP4A1, RAB11FIP4, RTP4, SAMD9, SAMD9L, SASH1, SAT1, SBF2, SCAMP2, SCO2, SDC3, SHISA5, SPATS2L, SRC, TDRD7, TENT5A, TMEM106A, TNFAIP2, TNFSF13B, TNK2, TRIP12, TUBA1A, TYROBP, ZCCHC2",8.87325966375323e-214,213.051916809264
"330","YF VAX_UP","INACTIVATED INFLUENZA_UP",28,6.65,"GLRX, PSMA4, ATP6V1G1, KLHL28, CISD2, DSTN, ERH, FOXN3, GBP5, GMPR, GP1BA, H3C7, HSPH1, MDH1, MTREX, NRBF2, NUCKS1, PDCD10, PSMD10, RABGAP1L, RBX1, RMI1, SAMD9, SEC61B, SNRPG, SSR1, TRIP12, TSPAN9",5.83369361399602e-301,300.234056383792
"331","YF VAX_UP","RVSV ZEBOV_UP",4,0.95,"HERC5, IFIT1, ISG15, USP18",7.00467236696986e-11,10.1546121733753
"332","YF VAX_UP","LVS F TULARENSIS_UP",5,1.19,"CD74, FCGR3A, TAP1, CCR5, CD86",4.84620400037672e-71,70.3145983082395
"333","YF VAX_UP","CN54GP140_UP",2,0.48,"ATG3, H3-4",2.40025477310548e-129,128.619742658004
"334","YF VAX_UP","HIV-1 GAG-POL NEF_UP",115,27.32,"ANXA2, XAF1, BLVRA, CEBPB, CREG1, FCGR3A, FPR2, GLRX, HERC5, IFI27, IFI30, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IL1RN, ISG15, IRF9, LAP3, LGALS3BP, LMO2, LY6E, MARCKS, MX1, MX2, OAS1, OAS2, PLSCR1, PSMA4, PSMA6, PSMB9, PSME1, PSME2, SERPINA1, SERPING1, SP110, TAP1, TNFSF10, TRIM21, TRIM22, USP18, VRK2, ALAS1, ATG3, CCL8, CD86, CDKN1C, CHMP5, CHST15, CMPK2, CSF1R, CX3CR1, RIGI, DNAJA1, DRAP1, DYNLT1, EIF2AK2, ETV6, FGR, FLVCR2, GBP5, GMPR, HERC6, HMOX1, HSH2D, ISG20, KPTN, DHX58, LILRB2, MAFB, MS4A7, MT2A, MTF1, NBN, NMI, NOTCH2, OAS3, OASL, PARP12, PARP9, PIM3, PLAC8, PLEK, ZMIZ1, RTP4, S100A11, SAMD9, SAMD9L, DSE, SASH1, SAT1, SBF2, SCO2, SDC3, SHISA5, SIDT2, SIGLEC7, SPATS2L, SRC, TDRD7, TENT5A, ALYREF, TMEM106A, TNFAIP2, TNFSF13B, TUBA1A, TYROBP, FERMT3, ZCCHC2",2.49819272251065e-170,169.60237406112
"335","YF VAX_UP","HPV-VLP_UP",59,14.01,"APOBEC3B, XAF1, FPR2, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIT1, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IL1RN, ISG15, LAP3, LGALS3BP, LMO2, LY6E, MX1, MX2, OAS1, OAS2, PLSCR1, PSMB9, PSME2, SERPING1, SP110, TNFSF10, TRIM21, USP18, VRK2, ALAS1, APEX2, BCL2L14, CCL8, CDC45, RIGI, DYNLT1, EBNA1BP2, EIF2AK2, GMPR, HSPH1, IGSF3, ISG20, MT1X, MT2A, NMI, OAS3, OASL, PLEK, RBX1, RRM2, RTP4, DSE, SCO2, SRC, SRI",2.21740568727057e-162,161.654154842914
"336","YF VAX_UP","FLUARIX FLUVIRIN_UP",55,13.06,"APOBEC3B, BLVRA, GLRX, HSBP1, VRK2, PYCR2, APAF1, ATP6V0E1, CCR5, CCT5, CD53, CD86, CDKN1C, CHMP2B, CHST2, CDK12, CSF1R, CTBP2, CX3CR1, EBNA1BP2, GTF3C6, H2AZ2, H3-3B, HMOX1, HNRNPC, HYPK, ISG20, JUNB, JUND, KRTCAP2, LENG8, LILRB2, MAD2L1BP, MAFB, MDH1, MNT, MS4A7, NEK7, PDHA1, PECAM1, PIM3, PLAC8, PSMD10, PTP4A1, RAB11FIP4, RABGAP1L, RRM2, SASH1, SAT1, SIGLEC7, SNX5, SSR1, TENT5A, TXNDC15, ZCCHC2",8.13156042103536e-311,310.089826106655
"337","YF VAX_UP","FLUZONE_UP",2,0.48,"IFIT3, SERPING1",5.03613621849983e-30,29.2979025315144
"338","YF VAX_UP","FLUMIST_UP",103,24.47,"ANXA2, XAF1, BLVRA, CEBPB, EIF4A1, FPR2, GLRX, IFI30, IFI6, IFIT3, IFIT5, IFITM1, IFITM2, LMO2, MX1, MX2, OAS1, OAS2, PLSCR1, PSMB9, PYHIN1, SP110, TNFSF10, TRIM22, VRK2, PYCR2, AKIP1, APAF1, ATG3, ATP6V0E1, BEX4, KLHL28, CCT5, CD53, CD86, CHMP2B, CHMP5, CHST15, CIAO2A, CISD2, COX5A, CDK12, CSF1R, CTBP2, CX3CR1, DDA1, DNAJA1, DOCK10, DUSP11, DYNLT1, EBNA1BP2, EIF4E, FGR, FOXN3, FOXO3, GNAS, GSTK1, H2AZ2, HNRNPC, HYPK, JUND, KRTCAP2, LARP1, LSM6, MAD2L1BP, MNT, MPEG1, MS4A7, MTREX, NCOA1, NEK7, NOTCH2, NRBF2, OAS3, P2RY10, PARP12, PDHA1, PECAM1, PIM3, PLAC8, PMM2, PTP4A1, PTPN2, RAB11FIP4, RGS14, SAMD9L, SCAMP2, SCFD1, SF3B1, SIDT2, SNX5, SSR1, STAT6, TDRD7, TNFSF13B, TRMT112, TUBA1A, TXNDC15, YEATS2, ZC3H4, ZCCHC2, ZNF24, DNAJC2",1.64263311014378e-304,303.784459427455
"339","YF VAX_UP","FLUENZ_UP",0,0,"",3.48576572467127e-18,17.4577018048053
"340","YF VAX_UP","MENACTRA_UP",1,0.24,"SERPING1",3.63116258427351e-56,55.4399543052397
"341","YF VAX_UP","ZOSTAVAX_UP",3,0.71,"IFI44L, MX1, DUSP11",1.12113984864221e-26,25.9503402110398
"342","YF VAX_UP","YF17D_UP",27,6.41,"XAF1, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, ISG15, LGALS3BP, MX1, MX2, OAS1, OAS2, PLSCR1, SERPING1, TRIM22, RIGI, EIF2AK2, DHX58, OAS3, OASL, PARP12, PARP9, SAMD9, SAMD9L",9.96254863106662e-20,19.0016295456307
"343","YF VAX_UP","STAMARIL_UP",77,18.29,"XAF1, BLVRA, CD74, HERC5, IFI27, IFI30, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL1RN, ISG15, IRF9, LAP3, LGALS3BP, LMO2, LY6E, MARCKS, MX1, MX2, OAS1, OAS2, PLSCR1, PSME1, PSME2, SERPING1, SP110, TAP1, TNFSF10, TRIM21, TRIM22, APOBEC3A, CCL8, CD86, CDKN1C, CHMP5, CMPK2, CDK12, CSF1R, CX3CR1, RIGI, DRAP1, DYNLT1, EIF2AK2, FLVCR2, GBP5, HERC6, HMOX1, HSH2D, ISG20, DHX58, MAD2L1BP, MAFB, MS4A7, MT2A, NMI, OAS3, OASL, PARP12, PARP9, PLAC8, RTP4, SAMD9L, SAT1, SCO2, SHISA5, SIDT2, SPATS2L, SRC, TDRD7, TENT5A, TNFSF13B",1.52303419507831e-104,103.817290345799
"344","YF VAX_UP","MMR II_UP",79,18.76,"APOBEC3B, XAF1, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IL1RN, ISG15, LAP3, LGALS3BP, LY6E, MT1M, MX1, MX2, OAS1, OAS2, PLSCR1, PSMB9, SERPING1, SP110, TAP1, TNFSF10, TRIM21, TRIM22, USP18, VRK2, APOBEC3A, BCL2L14, CCL8, CCR5, CDC45, CDKN1C, CMPK2, RIGI, DRAP1, DYNLT1, EIF2AK2, GBP5, GMPR, HERC6, HSH2D, IER5, ISG20, KCNJ10, KPTN, DHX58, LILRB2, MT2A, NBN, NMI, OAS3, OASL, PARP12, PARP9, FERMT2, RFPL3, RTP4, SAMD9, SAMD9L, SASH1, SCO2, SDC3, SPATS2L, SRC, TDRD7, TENT5A, TMEM106A, TNFSF13B, TNK2, YEATS2, ZCCHC2",7.3013419849467e-206,205.136597309319
"345","YF VAX_UP","PREVNAR_UP",9,2.14,"SERPING1, CDC45, GBP5, H3C12, H3C7, H3C8, HJURP, RHO, RRM2",3.35890034175108e-116,115.473802881443
"346","YF VAX_UP","DRYVAX_UP",4,0.95,"HERC5, KCNJ10, MPEG1, TNK2",1.63660497234005e-74,73.7860561336826
"347","YF VAX_UP","BCG_UP",14,3.33,"IFI44L, IFIT3, ISG15, IRF9, MX1, PSMB9, PSME2, SERPINA1, TRIM22, GBP5, MT2A, OAS3, PARP9, FERMT2",1.23060122598684e-93,92.9098826565818
"348","YF VAX_UP","PPD_UP",7,1.66,"MARCKS, MT1M, SERPINA1, GBP5, MT1G, MT2A, PARP9",2.39702220260972e-83,82.6203279432604
"349","YF VAX_UP","TC-83_UP",69,16.39,"XAF1, BLVRA, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IL1RN, ISG15, LAP3, LY6E, MX1, MX2, OAS1, OAS2, PLSCR1, PSMA4, SERPING1, TNFSF10, TRIM22, USP18, APOBEC3A, KLHL28, CCL8, CEP57, CHMP2B, CHMP5, CMPK2, RIGI, DOCK10, DRAP1, EIF2AK2, EIF4E, ERH, GBP5, HERC6, HNRNPU, HSPH1, ISG20, MAFB, MT1X, MT2A, MTREX, OAS3, OASL, PALM2AKAP2, PARP12, PARP9, RABGAP1L, RRM2, RTP4, SAMD9, SAMD9L, SCO2, SHISA5, SNRPE, SNRPG, SPATS2L, TDRD7, TENT5A, TNFSF13B, TXNDC15, ZCCHC2",4.92643628753611e-195,194.307467129468
"350","CHAD63-KH_UP","INACTIVATED INFLUENZA_UP",138,6.92,"ABI1, AIDA, ANKRD13A, ARCN1, ARFIP1, ARL8B, ARPC5, ATP6V1G1, BAK1, BMPR2, BST2, C1GALT1, C1GALT1C1, DIPK2A, C5orf15, C6orf62, CALR, CAPZA2, CAST, CD38, CES1, CHSY1, CLIC4, CMC2, CPEB3, CPED1, CREBRF, DEK, DERL1, DIAPH2, DNAJB11, DNAJC15, DNAJC7, EFR3A, EXOC6, GASK1B, FLI1, FOXN2, FRMD3, FYTTD1, GART, GBP5, GDI2, GIMAP2, GLRX, GM2A, GNB2, GPBP1, GPR65, GUCY1A1, HBG2, , H2AC6, H2BC21, HSPA8, IDH2, RESF1, LAMP2, LMO4, LSM10, MAP3K7CL, MAT2B, MAX, MGAT1, MOB3C, MPDU1, MSL3, MTMR6, MTPN, MYCBP2, N4BP2L2, NCOA3, NECAP2, NPTN, NRBF2, NRIP1, NT5C3A, NXT2, OSTM1, PANK2, PDIA6, PEF1, PI4K2B, PLEKHO2, POMP, PRMT5, PRPF40A, PSMA2, PSMA3, PSMA4, PUS3, RAB10, RAB33B, RAB5A, RAB5C, RAB8B, RCN1, RNASEH2B, RNF138, RNF149, RO60, RPAP3, RPS6KA5, SAMD9, SAP18, SASH3, SCYL2, SHOC2, SLA, SLAMF7, SLC35A5, SLC43A3, SLITRK4, SMCHD1, SRBD1, ST8SIA4, STAT5A, STOM, TBK1, THOC7, TICAM2, TM9SF2, TMEM123, TMEM140, TMEM30A, TMEM60, TMX1, TOR1A, TRIP12, UBE2E1, UBE2J1, UBE2Z, USF1, VASP, VCPIP1, WDFY1, XRN1, TUT7",0,0
"351","CHAD63-KH_UP","RVSV ZEBOV_UP",9,0.45,"CCL2, CXCL10, HERC5, IFIT1, ISG15, LAMP3, NFKB2, RSAD2, USP18",0.00501504513540622,2.29972515397564
"352","CHAD63-KH_UP","LVS F TULARENSIS_UP",33,1.65,"B2M, CARD8, CCR1, CCR2, CD1D, CD209, CD68, CD74, CD86, FAS, FCER1G, FCGR1A, FCGR2A, FCGR2B, FCGR3A, HLA-DMA, HLA-DMB, HLA-DRB1, ICAM1, ICAM2, IRAK2, LILRB4, MYD88, NOD1, NOD2, SOD2, TAP1, TLR1, TLR2, TLR3, TLR4, TLR7, TLR8",8.04841731601468e-60,59.0942895132345
"353","CHAD63-KH_UP","CN54GP140_UP",15,0.75,"AP1M2, ATG3, C4orf3, CAPZA1, CCR2, GIMAP2, HLA-C, ITM2B, MYOF, NECAP2, NFKBIZ, PTPRO, RNASEH2B, SLU7, SRGAP2C",6.46729003670765e-201,200.189277661936
"354","CHAD63-KH_UP","HIV-1 GAG-POL NEF_UP",756,37.91,"ABCA1, ABCD1, ABHD16A, ABTB2, ACER3, ACOT9, ACP2, ACSL1, ACSL3, ACSL4, ACTA2, ADAMTSL4, ADAP2, ADAR, ADM, ADPGK, ADPRH, ADPRS, GRK3, AGPAT3, AGRN, AIM2, AKIRIN2, AKR1A1, ALPK1, ANKFY1, ANKRD22, ANXA2, ANXA4, ANXA5, AOAH, AP5B1, APOBR, APOL1, APOL2, APOL3, APOL4, APOL6, ARHGAP27, ARHGAP31, ARSB, ARSD, ASCL2, ASGR2, ASPHD2, ATF3, ATF5, ATG3, ATP1B1, ATP1B3, ATP6V0D1, ATP6V1B2, AZI2, B4GALT5, BACH1, BAK1, BATF2, BATF3, BAZ1A, BID, BLVRA, BLZF1, BST2, BTK, TIGAR, C15orf39, SHFL, C1QB, C1orf162, C2, C3AR1, C3orf38, DIPK2A, C4orf33, C5orf15, IRF1-AS1, C9orf72, TMEM268, CALCOCO2, CAMK2D, CAPG, CAPZA2, CARD16, CARD6, CARS2, CASP1, CASP10, CASP4, CASP5, CASP7, CBR1, CCL2, CCL8, CCR1, CCR2, CCRL2, CD14, CD163, CD274, CD2AP, CD300A, CD300C, CD300E, CD300LF, CD33, CD36, CD38, CD40, CD68, CD86, ADGRE5, CDC42EP2, CDKN1A, CDKN1C, CEACAM1, CEBPB, ADA2, CES1, CFB, CFP, CHD1, CHMP2A, CHMP5, CIR1, CLCN7, CLEC4D, CLEC5A, CLEC6A, CLEC7A, CLIC1, CMKLR1, CMPK2, CNDP2, CNIH4, CNP, CORO1B, CPEB3, CPED1, CPPED1, CREG1, CSF1R, CSF2RB, CSF3R, CSRNP1, CST3, CTBS, CTNNA1, CTSB, CTSL, CTSZ, CUL1, CXCL10, CXCL11, CXCL16, TASL, CYBA, CYBB, CYFIP1, CYSLTR1, CYSTM1, DAPP1, DCBLD1, DCUN1D3, RIGI, DDX60, DDX60L, DECR1, DENND1A, DENND5A, DHRS9, DHX58, DIAPH2, DMXL2, DNAJA1, DNAJC13, DNPEP, DOK1, DPYSL2, DRAM1, DRAP1, DTX3L, DUSP3, DUSP5, DUSP6, DYNLT1, DYSF, ECE1, EDEM2, EFHD2, EFR3A, EHBP1L1, EHD4, EIF2AK2, EIF4E3, ELF4, ELMO2, EMILIN2, EMP3, EPB41L3, EPHB2, EPSTI1, ETV6, ETV7, EXOC6, EXT1, FAM111A, GASK1B, ATOSB, FAM225A, CALHM6, TENT5A, FAM91A1, FAR2, FAS, FBXO6, FCER1G, FCGR2A, FCGR3A, FCN1, FFAR2, FGD2, FGD6, FGL2, FGR, FKBP15, FLVCR2, FMNL2, FNIP2, FOLR2, FPR2, FRMD3, CMTR1, FUCA2, FUOM, GADD45B, GALNT3, GAS6, GBA1, GBP1, GBP2, GBP3, GBP4, GBP5, GCA, GCH1, GCNT1, GIMAP4, GIMAP6, GIMAP8, GK, GK3, GLIPR2, GLRX, GLUL, GM2A, GNA15, GNB2, GNB4, GNG5, GNS, GOLM1, GORASP1, GPBAR1, GPD2, GPR141, GPR84, GRAMD1B, GRN, GSDMD, GSTO1, GTPBP1, GTPBP2, GUCY1A1, GYG1, HAPLN3, HAVCR2, HCAR2, HCAR3, HCK, HELZ2, HERC5, HERC6, HHEX, H2BC21, HK3, HLA-DMA, HLA-DMB, HLA-DPA1, HLA-DRA, HLA-DRB1, HLX, HMOX1, HPSE, HSH2D, HSPA6, ICAM1, IDH1, IDO1, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IFNGR2, IGF2BP3, IGSF6, IL12RB1, IL15, IL15RA, IL1RN, IL27, IL4I1, IRF1, IRF2, IRF5, IRF7, IRF9, ISG15, ISG20, ITPK1, ITPRIPL2, JAK2, JUP, KCNJ15, KCNJ2, KCNMB1, KCTD12, KCTD14, KDM1B, KIAA0040, KIAA0319L, KIAA0930, RIC1, SHTN1, KIAA1958, KLF4, KLHDC7B, KMO, KPTN, KYNU, LACTB, LAMP2, LAMP3, LAP3, LAT2, LDLR, LGALS3BP, LGALS9, LHFPL2, LILRA1, LILRA5, LILRA6, LILRB1, LILRB2, LILRB3, LILRB4, LIMK1, LIMK2, LMF2, LMNB1, LMO2, LOXL3, LPCAT2, LRRC59, LRRK2, LTBR, LY6E, LYN, LYSMD2, MAFB, MAP3K11, MAP3K7CL, MARCKS, MARCO, MASTL, CGAS, MBOAT1, MCTP1, MEFV, MFSD14B, MFSD2A, SLC49A3, MIA3, MICB, MICU1, MIDN, MIIP, MILR1, MLKL, MNDA, MOV10, MPDU1, MPZL2, MR1, MRPL44, MS4A14, MS4A4A, MS4A6A, MS4A7, MSR1, MSRB1, MSRB2, MT2A, MTF1, MTHFD2, MVB12A, MVP, MX1, MX2, MXD1, MYD88, MYOF, N4BP1, NADK, NAGA, NAGK, NAMPT, NANS, NAPA, NBN, NCF2, NCSTN, NECAP1, NETO2, NEU1, NEXN, NFAM1, NFE2L3, NFIL3, NFKBIE, NHLRC3, NINJ1, NLN, NLRC4, NLRP3, NMI, NOD1, NOD2, NOP10, NPC2, NRIP1, NT5C2, NT5C3A, NTNG2, NUB1, NUCB1, NUP62, OAS1, OAS2, OAS3, OASL, ODF3B, OGFR, ORMDL2, OTOF, P2RX4, P2RX7, P2RY12, P2RY13, P2RY6, PAK1, PARP10, PARP11, PARP12, PARP14, PARP9, PATL1, PDCD1LG2, PDLIM5, PEA15, PELI1, PFKFB4, PHF11, PI4K2B, PIK3AP1, PLA2G7, PLAC8, PLAGL2, PLAUR, PLEK, PLEKHO1, PLEKHO2, PLIN3, PLSCR1, PLXDC2, PLXNB2, PML, PNPT1, POLB, POMP, PPM1K, PTPA, PRELID1, PRKCD, PRKCE, PRRG4, PSEN2, PSENEN, PSMA4, PSMA6, PSMB10, PSMB8, PSMB9, PSME1, PSME2, PSTPIP2, PTPRE, PTPRO, PTTG1IP, PYCARD, RAB10, RAB12, RAB1A, RAB20, RAB24, RAB31, RAB39A, RAB8A, RALB, RARA, PLAAT4, RASGEF1B, RASGRP3, RB1, RBBP8, RBCK1, RBM47, RELT, RGL1, RHBDF2, RILPL2, RIN2, RIPK2, RIPK3, RNASE2, RNASEL, RNF114, RNF13, RNF135, RNF149, RNF19B, RNF213, RNF217, RNF31, RNH1, ROGDI, RP2, RPS6KC1, RRAS, RSAD2, RTCB, RTL5, RTP4, RUBCN, RUFY3, RUFY4, SAMD4A, SAMD9, SAMD9L, SASH1, SAT1, SAT2, SBF2, SBNO2, SCARB2, SCIMP, SCLT1, SCO2, SCPEP1, SDC3, SDHB, SDSL, SEC24D, SECTM1, SEMA4A, SERPINA1, SERPINB9, SERPING1, SH2B2, SH2B3, SH3BP2, SH3RF1, SHISA5, SIGLEC1, SIGLEC14, SIGLEC5, SIL1, SIPA1L1, SIPA1L2, SIRPD, SLAMF7, SLAMF8, SLC15A3, SLC16A3, SLC20A1, SLC22A15, SLC22A4, SLC25A24, SLC25A28, SLC27A3, SLC2A6, SLC31A1, SLC31A2, SLC35A5, SLC37A1, SLC37A2, SLC39A1, SLC43A2, SLC43A3, SLC6A12, SLC7A7, SLC8A1, SLFN11, SLFN12, SMAD1, SMCHD1, SMCO4, SNTB1, SNX10, SNX11, SNX2, SNX20, SOCS1, SORT1, SP100, SP110, SP140, SPATS2L, SPPL2A, SPTLC2, SQLE, SQOR, SRA1, SRC, SRGAP2, SRGAP2B, SSB, ST3GAL5, ST8SIA4, STAB1, STAC3, STAM2, STARD4, STARD8, STAT1, STAT2, STAT3, STAT5A, STK3, STOM, STS, STX11, STX12, STX3, STYXL1, SUSD1, TANK, TAP1, TAP2, TAPBP, TAPBPL, TATDN3, TBC1D8, TBK1, TCF7L2, TCIRG1, TCN2, TDRD7, TFE3, TFEC, TGM2, THEMIS2, TIFA, TJP2, TLR1, TLR2, TLR4, TLR7, TLR8, TMEM106A, STIMATE, TMEM140, TMEM150B, TMEM179B, MFSD13A, TMEM229B, TMEM255A, TNFAIP2, TNFAIP6, TNFRSF14, TNFRSF1B, TNFSF10, TNFSF13B, TNS3, TOP1, TOR1B, TPMT, TRAFD1, TRANK1, TREX1, TRIM14, TRIM21, TRIM22, TRIM25, TRIM26, TRIM38, TRIM5, TRPV4, TUBA1A, TYMP, TYROBP, UBA7, UBE2D1, UBE2L6, UNC93B1, USF1, USP15, USP18, USP25, USP30-AS1, USP41, USP6NL, UTRN, VAMP3, VAMP5, VCPIP1, VDR, VRK2, WARS1, WDFY1, WDFY3, WDR41, WSB1, XAF1, XRN1, YIPF1, ZBP1, ZCCHC2, TUT7, ZEB2, ZFP36, ZFYVE26, ZNF267, ZNF438, ZNFX1, ZSWIM6",9.7715497780256e-101,100.010036551259
"355","CHAD63-KH_UP","HPV-VLP_UP",185,9.28,"ACOT9, ACSL1, ADAR, AIM2, APOBEC3B, APOBEC3G, APOL1, APOL3, APOL6, BMAL2, ATF5, ATF6, BATF3, BAZ1A, BCL2L14, BST2, C1QA, C1QB, C2, C5, CACNA1A, CASP1, CASP5, CBR1, CCL13, CCL2, CCL7, CCL8, CD209, CD38, CD40, ADGRE5, CDKN1A, CFB, CLEC1A, CSF2RB, CXCL10, CXCL11, CXCL9, RIGI, DNAJC7, DUSP5, DUSP6, DYNLT1, EFCAB2, EIF2AK2, ENPP2, ETV7, FANCA, FAS, FCGR1A, FFAR2, FGL2, FPR2, GART, GBP1, GCH1, GCNT1, GOLM1, GPD2, HBEGF, HCAR3, HERC5, HESX1, , HLX, ICAM1, IDH3A, IDO1, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IGF2BP3, IL15, IL15RA, IL1B, IL1RN, IRF1, IRF2, IRF7, ISG15, ISG20, JAK2, JUP, KCNJ15, KCNJ2, KIF13A, KMO, LAG3, LAMP3, LAP3, LDLR, LGALS3BP, LIF, LIMK2, LMNB1, LMO2, LY6E, MAP3K7CL, MICB, MNDA, MT2A, MTHFD2, MUC1, MX1, MX2, MXD1, MYOF, NAMPT, NDC80, NFE2L3, NMI, NMT1, OAS1, OAS2, OAS3, OASL, P2RY13, PARP11, PCK2, PFKP, PHF11, PLA2G4C, PLEK, PLSCR1, PML, PRRG4, PSMA2, PSMA5, PSMB2, PSMB9, PSME2, PTGS2, RAB8B, PLAAT4, RBCK1, RBMS2, RELB, RGS1, RNASEL, RNF24, RTP4, SCO2, SDHB, SEMA4A, SERPING1, SIGLEC1, SIK1, SLC2A6, SLC31A2, SLC6A12, SOCS1, SP110, SP140, SPHK1, SRC, ST3GAL5, TAP2, TFEC, TLR1, TLR2, TNF, TNFAIP6, TNFSF10, TRAFD1, TRIM21, TYMP, UBE2L6, UBE2S, USP18, VAMP5, VDR, VRK2, WARS1, XAF1, ZBP1, ZNF267",3.82693554043741e-266,265.417148852818
