"","condition","genes"
"11265","BNT (V2, D1)","GLIS2"
"11266","BNT (V2, D1)","PRDM12"
"11267","BNT (V2, D1)","P2RY14"
"11268","BNT (V2, D1)","HTR3A"
"11269","BNT (V2, D1)","RPL13AP24"
"11270","BNT (V2, D1)","GBP5"
"11271","BNT (V2, D1)","TNFSF13B"
"11272","BNT (V2, D1)","PDE9A-AS1"
"11273","BNT (V2, D1)","RN7SKP71"
"11274","BNT (V2, D1)","MAGED4B"
"11275","BNT (V2, D1)","GABRB2"
"11276","BNT (V2, D1)","MYBPHL"
"11277","BNT (V2, D1)","OAS3"
"11278","BNT (V2, D1)","TLR7"
"11279","BNT (V2, D1)","SNORA5A"
"11280","BNT (V2, D1)","FCGR1CP"
"11281","BNT (V2, D1)","ZDHHC19"
"11282","BNT (V2, D1)","NFATC4"
"11283","BNT (V2, D1)","RN7SL526P"
"11284","BNT (V2, D1)","FDPSP3"
"11285","BNT (V2, D1)","RAB1AP1"
"11286","BNT (V2, D1)","SNORD13"
"11287","BNT (V2, D1)","SEPTIN4"
"11288","BNT (V2, D1)","RNA5SP202"
"11289","BNT (V2, D1)","PHF24"
"11290","BNT (V2, D1)","RNA5SP242"
"11291","BNT (V2, D1)","RNA5SP325"
"11292","BNT (V2, D1)","GAS2L2"
"11293","BNT (V2, D1)","PARP14"
"11294","BNT (V2, D1)","LNCTSI"
"11295","BNT (V2, D1)","TRAFD1"
"11296","BNT (V2, D1)","DTX3L"
"11297","BNT (V2, D1)","TTC23L"
"11298","BNT (V2, D1)","LINC02773"
"11299","BNT (V2, D1)","NGFR"
"11300","BNT (V2, D1)","RPS27AP11"
"11301","BNT (V2, D1)","SNORA22C"
"11302","BNT (V2, D1)","GBP1P1"
"11303","BNT (V2, D1)","FIBCD1"
"11304","BNT (V2, D1)","PCDHGA1"
"11305","BNT (V2, D1)","RPL7P4"
"11306","BNT (V2, D1)","RPS27P9"
"11307","BNT (V2, D1)","GK"
"11308","BNT (V2, D1)","TIFA"
"11309","BNT (V2, D1)","PCLO"
"11310","BNT (V2, D1)","GPR84"
"11311","BNT (V2, D1)","RNA5S9"
"11312","BNT (V2, D1)","LMNB1-DT"
"11313","BNT (V2, D1)","VAMP5"
"11314","BNT (V2, D1)","MIR4308"
"11315","BNT (V2, D1)","WARS1"
"11316","BNT (V2, D1)","SLIT2"
"11317","BNT (V2, D1)","NMI"
"11318","BNT (V2, D1)","SCARF1"
"11319","BNT (V2, D1)","RNU1-4"
"11320","BNT (V2, D1)","RNU4-1"
"11321","BNT (V2, D1)","PLSCR1"
"11322","BNT (V2, D1)","CEACAM1"
"11323","BNT (V2, D1)","MOV10"
"11324","BNT (V2, D1)","CFAP97D1"
"11325","BNT (V2, D1)","UNC93B2"
"11326","BNT (V2, D1)","PLAAT4"
"11327","BNT (V2, D1)","GADD45G"
"11328","BNT (V2, D1)","RPL21P57"
"11329","BNT (V2, D1)","SLC6A12"
"11330","BNT (V2, D1)","WDFY1"
"11331","BNT (V2, D1)","OR2C3"
"11332","BNT (V2, D1)","IRF7"
"11333","BNT (V2, D1)","HUNK"
"11334","BNT (V2, D1)","LHFPL2"
"11335","BNT (V2, D1)","RNU5B-1"
"11336","BNT (V2, D1)","LINC03080"
"11337","BNT (V2, D1)","RNU6-275P"
"11338","BNT (V2, D1)","RN7SL271P"
"11339","BNT (V2, D1)","CDHR5"
"11340","BNT (V2, D1)","SAT1"
"11341","BNT (V2, D1)","SLC30A4-AS1"
"11342","BNT (V2, D1)","PTCHD3P2"
"11343","BNT (V2, D1)","SMTNL1"
"11344","BNT (V2, D1)","LINC02967"
"11345","BNT (V2, D1)","SLC1A3"
"11346","BNT (V2, D1)","RMI2"
"11347","BNT (V2, D1)","NEBL"
"11348","BNT (V2, D1)","GLRX3P2"
"11349","BNT (V2, D1)","USP18"
"11350","BNT (V2, D1)","OR51R1P"
"11351","BNT (V2, D1)","UBBP4"
"11352","BNT (V2, D1)","MIR4736"
"11353","BNT (V2, D1)","LINC02802"
"11354","BNT (V2, D1)","RAET1K"
"11355","BNT (V2, D1)","ITPR2-AS1"
"11356","BNT (V2, D1)","ORM2"
"11357","BNT (V2, D1)","INSC"
"11358","BNT (V2, D1)","RNA5-8SN4"
"11359","BNT (V2, D1)","RPL7AP11"
"11360","BNT (V2, D1)","TBPL1P1"
"11361","BNT (V2, D1)","RPS27P13"
"11362","BNT (V2, D1)","GBP4"
"11363","BNT (V2, D1)","PLEKHG4B"
"11364","BNT (V2, D1)","LINC02701"
"11365","BNT (V2, D1)","MIR4681"
"11366","BNT (V2, D1)","HERC5"
"11367","BNT (V2, D1)","SNORD3C"
"11368","BNT (V2, D1)","MAMDC2"
"11369","BNT (V2, D1)","RPL31P57"
"11370","BNT (V2, D1)","SCARNA1"
"11371","BNT (V2, D1)","NPM1P39"
"11372","BNT (V2, D1)","RNF185-AS1"
"11373","BNT (V2, D1)","LINC01415"
"11374","BNT (V2, D1)","RPS15AP38"
"11375","BNT (V2, D1)","RN7SL674P"
"11376","BNT (V2, D1)","USP41"
"11377","BNT (V2, D1)","SLC8A2"
"11378","BNT (V2, D1)","KLHDC9"
"11379","BNT (V2, D1)","FAP"
"11380","BNT (V2, D1)","RPL12P19"
"11381","BNT (V2, D1)","RUFY4"
"11382","BNT (V2, D1)","LINC03062"
"11383","BNT (V2, D1)","NPBWR1"
"11384","BNT (V2, D1)","SF3A3P2"
"11385","BNT (V2, D1)","RPSAP4"
"11386","BNT (V2, D1)","RNU7-40P"
"11387","BNT (V2, D1)","PRRG4"
"11388","BNT (V2, D1)","RNU2-59P"
"11389","BNT (V2, D1)","GARIN4"
"11390","BNT (V2, D1)","RNA5SP119"
"11391","BNT (V2, D1)","SIGLEC16"
"11392","BNT (V3, D1)","BISPR"
"11393","BNT (V3, D1)","DOCK4"
"11394","BNT (V3, D1)","IGHEP2"
"11395","BNT (V3, D1)","EGR2"
"11396","BNT (V3, D1)","FAM225B"
"11397","BNT (V3, D1)","SYNPO2"
"11398","BNT (V3, D1)","RNU6-810P"
"11399","BNT (V3, D1)","HMGB1P3"
"11400","BNT (V3, D1)","GSDMC"
"11401","BNT (V3, D1)","RDM1"
"11402","BNT (V3, D1)","RSAD2"
"11403","BNT (V3, D1)","EIF4A1P7"
"11404","BNT (V3, D1)","SAMD4A"
"11405","BNT (V3, D1)","KPTN"
"11406","BNT (V3, D1)","ANKRD22"
"11407","BNT (V3, D1)","LRRK2-DT"
"11408","BNT (V3, D1)","RPL7AP42"
"11409","BNT (V3, D1)","NUDT19P5"
"11410","BNT (V3, D1)","ODF3B"
"11411","BNT (V3, D1)","ATF3"
"11412","BNT (V3, D1)","PARP14"
"11413","BNT (V3, D1)","HTR3A"
"11414","BNT (V3, D1)","GRIN3A"
"11415","BNT (V3, D1)","DHRS12"
"11416","BNT (V3, D1)","SDC3"
"11417","BNT (V3, D1)","FRMD3"
"11418","BNT (V3, D1)","RNU4-50P"
"11419","BNT (V3, D1)","PLA1A"
"11420","BNT (V3, D1)","RN7SKP26"
"11421","BNT (V3, D1)","METTL7B"
"11422","BNT (V3, D1)","MIR130AHG"
"11423","BNT (V3, D1)","CTSL"
"11424","BNT (V3, D1)","IFI44L"
"11425","BNT (V3, D1)","CXCL11"
"11426","BNT (V3, D1)","OAS3"
"11427","BNT (V3, D1)","APOBEC3B"
"11428","BNT (V3, D1)","SAMD9L"
"11429","BNT (V3, D1)","CCDC194"
"11430","BNT (V3, D1)","KCNJ2-AS1"
"11431","BNT (V3, D1)","PSD2"
"11432","BNT (V3, D1)","LACTB"
"11433","BNT (V3, D1)","SOD1P1"
"11434","BNT (V3, D1)","MAFF"
"11435","BNT (V3, D1)","RN7SKP230"
"11436","BNT (V3, D1)","MAFB"
"11437","BNT (V3, D1)","NCKAP5"
"11438","BNT (V3, D1)","TLR7"
"11439","BNT (V3, D1)","PSME2P1"
"11440","BNT (V3, D1)","FDPSP3"
"11441","BNT (V3, D1)","GK-IT1"
"11442","BNT (V3, D1)","TRIM5"
"11443","BNT (V3, D1)","LINC02068"
"11444","BNT (V3, D1)","C2"
"11445","BNT (V3, D1)","EFNA1"
"11446","BNT (V3, D1)","SLC6A12"
"11447","BNT (V3, D1)","WDFY1"
"11448","BNT (V3, D1)","HMGA2-AS1"
"11449","BNT (V3, D1)","UMODL1-AS1"
"11450","BNT (V3, D1)","TATDN2P2"
"11451","BNT (V3, D1)","NAIPP3"
"11452","BNT (V3, D1)","RASSF3-DT"
"11453","BNT (V3, D1)","RPL7AP31"
"11454","BNT (V3, D1)","SCO2"
"11455","BNT (V3, D1)","DDX18P1"
"11456","BNT (V3, D1)","PPP2R2DP1"
"11457","BNT (V3, D1)","HCAR1"
"11458","BNT (V3, D1)","NRIR"
"11459","BNT (V3, D1)","TFEC"
"11460","BNT (V3, D1)","SIGLEC1"
"11461","BNT (V3, D1)","C1QTNF7-AS1"
"11462","BNT (V3, D1)","GPR84"
"11463","BNT (V3, D1)","TRIM6"
"11464","BNT (V3, D1)","GRK3-AS1"
"11465","BNT (V3, D1)","DISC1-IT1"
"11466","BNT (V3, D1)","YBX1P6"
"11467","BNT (V3, D1)","MMADHCP2"
"11468","BNT (V3, D1)","GRAMD1B"
"11469","BNT (V3, D1)","DHX58"
"11470","BNT (V3, D1)","ACTN4P1"
"11471","BNT (V3, D1)","P2RY14"
"11472","BNT (V3, D1)","RBP5"
"11473","BNT (V3, D1)","RNVU1-7"
"11474","BNT (V3, D1)","RNU1-1"
"11475","BNT (V3, D1)","LINC02773"
"11476","BNT (V3, D1)","DDX60L"
"11477","BNT (V3, D1)","LHFPL2"
"11478","BNT (V3, D1)","RCBTB2P1"
"11479","BNT (V3, D1)","ERLIN1"
"11480","BNT (V3, D1)","RPS29P14"
"11481","BNT (V3, D1)","DYNLT1"
"11482","BNT (V3, D1)","MTCO1P11"
"11483","BNT (V3, D1)","CLXN"
"11484","BNT (V3, D1)","SLC30A4-AS1"
"11485","BNT (V3, D1)","RNU6-80P"
"11486","BNT (V3, D1)","SOCS1"
"11487","BNT (V3, D1)","MIR3183"
"11488","BNT (V3, D1)","TIFA"
"11489","BNT (V3, D1)","SIGLEC11"
"11490","BNT (V3, D1)","RNA5S9"
"11491","BNT (V3, D1)","VAMP5"
"11492","BNT (V3, D1)","BANF1P1"
"11493","BNT (V3, D1)","LAMP3"
"11494","BNT (V3, D1)","OLFM4"
"11495","BNT (V3, D1)","SNORD67"
"11496","BNT (V3, D1)","RBFOX3"
"11497","BNT (V3, D1)","PRDM16"
"11498","BNT (V3, D1)","TRIM45"
"11499","BNT (V3, D1)","CCL3L3"
"11500","BNT (V3, D1)","RNU1-2"
"11501","BNT (V3, D1)","PRELID1P1"
"11502","BNT (V3, D1)","CALHM6"
"11503","BNT (V3, D1)","LINC01331"
"11504","BNT (V3, D1)","IGHD3-9"
"11505","BNT (V3, D1)","LINC03080"
"11506","BNT (V3, D1)","TBC1D3K"
"11507","BNT (V3, D1)","H2BP2"
"11508","BNT (V3, D1)","PFN2-AS1"
"11509","BNT (V3, D1)","OTOF"
"11510","BNT (V3, D1)","APOL1"
"11511","BNT (V3, D1)","RPL21P57"
"11512","BNT (V3, D1)","AMMECR1-IT1"
"11513","BNT (V3, D1)","RNVU1-28"
"11514","BNT (V3, D1)","ETV7-AS1"
"11515","BNT (V3, D1)","SNORD3A"
"11516","BNT (V3, D1)","EDDM13"
"11517","BNT (V3, D1)","MTND4P14"
"11518","BNT (V3, D1)","LINC02574"
"11519","BNT (V3, D1)","USP18"
"11520","BNT (V3, D1)","P2RY6"
"11521","BNT (V3, D1)","TDRD7"
"11522","BNT (V3, D1)","RNU1-27P"
"11523","BNT (V3, D1)","FFAR3"
"11524","BNT (V3, D1)","ENSG00000270030"
"11525","BNT (V3, D1)","MARCHF10"
"11526","BNT (V3, D1)","OAS1"
"11527","BNT (V3, D1)","ASPHD2"
"11528","BNT (V3, D1)","GBP3"
"11529","BNT (V3, D1)","DPYD-IT1"
"11530","BNT (V3, D1)","GBP5"
"11531","BNT (V3, D1)","RN7SL683P"
"11532","BNT (V3, D1)","CSNK1G2P1"
"11533","BNT (V3, D1)","RAB20"
"11534","BNT (V3, D1)","OASL"
"11535","BNT (V3, D1)","KLHDC7B-DT"
"11536","BNT (V3, D1)","HNRNPA1P8"
"11537","BNT (V3, D1)","IMMP1LP2"
"11538","BNT (V3, D1)","RAB39A"
"11539","BNT (V3, D1)","CLDN10"
"11540","BNT (V3, D1)","FANCA"
"11541","BNT (V3, D1)","OR52H1"
"11542","BNT (V3, D1)","SERPING1"
"11543","BNT (V3, D1)","ADAMDEC1"
"11544","BNT (V3, D1)","CCRL2"
"11545","BNT (V3, D1)","ITPR1-DT"
"11546","BNT (V3, D1)","RSL24D1P6"
"11547","BNT (V3, D1)","C1QB"
"11548","BNT (V3, D1)","RPS2P36"
"11549","BNT (V3, D1)","NIPAL4-DT"
"11550","BNT (V3, D1)","UBBP1"
"11551","BNT (V3, D1)","CEACAM6"
"11552","BNT (V3, D1)","NALF2"
"11553","BNT (V3, D1)","RGS9BP"
"11554","BNT (V3, D1)","RHBDF2"
"11555","BNT (V3, D1)","DPRXP2"
"11556","BNT (V3, D1)","LINC00683"
"11557","BNT (V3, D1)","LPCAT2"
"11558","BNT (V3, D1)","ESPNL"
"11559","BNT (V3, D1)","SLC51A"
"11560","BNT (V3, D1)","IQANK1"
"11561","BNT (V3, D1)","HELZ2"
"11562","BNT (V3, D1)","XXYLT1-AS2"
"11563","BNT (V3, D1)","MTND5P14"
"11564","BNT (V3, D1)","FCN2"
"11565","BNT (V3, D1)","ANKH-DT"
"11566","BNT (V3, D1)","MMP8"
"11567","BNT (V3, D1)","SLITRK5"
"11568","BNT (V3, D1)","HTRA3"
"11569","BNT (V3, D1)","RNU5B-1"
"11570","BNT (V3, D1)","C1QA"
"11571","BNT (V3, D1)","CAPNS1P1"
"11572","BNT (V3, D1)","RMI2"
"11573","BNT (V3, D1)","ICAM1"
"11574","BNT (V3, D1)","RSPH9"
"11575","BNT (V3, D1)","TNFSF13B"
"11576","BNT (V3, D1)","CAPZA1P1"
"11577","BNT (V3, D1)","KLF5"
"11578","BNT (V3, D1)","MOV10"
"11579","BNT (V3, D1)","RN7SL124P"
"11580","BNT (V3, D1)","LINC01703"
"11581","BNT (V3, D1)","RN7SL368P"
"11582","BNT (V3, D1)","GK"
"11583","BNT (V3, D1)","GK3"
"11584","BNT (V3, D1)","TCN2"
"11585","BNT (V3, D1)","LINC02555"
"11586","BNT (V3, D1)","FAM182A"
"11587","BNT (V3, D1)","RPL38P4"
"11588","BNT (V3, D1)","XAF1"
"11589","BNT (V3, D1)","LINC00487"
"11590","BNT (V3, D1)","PLSCR1"
"11591","BNT (V3, D1)","PRR36"
"11592","BNT (V3, D1)","IFIT3"
"11593","BNT (V3, D1)","DHRS9"
"11594","BNT (V3, D1)","COL1A1"
"11595","BNT (V3, D1)","PSME2"
"11596","BNT (V3, D1)","SAPCD1-AS1"
"11597","BNT (V3, D1)","CIR1P1"
"11598","BNT (V3, D1)","PPARGC1A"
"11599","BNT (V3, D1)","SAT1"
"11600","BNT (V3, D1)","LRP1B"
"11601","BNT (V3, D1)","BNIP5"
"11602","BNT (V3, D1)","HES4"
"11603","BNT (V3, D1)","HNRNPA3P1"
"11604","BNT (V3, D1)","OR52H2P"
"11605","BNT (V3, D1)","OR52K2"
"11606","BNT (V3, D1)","TMEM268"
"11607","BNT (V3, D1)","FAP"
"11608","BNT (V3, D1)","RNU4-38P"
"11609","BNT (V3, D1)","MT2A"
"11610","BNT (V3, D1)","ISG15"
"11611","BNT (V3, D1)","CEACAM1"
"11612","BNT (V3, D1)","RNU6-275P"
"11613","BNT (V3, D1)","H3C14"
"11614","BNT (V3, D1)","EGR3"
"11615","BNT (V3, D1)","IFIT5"
"11616","BNT (V3, D1)","IGSF23"
"11617","BNT (V3, D1)","FCGR1BP"
"11618","BNT (V3, D1)","CACNA1E"
"11619","BNT (V3, D1)","KCNJ2"
"11620","BNT (V3, D1)","UBE2L6"
"11621","BNT (V3, D1)","ZBP1"
"11622","BNT (V3, D1)","OTUD4P1"
"11623","BNT (V3, D1)","STX11"
"11624","BNT (V3, D1)","RNY1"
"11625","BNT (V3, D1)","ETV7"
"11626","BNT (V3, D1)","TIMM10"
"11627","BNT (V3, D1)","LY6E"
"11628","BNT (V3, D1)","LAP3"
"11629","BNT (V3, D1)","EXOC3L4"
"11630","BNT (V3, D1)","WARS1"
"11631","BNT (V3, D1)","IFI44"
"11632","BNT (V3, D1)","C5orf47"
"11633","BNT (V3, D1)","RNU1-28P"
"11634","BNT (V3, D1)","CD274"
"11635","BNT (V3, D1)","HOXA3"
"11636","BNT (V3, D1)","ISG20"
"11637","BNT (V3, D1)","GHET1"
"11638","BNT (V3, D1)","PLSCR2"
"11639","BNT (V3, D1)","CARD17P"
"11640","BNT (V3, D1)","HMGB1P8"
"11641","BNT (V3, D1)","KCNJ10"
"11642","BNT (V3, D1)","ZDHHC19"
"11643","BNT (V3, D1)","CASC19"
"11644","BNT (V3, D1)","GBP4"
"11645","BNT (V3, D1)","DEFA1B"
"11646","BNT (V3, D1)","SEPTIN4"
"11647","BNT (V3, D1)","IFI16"
"11648","BNT (V3, D1)","HERC5"
"11649","BNT (V3, D1)","PTPRU"
"11650","BNT (V3, D1)","SLC1A3"
"11651","BNT (V3, D1)","SLC23A1"
"11652","BNT (V3, D1)","PDE1C"
"11653","BNT (V3, D1)","FAM20A"
"11654","BNT (V3, D1)","LINC01415"
"11655","BNT (V3, D1)","PFN4"
"11656","BNT (V3, D1)","PRRG4"
"11657","BNT (V3, D1)","MYBPHL"
"11658","BNT (V3, D1)","APOL2"
"11659","BNT (V3, D1)","APOL4"
"11660","BNT (V3, D1)","TMEM185AP1"
"11661","BNT (V3, D1)","TSNAX-DISC1"
"11662","BNT (V3, D1)","GPR42"
"11663","BNT (V3, D1)","RUNDC3B"
"11664","BNT (V3, D1)","HNRNPA1P53"
"11665","BNT (V3, D1)","MIR4280HG"
"11666","BNT (V3, D1)","HES7"
"11667","BNT (V3, D1)","OOSP3"
"11668","BNT (V3, D1)","TRAFD1"
"11669","BNT (V3, D1)","MIR4441"
"11670","BNT (V3, D1)","CYBB"
"11671","BNT (V3, D1)","RIPK2"
"11672","BNT (V3, D1)","MIR497HG"
"11673","BNT (V3, D1)","RNU2-68P"
"11674","BNT (V3, D1)","KNOP1P4"
"11675","BNT (V3, D1)","EFCAB2"
"11676","BNT (V3, D1)","MIR5581"
"11677","BNT (V3, D1)","WASIR2"
"11678","BNT (V3, D1)","TMEM51"
"11679","BNT (V3, D1)","KREMEN1"
"11680","BNT (V3, D1)","ALKAL2"
"11681","BNT (V3, D1)","AGRN"
"11682","BNT (V3, D1)","CARD11-AS1"
"11683","BNT (V3, D1)","ALMS1P1"
"11684","BNT (V3, D1)","RNU6-785P"
"11685","BNT (V3, D1)","PSME2P2"
"11686","BNT (V3, D1)","NKPD1"
"11687","BNT (V3, D1)","IL4I1"
"11688","BNT (V3, D1)","LTF"
"11689","BNT (V3, D1)","GK4P"
"11690","BNT (V3, D1)","SORT1"
"11691","BNT (V3, D1)","SIGLEC16"
"11692","BNT (V3, D1)","FBXO39"
"11693","BNT (V3, D1)","PRAL"
"11694","BNT (V3, D1)","SIMALR"
"11695","BNT (V3, D1)","EXOC3L1"
"11696","BNT (V3, D1)","LAP3P2"
"11697","BNT (V3, D1)","STAT4-AS1"
"11698","BNT (V3, D1)","TNFAIP6"
"11699","BNT (V3, D1)","EIF4A2P1"
"11700","BNT (V3, D1)","SLIT2"
"11701","BNT (V3, D1)","NECTIN2"
"11702","BNT (V3, D1)","LYPD8"
"11703","BNT (V3, D1)","LINC01266"
"11704","BNT (V3, D1)","HTRA1"
"11705","BNT (V3, D1)","SP140"
"11706","BNT (V3, D1)","FFAR2"
"11707","BNT (V3, D1)","H1-6"
"11708","BNT (V3, D1)","SECTM1"
"11709","BNT (V3, D1)","F3"
"11710","BNT (V3, D1)","KAZALD1"
"11711","BNT (V3, D1)","GADD45B"
"11712","BNT (V3, D1)","RN7SL364P"
"11713","BNT (V3, D1)","FCGR1CP"
"11714","BNT (V3, D1)","RTP4"
"11715","BNT (V3, D1)","MAMDC2"
"11716","BNT (V3, D1)","UPK2"
"11717","BNT (V3, D1)","BCL2L14"
"11718","BNT (V3, D1)","TCF3P1"
"11719","BNT (V3, D1)","LIM2"
"11720","BNT (V3, D1)","CASP5"
"11721","BNT (V3, D1)","FAM167B"
"11722","BNT (V3, D1)","HESX1"
"11723","BNT (V3, D1)","FLVCR2"
"11724","BNT (V3, D1)","CXCL10"
"11725","BNT (V3, D1)","LGALS3BP"
"11726","BNT (V3, D1)","OR52B4"
"11727","BNT (V3, D1)","NGFR"
"11728","BNT (V3, D1)","GADD45G"
"11729","BNT (V3, D1)","LINC00513"
"11730","BNT (V3, D1)","NRN1"
"11731","BNT (V3, D1)","C1QC"
"11732","BNT (V3, D1)","FAM225A"
"11733","BNT (V3, D1)","ZNF473CR"
"11734","BNT (V3, D1)","SV2C"
"11735","BNT (V3, D1)","SYCE3"
"11736","BNT (V3, D1)","WDR38"
"11737","BNT (V3, D1)","FAM3D"
"11738","BNT (V3, D1)","CDC45"
"11739","BNT (V3, D1)","APOL6"
"11740","BNT (V3, D1)","MIR3161"
"11741","BNT (V3, D1)","RAB1AP1"
"11742","BNT (V3, D1)","CDK2AP2P2"
"11743","BNT (V3, D1)","NUB1"
"11744","BNT (V3, D1)","PSTPIP2"
"11745","BNT (V3, D1)","GAPDHP14"
"11746","BNT (V3, D1)","C3AR1"
"11747","BNT (V3, D1)","CUZD1"
"11748","BNT (V3, D1)","CDH2"
"11749","BNT (V3, D1)","SNORD3B-2"
"11750","BNT (V3, D1)","GUSBP16"
"11751","BNT (V3, D1)","CDHR5"
"11752","BNT (V3, D1)","MIR4433A"
"11753","BNT (V3, D1)","EPSTI1"
"11754","BNT (V3, D1)","CD207"
"11755","BNT (V3, D1)","MIR4440"
"11756","BNT (V3, D1)","DTX3L"
"11757","BNT (V3, D1)","CAPNS2"
"11758","BNT (V3, D1)","TYMP"
"11759","BNT (V3, D1)","GLRX3P2"
"11760","BNT (V3, D1)","EEF1A1P35"
"11761","BNT (V3, D1)","MSR1"
"11762","BNT (V3, D1)","LYPD5"
"11763","BNT (V3, D1)","RNU1-134P"
"11764","BNT (V3, D1)","SCARF1"
"11765","BNT (V3, D1)","PLAAT4"
"11766","BNT (V3, D1)","ENSG00000272567"
"11767","BNT (V3, D1)","SERINC4"
"11768","BNT (V3, D1)","ALOXE3"
"11769","BNT (V3, D1)","PABPC4-AS1"
"11770","BNT (V3, D1)","P2RX7"
"11771","BNT (V3, D1)","MIR601"
"11772","BNT (V3, D1)","CDT1"
"11773","BNT (V3, D1)","RNU7-41P"
"11774","BNT (V3, D1)","RNU6-190P"
"11775","BNT (V3, D1)","DNM1P33"
"11776","BNT (V3, D1)","CFAP61"
"11777","BNT (V3, D1)","SMCO4"
"11778","BNT (V3, D1)","CFAP97D1"
"11779","BNT (V3, D1)","MIR200CHG"
"11780","BNT (V3, D1)","RPL29P16"
"11781","BNT (V3, D1)","SPDEF"
"11782","BNT (V3, D1)","PDCD1LG2"
"11783","BNT (V3, D1)","NASPP1"
"11784","BNT (V3, D1)","KCNMA1"
"11785","BNT (V3, D1)","LINC03060"
"11786","BNT (V3, D1)","PTGS2"
"11787","BNT (V3, D1)","SNORD15B"
"11788","BNT (V3, D1)","VPS9D1"
"11789","BNT (V3, D1)","NDUFB4P11"
"11790","BNT (V3, D1)","MIR4308"
"11791","BNT (V3, D1)","FOLR2"
"11792","BNT (V3, D1)","VWA3B"
"11793","BNT (V3, D1)","USP12PY"
"11794","BNT (V3, D1)","LINC02033"
"11795","BNT (V3, D1)","TTC26"
"11796","BNT (V3, D1)","NMRAL2P"
"11797","BNT (V3, D1)","LINC02287"
"11798","BNT (V3, D1)","LINC00968"
"11799","BNT (V3, D1)","SMTNL1"
"11800","BNT (V3, D1)","LINC02471"
"11801","BNT (V3, D1)","HYMAI"
"11802","BNT (V3, D1)","IFIH1"
"11803","BNT (V3, D1)","CMPK2"
"11804","BNT (V3, D1)","RUFY4"
"11805","BNT (V3, D1)","MYOF"
"11806","BNT (V3, D1)","CCDC113"
"11807","BNT (V3, D1)","RPS3AP43"
"11808","BNT (V3, D1)","GARIN4"
"11809","BNT (V3, D1)","DDX10P1"
"11810","BNT (V3, D1)","SPATS2L"
"11811","BNT (V3, D1)","COL17A1"
"11812","BNT (V3, D1)","PARP12"
"11813","BNT (V3, D1)","SFRP1"
"11814","BNT (V3, D1)","AIM2"
"11815","BNT (V3, D1)","MGAT5B"
"11816","BNT (V3, D1)","LINC02207"
"11817","BNT (V3, D1)","SLC8A2"
"11818","BNT (V3, D1)","RNA5SP202"
"11819","BNT (V3, D1)","HBG1"
"11820","BNT (V3, D1)","LINC01093"
"11821","BNT (V3, D1)","OR7E100P"
"11822","BNT (V3, D1)","PRMT5-DT"
"11823","BNT (V3, D1)","RNU7-40P"
"11824","BNT (V3, D1)","SNORD9"
"11825","BNT (V3, D1)","RTEL1P1"
"11826","BNT (V3, D1)","GBP1P1"
"11827","BNT (V3, D1)","MARCO"
"11828","BNT (V3, D1)","LINC01556"
"11829","BNT (V3, D1)","SLAMF8"
"11830","BNT (V3, D1)","RPL36AP45"
"11831","BNT (V3, D1)","IGSF22-AS1"
"11832","BNT (V3, D1)","FBXO6"
"11833","BNT (V3, D1)","OR7E140P"
"11834","BNT (V3, D1)","KCNJ15"
"11835","BNT (V3, D1)","TRPV4"
"11836","BNT (V3, D1)","LMNB1-DT"
"11837","BNT (V3, D1)","C15orf48"
"11838","BNT (V3, D1)","RNU1-4"
"11839","BNT (V3, D1)","FGF13"
"11840","BNT (V3, D1)","PHF24"
"11841","BNT (V3, D1)","IGDCC4"
"11842","BNT (V3, D1)","COLEC12"
"11843","BNT (V3, D1)","IRF7"
"11844","BNT (V3, D1)","RNA5SP237"
"11845","BNT (V3, D1)","MIR4736"
"11846","BNT (V3, D1)","CDCP1"
"11847","BNT-I (D1)","F2RL2"
"11848","BNT-I (D1)","RUNDC3A"
"11849","BNT-I (D1)","SNAI1"
"11850","BNT-I (D1)","CA1"
"11851","BNT-I (D1)","GPX3"
"11852","BNT-I (D1)","ETV5"
"11853","BNT-I (D1)","HBEGF"
"11854","BNT-I (D1)","LOC101929595"
"11855","BNT-I (D1)","MIR22HG"
"11856","BNT-I (D1)","PLCD3"
"11857","BNT-I (D1)","EMP1"
"11858","BNT-I (D1)","LAMB3"
"11859","BNT-I (D1)","MYCN"
"11860","BNT-I (D1)","NR4A2"
"11861","BNT-I (D1)","PVRL4"
"11862","BNT-I (D1)","RIPK4"
"11863","BNT-I (D1)","PTGES"
"11864","BNT-I (D1)","SYT1"
"11865","BNT-I (D1)","AOC4P"
"11866","BNT-I (D1)","BLM"
"11867","BNT-I (D1)","LOC101927051"
"11868","BNT-I (D1)","SDC2"
"11869","BNT-I (D1)","TP53INP2"
"11870","BNT-I (D1)","TTC25"
"11871","BNT-I (D1)","SMIM24"
"11872","BNT-I (D1)","BMP2"
"11873","BNT-I (D1)","PABPN1L"
"11874","BNT-I (D1)","NOTCH3"
"11875","BNT-I (D1)","LOC101928370"
"11876","BNT-I (D1)","TNFRSF12A"
"11877","BNT-I (D1)","FAM65C"
"11878","BNT-I (D1)","MAFF"
"11879","BNT-I (D1)","PLK3"
"11880","BNT-I (D1)","HMGB3"
"11881","BNT-I (D1)","JDP2"
"11882","BNT-I (D1)","KCNS1"
"11883","BNT-I (D1)","IRGQ"
"11884","BNT-I (D1)","G0S2"
"11885","BNT-I (D1)","HBG1"
"11886","BNT-I (D1)","ID1"
