"","Cond1","Cond2","Shared","Percentage_Shared_Cond1","Genes_Names","pvalue","-log(p)"
"166","CHAD63-KH_DOWN","HIV-1 GAG-POL NEF_DOWN",514,27.17,"AAK1, ABCB1, ABCC5, ABCD2, ABI2, ABLIM1, ACADSB, ACP6, ACVR2A, ACVR2B, ADK, ADNP, AGL, AGTPBP1, AHCTF1, AK5, AKR1B1, AKT3, AMY2B, ANAPC1, ANKRD36B, ANKRD36C, AP3M2, APBA2, APBB1, ARHGAP12, ARHGAP15, ARHGEF9, ARID2, ARL4C, ATF7IP2, ATL2, ATM, ATP2B4, ATP8A1, ATP8B2, BACH2, BAG2, BBS2, BBS9, BCKDHB, BCL11B, BCL2, BIN1, BRWD1, BTG1, C12orf57, C14orf28, C16orf74, C1orf21, CYREN, CA5B, CAMK4, CASD1, CASK, CASS4, CBLB, CBX7, CFAP36, CCDC7, CCL5, CCNB1IP1, CCSER2, CD160, CD1C, CD2, CD200R1, CD244, CD247, CD27, CD28, CD3E, CD3G, CD40LG, CD44, CD6, CD8B, CD96, CDC14A, CDR2, CENPV, CEP120, CEP57, CEP68, CEP78, CEP95, CERK, CERS4, CHD3, CHMP7, CLEC2D, COQ10A, COX11, CPSF6, CREBZF, CRIM1, CRTAM, CRY1, CSGALNACT1, CST7, CTSF, CYFIP2, CYP27A1, DANCR, DDHD2, DENND11, DENND2D, DENND4C, DGKA, DHRS3, DIS3L, DLG1, DLGAP1-AS1, DNAJC24, DPEP2, DPH5, DPP4, DSC1, DTHD1, DYRK2, EIF3F, EIF3J-DT, EIF3L, EIF4B, ELP2, ADGRE3, ENO2, EOMES, EPB41L4A-AS1, EPHA4, EPHX2, ERMP1, ERN1, ESYT2, ETS1, EXOSC8, EZH1, FCMR, RFLNB, EEIG1, FAM107B, RETREG1, FAM168B, FAM169A, ATPSCKMT, ATOSA, FAM219B, DIPK1A, FBXL20, FBXO32, FCGBP, FGFBP2, FITM2, FLNB, FOCAD, FOXO1, FOXP1, FYN, GALNT12, GAS5, GCNT4, GLCCI1, NOP53, GNG2, GNPDA2, GPA33, GPATCH11, GPR174, ADGRG1, GRAP, GSTM2, GZMA, GZMK, HABP4, HACD3, HADH, H1-2, H1-3, H4C5, HLTF, HPCAL4, HS3ST3B1, HSF2, IFFO2, ELP1, IKZF2, IL16, IL23A, IL32, IL7R, IMPDH2, PATJ, INPP4B, IPP, ITGA6, ITK, ITM2A, ITPKB, KAT6B, , KCTD7, KDM3A, KIAA0586, MACF1, CFAP97, KLF12, KLHDC2, KLRB1, KLRC2, KLRD1, KLRF1, KLRG1, KLRK1, LANCL1, LAX1, LCK, LDHB, LDLRAP1, LEF1, LEF1-AS1, LIAS, LIMA1, LINC00402, LINC00861, LINC00920, LINC01550, LINC02210, LRBA, LRIG1, LRRN3, LUC7L3, LY9, LYRM7, MAGEH1, MAL, MAPK13, MATK, MBLAC2, MBNL2, MFGE8, MGAT4A, MGAT5, MID2, MRTFB, MPHOSPH9, MPRIP, MRPS6, MSH2, MSI2, MYBL1, MZT2A, N4BP2, NAA16, NAE1, NAP1L1, NCALD, NCR1, NDRG2, NDRG3, NELL2, NEO1, NFATC2, NLRC3, NMT2, NMUR1, NOG, NPAT, NR1D2, NR3C2, NSG1, NT5DC1, NUCB2, NUCKS1, OCIAD2, OFD1, OGT, OTUD3, OXNAD1, PABPC1, PABPC4, PACS1, PAFAH2, PAIP2B, PARP16, PCED1B, PCID2, PCMTD2, PCNX1, PCNX2, PCYOX1, PDE3B, PDE4DIP, PDE7A, PDGFD, PEBP1, PECR, PGM2L1, PIAS2, PIGK, PIK3IP1, PITPNC1, PLCB1, PLCL1, PLEKHA1, PLEKHB1, PLEKHF1, PM20D2, POLR1E, PPWD1, PREPL, PRKACB, PRKCA, PRKCH, PRKCQ, PRKCQ-AS1, PRKDC, PRSS23, PSIP1, PTCH1, PTGDR, PTPN22, PTPN4, PYHIN1, RAB39B, RALGAPA1, RAPGEF6, RASA2, RASA3, RASGRF2, RASGRP1, RBL2, RCAN3, RCN2, RECK, REST, RFX7, RNF125, RNF157, RORA, RPL13, RPL3, RPL37, RPL4, RPL5, RPS20, RPS3, RPS6, RPS6KA3, RRM1, S1PR1, SACS, SAMD3, SATB1, SBNO1, SCAI, SCARNA17, SCARNA6, SEL1L3, SEMA4C, SERINC5, SESN1, SFMBT1, SFXN1, SH2D1A, SH3YL1, SIRPG, SKAP1, SLAIN1, SLAMF6, SLC12A2, SLC16A1, SLC16A10, SLC16A7, SLC25A29, SLC38A1, SLC41A1, SLC4A10, SLC4A7, SLC5A3, SLC7A6, SMIM8, SMYD3, SNHG1, SNX25, SPATA5, SPOCK2, SPTAN1, SPTBN1, SRPK2, SSBP2, ST6GALNAC6, STAT4, STK39, STXBP5, SUN2, SYNE1, TARBP1, TBL1XR1, TC2N, TCEA3, TCF7, TDP1, TESPA1, TGFBR3, THEM4, THEMIS, THRA, TIGIT, TKTL1, TLE1, TMEM116, TMEM14A, TMEM168, TMEM181, TMEM204, TNRC6C, TOB1, TOP2B, TOX, TRABD2A, TRAF1, TRAF5, TRAJ10, TRAJ12, TRAJ14, TRAJ16, TRAJ17, TRAJ18, TRAJ20, TRAJ21, TRAJ22, TRAJ24, TRAJ26, TRAJ27, TRAJ29, TRAJ33, TRAJ38, TRAJ4, TRAJ40, TRAJ47, TRAJ48, TRAJ5, TRAJ52, TRAJ56, TRAJ57, TRAJ6, TRAJ8, TRAJ9, TRAT1, TRAV12-1, TRAV12-3, TRAV16, TRAV22, TRAV3, TRAV38-2DV8, TRAV4, TRAV5, TRBV6-1, TRGJP1, TRGJP2, TRIM32, TRMT61B, TSHZ1, TSPYL2, TSTD1, TTC3, TXK, UBTF, UNC119B, URI1, USP13, USP53, VNN1, VPS13A, VPS51, VSIG1, VWA8, WDR54, WEE1, WWP1, YAE1, YPEL1, ZAP70, ZBTB16, ZBTB25, ZBTB44, ZC3H6, TUT4, ZDBF2, ZEB1, ZFAND1, ZFP62, ZMAT3, ZMYND11, ZNF254, ZNF266, ZNF280D, ZNF286A, ZNF329, ZNF337, ZNF33B, ZNF420, ZNF43, ZNF506, ZNF507, ZNF559, ZNF585B, ZNF600, ZNF721, ZNF792, ZNF827, ZNF831, ZNF84, ZNHIT6",3.08226787907122e-228,227.511129619561
"167","CHAD63-KH_DOWN","HPV-VLP_DOWN",55,2.91,"ABLIM1, ADD3, ALDH7A1, ATXN1, BCL11B, CALCB, CD8B, CD96, CD99, CEP250, CYP27A1, DBP, DHRS3, DPEP2, DPP4, ENOSF1, FCMR, FGF9, GCHFR, GDF11, NOP53, HPCAL4, HSF2, HTRA1, IMPA2, IRS2, ITGA6, LCK, LEF1, LEP, NAP1L3, NDRG2, NEO1, NISCH, NRCAM, NUDT3, OSGEPL1, PABPC4, PCYOX1, PHLDA1, PON2, PRKCZ, PRKG2, PTDSS2, RCAN3, RPGRIP1, RPL13, STXBP1, TENM1, TM6SF1, TRIM16, VNN1, VPS51, WNT7A, ZFYVE9",0,0
"168","CHAD63-KH_DOWN","PANDEMRIX_DOWN",0,0,"",5.1269107299743e-72,71.290144244451
"169","CHAD63-KH_DOWN","FLUZONE_DOWN",6,0.32,"CXCL8, KAZN, IRAG1, PGM3, PHOSPHO2, TGM3",2.16509192084862e-44,43.6645236605716
"170","CHAD63-KH_DOWN","FLUMIST_DOWN",4,0.21,"FGFBP3, , RORA, XCR1",9.25252957627603e-46,45.0337395179818
"171","CHAD63-KH_DOWN","FLUENZ_DOWN",1,0.05,"CD3G",2.98554817558375e-14,13.5249759165367
"172","CHAD63-KH_DOWN","MENACTRA_DOWN",2,0.11,"CR1, ITGB4",1.15037016624915e-39,38.9391623898275
"173","CHAD63-KH_DOWN","WETVAX_DOWN",78,4.12,"ABCC5, ABLIM1, AKR1B1, ARL4C, ATP2B4, AXIN1, BIN1, C12orf57, CBLB, CBX7, CCL5, CD1C, CD2, CD3G, CD8B, CD99, CYFIP2, CYP27A1, DBF4, DGKD, DHRS3, EIF3F, FCGBP, FGFBP2, FLNB, FOXO1, GATA3, GRAP, GZMA, GZMK, HADH, IL16, IL7R, PATJ, INPP4B, ITM2A, ITPKB, , KIF22, KLRB1, KLRC2, KLRC3, LCK, LDHB, LLGL2, NELL2, NSG1, PASK, PCED1B, PDE3B, PEBP1, PRKCH, PRKCQ, RAB33A, RGS14, RPL13, RPL13A, RPL14, RPL23A, RPL37, SH2D1A, SKAP1, SLC38A1, SNRPN, SPOCK2, SPTBN1, SRPK2, TCF7, TMC6, TPD52, TRAF3IP3, TTC3, TTC9, TXK, WDR54, ZAP70, ZNF154, ZNF266",1.03846560989298e-267,266.983607881104
"174","CHAD63-KH_DOWN","STAMARIL_DOWN",52,2.75,"ABCC5, APMAP, ATM, C12orf57, CA4, CBX7, CYP27A1, EIF3F, EIF3L, EIF4B, ADGRE3, RFLNB, ATOSA, FOXO1, GMCL1, GPR183, H1-2, IL7R, IMPA2, IRS2, ITM2A, , KLHDC2, KLRB1, LDHB, LRRN3, MME, NAP1L1, NELL2, PABPC1, PABPC4, PACS1, PANX2, PRKDC, RPL13, RPL13A, RPL14, RPL3, RPL4, RPL5, RPS20, RPS3, RPS6, RUBCNL, SEL1L3, SGK1, SNRPN, SNURF, STMN3, TGM3, TMCO3, TMX4",3.09082315984695e-213,212.509925842203
"175","CHAD63-KH_DOWN","MMR II_DOWN",129,6.82,"A2M-AS1, ABCC5, ADAM22, ADAMTS10, ADK, AGAP1, ALDH7A1, ANGPT1, ANKRD18A, APMAP, BNC2, BRI3BP, KCNJ5-AS1, C12orf57, C14orf132, C16orf74, CACHD1, CASS4, CBX7, CD1C, CD27, CD40LG, CEACAM19, CERK, CMTM4, COLEC12, CPAMD8, CR1, CTNNBIP1, CTSF, CXCL1, CXCL6, CYBRD1, CYP27A1, DBP, DEF8, DEPDC7, DEPTOR, DOCK3, DPEP2, DPEP3, DSC1, DYNC2H1, EEF2K, EIF3F, EIF3L, EIF4B, ERP27, RFLNB, FAM110C, FAM153A, FAM171B, ATPSCKMT, FAT4, FGF9, FGFBP2, GPR34, GPRASP2, GSTA4, GSTM2, GZMA, HLF, HOPX, HTRA1, IER5L, IL16, IMPA2, , KLHL3, KLRB1, KRT72, KRT73, LDLRAP1, LEP, LGR6, MATK, ME1, MMP9, NEK6, NEXMIF, NLRP12, NMUR1, NOG, CCN3, NRCAM, NUDT6, OXNAD1, PCYOX1, PKIB, PLB1, PMFBP1, PPM1H, PRSS23, PTGDR, PTGFRN, RBL2, RGS14, RNF125, RPGRIP1, RPL4, S1PR1, SDC2, SEMA4C, SH3RF3, SIRPG, SLC16A10, SLC4A7, SNX18, SPON1, ST18, STARD13, STXBP1, STXBP5-AS1, SULT1B1, TBC1D10C, TENM1, THBD, TM6SF1, TMC8, TMEM107, TMEM45B, TOP2B, TRPC1, TTC3, VIPR1, VNN1, VSIG1, CFAP44, WNT7A",0,0
"176","CHAD63-KH_DOWN","PREVNAR_DOWN",0,0,"",4.97591362597289e-15,14.3031271669203
"177","CHAD63-KH_DOWN","BCG_DOWN",12,0.63,"ABCG1, CYP27A1, HTRA1, ME1, MMP9, NEK6, SLC26A11, SPINT1, SPP1, SPRED1, TKTL1, VIPR1",2.31607358314581e-308,307.635247646911
"178","CHAD63-KH_DOWN","PPD_DOWN",8,0.42,"ABCG1, HTRA1, ME1, NEK6, SPINT1, SPP1, SPRED1, TKTL1",7.65826599833286e-244,243.115869553162
"179","CHAD63-KH_DOWN","TC-83_DOWN",20,1.06,"ABAT, BRI3BP, CEP68, DIP2A, DPY19L3, RFLNB, GPR27, GRAMD1C, H2AZ2, CXCL8, IRS2, ITM2A, PDZD8, RNF141, RUNX2, SGK1, SH3YL1, STXBP5, THBD, TP53INP1",1.96847703672711e-38,37.7058696471074
"180","CHAD63-KH_DOWN","MVA85A_DOWN",7,0.37,"COQ8A, BBS2, BRI3BP, FCMR, , SGK1, VEZT",3.94092359177052e-12,11.4044019853308
"181","INACTIVATED INFLUENZA_DOWN","FLUARIX_DOWN",2,0.11,"DUSP18, INIP",6.65429770905922e-44,43.1768977729729
"182","INACTIVATED INFLUENZA_DOWN","LVS F TULARENSIS_DOWN",6,0.33,"CARD9, CCR6, CD74, FCER1G, FCGR2A, TICAM1",1.42259782069234e-68,67.8469178609426
"183","INACTIVATED INFLUENZA_DOWN","CN54GP140_DOWN",23,1.25,"ATG4B, FLII, SCAND1, ACO2, MIDEAS, PPP1CA, ATP6AP1, MYH9, GRK2, , ARHGAP1, CREBBP, DPEP2, DVL3, HGS, MAEA, MAST3, PDXDC1, PGAM1, MAP7D1, S100A4, SPEN, WAS",1.52071959771781e-174,173.81795085721
"184","INACTIVATED INFLUENZA_DOWN","HIV-1 GAG-POL NEF_DOWN",51,2.77,"FYN, IL32, SLFN13, SNORD4A, SRPK2, KMT2A, AAK1, ADGRG1, ANKRD36B, , CTC1, CBLB, CCR6, CD1C, CERK, COQ10A, CREBZF, CSNK1E, DGKA, DPEP2, EVL, PCED1B, GABPB2, GARRE1, GNG7, GSTM2, HLA-DQA1, IL18RAP, IL2RB, PATJ, IP6K1, MAP4K1, NAA16, PABPC1, PRDX2, SLC7A6, SNORA61, SNORD36C, SPOCK2, SPTAN1, TRAF1, WDR54, TUT4, ZFP36L2, ZNF486, ZNF827, CCL28, CXCR4, PDCD4-AS1, SNORA6, TXK",0,0
"185","INACTIVATED INFLUENZA_DOWN","HPV-VLP_DOWN",40,2.17,"SCAND1, CD99, CUX1, ALDH1A1, ALOX5, BICRA, GADD45B, GAS7, GRN, RNASET2, ACADVL, ASAH1, CFD, CSF3R, CYBA, CYTH2, DIDO1, DPEP2, FCGRT, GAK, MAEA, MFSD10, MXD4, MYO9B, MZF1, NAGPA, NISCH, NME3, PIK3R2, PLA2G4B, PLCB2, PLD3, SLC11A1, SRRM2, TNFRSF14, TNNI2, AK1, CEBPD, KLF2, SP2",2.43051732341807e-290,289.614301279161
"186","INACTIVATED INFLUENZA_DOWN","PANDEMRIX_DOWN",4,0.22,"IFITM2, MX1, SERPINA1, TRIM22",4.32812041479361e-53,52.3637006650103
"187","INACTIVATED INFLUENZA_DOWN","FLUZONE_DOWN",2,0.11,"PLAUR, CXCR4",9.14303752456564e-49,48.0389094978108
"188","INACTIVATED INFLUENZA_DOWN","FLUMIST_DOWN",3,0.16,", RASGRP4, SERPINA1",5.54524809088263e-43,42.2560790190205
"189","INACTIVATED INFLUENZA_DOWN","FLUENZ_DOWN",0,0,"",4.9483664682301e-16,15.3055381446863
"190","INACTIVATED INFLUENZA_DOWN","MENACTRA_DOWN",1,0.05,"CFD",3.56965579012312e-38,37.447373659422
"191","INACTIVATED INFLUENZA_DOWN","WETVAX_DOWN",32,1.74,"COMT, SRPK2, CD99, CSTB, KMT2A, CSF1R, FBP1, FGR, PIM3, , APOL3, AXIN1, KIAA0930, CBLB, CD1C, ENG, PCED1B, FES, FKBP15, IL11RA, IL18, IL18RAP, PATJ, KIF22, MDC1, NUP62, S100A4, SPOCK2, WDR54, ZNF526, OSER1, TXK",8.68103968571831e-272,271.06142825838
"192","INACTIVATED INFLUENZA_DOWN","STAMARIL_DOWN",13,0.71,"PPM1F, , GNG7, GPR162, LST1, MED25, MEF2D, MYADM, PABPC1, PRDX2, QPCT, SGK1, STMN3",1.61964688918349e-233,232.790579658787
"193","INACTIVATED INFLUENZA_DOWN","MMR II_DOWN",76,4.13,"RPL10, ITGB2, ZFHX3, ADAM15, ALDH1A1, ALDH2, ALOX5, AP1S2, ATP6V0A1, C1orf162, CD300C, CD33, CHST13, CRTAP, CSF1R, FBP1, GAS7, GNAQ, GRAMD4, MACROH2A1, LRP3, MPEG1, TSPO, VSIR, ZDHHC7, ACADVL, , ARHGAP4, C11orf21, KIAA0930, CACNA2D4, CARD9, CAT, CD1C, CERK, CHN2, CLEC7A, CMTM4, CNN2, COTL1, DEF8, DPEP2, FCGR2A, FCGRT, FCN1, FES, GSTM2, HLA-DMA, HNMT, HSPA7, IL18BP, KLHL3, KRT72, KRT73, LST1, LYZ, MAN2B1, NLRP1, PLCB2, PRAM1, PSTPIP1, QPCT, RASGRP4, S100A4, SLC11A1, SLC2A9, SNX29, TLR6, TNNI2, TSPAN32, UBXN11, VASH1, VIPR1, ARRB2, KLF2, SLC16A6",0,0
"194","INACTIVATED INFLUENZA_DOWN","PREVNAR_DOWN",0,0,"",8.79984503600258e-14,13.0555249756455
"195","INACTIVATED INFLUENZA_DOWN","BCG_DOWN",46,2.5,"S100A10, SLCO3A1, ZYX, ADAP2, ANXA5, CD300C, CD33, CD86, CHST13, CREG1, CSF1R, CXCL16, FBP1, FGR, LRP3, MAPKAPK3, MYOF, NIBAN2, PIEZO1, TNS3, TSPO, ZMIZ1, ANXA11, KIAA0930, CARD9, CEBPB, CST3, CTSB, ENG, FCGRT, FTL, HK3, ITGAX, NRROS, LYZ, MNDA, CYTH4, PTPRE, S100A11, S100A4, SLC26A11, SLC27A3, SPI1, TYROBP, VIPR1, ZMYND15",1.86416635688698e-195,194.72951533412
"196","INACTIVATED INFLUENZA_DOWN","PPD_DOWN",29,1.57,"S100A10, SLCO3A1, CD33, CD86, CSF1R, FBP1, GRN, LRP3, MYOF, NIBAN2, TNS3, TSPO, ZMIZ1, ANXA11, ASAH1, KIAA0930, CARD9, CST3, CTSB, ENG, FCGRT, FCN1, FTL, HK3, NRROS, LYZ, MNDA, S100A4, SLC27A3",1.44103610712695e-164,163.841325137209
"197","INACTIVATED INFLUENZA_DOWN","TC-83_DOWN",2,0.11,"DIP2A, SGK1",8.03738787639291e-70,69.094885072544
"198","INACTIVATED INFLUENZA_DOWN","MVA85A_DOWN",2,0.11,", SGK1",1.25809698299254e-22,21.9002858791173
"199","FLUARIX_DOWN","LVS F TULARENSIS_DOWN",0,0,"",1.88673035398669e-19,18.7242901635041
"200","FLUARIX_DOWN","CN54GP140_DOWN",1,4.17,"FBXL18",1.70134895071548e-29,28.7692066024205
"201","FLUARIX_DOWN","HIV-1 GAG-POL NEF_DOWN",0,0,"",3.16255907405127e-49,48.4999613534699
"202","FLUARIX_DOWN","HPV-VLP_DOWN",0,0,"",1.41627363287301e-39,38.8488528301448
"203","FLUARIX_DOWN","PANDEMRIX_DOWN",0,0,"",1.32937578383807e-16,15.8763522366806
"204","FLUARIX_DOWN","FLUZONE_DOWN",0,0,"",4.35555410111287e-15,14.3609565874421
"205","FLUARIX_DOWN","FLUMIST_DOWN",0,0,"",1.58214572048973e-14,13.8007535191379
"206","FLUARIX_DOWN","FLUENZ_DOWN",0,0,"",1.6841396151741e-06,5.77362190833141
"207","FLUARIX_DOWN","MENACTRA_DOWN",0,0,"",1.24926226089868e-12,11.9033463794763
"208","FLUARIX_DOWN","WETVAX_DOWN",0,0,"",4.29891325158499e-38,37.366641318488
"209","FLUARIX_DOWN","STAMARIL_DOWN",0,0,"",2.72656617600558e-34,33.5643839571647
"210","FLUARIX_DOWN","MMR II_DOWN",1,4.17,"SPIRE1",4.23456506069096e-43,42.3731911901602
"211","FLUARIX_DOWN","PREVNAR_DOWN",0,0,"",8.4206980758705e-06,5.07465190399539
"212","FLUARIX_DOWN","BCG_DOWN",0,0,"",3.17328197191689e-35,34.4984913355874
"213","FLUARIX_DOWN","PPD_DOWN",0,0,"",8.2992631742219e-32,31.0809604634762
"214","FLUARIX_DOWN","TC-83_DOWN",0,0,"",2.51654291599123e-18,17.5991956589409
"215","FLUARIX_DOWN","MVA85A_DOWN",0,0,"",7.98927711183157e-10,9.09749251487192
"216","LVS F TULARENSIS_DOWN","CN54GP140_DOWN",1,0.96,"FCGR3A",1.45556989377144e-47,46.8369669357075
"217","LVS F TULARENSIS_DOWN","HIV-1 GAG-POL NEF_DOWN",5,4.81,"CCR4, CCR6, CCR7, CD44, FCER1A",4.60501265663523e-70,69.3367691718299
"218","LVS F TULARENSIS_DOWN","HPV-VLP_DOWN",1,0.96,"PYCARD",6.67939835947255e-62,61.1752626544299
"219","LVS F TULARENSIS_DOWN","PANDEMRIX_DOWN",0,0,"",3.1378018533751e-23,22.5033744848099
"220","LVS F TULARENSIS_DOWN","FLUZONE_DOWN",0,0,"",8.51333809300721e-21,20.069900118985
"221","LVS F TULARENSIS_DOWN","FLUMIST_DOWN",0,0,"",6.5511470624538e-20,19.1836826512633
"222","LVS F TULARENSIS_DOWN","FLUENZ_DOWN",0,0,"",4.35587878112058e-08,7.36092421464237
"223","LVS F TULARENSIS_DOWN","MENACTRA_DOWN",0,0,"",5.77946958320267e-17,16.2381120175758
"224","LVS F TULARENSIS_DOWN","WETVAX_DOWN",1,0.96,"CCR7",3.87121965956169e-59,58.4121521853772
"225","LVS F TULARENSIS_DOWN","STAMARIL_DOWN",1,0.96,"FCER1A",4.18284789630703e-52,51.3785279276727
"226","LVS F TULARENSIS_DOWN","MMR II_DOWN",7,6.73,"CARD9, CD209, FCER1A, FCGR2A, FCGR2B, CCL22, FCGR1A",2.78892627213912e-60,59.5545629665609
"227","LVS F TULARENSIS_DOWN","PREVNAR_DOWN",0,0,"",3.84769292332318e-07,6.41479959542523
"228","LVS F TULARENSIS_DOWN","BCG_DOWN",3,2.88,"CARD9, CCR1, DCSTAMP",1.20811505915145e-49,48.9178917021594
"229","LVS F TULARENSIS_DOWN","PPD_DOWN",3,2.88,"CARD9, CCR1, DCSTAMP",1.24456077817104e-43,42.9049838897506
"230","LVS F TULARENSIS_DOWN","TC-83_DOWN",1,0.96,"FCER1A",4.10464756833554e-24,23.3867241261689
"231","LVS F TULARENSIS_DOWN","MVA85A_DOWN",0,0,"",8.9326623009435e-13,12.049019084192
"232","CN54GP140_DOWN","HIV-1 GAG-POL NEF_DOWN",4,2.08,"DPEP2, , NDRG3, SORL1",3.86947413731687e-209,208.41234805172
"233","CN54GP140_DOWN","HPV-VLP_DOWN",8,4.17,"DPEP2, SORL1, MAEA, RAI2, SCAND1, PRKCZ, TPRA1, IRF3",1.56756378097986e-137,136.804774779579
"234","CN54GP140_DOWN","PANDEMRIX_DOWN",0,0,"",1.46332697569412e-39,38.8346586213297
"235","CN54GP140_DOWN","FLUZONE_DOWN",0,0,"",1.64216108607705e-34,33.7845842434632
"236","CN54GP140_DOWN","FLUMIST_DOWN",1,0.52,"",2.07481579355545e-30,29.6830204548042
"237","CN54GP140_DOWN","FLUENZ_DOWN",0,0,"",1.82585345038803e-11,10.7385340834512
"238","CN54GP140_DOWN","MENACTRA_DOWN",0,0,"",5.60861954179783e-27,26.2511440191636
"239","CN54GP140_DOWN","WETVAX_DOWN",11,5.73,"ATP6V1B2, GBA1, , LASP1, KAT6A, SH2D3C, SORL1, CORO1A, S100A4, B4GALT3, UBB",2.33303643105437e-123,122.632078479516
"240","CN54GP140_DOWN","STAMARIL_DOWN",7,3.65,"WLS, , SORL1, ARAP3, TPRA1, GUK1, UBXN6",6.21457623293011e-108,107.206588480212
"241","CN54GP140_DOWN","MMR II_DOWN",5,2.6,"DPEP2, , SORL1, ARAP3, S100A4",8.19676873653135e-185,184.086357317916
"242","CN54GP140_DOWN","PREVNAR_DOWN",0,0,"",5.69057658704268e-10,9.24484372729835
"243","CN54GP140_DOWN","BCG_DOWN",3,1.56,"ARAP3, ATP6V1A, S100A4",6.47497564692882e-121,120.188761860671
"244","CN54GP140_DOWN","PPD_DOWN",2,1.04,"ATP6V1A, S100A4",1.65984737632622e-103,102.779931843687
"245","CN54GP140_DOWN","TC-83_DOWN",0,0,"",1.08558575092808e-45,44.9643358657296
"246","CN54GP140_DOWN","MVA85A_DOWN",2,1.04,", ARAP3",4.71013946852913e-15,14.3269662331013
"247","HIV-1 GAG-POL NEF_DOWN","HPV-VLP_DOWN",31,3.02,"ABLIM1, BCL11B, CASP8AP2, CD8B, CD96, CDC25B, CDK6, CYP27A1, DHRS3, DPEP2, DPP4, FCMR, HPCAL4, HSF2, ITGA6, LCK, LEF1, NDRG2, NEO1, NOP53, PABPC4, PCYOX1, PDGFC, RCAN3, RPL13, SLC7A8, SORL1, UBASH3A, VNN1, VPS51, ZNF395",7.57821492087108e-299,298.12043308214
"248","HIV-1 GAG-POL NEF_DOWN","PANDEMRIX_DOWN",0,0,"",2.97840656346953e-63,62.5260160197404
"249","HIV-1 GAG-POL NEF_DOWN","FLUZONE_DOWN",1,0.1,"CXCR4",5.11678676652638e-51,50.2910026811421
"250","HIV-1 GAG-POL NEF_DOWN","FLUMIST_DOWN",2,0.19,", RORA",4.11132679626662e-45,44.3860180011631
"251","HIV-1 GAG-POL NEF_DOWN","FLUENZ_DOWN",2,0.19,"CD3G, CD8A",3.34548751960143e-10,9.47554058592454
"252","HIV-1 GAG-POL NEF_DOWN","MENACTRA_DOWN",0,0,"",7.47157825963547e-41,40.1265876502526
"253","HIV-1 GAG-POL NEF_DOWN","WETVAX_DOWN",86,8.37,"ABCC5, ABLIM1, AKR1B1, ARL4C, ATP2B4, BIN1, C12orf57, CBLB, CBX7, CCL5, CCR7, CD1C, CD2, CD3D, CD3G, CD79B, CD8A, CD8B, CDC25B, CYFIP2, CYP27A1, DHRS3, EIF3F, ESYT1, FCGBP, FGFBP2, FLNB, FOXO1, GRAP, GZMA, GZMK, HADH, HINT1, IL16, IL18RAP, IL7R, PATJ, INPP4B, ITM2A, ITPKB, KLRB1, KLRC2, KMT2A, LAT, LCK, LDHB, LTB, MDN1, MS4A1, NELL2, NR1D1, NSG1, P2RX5, PCED1B, PDE3B, PEBP1, PRKCH, PRKCQ, , RHOH, RPL12, RPL13, RPL35, RPL37, RPLP1, RPS15A, RPS16, RPS18, RPS21, RPS29, RPS4Y1, SH2D1A, SKAP1, SLC38A1, SORL1, SPOCK2, SPTBN1, SRPK2, SRSF5, TCF7, TCL1A, TTC3, TXK, WDR54, ZAP70, ZNF266",1.54022243870686e-193,192.812416553886
"254","HIV-1 GAG-POL NEF_DOWN","STAMARIL_DOWN",75,7.3,"ABCC5, ADGRE3, ANAPC16, ATM, BANK1, C12orf57, CAMK1D, CBX7, CDC14B, CMPK1, CYP27A1, DDX3X, EEF1A1, EEF2, EIF2S3, EIF3F, EIF3L, EIF4B, ELAPOR1, ATOSA, FBL, FCER1A, FCRLA, FOXO1, GNG7, GYPC, H1-2, H4C3, HINT1, IL7R, ITM2A, KLHDC2, KLRB1, LDHB, LRRN3, NAP1L1, NELL2, PABPC1, PABPC4, PACS1, PRDX2, PRKDC, , RFLNB, RGCC, RPL11, RPL13, RPL18, RPL22, RPL23, RPL3, RPL30, RPL35, RPL35A, RPL37A, RPL4, RPL5, RPLP0, RPLP1, RPS13, RPS14, RPS15A, RPS18, RPS20, RPS23, RPS29, RPS3, RPS4X, RPS5, RPS6, SEL1L3, SESN3, SNHG29, SORL1, IL1R2",2.46850524473353e-138,137.607565945715
"255","HIV-1 GAG-POL NEF_DOWN","MMR II_DOWN",63,6.13,"ABCC5, ADK, AHNAK, AQP3, ATPSCKMT, C12orf57, C16orf74, CASS4, CBX7, CD1C, CD27, CD40LG, CD52, CERK, CRYL1, CTSF, CYP27A1, DPEP2, DSC1, EIF3F, EIF3L, EIF4B, ESYT1, FCER1A, FCRL6, FGFBP2, GGTA1, GSTM2, GZMA, IL16, KLRB1, LDLRAP1, LTA4H, MATK, NMUR1, NOG, OXNAD1, PCYOX1, PDGFC, PDZD4, PFDN5, PLXDC1, PRSS23, PTGDR, , RBL2, RFLNB, RGCC, RNF125, RPL17, RPL22, RPL4, S1PR1, SEMA4C, SIRPG, SLC16A10, SLC4A7, SORL1, TOP2B, TSPAN18, TTC3, VNN1, VSIG1",0,0
"256","HIV-1 GAG-POL NEF_DOWN","PREVNAR_DOWN",0,0,"",1.09222576545917e-13,12.9616875827311
