Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p),padj
"ChAd (V2, D3)",Influenza/LA (D3),0.025,8,157,153,165,161,"BLNK, CAMLG, CCR2, CCR6, CLDND1, CX3CR1, ICAM2, LAIR1",4.85,4.97,4.988824760975616e-82,81.30200175095717,1.6463121711219534e-78
"ChAd (V2, D3)",Pneumococcus/PS (D3),0.006,1,164,2,165,3,BRCA2,0.61,33.33,2.1643460067816196e-4,3.6646733088039944,0.10385863685539136
"ChAd (V2, D3)",HIV/VV (D3),0.018,6,159,172,165,178,"CX3CR1, CXCR5, ICAM2, LAIR1, LFNG, MAFB",3.64,3.37,3.587380565768476e-90,89.44522254893144,1.2268841534928187e-86
"ChAd (V2, D3)",Meningococcus/PS (D3),0,0,165,1,165,1,,0,0,0.00602409638554217,2.220108088040055,1
"ChAd (V2, D3)",Meningococcus/CONJ (D3),0,0,165,7,165,7,,0,0,1.2806678651787459e-12,11.892563487759626,1.955579830127945e-9
"ChAd (V2, D3)",Varicella Zoster/LA (D3),0.006,1,164,12,165,13,ERAP2,0.61,7.69,9.641996242696582e-18,17.015833042089316,1.7239889281941486e-14
"ChAd (V2, D3)",Influenza/IN (D4),0.022,5,160,67,165,72,"FOSB, IL21R, LFNG, SOX4, ZC3HAV1",3.03,6.94,6.656478697122246e-53,52.17675545353777,1.8285346980994808e-49
"ChAd (V2, D3)",Yellow Fever/LA (D5),0.015,3,162,36,165,39,"CX3CR1, ICAM2, SOX4",1.82,7.69,1.1632194541904494e-36,35.93433834309361,2.756830106431365e-33
"ChAd (V2, D3)",Influenza/IN (D5),0,0,165,4,165,4,,0,0,3.049233596480158e-8,7.515809303815569,3.457830898408499e-5
"ChAd (V2, D3)",Influenza/IN (D6),0,0,165,3,165,3,,0,0,1.2883011945128656e-6,5.889982590529859,0.0011092273284755774
"ChAd (V2, D3)",Ebola/VV (D7),0.058,19,146,163,165,182,"CCNB2, CD247, CSF1, F2R, FASLG, GNLY, GZMB, ICAM2, KLRD1, LAX1, LYL1, NCAM1, NCR1, PDGFRB, PYHIN1, SH2D2A, TBX21, TNFRSF9, ZC3HAV1",11.52,10.44,1.1487509826054263e-72,71.93977410412384,3.6449868678070177e-69
"ChAd (V2, D3)",Yellow Fever/LA (D7),0.058,33,132,400,165,433,"ACKR3, BRCA2, C1QA, CAMLG, CBL, CCR6, CD244, CD79B, CX3CR1, CXCR5, EIF2B2, ERAP2, FOLR3, FZD1, GNLY, GZMB, ICAM2, ITGA4, KLRD1, LAG3, LAIR1, LFNG, MAFB, PDGFRB, PPP3CA, PTGS2, RAC2, SERINC5, STAT5B, TNF, TNFRSF9, YY1, ZC3HAV1",20,7.62,5.709838264613695e-98,97.24337619329191,2.0092920853175593e-94
"ChAd (V2, D3)",Smallpox/LA (D7),0,0,165,3,165,3,,0,0,1.2883011945128656e-6,5.889982590529859,0.0011092273284755774
"ChAd (V2, D3)",Tuberculosis/VV (D7),0.012,2,163,5,165,7,"CCNB2, PYHIN1",1.21,28.57,1.8833501625318667e-8,7.725068926123904,2.216703141300007e-5
"ChAd (V2, D3)",Hepatitis A/B/IN/SU (D7),0.01,2,163,43,165,45,"CCNB2, KMT2A",1.21,4.44,1.3454803492820048e-42,41.87112264071755,3.379846637396396e-39
"ChAd (V2, D3)",Influenza/IN (D7),0.043,17,148,226,165,243,"ADCY9, BLNK, CCNB2, CCR2, CD79B, CFH, FKBP14, FOSB, LAX1, MAFB, PARP1, PTGS2, S1PR5, SPIB, ST6GAL1, TECR, TNF",10.3,7,3.287084053256161e-89,88.48318919053395,1.119909536944374e-85
"ChAd (V2, D3)",Influenza/LA (D7),0.041,12,153,128,165,140,"CCR2, CSF1, CX3CR1, CXCR5, ERAP2, ICAM2, ITGA4, KLRD1, METTL3, PTGS2, PYHIN1, ST6GAL1",7.27,8.57,1.0150997542858718e-69,68.99349127734963,3.1782773306690644e-66
"ChAd (V2, D3)",Pneumococcus/PS (D7),0.026,5,160,25,165,30,"CCNB2, CCNE1, LAX1, PARP1, SLCO4C1",3.03,16.67,1.2385157187949055e-26,25.907098477134205,2.609552619500866e-23
"ChAd (V2, D3)",HIV/VV (D7),0.005,1,164,17,165,18,CCNB2,0.61,5.56,5.2472548850505446e-23,22.280067839464245,1.040005918217018e-19
"ChAd (V2, D3)",Meningococcus/PS (D7),0.006,1,164,3,165,4,VPREB3,0.61,25,5.153204778051459e-6,5.287922599201896,0.003967967679099624
"ChAd (V2, D3)",Meningococcus/CONJ (D7),0.031,7,158,62,165,69,"BLNK, CCNB2, CCR6, CD244, CKAP2, ST6GAL1, TECR",4.24,10.14,2.850391413247692e-48,47.5450954989593,7.54498607086664e-45
"ChAd (V2, D3)",Varicella Zoster/LA (D7),0.006,1,164,7,165,8,TNF,0.61,12.5,1.0245342921429983e-11,10.989473500767682,1.5091390123266367e-8
"ChAd (V2, D3)",Influenza/IN (D8),0,0,165,1,165,1,,0,0,0.00602409638554217,2.220108088040055,1
"ChAd (V2, D3)",Smallpox/LA (D10),0.006,1,164,3,165,4,C1QA,0.61,25,5.153204778051459e-6,5.287922599201896,0.003967967679099624
"ChAd (V2, D3)",Influenza/IN (D10),0.011,2,163,15,165,17,"PYHIN1, TNF",1.21,11.76,4.8015297339815193e-20,19.318620377377275,9.050883548555164e-17
"ChAd (V2, D3)",Pneumococcus/PS (D10),0.006,1,164,6,165,7,FKBP14,0.61,14.29,2.202748728107456e-10,9.657035040852074,3.0067520138666776e-7
"ChAd (V2, D3)",Yellow Fever/LA (D10),0.022,5,160,67,165,72,"CCNB2, CX3CR1, CXCR5, PDGFRB, PYHIN1",3.03,6.94,6.656478697122246e-53,52.17675545353777,1.8285346980994808e-49
"ChAd (V2, D3)",Smallpox/LA (D13),0.006,1,164,8,165,9,LYL1,0.61,11.11,5.329947184558927e-13,12.273277094457155,8.325377502281044e-10
"ChAd (V2, D3)",Yellow Fever/LA (D14),0.016,6,159,210,165,216,"CCNB2, ICAM2, MAFB, PTMS, S1PR5, TNF",3.64,2.78,6.1712023716948e-100,99.20963021157148,2.188308361002976e-96
"ChAd (V2, D3)",Malaria/SU (D14),0.055,26,139,305,165,331,"ADORA1, AIMP1, CAMK4, CCNE1, CD244, CD247, CDK6, CXCR5, EIF2B2, FASLG, FKBP14, GHSR, GLI3, KMT2A, MAFB, METTL3, NCR1, PDGFRB, PTMS, PTPRR, SERINC5, SERPINB9, SIRT2, SOX4, ST6GAL1, YY1",15.76,7.85,3.949995491891089e-93,92.40340340003125,1.3678834388418841e-89
"ChAd (V2, D3)",Pneumococcus/PS (D14),0,0,165,4,165,4,,0,0,3.049233596480158e-8,7.515809303815569,3.457830898408499e-5
"ChAd (V2, D3)",Influenza/IN (D14),0.026,6,159,65,165,71,"CD79B, EIF2B2, ERAP2, LYL1, MAFB, SOX4",3.64,8.45,8.25773162815215e-51,50.08313923556964,2.2295875396010804e-47
"ChAd (V2, D3)",Smallpox/LA (D21),0,0,165,5,165,5,,0,0,8.968334107294555e-10,9.047288220857826,1.1721612678233984e-6
"ChAd (V2, D3)",Pneumococcus/PS (D21),0.006,1,164,6,165,7,RAB3B,0.61,14.29,2.202748728107456e-10,9.657035040852074,3.0067520138666776e-7
"ChAd (V2, D3)",Influenza/IN (D21),0.006,1,164,16,165,17,CCR6,0.61,5.88,5.305557717106632e-22,21.27526895658248,1.0308698644338186e-18
"ChAd (V2, D3)",Yellow Fever/LA (D21),0.027,5,160,23,165,28,"ADORA1, BLNK, CCR2, CX3CR1, KLRD1",3.03,17.86,5.112080397922412e-25,24.291402324626752,1.051043729812848e-21
"ChAd (V2, D3)",Yellow Fever/LA (D28),0.049,16,149,161,165,177,"ACKR3, ADCY9, CD247, CD79B, CLDND1, F2R, GNLY, GZMB, ITGB8, KLRC3, LAX1, NCAM1, PDGFRB, RNF24, TECR, TNF",9.7,9.04,4.177409521675565e-75,74.3790929476973,1.3367710469361807e-71
"ChAd (V2, D3)",Influenza/IN (D28),0.025,7,158,118,165,125,"FOSB, ITGA4, LAG3, MAFB, PPP3CA, S1PR5, TNF",4.24,5.6,5.386714255874178e-72,71.26867606146693,1.7043563905585902e-68
"ChAd (V2, D3)",Pneumococcus/PS (D28),0,0,165,3,165,3,,0,0,1.2883011945128656e-6,5.889982590529859,0.0011092273284755774
"ChAd (V2, D3)",Yellow Fever/LA (D60),0,0,165,3,165,3,,0,0,1.2883011945128656e-6,5.889982590529859,0.0011092273284755774
"ChAd (V2, D3)",Influenza/IN (D70),0.008,2,163,90,165,92,"MAFB, S1PR5",1.21,2.17,1.0066823771659732e-67,66.99710753401756,3.1247420987231804e-64
"ChAd (V2, D3)",Yellow Fever/LA (D84),0.03,8,157,98,165,106,"ERAP2, FKBP14, LYL1, NCAM1, RNF24, SPIB, TECR, ZC3HAV1",4.85,7.55,2.2385376507095101e-63,62.65003559667573,6.773814931046977e-60
"ChAd (V2, D7)","BBIBP (V3, D14)",0.105,70,133,463,203,533,"A2M, ADM, ARL4C, BCL2A1, BCL3, BCL6, BRD2, C1QA, C4BPB, CCL20, CCL3, CD83, CLNK, CNIH1, CNTNAP3, CRTC3, CSF1, CSRP2, CTNNB1, CXCL2, CXCL8, DCAF12, ESCO2, F2, FFAR2, FRK, G0S2, GATA3, GPR84, GZMB, HMGB2, ICAM1, IFNG, IL1B, IL1RL1, IRF1, ITGB8, JMJD6, KCNMB3, KLF4, MAFB, MARCKS, MS4A2, MS4A3, NAV1, NFKB2, NFKBIA, NFKBID, NINJ1, NLRP9, NR1H2, PDE4B, PLEK, PTGER4, PTX3, RAB3B, RAP1GAP, RARA, RELA, RGS1, RIPK2, RPS6, SGK1, SLC24A1, SLC31A2, TICAM1, TNFAIP3, TNFAIP6, TRIB1, TSHR",34.48,13.13,2.2861198561239147e-88,87.64090100426064,7.745374072547823e-85
"ChAd (V2, D7)","BBIBP (V3, D28)",0.117,75,109,458,184,533,"A2M, ADM, ADRB2, ARL4C, ATF3, BCL3, BCL6, BMP6, BRD2, CCL20, CCL3, CD83, CMTM2, CNIH1, CRTC3, CSF1, CTNNB1, CXCL2, CXCL8, CXCR2, DAB2, DCAF12, DUSP1, EHD3, ENDOD1, FOSB, G0S2, GATA3, GPM6B, GPR84, ICAM1, IFNG, IL12A, IL1B, IL6, IRF1, JAM3, JMJD6, KCNMB3, KLF4, LAMB3, LRRC32, LSM14A, MARCKS, MME, MS4A2, NFKB2, NFKBIA, NINJ1, NRGN, PDE4B, PDGFA, PF4V1, PLEK, PRTFDC1, PTGER4, PTX3, RAP1GAP, RELA, RGS1, RIPK2, RPS6, SELP, SERINC5, SGK1, SLC24A1, SPARC, SUCNR1, TICAM1, TMEM140, TNFAIP3, TREML1, TRIB1, ZFP36L1, ZMYND11",40.76,14.07,1.442776678264045e-73,72.84080088644177,4.5923581669144555e-70
"ChAd (V2, D7)","BNT (V2, D1)",0.089,61,151,472,212,533,"A2M, ANKH, APOBEC3F, ARL4C, BCL11A, C17orf99, CA4, CBFA2T3, CCL4, CCRL2, CD40, CDKN2C, CXCL1, CXCL10, CXCL6, CXCL8, DOK3, E2F5, EBF1, FASLG, FCGR1A, FGFBP2, FPR3, GBP1, GBP7, GPX1, GZMB, GZMH, IDO1, IFI27, IL12A, IL12RB1, IRF1, ITGAL, KLRC3, LAG3, LILRB1, MARCO, MRC1, MS4A3, NKG7, PDE4B, PDGFRB, PML, PTGFRN, PYHIN1, RIPK2, S1PR5, SECTM1, SERPINB9, SGK1, SH2D2A, SLAMF7, STAB1, STX11, TBX21, THEMIS, TMEM229B, TNFAIP6, TXLNA, ZNF683",28.77,11.44,4.58397660242231e-102,101.3387576077651,1.6387716353659756e-98
"ChAd (V2, D7)","BNT-I (D10, hospital)",0.243,282,628,251,910,533,"A2M, ABLIM1, ACKR3, ACTR3, ADCY9, ADGRG3, ADM, ADORA1, ADRB2, ALPL, ANKH, AP3B1, APBB1, APBB1IP, APEH, ARID5A, ARL4C, ATF3, ATP8B2, BASP1, BCL11B, BCL2A1, BCL3, BCL6, BRCA2, BTN3A2, BTNL8, C1QB, C1QC, C1R, CA4, CAMK4, CARD9, CASP6, CCL4, CCNB2, CCR6, CCR9, CD247, CD3E, CD40LG, CD53, CD55, CDH26, CDK6, CEBPB, CEBPD, CFH, CHST15, CLDND1, CLIC3, CLNK, CMTM2, CRTC3, CSF1, CSF1R, CSRP2, CST3, CST7, CX3CR1, CXCL10, CXCR4, CXCR5, DEFB1, DENND3, DHCR24, DOK3, DPP4, DUSP1, EDN3, ENPP5, EPX, ESCO2, ETS1, F12, F2, F2R, F5, FASLG, FCAR, FCER1A, FCGR1A, FCGR3B, FER, FFAR2, FGFBP2, FGR, FOLR3, GATA3, GBP1, GBP7, GLI3, GPM6B, GPR84, GPR89A, GPR89B, GZMH, HERC5, HESX1, HLA-C, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-E, HLA-F, HMGB2, HOXB4, HRH4, ICAM2, IFI27, IFI30, IFI35, IFI6, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IFNAR1, IL10, IL15, IL1B, IL1R2, IL21R, IL5RA, IL7R, IMPDH2, IMPG2, INPP5D, IRAK3, IRF7, IRF9, IRGM, ISG15, ITGA6, ITGB8, ITK, JMJD6, KCNH1, KCNJ15, KCNJ2, KCNMB3, KIR2DL4, KLF4, KLRC3, KLRD1, KLRF2, KMT2A, LAG3, LAT2, LEF1, LFNG, LILRA5, LRG1, MAL, MARCKS, MATK, METTL3, MMP19, MMP9, MS4A2, MS4A3, MS4A4A, MTOR, MX1, MX2, MXD1, MYO1G, NAV1, NCAM1, NCAPH2, NCR1, NELL2, NFKBIA, NKG7, NLRP6, NOG, NR3C2, NR4A1, NRARP, NRP2, OAS3, OASL, OTUD7B, PAG1, PIK3R3, PIK3R5, PKIA, PKNOX1, PLEKHF1, PLP1, PML, POU2AF1, PPP3CA, PRF1, PTGDR, PTGDS, PTGER4, PTGS2, PTH2R, PTPN11, PTPN7, PYHIN1, RAB10, RAP1GAP, RFPL4A, RIPK2, RPL22, RPS6, RPS6KA3, RSAD2, S1PR5, SBNO2, SCD, SECTM1, SELP, SERPING1, SH2D2A, SIGLEC1, SIRPG, SKIL, SLA, SLAMF1, SLC15A4, SLC19A2, SLC24A1, SLC27A2, SLC27A3, SLC37A3, SLC38A1, SLC38A6, SLC44A1, SLCO4C1, SMC4, SORCS3, SPIB, SPN, STAT5B, STX11, STXBP4, SUCNR1, TARM1, TBKBP1, TBX21, TCF7, TECR, TESPA1, TFEB, THBS1, THEM4, THEMIS, TMCC3, TMEM140, TNF, TNFAIP3, TNFAIP6, TNFRSF4, TNFSF11, TNIP2, TOX, TREML1, TRIB1, TRIM64B, TRPC1, TRPV1, TSHR, TTLL1, TTYH2, TXK, TYMP, TYROBP, USP18, VAV2, XCL1, ZAP70, ZBP1, ZBTB7A, ZC3H8, ZC3HAV1, ZFPM1, ZMYND11, ZNF683",30.99,52.91,8.281434265323662e-104,103.08189444104447,2.973863044677727e-100
"ChAd (V2, D7)","BNT-I (D26, hospital)",0.194,185,421,348,606,533,"A2M, ACKR3, ACTR3, ADCY9, ADGRG3, ADM, ADORA1, ADRB2, ALPL, ANKH, APBB1IP, APEH, ARHGEF5, BASP1, BCL11A, BCL2A1, BCL3, BCL6, BLNK, C1R, CA4, CALCRL, CARD9, CASP6, CCNB2, CCR6, CD3E, CD40, CD40LG, CD53, CD55, CD70, CD72, CDH26, CEBPB, CEBPD, CFH, CHRNA7, CHST15, CLNK, CMTM2, CSRP2, CST7, CTNNB1, CX3CR1, CXCR5, CYP4F3, DCAF15, DENND3, DNASE1, DOK3, DUSP1, ENPP5, ETS1, F12, F2R, F5, FASLG, FCAR, FCER1A, FCGR1A, FCGR3B, FER, FOSB, FPR3, FRK, G0S2, GLI3, GPM6B, GPR84, GPR89B, GTPBP1, GZMH, HLA-C, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-E, HMGB1, HMGB2, HOXB4, ICAM1, ICAM2, ICOSLG, IER3, IFI27, IFI30, IFITM2, IFITM3, IGF1R, IL1R2, IL21R, IL7R, IMPDH2, IRAK3, IRF1, ITGAX, JMJD6, JUP, KCNH1, KCNJ15, KCNJ2, KLF4, KLRD1, KMT2A, LAG3, LAT2, LFNG, LILRA5, MARCKS, MATK, MS4A3, MTOR, MXD1, MYO1C, MYO1G, NAV1, NCR1, NFKBIA, NKG7, NOG, NR3C2, NRP2, OTUD7B, PDE4B, PIK3R5, PLAUR, PLEK, PLEKHF1, PPP2R1A, PRF1, PROK2, PTGDR, PTGDS, PTH2R, PTPRE, PYHIN1, RAP1GAP, RFPL4A, RIPK2, RPL22, RPS6KA3, SELP, SERINC5, SH2D2A, SLC15A3, SLC15A4, SLC18A2, SLC19A2, SLC24A1, SLC27A2, SLC37A3, SLC38A1, SLC7A8, SPIB, SPN, STAT5B, STX11, STXBP4, TARM1, TBKBP1, TBX21, TECR, THEMIS, THEMIS2, TNFAIP3, TNFSF11, TNFSF9, TNIP2, TOX, TREM1, TREML1, TRIB1, TRIM64B, TTLL1, TTYH2, TUBB4B, UBE2M, VAV2, ZAP70, ZC3H8, ZC3HAV1, ZFPM1, ZMYND11, ZNF683",30.53,34.71,8.132854087215503e-123,122.08975701937398,3.065272705471523e-119
"ChAd (V2, D7)","BNT-I-BNT (D51, hospital)",0.121,89,202,444,291,533,"A2M, ADORA1, ADRB2, ANKH, APEH, APOBEC3F, ARHGEF5, BLNK, BTN3A2, CASP6, CCL20, CCL3L1, CCNB2, CD40LG, CD72, CD99, CEBPD, CFH, CHRNA7, CTNNB1, CX3CR1, CXCR5, DAB2, DCAF12, DCAF15, DHCR24, E2F5, EBF1, EIF2B2, ENPP5, F12, F2R, FASLG, FER, FPR3, GAS2L3, GPM6B, GPR89A, GPX1, HLA-DOA, HOXB4, IFI27, IFITM2, IL1B, IL1R2, IL21R, IL7R, ITK, KLF4, MATR3, MS4A3, MTOR, NCR1, NFKBIA, NRARP, OTUD7B, PAG1, PIK3R3, PLEKHF1, PLP1, PRF1, PTGDR, PTGER4, PTGS2, PTH2R, RAB10, RIPK2, RPL22, SERINC5, SH2D2A, SLAMF7, SLC15A4, SLC19A2, SLC24A1, SLC27A2, SLC31A2, SLC7A8, SP2, SPIB, SPN, TARM1, TBX21, TGFB2, TNIP2, TRIM64B, UNG, USP27X, ZC3H8, ZMYND11",30.58,16.7,2.0359410661060365e-110,109.69123479757073,7.465795889410836e-107
"ChAd (V2, D7)","ChAd (V1, D7)",0.205,178,334,355,512,533,"A2M, ACKR3, ADCY9, ADGRE5, ALPL, ANKH, AP3B1, APEH, APOBEC3F, ARID5A, ATF3, BASP1, BLNK, BRCA2, BTN3A2, BTNL8, C1QA, C1QB, C1QBP, C1R, CA4, CBL, CCL19, CCL20, CCL3, CCL3L1, CCL4, CCNB2, CCR6, CCR9, CD53, CD55, CD83, CDKN2C, CEBPD, CKAP2, CLDND1, CMTM2, CSF1, CSF1R, CSK, CST3, CTPS1, CTSC, CXCL10, CXCL2, CXCL6, CXCR1, CXCR2, CXCR5, CYP4F3, DNASE1, DOK3, DPYSL2, DUSP1, E2F5, EBF1, ENDOD1, ENPP5, ESCO2, FASLG, FCGR1A, FCGR3A, FCGR3B, FER, FGR, FKBP14, FKBP1B, FOSB, FPR2, FPR3, FRK, FZD1, GAS2L3, GBP1, GPBAR1, GPLD1, GTPBP1, GZMH, HEXIM1, HLA-DPA1, HMGB1, HMGB2, ICAM2, ICOSLG, IDO1, IFI27, IFI35, IFI6, IFNAR1, IFNG, IL12RB1, IL1B, IL1R2, IL6, IL6ST, IRF1, IRF8, ITGAL, KCNJ15, KCNMB3, KLF4, KMT2A, LAIR1, LEF1, LILRB1, LILRB2, MARCKS, MATR3, MME, MMP19, MMP9, MRC1, MS4A4A, MTOR, NFKBIA, NKG7, NLRP6, NRARP, OAS3, PAFAH1B1, PDE4B, PDE4D, PDGFRB, PI3, PIK3R3, PLEKHF1, POU2AF1, PPP3CA, PROK2, PTGDR, PTGER4, PTGS2, PTPN11, PTPN7, PTPRE, PTX3, RAB10, RELA, RTN1, S1PR3, SCIMP, SDC2, SERINC5, SIGLEC1, SLA, SLC24A1, SLC27A2, SLC27A3, SLC2A6, SLC31A2, SLC37A3, SLC38A6, SLC44A1, SMC4, SP2, SPN, STX11, SYVN1, TECR, TICAM1, TMCC3, TMEM229B, TNF, TNFAIP3, TNFRSF10C, TNFSF11, TNIP2, TRIM26, TSHR, TTLL1, TTYH2, TUBB4B, UNC93B1, USP18, XCL1, ZBP1, ZMYND11",34.77,33.4,6.394714750134533e-108,107.19417882338323,2.333431412324091e-104
"ChAd (V2, D7)","ChAd (V2, D3)",0.185,109,56,424,165,533,"A2M, ACKR3, ADCY9, ADORA1, ADRB2, ARHGEF5, BLNK, BRCA2, C1QA, CADM2, CALCRL, CAMK4, CBL, CCNB2, CCR6, CCRL2, CD247, CDH26, CDK6, CFH, CKAP2, CLC, CLDND1, CRTC3, CSF1, CST7, CX3CR1, CXCR5, EIF2B2, ENPP5, EPX, F2, F2R, FASLG, FCGR3A, FGFBP2, FKBP14, FOLR3, FOSB, FZD1, GHSR, GLI3, GPR89A, GPR89B, GZMB, HEXIM1, ICAM2, IFNG, IL21R, IL6ST, IMPG2, ITGB8, KIR2DL1, KLRC3, KLRD1, KMT2A, LAG3, LAIR1, LAMB3, LEF1, LFNG, LRRC19, MAFB, MASP2, METTL3, MYSM1, NCAM1, NCR1, NFKB2, NLRP9, OTUD7B, PAG1, PCBP3, PDGFA, PDGFRB, PEX5L, PPP3CA, PRF1, PRTFDC1, PTGS2, PTMS, PYHIN1, RAB3B, RAC2, S1PR3, S1PR5, SERINC5, SERPINB9, SH2D2A, SLA, SLCO4C1, SOX4, SPIB, SPN, STAT5B, STXBP4, SYVN1, TARM1, TBX21, TECR, THEM4, TMEM229B, TNF, TNFRSF9, TNFSF11, TRIM59, VAV2, YY1, ZC3HAV1",66.06,20.45,4.181044108741213e-35,34.37871525075098,9.762737993910733e-32
"ChAd (V2, D7)","ChAd-BNT (V2, D0)",0.238,175,358,201,533,376,"A2M, ACTR3, ADGRG3, ADM, ALPL, APEH, BASP1, BCL2A1, BCL3, BCL6, BMP6, BRCA2, BTNL8, CA4, CBL, CCL18, CCL20, CCL3, CCL3L1, CCL4, CCR6, CCR9, CCRL2, CD55, CD70, CD83, CD99, CDH26, CDK6, CEBPB, CKAP2, CLDND1, CLIC3, CMTM2, CNTNAP3, CRTC3, CSF1, CSF2, CSRP2, CTPS1, CXCL1, CXCL2, CXCL6, CXCL8, CXCR1, CXCR2, CXCR4, CXCR5, CYP4F3, DAB2, DNASE1, EBF1, EHD3, EIF2B2, ENDOD1, EPX, F2, FASLG, FCGR3B, FFAR2, FKBP14, FKBP1B, FPR2, GJB2, GPLD1, GPM6B, GPR84, GPR89A, GPR89B, GTPBP1, HBEGF, HESX1, HLA-E, ICAM1, ICAM2, IER3, IFITM2, IFNAR1, IFNG, IKZF1, IL15, IL1B, IL1R2, IL21R, IL6, IL7R, IMPG2, IRF1, IRGM, ITGAL, JAK1, JAM3, KCNJ15, KCNJ2, KMT2A, LAMB3, LFNG, LRG1, LRRC32, MASP2, METTL3, MME, MSH6, MTOR, MXD1, MYB, MYSM1, NFKB2, NFKBIA, NFKBID, NLRP9, NR3C2, NR4A3, NRGN, OAS3, PDE4B, PDGFA, PEX5L, PF4V1, PI3, PLEK, PPP2R1A, PPP3CA, PROK2, PRTFDC1, PTAFR, PTPN7, PTPRE, PTX3, RAD51C, RAP1GAP, RGS1, RPS6KA3, S1PR3, SDC2, SELP, SERPINB9, SGPP2, SH2D2A, SIGLEC1, SLA, SLA2, SLC12A1, SLC15A3, SLC16A3, SLC19A2, SOX4, SPARC, SPN, SRC, STX4, STXBP4, TECR, TMCC3, TMEM140, TNF, TNFAIP2, TNFAIP6, TNFRSF10C, TNFSF11, TNFSF15, TNFSF9, TREM1, TREML1, TRIM59, TTLL1, TXK, UBE2M, UNG, XCL1, YY1, ZBTB7A, ZC3H8, ZC3HAV1, ZMYND11",32.83,46.54,6.175533124109361e-75,74.20932554448697,1.9749354930901737e-71
"ChAd (V2, D7)","ChAd-BNT (V2, D3)",0.231,234,299,478,533,712,"A2M, ADGRG3, ALPL, APEH, APOBEC3F, ARID5A, ARL4C, ATF3, ATP9A, BASP1, BCL11A, BMP6, BRCA2, BTNL8, C1QA, C1QB, C1QC, CA4, CASP6, CBL, CCL18, CCL3L1, CCL4, CCNB2, CCR6, CCRL2, CD247, CD55, CD70, CD99, CDK6, CEBPB, CLDND1, CMTM2, CNTNAP3, CSF1, CSF1R, CSF2, CSRP2, CST7, CTNNB1, CTPS1, CTSC, CX3CR1, CXCL1, CXCL10, CXCL16, CXCL6, CXCL8, CXCR1, CXCR2, CXCR4, CXCR5, DAB2, DCAF12, DEFB1, EBF1, EHD3, EIF2B2, ENDOD1, EPB41L3, EPX, ESCO2, F5, FASLG, FCGR1A, FCGR3B, FGR, FKBP14, FKBP1B, FPR3, FZD1, GBP1, GBP7, GJB2, GLI3, GPBAR1, GPLD1, GPM6B, GPR89A, GPR89B, HBEGF, HERC5, HESX1, HLA-DMB, HLA-DOA, HLA-DPA1, ICOSLG, IDO1, IER3, IFI27, IFI35, IFI6, IFIT1, IFIT2, IFIT3, IFITM3, IFNG, IGF1R, IGSF6, IL1R2, IL21R, IL4I1, IL6, IL7R, IMPDH2, IMPG2, IRAK3, IRF7, IRF9, ISG15, ITGAL, ITK, JAM3, JMJD6, JUP, KIR2DL1, KLF4, KMT2A, LAIR1, LAMB3, LFNG, LILRB1, LILRB2, LIPA, LRG1, LRRC32, MARCKS, MARCO, MASP2, METTL3, MME, MMP19, MPEG1, MS4A4A, MTOR, MX1, MX2, MYB, MYO7B, MYSM1, NAV1, NCAPH2, NCF1, NFKB2, NKG7, NLGN1, NLRP6, NLRP9, NOG, NR4A3, NRARP, NRGN, OAS3, OASL, PDE4D, PDGFA, PEX5L, PF4V1, PI3, PIK3R5, PML, POU2AF1, PPP2R1A, PPP3CA, PRKDC, PRTFDC1, PTGER4, PTGFRN, PTPN11, PTPN7, RAB10, RAD54B, RAP1GAP, RGS1, RHOU, RPL22, RPS6, RPS6KA3, RSAD2, S1PR5, SCIMP, SDC2, SECTM1, SELP, SERPING1, SH2D2A, SIGLEC1, SLA, SLA2, SLAMF7, SLC12A1, SLC19A2, SLC27A3, SLC2A6, SLC31A2, SLC38A6, SLC44A1, SMC4, SPARC, SPIB, SSPN, STAB1, STX11, SUCNR1, TECR, TGFB2, TMCC3, TMEM140, TMEM229B, TNF, TNFAIP3, TNFRSF10C, TNFRSF4, TNFSF11, TNFSF9, TOX, TREML1, TSHR, TTYH2, TXK, TXLNA, TYMP, UBE2M, UNC93B1, USP18, USP27X, XCL1, YY1, ZBP1, ZBTB7A, ZC3H8, ZC3HAV1, ZMYND11",43.9,32.87,2.0409475906034658e-108,107.69016814736818,7.457622496065065e-105
