"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"620","HEPATITIS B SURFACE ANTIGEN (D0)","TICE BGC RBCG (D14)",0,7,9,7,9,"",0,0,8.74125874125873e-05,8.74125874125873e-05
"621","HEPATITIS B SURFACE ANTIGEN (D0)","IMUVAC (D1)",0,7,10,7,10,"",0,0,5.14191690662278e-05,5.14191690662278e-05
"622","HEPATITIS B SURFACE ANTIGEN (D0)","TIV INFLUENZA (M12-13)",0,7,42,7,42,"",0,0,1.16413643939836e-08,1.16413643939836e-08
"623","HEPATITIS B SURFACE ANTIGEN (D0)","MENVEO ACWYVAX (D7)",0,7,27,7,27,"",0,0,1.85886873709944e-07,1.85886873709944e-07
"624","HEPATITIS B SURFACE ANTIGEN (D0)","MVA85A (H6)",0,7,20,7,20,"",0,0,1.12608808260982e-06,1.12608808260982e-06
"625","HEPATITIS B SURFACE ANTIGEN (D0)","FLUVIRIN PANDEMRIX (D7)",0,7,6,7,6,"",0,0,0.000582750582750584,0.000582750582750584
"626","HEPATITIS B SURFACE ANTIGEN (D0)","FLUARIX (D28)",2,5,117,7,119,"BPI,OLR1",28.57,1.68,9.32711426226631e-08,9.32711426226631e-08
"627","HEPATITIS B SURFACE ANTIGEN (D0)","INFLUENZA (D28)",0,7,2,7,2,"",0,0,0.0277777777777778,0.0277777777777778
"628","HEPATITIS B SURFACE ANTIGEN (D0)","FLUARIX (D3)",2,5,42,7,44,"BPI,OLR1",28.57,4.55,1.10127307167085e-05,1.10127307167085e-05
"629","HEPATITIS B SURFACE ANTIGEN (D0)","INFLUENZA (D3)",0,7,77,7,77,"",0,0,2.20781462450826e-10,2.20781462450826e-10
"630","HEPATITIS B SURFACE ANTIGEN (D0)","FLUZONE (D1)",0,7,5,7,5,"",0,0,0.00126262626262626,0.00126262626262626
"631","HEPATITIS B SURFACE ANTIGEN (D0)","BCG (D56)",0,7,12,7,12,"",0,0,1.98459950781932e-05,1.98459950781932e-05
"632","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (D1)",0,7,39,7,39,"",0,0,1.86829701737592e-08,1.86829701737592e-08
"633","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (D14)",0,7,15,7,15,"",0,0,5.86358945492071e-06,5.86358945492071e-06
"634","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (D28)",0,7,56,7,56,"",0,0,1.80743359880718e-09,1.80743359880718e-09
"635","HEPATITIS B SURFACE ANTIGEN (D0)","YF17D (D7)",1,6,6,7,7,"DEFA4",14.29,14.29,0.00466200466200466,0.00466200466200466
"636","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (D9)",0,7,12,7,12,"",0,0,1.98459950781932e-05,1.98459950781932e-05
"637","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (H72)",0,7,8,7,8,"",0,0,0.000155400155400155,0.000155400155400155
"638","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (D3)",0,7,27,7,27,"",0,0,1.85886873709944e-07,1.85886873709944e-07
"639","HEPATITIS B SURFACE ANTIGEN (D0)","ZOSTAVAX (H6)",0,7,64,7,64,"",0,0,7.51941491312253e-10,7.51941491312253e-10
"640","HEPATITIS B SURFACE ANTIGEN (D0)","INFLUENZA (D0)",0,7,4,7,4,"",0,0,0.00303030303030303,0.00303030303030303
"641","HEPATITIS B SURFACE ANTIGEN (D0)","PANDEMRIX (D7)",0,7,33,7,33,"",0,0,5.36378245356571e-08,5.36378245356571e-08
"642","HEPATITIS B SURFACE ANTIGEN (D0)","PFALCIPARUM RTSS (D1)",0,7,3,7,3,"",0,0,0.00833333333333333,0.00833333333333333
"643","HEPATITIS B SURFACE ANTIGEN (D0)","ATTENUVAX (D14)",0,7,7,7,7,"",0,0,0.000582750582750584,0.000582750582750584
"644","HEPATITIS B SURFACE ANTIGEN (D0)","WETVAX (ANY)",0,7,23,7,23,"",0,0,4.91207387759113e-07,4.91207387759113e-07
"645","HEPATITIS B SURFACE ANTIGEN (D0)","YF VAX (ANY)",0,7,29,7,29,"",0,0,1.1979376305752e-07,1.1979376305752e-07
"646","HEPATITIS B SURFACE ANTIGEN (D0)","CHAD63-KH (H24)",0,7,319,7,319,"",0,0,1.374267134316e-14,1.374267134316e-14
"647","HEPATITIS B SURFACE ANTIGEN (D0)","INACTIVATED INFLUENZA (D28)",0,7,84,7,84,"",0,0,1.23548457130018e-10,1.23548457130018e-10
"648","HEPATITIS B SURFACE ANTIGEN (D0)","INACTIVATED INFLUENZA (D7)",0,7,122,7,122,"",0,0,1.00050619210081e-11,1.00050619210081e-11
"649","HEPATITIS B SURFACE ANTIGEN (D0)","INACTIVATED INFLUENZA (D2)",0,7,26,7,26,"",0,0,2.34079766894004e-07,2.34079766894004e-07
"650","HEPATITIS B SURFACE ANTIGEN (D0)","PFALCIPARUM RTSS (D56)",0,7,22,7,22,"",0,0,6.40705288381449e-07,6.40705288381449e-07
"651","HEPATITIS B SURFACE ANTIGEN (D0)","LVS F TULARENSIS (H336)",0,7,35,7,35,"",0,0,3.70667893132591e-08,3.70667893132591e-08
"652","HEPATITIS B SURFACE ANTIGEN (D0)","LVS F TULARENSIS (H48)",0,7,50,7,50,"",0,0,3.78235088206464e-09,3.78235088206464e-09
"653","HEPATITIS B SURFACE ANTIGEN (D0)","HIV LIPO 5 (D1)",0,7,1,7,1,"",0,0,0.125,0.125
"654","HEPATITIS B SURFACE ANTIGEN (D0)","HIV LIPO 5 (W14)",0,7,12,7,12,"",0,0,1.98459950781932e-05,1.98459950781932e-05
"655","HEPATITIS B SURFACE ANTIGEN (D0)","FLUMIST (D3)",0,7,101,7,101,"",0,0,3.58638659990705e-11,3.58638659990705e-11
"656","HEPATITIS B SURFACE ANTIGEN (D0)","TC-83 (H24)",0,7,20,7,20,"",0,0,1.12608808260982e-06,1.12608808260982e-06
"657","HEPATITIS B SURFACE ANTIGEN (D0)","RVSV ZEBOV (D7)",0,7,4,7,4,"",0,0,0.00303030303030303,0.00303030303030303
"658","HEPATITIS B SURFACE ANTIGEN (D0)","LVS F TULARENSIS (H18)",0,7,33,7,33,"",0,0,5.36378245356571e-08,5.36378245356571e-08
"659","HEPATITIS B SURFACE ANTIGEN (D0)","LVS F TULARENSIS (H192)",0,7,32,7,32,"",0,0,6.50155448917059e-08,6.50155448917059e-08
"660","HEPATITIS B SURFACE ANTIGEN (D0)","CN54GP140 (D1)",0,7,8,7,8,"",0,0,0.000155400155400155,0.000155400155400155
"661","HEPATITIS B SURFACE ANTIGEN (D0)","CN54GP140 (D3)",0,7,4,7,4,"",0,0,0.00303030303030303,0.00303030303030303
"662","HEPATITIS B SURFACE ANTIGEN (D0)","HPV-VLP (M2)",0,7,82,7,82,"",0,0,1.45132223737069e-10,1.45132223737069e-10
"663","HEPATITIS B SURFACE ANTIGEN (D0)","INFLUENZA (D1)",1,6,35,7,36,"CRISP3",14.29,2.78,1.33440441527733e-06,1.33440441527733e-06
"664","HEPATITIS B SURFACE ANTIGEN (D0)","FLUARIX FLUVIRIN (D28)",0,7,20,7,20,"",0,0,1.12608808260982e-06,1.12608808260982e-06
"665","HEPATITIS B SURFACE ANTIGEN (D0)","MONOV INFLUENZA A (D28)",0,7,15,7,15,"",0,0,5.86358945492071e-06,5.86358945492071e-06
"666","HEPATITIS B SURFACE ANTIGEN (D0)","MONOV INFLUENZA A (D3)",0,7,21,7,21,"",0,0,8.44566061957367e-07,8.44566061957367e-07
"667","HEPATITIS B SURFACE ANTIGEN (D0)","PANDEMRIX (D3)",0,7,3,7,3,"",0,0,0.00833333333333333,0.00833333333333333
"668","HEPATITIS B SURFACE ANTIGEN (D0)","PANDEMRIX (D30)",0,7,3,7,3,"",0,0,0.00833333333333333,0.00833333333333333
"669","HEPATITIS B SURFACE ANTIGEN (D0)","FLUAD (D7)",0,7,30,7,30,"",0,0,9.71300781547461e-08,9.71300781547461e-08
"670","HEPATITIS B SURFACE ANTIGEN (D0)","INFLUENZA (D7)",0,7,44,7,44,"",0,0,8.63743585624201e-09,8.63743585624201e-09
"671","HEPATITIS B SURFACE ANTIGEN (D0)","FLUZONE (D30)",0,7,1,7,1,"",0,0,0.125,0.125
"672","HEPATITIS B SURFACE ANTIGEN (D0)","FLUZONE (D7)",1,6,7,7,8,"CEACAM8",14.29,12.5,0.00466200466200466,0.00466200466200466
"673","HEPATITIS B SURFACE ANTIGEN (D0)","FLUMIST (D1)",0,7,1,7,1,"",0,0,0.125,0.125
"674","HEPATITIS B SURFACE ANTIGEN (D0)","FLUENZ (D3-4)",0,7,3,7,3,"",0,0,0.00833333333333333,0.00833333333333333
"675","HEPATITIS B SURFACE ANTIGEN (D0)","FLUMIST (D30)",0,7,1,7,1,"",0,0,0.125,0.125
"676","HEPATITIS B SURFACE ANTIGEN (D0)","FLUENZ (D6-7)",0,7,4,7,4,"",0,0,0.00303030303030303,0.00303030303030303
"677","HEPATITIS B SURFACE ANTIGEN (D0)","MENACTRA (D7)",0,7,2,7,2,"",0,0,0.0277777777777778,0.0277777777777778
"678","HEPATITIS B SURFACE ANTIGEN (D0)","WETVAX (D2-4)",0,7,20,7,20,"",0,0,1.12608808260982e-06,1.12608808260982e-06
"679","HEPATITIS B SURFACE ANTIGEN (D0)","WETVAX (D5-7)",0,7,107,7,107,"",0,0,2.43031910859431e-11,2.43031910859431e-11
"680","HEPATITIS B SURFACE ANTIGEN (D0)","WETVAX (D50-60)",0,7,40,7,40,"",0,0,1.59004001478801e-08,1.59004001478801e-08
"681","HEPATITIS B SURFACE ANTIGEN (D0)","BCG (D7)",0,7,1,7,1,"",0,0,0.125,0.125
"682","HEPATITIS B SURFACE ANTIGEN (D0)","YF17D (D3)",0,7,15,7,15,"",0,0,5.86358945492071e-06,5.86358945492071e-06
"683","HEPATITIS B SURFACE ANTIGEN (D0)","YF VAX (D4-7)",0,7,67,7,67,"",0,0,5.55685504463059e-10,5.55685504463059e-10
"684","HEPATITIS B SURFACE ANTIGEN (D0)","STAMARIL (D10)",0,7,57,7,57,"",0,0,1.60974554893765e-09,1.60974554893765e-09
"685","HEPATITIS B SURFACE ANTIGEN (D0)","STAMARIL (D14)",0,7,10,7,10,"",0,0,5.14191690662278e-05,5.14191690662278e-05
"686","HEPATITIS B SURFACE ANTIGEN (D0)","STAMARIL (D28)",0,7,8,7,8,"",0,0,0.000155400155400155,0.000155400155400155
"687","HEPATITIS B SURFACE ANTIGEN (D0)","STAMARIL (D3)",0,7,62,7,62,"",0,0,9.26872324360581e-10,9.26872324360581e-10
"688","HEPATITIS B SURFACE ANTIGEN (D0)","STAMARIL (D60)",0,7,8,7,8,"",0,0,0.000155400155400155,0.000155400155400155
"689","HEPATITIS B SURFACE ANTIGEN (D0)","STAMARIL (D7)",0,7,84,7,84,"",0,0,1.23548457130018e-10,1.23548457130018e-10
"690","HEPATITIS B SURFACE ANTIGEN (D0)","HPV-VLP (D0)",0,7,64,7,64,"",0,0,7.51941491312253e-10,7.51941491312253e-10
"691","HEPATITIS B SURFACE ANTIGEN (D0)","PREVNAR (M8)",0,7,7,7,7,"",0,0,0.000582750582750584,0.000582750582750584
"692","HEPATITIS B SURFACE ANTIGEN (D0)","PREVNAR (M9)",0,7,14,7,14,"",0,0,8.59993120055039e-06,8.59993120055039e-06
"693","HEPATITIS B SURFACE ANTIGEN (D0)","DRYVAX (M48)",0,7,11,7,11,"",0,0,3.14228255404726e-05,3.14228255404726e-05
"694","HEPATITIS B SURFACE ANTIGEN (D0)","DRYVAX (M9-M34)",0,7,2,7,2,"",0,0,0.0277777777777778,0.0277777777777778
"695","HEPATITIS B SURFACE ANTIGEN (D0)","BCG (W10)",0,7,63,7,63,"",0,0,8.34185091924529e-10,8.34185091924529e-10
"696","HEPATITIS B SURFACE ANTIGEN (D0)","PPD (W10)",0,7,45,7,45,"",0,0,7.47470410636327e-09,7.47470410636327e-09
"697","HEPATITIS B SURFACE ANTIGEN (D0)","TC-83 (D14)",0,7,50,7,50,"",0,0,3.78235088206464e-09,3.78235088206464e-09
"698","HEPATITIS B SURFACE ANTIGEN (D0)","TC-83 (D2)",0,7,35,7,35,"",0,0,3.70667893132591e-08,3.70667893132591e-08
"699","HEPATITIS B SURFACE ANTIGEN (D0)","TC-83 (D7)",0,7,24,7,24,"",0,0,3.80289590523184e-07,3.80289590523184e-07
"700","HEPATITIS B SURFACE ANTIGEN (D0)","MVA85A (D1)",0,7,5,7,5,"",0,0,0.00126262626262626,0.00126262626262626
"701","HEPATITIS B SURFACE ANTIGEN (D0)","MVA85A (D28)",0,7,6,7,6,"",0,0,0.000582750582750584,0.000582750582750584
"702","HEPATITIS B SURFACE ANTIGEN (D0)","BBIBP (V3, D14)",0,7,4,7,4,"",0,0,0.00303030303030303,0.00303030303030303
"703","HEPATITIS B SURFACE ANTIGEN (D0)","BBIBP (V3, D28)",0,7,1,7,1,"",0,0,0.125,0.125
"704","HEPATITIS B SURFACE ANTIGEN (D0)","BNT (V1, D6)",0,7,2,7,2,"",0,0,0.0277777777777778,0.0277777777777778
"705","HEPATITIS B SURFACE ANTIGEN (D0)","BNT (V2, D1)",0,7,48,7,48,"",0,0,4.92786286348991e-09,4.92786286348991e-09
"706","HEPATITIS B SURFACE ANTIGEN (D0)","BNT (V3, D1)",3,4,59,7,62,"CEACAM8,CRISP3,OLR1",42.86,4.84,4.85625485625486e-05,4.85625485625486e-05
"707","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D1)",1,6,66,7,67,"CAMP",14.29,1.49,4.11207273302662e-08,4.11207273302662e-08
"708","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D10, mild)",7,0,270,7,277,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1,RNASE3",100,2.53,1,1
"709","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D10, severe)",7,0,262,7,269,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1,RNASE3",100,2.6,1,1
"710","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D26, mild)",6,1,154,7,160,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1",85.71,3.75,0.043478260869565,0.043478260869565
"711","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D26, severe)",2,5,33,7,35,"BPI,CRISP3",28.57,5.71,3.19145055987161e-05,3.19145055987161e-05
"712","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D3)",0,7,50,7,50,"",0,0,3.78235088206464e-09,3.78235088206464e-09
"713","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I (D4)",0,7,6,7,6,"",0,0,0.000582750582750584,0.000582750582750584
"714","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I-BNT (D51, mild)",6,1,29,7,35,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1",85.71,17.14,0.194444444444444,0.194444444444444
"715","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-I-BNT (D51, severe)",0,7,7,7,7,"",0,0,0.000582750582750584,0.000582750582750584
"716","HEPATITIS B SURFACE ANTIGEN (D0)","BNT-MO (V3, D1)",0,7,91,7,91,"",0,0,7.22835142346053e-11,7.22835142346053e-11
"717","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd (V1, D3)",0,7,73,7,73,"",0,0,3.14790454697185e-10,3.14790454697185e-10
"718","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd (V1, D6)",0,7,40,7,40,"",0,0,1.59004001478801e-08,1.59004001478801e-08
"719","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd (V1, D7)",1,6,17,7,18,"DEFA4",14.29,5.56,5.20074890784273e-05,5.20074890784273e-05
"720","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd (V2, D1)",0,7,59,7,59,"",0,0,1.28404411852323e-09,1.28404411852323e-09
"721","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd (V2, D3)",0,7,5,7,5,"",0,0,0.00126262626262626,0.00126262626262626
"722","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd (V2, D7)",0,7,1,7,1,"",0,0,0.125,0.125
"723","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd-BNT (V2, D3)",0,7,81,7,81,"",0,0,1.57521559909746e-10,1.57521559909746e-10
"724","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd-BNT (V2, D7)",0,7,56,7,56,"",0,0,1.80743359880718e-09,1.80743359880718e-09
"725","HEPATITIS B SURFACE ANTIGEN (D0)","ChAd-BNT (V3, D1)",0,7,106,7,106,"",0,0,2.58931194747433e-11,2.58931194747433e-11
"726","HEPATITIS B SURFACE ANTIGEN (D0)","I (D10, moderate)",6,1,194,7,200,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,RNASE3",85.71,3,0.0348258706467661,0.0348258706467661
"727","HEPATITIS B SURFACE ANTIGEN (D0)","I (D10, severe)",6,1,221,7,227,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1",85.71,2.64,0.0307017543859649,0.0307017543859649
"728","HEPATITIS B SURFACE ANTIGEN (D0)","I (D26, moderate)",7,0,130,7,137,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1,RNASE3",100,5.11,1,1
"729","HEPATITIS B SURFACE ANTIGEN (D0)","I (D26, severe)",7,0,207,7,214,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1,RNASE3",100,3.27,1,1
"730","HEPATITIS B SURFACE ANTIGEN (D0)","I (D51, moderate)",2,5,3,7,5,"BPI,OLR1",28.57,40,0.166666666666667,0.166666666666667
"731","HEPATITIS B SURFACE ANTIGEN (D0)","I (D51, severe)",6,1,165,7,171,"BPI,CAMP,CEACAM8,CRISP3,DEFA4,OLR1",85.71,3.51,0.0406976744186048,0.0406976744186048
"732","HEPATITIS B SURFACE ANTIGEN (D0)","I-I (D1)",0,7,7,7,7,"",0,0,0.000582750582750584,0.000582750582750584
"733","HEPATITIS B SURFACE ANTIGEN (D0)","ZF2001 (V3, D07)",0,7,83,7,83,"",0,0,1.33844161890852e-10,1.33844161890852e-10
"734","HEPATITIS B SURFACE ANTIGEN (D0)","ZF2001 (V3, D14)",0,7,13,7,13,"",0,0,1.28998968008256e-05,1.28998968008256e-05
"735","HEPATITIS B SURFACE ANTIGEN (D0)","ZF2001 (V3, D28)",0,7,9,7,9,"",0,0,8.74125874125873e-05,8.74125874125873e-05
"736","HEPATITIS B SURFACE ANTIGEN (D28)","HEPATITIS B SURFACE ANTIGEN (D3)",5,4,4,9,9,"ANXA3,CCL4,CEACAM8,CRISP3,DEFA4",55.56,55.56,0.227972027972028,0.227972027972028
"737","HEPATITIS B SURFACE ANTIGEN (D28)","HEPATITIS B SURFACE ANTIGEN (D35)",5,4,2,9,7,"ANXA3,CCL4,CEACAM8,CRISP3,DEFA4",55.56,71.43,0.490909090909091,0.490909090909091
"738","HEPATITIS B SURFACE ANTIGEN (D28)","TWINRIX (D0)",4,5,107,9,111,"CAMP,CEACAM8,CRISP3,DEFA4",44.44,3.6,7.85587643998214e-07,7.85587643998214e-07
"739","HEPATITIS B SURFACE ANTIGEN (D28)","TWINRIX (D1)",0,9,14,9,14,"",0,0,1.22370562537476e-06,1.22370562537476e-06
"740","HEPATITIS B SURFACE ANTIGEN (D28)","TWINRIX (W2)",0,9,4,9,4,"",0,0,0.0013986013986014,0.0013986013986014
"741","HEPATITIS B SURFACE ANTIGEN (D28)","TWINRIX (W3)",0,9,3,9,3,"",0,0,0.00454545454545454,0.00454545454545454
"742","HEPATITIS B SURFACE ANTIGEN (D28)","CN54GP140 (D7)",0,9,3,9,3,"",0,0,0.00454545454545454,0.00454545454545454
"743","HEPATITIS B SURFACE ANTIGEN (D28)","CN54GP140 (H6)",0,9,5,9,5,"",0,0,0.0004995004995005,0.0004995004995005
"744","HEPATITIS B SURFACE ANTIGEN (D28)","HIV-1 GAG-POL NEF (D1)",1,8,312,9,313,"SNCA",11.11,0.32,3.51482472201521e-15,3.51482472201521e-15
"745","HEPATITIS B SURFACE ANTIGEN (D28)","HIV-1 GAG-POL NEF (D3)",0,9,44,9,44,"",0,0,2.25651444720401e-10,2.25651444720401e-10
"746","HEPATITIS B SURFACE ANTIGEN (D28)","HPV-VLP (M12)",1,8,5,9,6,"SNCA",11.11,16.67,0.002997002997003,0.002997002997003
"747","HEPATITIS B SURFACE ANTIGEN (D28)","HPV-VLP (M7)",0,9,3,9,3,"",0,0,0.00454545454545454,0.00454545454545454
"748","HEPATITIS B SURFACE ANTIGEN (D28)","FLUAD (D1)",1,8,36,9,37,"ANXA3",11.11,2.7,4.17530345583605e-08,4.17530345583605e-08
"749","HEPATITIS B SURFACE ANTIGEN (D28)","SANOFI INFLUENZA (D0)",0,9,4,9,4,"",0,0,0.0013986013986014,0.0013986013986014
"750","HEPATITIS B SURFACE ANTIGEN (D28)","SANOFI INFLUENZA (D1)",0,9,31,9,31,"",0,0,3.65712440015846e-09,3.65712440015846e-09
"751","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX FLUVIRIN (D1-D3)",0,9,4,9,4,"",0,0,0.0013986013986014,0.0013986013986014
"752","HEPATITIS B SURFACE ANTIGEN (D28)","SANOFI INFLUENZA (D14)",0,9,5,9,5,"",0,0,0.0004995004995005,0.0004995004995005
"753","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX FLUVIRIN (D3)",1,8,134,9,135,"SNCA",11.11,0.74,2.53301720999444e-12,2.53301720999444e-12
"754","HEPATITIS B SURFACE ANTIGEN (D28)","SANOFI INFLUENZA (D3)",0,9,3,9,3,"",0,0,0.00454545454545454,0.00454545454545454
"755","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX FLUVIRIN (D7)",1,8,190,9,191,"CCL4",11.11,0.52,1.70148290358058e-13,1.70148290358058e-13
"756","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX (D0)",0,9,66,9,66,"",0,0,7.96206095947071e-12,7.96206095947071e-12
"757","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX (D28 VS D3)",0,9,3,9,3,"",0,0,0.00454545454545454,0.00454545454545454
"758","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX FLUVIRIN (D1)",0,9,15,9,15,"",0,0,7.64816015859226e-07,7.64816015859226e-07
"759","HEPATITIS B SURFACE ANTIGEN (D28)","FLUMIST (D7)",3,6,334,9,337,"SNCA,ANXA3,CCL4",33.33,0.89,3.88098408566383e-11,3.88098408566383e-11
"760","HEPATITIS B SURFACE ANTIGEN (D28)","MENACTRA (D3)",1,8,47,9,48,"CCL4",11.11,2.08,6.33582368162992e-09,6.33582368162992e-09
"761","HEPATITIS B SURFACE ANTIGEN (D28)","MMR II (Y7)",3,6,198,9,201,"SNCA,CCL4,OLR1",33.33,1.49,8.27070976415226e-10,8.27070976415226e-10
"762","HEPATITIS B SURFACE ANTIGEN (D28)","MVA85A (D0)",0,9,4,9,4,"",0,0,0.0013986013986014,0.0013986013986014
"763","HEPATITIS B SURFACE ANTIGEN (D28)","MVA85A (D2)",1,8,37,9,38,"CCL4",11.11,2.63,3.4491637243863e-08,3.4491637243863e-08
"764","HEPATITIS B SURFACE ANTIGEN (D28)","TICE BGC RBCG (D14)",0,9,9,9,9,"",0,0,4.11353352529823e-05,4.11353352529823e-05
"765","HEPATITIS B SURFACE ANTIGEN (D28)","IMUVAC (D1)",0,9,10,9,10,"",0,0,1.0825088224469e-05,1.0825088224469e-05
"766","HEPATITIS B SURFACE ANTIGEN (D28)","TIV INFLUENZA (M12-13)",0,9,42,9,42,"",0,0,3.2869734759483e-10,3.2869734759483e-10
"767","HEPATITIS B SURFACE ANTIGEN (D28)","MENVEO ACWYVAX (D7)",0,9,27,9,27,"",0,0,1.06221070691397e-08,1.06221070691397e-08
"768","HEPATITIS B SURFACE ANTIGEN (D28)","MVA85A (H6)",0,9,20,9,20,"",0,0,9.98501748126939e-08,9.98501748126939e-08
"769","HEPATITIS B SURFACE ANTIGEN (D28)","FLUVIRIN PANDEMRIX (D7)",0,9,6,9,6,"",0,0,0.0001998001998002,0.0001998001998002
"770","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX (D28)",1,8,118,9,119,"OLR1",11.11,0.84,6.71468293346507e-12,6.71468293346507e-12
"771","HEPATITIS B SURFACE ANTIGEN (D28)","INFLUENZA (D28)",0,9,2,9,2,"",0,0,0.0181818181818182,0.0181818181818182
"772","HEPATITIS B SURFACE ANTIGEN (D28)","FLUARIX (D3)",1,8,43,9,44,"OLR1",11.11,2.27,1.19595265701812e-08,1.19595265701812e-08
"773","HEPATITIS B SURFACE ANTIGEN (D28)","INFLUENZA (D3)",0,9,77,9,77,"",0,0,2.17459169582211e-12,2.17459169582211e-12
"774","HEPATITIS B SURFACE ANTIGEN (D28)","FLUZONE (D1)",0,9,5,9,5,"",0,0,0.0004995004995005,0.0004995004995005
"775","HEPATITIS B SURFACE ANTIGEN (D28)","BCG (D56)",0,9,12,9,12,"",0,0,3.40217058483311e-06,3.40217058483311e-06
"776","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (D1)",0,9,39,9,39,"",0,0,5.96265005545504e-10,5.96265005545504e-10
"777","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (D14)",0,9,15,9,15,"",0,0,7.64816015859226e-07,7.64816015859226e-07
"778","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (D28)",2,7,54,9,56,"DCAF12,SNCA",22.22,3.57,6.50676095570587e-08,6.50676095570587e-08
"779","HEPATITIS B SURFACE ANTIGEN (D28)","YF17D (D7)",2,7,5,9,7,"DCAF12,DEFA4",22.22,28.57,0.020979020979021,0.020979020979021
"780","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (D9)",0,9,12,9,12,"",0,0,3.40217058483311e-06,3.40217058483311e-06
"781","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (H72)",0,9,8,9,8,"",0,0,4.11353352529822e-05,4.11353352529822e-05
"782","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (D3)",0,9,27,9,27,"",0,0,1.06221070691397e-08,1.06221070691397e-08
"783","HEPATITIS B SURFACE ANTIGEN (D28)","ZOSTAVAX (H6)",0,9,64,9,64,"",0,0,1.03005683741404e-11,1.03005683741404e-11
"784","HEPATITIS B SURFACE ANTIGEN (D28)","INFLUENZA (D0)",0,9,4,9,4,"",0,0,0.0013986013986014,0.0013986013986014
"785","HEPATITIS B SURFACE ANTIGEN (D28)","PANDEMRIX (D7)",0,9,33,9,33,"",0,0,2.24269649626442e-09,2.24269649626442e-09
"786","HEPATITIS B SURFACE ANTIGEN (D28)","PFALCIPARUM RTSS (D1)",0,9,3,9,3,"",0,0,0.00454545454545454,0.00454545454545454
"787","HEPATITIS B SURFACE ANTIGEN (D28)","ATTENUVAX (D14)",0,9,7,9,7,"",0,0,8.74125874125873e-05,8.74125874125873e-05
"788","HEPATITIS B SURFACE ANTIGEN (D28)","WETVAX (ANY)",0,9,23,9,23,"",0,0,3.56521491115484e-08,3.56521491115484e-08
"789","HEPATITIS B SURFACE ANTIGEN (D28)","YF VAX (ANY)",0,9,29,9,29,"",0,0,6.1345312518787e-09,6.1345312518787e-09
"790","HEPATITIS B SURFACE ANTIGEN (D28)","CHAD63-KH (H24)",1,8,318,9,319,"ANXA3",11.11,0.31,3.02590928656733e-15,3.02590928656733e-15
"791","HEPATITIS B SURFACE ANTIGEN (D28)","INACTIVATED INFLUENZA (D28)",0,9,84,9,84,"",0,0,1.03967846112217e-12,1.03967846112217e-12
