Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p),padj
"I (D26, moderate)","BNT-I (D10, mild)",0.399,125,121,67,246,192,"ACE, ACTR3, ADA, ADAM17, ADARB1, ADD2, ALOX5, ANKHD1, ANXA3, BCL6, BMX, BPI, BST1, C1R, CACNB3, CAMP, CCL5, CCNB2, CCR7, CD177, CD24, CD247, CD28, CD3G, CD40LG, CD55, CD58, CD6, CD81, CD8B, CD96, CDC42, CEACAM8, CFH, CR1, CRISP3, CRTAM, CTSW, CX3CR1, CXCL3, DEFA4, EOMES, ETS1, FASLG, FBXO38, FCER1A, FCER1G, FKBP1A, FUT4, GATA3, GPR15, GPR89A, GPR89B, GZMM, HDAC4, HHEX, HMGB2, HP, IFITM2, IL10RB, IL18RAP, IL2RB, IL7R, IMPDH2, ITGA3, ITGAM, ITGB7, ITGB8, JAK3, KLRC2, KLRC3, KLRK1, KMT2A, LAX1, LCN2, LGALS3, LILRA4, LILRA6, LRRC8A, MAP2K6, MEN1, MS4A2, MTOR, NLRC3, OLR1, OTUD7B, PIK3R1, PLCG1, PRF1, PRTN3, PTGDS, PYHIN1, RAG1, RASGRP1, RC3H1, RNASE2, RNF135, RPL22, RPS6, S100A12, S1PR1, SARM1, SKAP1, SOS2, SPN, ST3GAL1, ST6GAL1, STXBP1, STXBP4, TARM1, TBKBP1, TCF7, TESPA1, TGFBR3, THEMIS, TRIM64B, TRIM65, TTLL1, TXK, VIM, VNN1, ZAP70, ZC3H8, ZFPM1, ZNF3",50.81,65.1,4.1326577233544546e-17,16.383770562541667,1.0699450845764683e-13
"I (D26, moderate)","BNT-I (D26, mild)",0.414,101,52,91,153,192,"ACE, ACTR3, ADAM17, ADD2, ALOX5, ANKHD1, ANXA3, BCL6, BPI, BST1, C1R, CAMP, CCNB2, CCR7, CD177, CD24, CD247, CD3G, CD40LG, CD55, CD58, CD6, CDC42, CEACAM8, CFH, CR1, CRISP3, CTNNB1, DEFA4, EFNB1, EOMES, ETS1, FASLG, FBXO38, FCER1G, FKBP1A, FUT4, GATA3, GPR89B, HDAC4, HHEX, HMGB2, HP, HPRT1, IFITM2, IFNGR1, IL10RB, IL18RAP, IL1R1, IL1R2, IL7R, IMPDH2, ITGA3, ITGAM, ITGB7, JAK3, KLRC3, KMT2A, LAX1, LCN2, LCP1, LGALS3, LILRA6, MAP2K6, MEN1, MTOR, NFKBIA, NLRC3, OLR1, OTUD7B, PIK3R1, PPP2CA, PRF1, PTGDS, PTPRJ, RAG1, RBPJ, RC3H1, RHOA, RNF135, RPL22, S100A12, S1PR1, SARM1, SNAP23, SOS2, SPN, ST3GAL1, ST6GAL1, STXBP4, TARM1, TBKBP1, TCF7, TESPA1, TRIM64B, TRIM68, TTLL1, VIM, ZAP70, ZC3H8, ZFPM1",66.01,52.6,1.0382528878208798e-12,11.983696852259568,2.3641018255681435e-9
"I (D26, moderate)",BNT-I (D3),0.114,40,158,152,198,192,"ACE, ADAMTS13, ANKHD1, BPI, CACNB3, CCNB2, CDC42, CTNNB1, EFNB1, ELANE, EPHB2, FBXO38, FKBP1A, FLT1, GATA3, HLA-DPA1, IFNGR1, IL18BP, IL1R2, IL2RB, ITGA3, ITGAL, LAG3, MEN1, PTPRJ, RAB27A, RBPJ, RNASE2, RPS6KA3, S100A12, SSC5D, STXBP4, TARM1, TBKBP1, THEMIS, TTLL1, UBA7, XRCC5, ZBTB7A, ZFPM1",20.2,20.83,7.118253798415801e-62,61.147626531464724,3.0957285769310317e-58
"I (D26, moderate)","I (D10, moderate)",0.51,153,108,39,261,192,"ACE, ACTR3, ADAM17, ADAMTS13, ADARB1, ADD2, ALOX5, ANKHD1, ANXA3, BCL6, BMX, BPI, BST1, C1R, CACNB3, CAMP, CAV1, CCL5, CCNB2, CCND3, CCR7, CD177, CD24, CD247, CD28, CD3G, CD40LG, CD58, CD6, CD81, CD8B, CD96, CDH26, CDKN2B, CEACAM8, CH25H, CLEC10A, CR1, CRISP3, CRTAM, CTNNB1, CTSW, CX3CR1, CXCL2, CXCL3, DBH, DEFA4, EDNRB, EFNB1, EOMES, EPHB2, ETS1, FBXO38, FCAR, FCER1A, FCER1G, FKBP1A, FLT1, FLT3, FUT4, GATA3, GPR15, GPR89A, GPR89B, GZMM, HDAC4, HHEX, HLA-DPA1, HMGB2, HP, IFNGR1, IL10, IL10RB, IL12RB1, IL18BP, IL18RAP, IL1R1, IL1R2, IL2RB, IL32, IL7R, IMPDH2, ITGA3, ITGAL, ITGAM, ITGB7, ITGB8, ITPKB, JAG1, JAK3, KLRC2, KLRC3, KLRK1, KMT2A, LCN2, LGALS3, LILRA4, LILRA6, LRRC8A, LTB, LY86, MAP2K1, MAP2K6, MEN1, MS4A2, NFKBIA, NLRC3, OTUD7B, PIK3R1, PLCG1, PPARG, PRF1, PRKCQ, PTGDS, PYHIN1, RAB27A, RASGRP1, RBPJ, RC3H1, RNASE2, RNASE3, RNASE4, RNF135, RPL22, RPS6, S100A12, S1PR1, SARM1, SFTPD, SKAP1, SMAD3, SPN, ST3GAL1, ST6GAL1, STXBP1, STXBP4, TARM1, TCF7, TESPA1, TGFBR3, THBS1, THEMIS, TNFRSF17, TRIM64B, TRIM65, TTLL1, VIM, VNN1, ZAP70, ZBTB46, ZBTB7A, ZFPM1, ZNF3",58.62,79.69,9.032486387914323e-9,8.044192684247419,1.7080431759545985e-5
"I (D26, moderate)","I (D51, severe)",0.293,90,102,115,192,205,"ACE, ACTR3, ADAM17, ADD2, ALOX5, ANKHD1, ANXA3, AZU1, BCL6, BMX, BPI, BST1, C1R, CAMP, CCNB2, CCND3, CCR7, CD177, CD24, CD40LG, CD55, CDC42, CEACAM8, CFH, CH25H, CLEC10A, CR1, CRISP3, CX3CR1, CXCL2, DEFA4, ELANE, FASLG, FBXO38, FCAR, FCER1A, FLT1, FLT3, FUT4, GATA3, HDAC4, HLA-DPA1, HMGB2, IFITM2, IFNGR1, IL10, IL18RAP, IL1R1, IL1R2, IL7R, IMPDH2, ITGAM, ITGB8, ITPKB, JAG1, JAK3, LCN2, LCP1, LGALS3, MAP2K1, MAP2K6, MEN1, MS4A2, MTOR, NFKBIA, OLR1, PPP2CA, PRTN3, RC3H1, RHOA, RPL22, RPS6, S100A12, S1PR1, SARM1, SOS2, SPN, STXBP4, TARM1, TBKBP1, TESPA1, THBS1, TRIM64B, TRIM65, TRIM68, TXK, USP27X, ZBTB46, ZC3H8, ZNF3",46.88,43.9,1.0653080271609786e-27,26.972524800530977,3.558128810717668e-24
"I (D26, moderate)","ChAd (V1, D7)",0.182,68,124,181,192,249,"ADD2, ANXA3, BMX, BPI, C1R, CAMP, CAV1, CCNB2, CCR7, CD160, CD177, CD24, CD28, CD40LG, CD55, CDKN2B, CEACAM8, CLEC10A, CRISP3, CTSG, CX3CR1, CXCL2, DEFA4, EDNRB, EFNB1, FASLG, FCER1G, FUT4, HLA-DPA1, HMGB2, IFNGR1, IL10, IL12RB1, IL1R1, IL1R2, IL7R, ITGAL, ITPKB, KMT2A, LAX1, LCN2, LILRA4, LRRC8A, MAP2K1, MAP2K6, MTOR, NFKBIA, OLR1, PIK3R1, PRTN3, RAG1, RBPJ, RNASE3, S1PR1, SARM1, SFTPD, SPN, SSC5D, ST3GAL1, STXBP4, THEMIS, TMEM229B, TNFRSF17, TTLL1, UBA7, VIM, XCL1, ZNF3",35.42,27.31,3.2150360384824297e-49,48.49281415455116,1.3448495748972003e-45
"I (D26, moderate)","ChAd (V2, D3)",0.111,25,167,34,192,59,"CACNB3, CCNB2, CD247, CD8B, CDH26, CFH, CX3CR1, EOMES, FASLG, GPR89A, GPR89B, ITGB8, KLRC3, LAG3, LAX1, OTUD7B, PRF1, PYHIN1, S1PR1, SPN, ST6GAL1, STXBP4, TARM1, TMEM229B, TRIM65",13.02,42.37,1.1151767879554312e-24,23.952656278851325,3.503885467755965e-21
"I (D26, moderate)",BNT-I (D1),0.14,38,154,80,192,118,"ADAM17, ADD2, CAMP, CCR7, CD24, CD58, CD8B, CEACAM8, CTNNB1, CXCL2, CXCL3, EFNB1, EPHB2, ETS1, FLT1, FLT3, FUT4, HHEX, HPRT1, IL10, IMPDH2, ITPKB, JAG1, LCN2, LGALS3, MAP2K1, OLR1, PLCG1, RHOA, RNF135, RPS6, ST3GAL1, ST6GAL1, TARM1, THBS1, VIM, VNN1, ZNF3",19.79,32.2,6.474695343590014e-40,39.1887806617966,2.5270735926031825e-36
"I (D26, moderate)","ZF2001 (V3, D14)",0.134,45,147,145,192,190,"ACTR3, ADA, ANKHD1, BST1, CD24, CDKN2B, CTNNB1, CX3CR1, CXCL2, EFNB1, FBXO38, FKBP1A, FUT4, GPR89A, HPRT1, IL10RB, IL12RB1, IMPDH2, ITGB8, ITPKB, LAX1, LCN2, LCP1, LRRC8A, MAP2K1, MS4A2, NFKBIA, NLRC3, OLR1, PIK3R1, PPP2CA, RASGRP1, RHOA, RNF135, RPS6KA3, S100A12, SSC5D, ST6GAL1, TMEM229B, TNFRSF17, TRIM68, USP27X, VIM, XRCC5, ZBTB7A",23.44,23.68,3.284838324700778e-55,54.48348600096515,1.4098526089615738e-51
"I (D26, moderate)",I (D1),0.14,51,141,171,192,222,"ACTR3, ALOX5, ANXA3, BPI, BST1, CACNB3, CD177, CD28, CD40LG, CD58, CH25H, CR1, CX3CR1, EDNRB, EPHB2, FCER1G, FUT4, HDAC4, HP, HPRT1, IFITM2, IL10, IL10RB, IL12RB1, IL18RAP, IMPDH2, ITGAL, ITGAM, JAG1, JAK3, LAG3, LCP1, LILRA6, MAP2K6, MST1R, NFKBIA, PPARG, RNASE2, RNF135, RPL22, RPS6, S100A12, STXBP4, TARM1, TBKBP1, TMEM229B, UBA7, VIM, VNN1, ZBTB7A, ZNF3",26.56,22.97,1.4339438208409786e-57,56.843467863156846,6.200373081316392e-54
"I (D26, moderate)","ZF2001 (V3, D28)",0.153,40,152,70,192,110,"ADA, BPI, CCL5, CD24, CD3G, CD8B, CD96, CX3CR1, CXCL2, ETS1, FKBP1A, GATA3, GZMM, HPRT1, IL10, IL32, IMPDH2, ITPKB, LAX1, LRRC8A, LTB, MAP2K6, NFKBIA, NLRC3, OLR1, PIK3R1, PPP2CA, RASGRP1, RBPJ, RC3H1, RPS6KA3, ST3GAL1, ST6GAL1, TMEM229B, TNFRSF17, TRIM68, TTLL1, UBA7, USP27X, ZNF3",20.83,36.36,2.638361040592453e-35,34.57866577466978,9.835809959328666e-32
"I (D26, moderate)","BNT-MO (V3, D1)",0.1,21,171,18,192,39,"ADAMTS13, BPI, CAMP, CD24, CD58, CDC42, CEACAM8, CRISP3, EDNRB, EPHB2, FLT1, GPR15, HP, LCN2, OLR1, PRTN3, RNASE4, STXBP1, TARM1, TRIM68, ZBTB7A",10.94,53.85,1.3393157626834755e-15,14.873117019833314,3.3174851441669686e-12
"I (D26, moderate)","BNT (V1, D6)",0.071,16,176,32,192,48,"ADD2, CAV1, CD177, CXCL2, CXCL3, EPHB2, FASLG, GPR15, GPR89A, ITGAL, LAG3, PYHIN1, SPN, ST3GAL1, TNFRSF17, ZBTB7A",8.33,33.33,3.76310167423165e-27,26.424454047435855,1.2454559156154749e-23
"I (D26, moderate)","BNT (V2, D1)",0.14,37,155,72,192,109,"ADD2, BPI, BST1, CAMP, CD8B, CEACAM8, CLEC10A, CRISP3, CRTAM, CTSG, CXCL2, CXCL3, DEFA4, ELANE, EPHB2, FASLG, GPR15, IFNGR1, IL12RB1, IL18BP, ITGAL, KLRC2, KLRC3, LAG3, LCN2, LRRC8A, MEN1, OLR1, PRF1, PRTN3, PYHIN1, RASGRP1, TARM1, THEMIS, TMEM229B, VIM, VNN1",19.27,33.94,2.0478118877111893e-37,36.68870994021633,7.810354539730475e-34
"I (D26, moderate)","BNT-I-BNT (D51, mild)",0.143,30,162,18,192,48,"ADD2, AZU1, BPI, CAMP, CCR7, CD24, CD40LG, CDC42, CEACAM8, CFH, CRISP3, CTNNB1, CX3CR1, DEFA4, FUT4, IL7R, KLRC3, LAX1, LCN2, LGALS3, MEN1, MTOR, OLR1, PRTN3, S1PR1, ST3GAL1, ST6GAL1, TARM1, TRIM64B, TRIM68",15.62,62.5,1.5699670155503536e-13,12.804109471867804,3.6737228163878274e-10
"I (D26, moderate)","BBIBP (V3, D07)",0.079,19,173,48,192,67,"BCL6, CDC42, CTNNB1, CX3CR1, CXCL2, FASLG, FBXO38, FUT4, GATA3, HDAC4, HPRT1, ITGB8, LGALS3, LRRC8A, MS4A2, NFKBIA, PPP2CA, RPS6, VIM",9.9,28.36,2.61643587476465e-35,34.58228990475276,9.75668937699738e-32
"I (D26, moderate)","BBIBP (V3, D14)",0.075,21,171,89,192,110,"BCL6, CD58, CTNNB1, CXCL2, FBXO38, FCAR, FLT1, FUT4, GATA3, HMGB2, HPRT1, ITGB8, LGALS3, LRRC8A, MS4A2, NFKBIA, PPP2CA, RPS6, SSC5D, STXBP4, VIM",10.94,19.09,2.3415303764935883e-53,52.63050020377643,9.993651646874635e-50
"I (D26, moderate)","ChAd (V1, D6)",0.061,13,179,21,192,34,"ALOX5, CAMP, CCNB2, IFNGR1, ITGAM, LCP1, RAB27A, RHOA, RNF135, S100A12, TARM1, VIM, XRCC5",6.77,38.24,1.6692761288930556e-20,19.777471817104207,4.74742131057185e-17
"I (D26, moderate)",I-I (D1),0.053,12,180,34,192,46,"CCR7, EPHB2, IMPDH2, ITPKB, LTB, MAP2K6, NFKBIA, RPL22, RPS6, ST3GAL1, STXBP1, TMEM229B",6.25,26.09,1.4328427471498709e-30,29.843801470309238,5.003486873047349e-27
"I (D26, moderate)",I-I (D5),0.05,13,179,66,192,79,"CCNB2, CX3CR1, EPHB2, IL12RB1, IMPDH2, LAG3, PIK3R1, RPL22, RPS6, ST3GAL1, THBS1, UBA7, ZBTB7A",6.77,16.46,8.966727639362674e-49,48.04736602155569,3.738228752850299e-45
"I (D26, moderate)",I-I (D3),0.02,4,188,7,192,11,"CXCL3, EPHB2, RPL22, RPS6",2.08,36.36,1.497304955150911e-10,9.824689738166411,3.144340405816913e-7
"I (D26, moderate)","I (D51, moderate)",0.131,26,166,6,192,32,"BPI, CAMP, CCNB2, CD24, CEACAM8, CRISP3, CTNNB1, CTSG, CX3CR1, DEFA4, EOMES, FASLG, FUT4, IL12RB1, KLRC3, LCN2, LGALS3, MTOR, OLR1, RNASE3, SSC5D, ST3GAL1, ST6GAL1, TARM1, TRIM68, VIM",13.54,81.25,1.1688844528645218e-5,4.932228417806114,0.01601371700424395
"I (D26, moderate)",I-I (D0),0.005,1,191,7,192,8,RPL22,0.52,12.5,3.6298301943052414e-12,11.440113691052355,8.130819635243741e-9
"I (D26, moderate)","ChAd (V2, D7)",0.038,8,184,19,192,27,"CFH, CX3CR1, FASLG, ITGB8, KLRC3, KMT2A, PRF1, XCL1",4.17,29.63,4.293600443909829e-21,20.367178372819872,1.2408505282899406e-17
"I (D26, moderate)","ChAd-BNT (V3, D1)",0.005,1,191,4,192,5,CD177,0.52,20,8.385549450968717e-8,7.07646847560937,1.456569939633266e-4
"I (D26, moderate)","BNT-I-BNT (D51, severe)",0.026,5,187,3,192,8,"CD40LG, CH25H, CTNNB1, LGALS3, ST3GAL1",2.6,62.5,4.6019895386916284e-5,4.337054372910675,0.057156710070550024
"I (D26, moderate)","ChAd (V2, D1)",0.03,6,186,11,192,17,"CD6, CFH, GPR89B, IL10, LAG3, TMEM229B",3.12,35.29,2.697915503438911e-14,13.5689716562078,6.480393039260265e-11
"I (D26, moderate)","BNT-I (D51, severe)",0.005,1,191,2,192,3,CH25H,0.52,33.33,1.6024785000801243e-4,3.795207788554356,0.17370866940868548
"I (D26, moderate)",I-I (D2),0.005,1,191,16,192,17,EPHB2,0.52,5.88,5.2369196545314213e-23,22.28092408904702,1.5836445035303017e-19
"I (D26, moderate)",Yellow Fever/LA (D1),0.118,36,156,113,192,160,"BCL6, CCR7, CD247, CD40LG, CRTAM, CTNNB1, CTSW, CX3CR1, CXCL2, FBXO38, FCAR, FLT3, GZMM, HHEX, HLA-DPA1, IL18BP, IL1R2, IL32, IL7R, IMPDH2, ITGAM, KLRC3, LILRA4, LTB, MAP2K1, NFKBIA, PPP2CA, PTGDS, PTPRJ, RAB27A, SMAD3, SNAP23, SOS2, TBKBP1, THBS1, XCL1",18.75,22.5,4.6504919704414744e-52,51.33250110114313,1.9741338414524058e-48
"I (D26, moderate)",HIV/VV (D1),0.133,46,146,153,192,201,"ADAM17, ALOX5, BST1, CCL5, CCR7, CD160, CD247, CD28, CD40LG, CD6, CD8B, CD96, CTSW, EPHB2, ETS1, FCER1G, FLT1, FUT4, HLA-DPA1, IFITM2, IL10RB, IL2RB, IL32, IL7R, IMPDH2, ITPKB, KLRC3, LAX1, LTB, PLCG1, PPARG, PRKCQ, PTGDS, RASGRP1, RPL22, RPS6, S100A12, SKAP1, ST6GAL1, TCF7, TGFBR3, TTLL1, TXK, VNN1, XRCC5, ZAP70",23.96,22.89,1.5983686763561777e-56,55.79632304001584,6.88737062641877e-53
"I (D26, moderate)",Pneumococcus/PS (D1),0.042,10,182,44,192,59,"BCL6, BST1, CD55, CD58, DEFA4, ELANE, IFNGR1, IL32, RNASE3, SKAP1",5.21,16.95,1.7961605714750947e-38,37.74565484128318,6.92060668189354e-35
"I (D26, moderate)",Influenza/IN (D1),0.176,77,115,246,192,325,"ACTR3, ADA, ADARB1, BCL6, BST1, CACNB3, CCL5, CCR7, CD160, CD247, CD28, CD40LG, CD55, CD6, CD81, CD8B, CD96, CLEC10A, CTSW, ETS1, FASLG, FCER1A, FCER1G, FKBP1A, FUT4, GATA3, GZMM, HDAC4, HHEX, HLA-DPA1, IFITM2, IL10RB, IL12RB1, IL18BP, IL18RAP, IL1R1, IL1R2, IL2RB, IL32, IL7R, IMPDH2, ITGB7, ITPKB, KLRC3, KMT2A, LAX1, LTB, MEN1, MYB, NFKBIA, PIK3R1, PLCG1, PRKCQ, PTGDS, PTPRJ, PYHIN1, RAB27A, RASGRP1, RHOA, RPL22, RPS6, S100A12, SARM1, SKAP1, SMAD3, SNAP23, ST3GAL1, ST6GAL1, TCF7, TGFBR3, TNFRSF17, TRIM68, TXK, VIM, VNN1, ZAP70, ZNF3",40.1,23.69,5.926820085919074e-54,53.22717825596977,2.5331229047218124e-50
"I (D26, moderate)",Ebola/VV (D1),0.187,82,110,246,192,328,"ADA, ADAM17, ADAMTS13, ANXA3, AZU1, BST1, CCL5, CCR7, CD177, CD247, CD28, CD40LG, CD6, CD81, CD8B, CD96, CEACAM8, CH25H, CRISP3, CRTAM, CTSG, CTSW, DBH, DEFA4, EDNRB, ELANE, EPHB2, ETS1, FCER1G, FUT4, GZMM, HHEX, HLA-DPA1, HPRT1, IFITM2, IL10, IL1R1, IL2RB, IL32, IL7R, IMPDH2, ITGAL, ITGB7, ITPKB, KMT2A, LAG3, LCN2, LTB, LY86, MAP2K6, MEN1, MTOR, NFKBIA, OLR1, PIK3R1, PLCG1, PRKCQ, PRTN3, PTGDS, RASGRP1, RHOA, RNASE3, RPL22, RPS6, RPS6KA3, S100A12, SARM1, SFTPD, SKAP1, SMAD3, ST3GAL1, ST6GAL1, STXBP1, TBKBP1, TCF7, TGFBR3, TNFRSF4, TXK, VIM, ZAP70, ZBTB7A, ZNF3",42.71,25,6.664671675096612e-51,50.1762212405796,2.8118249797232604e-47
"I (D26, moderate)",Malaria/SU (D1),0.19,80,112,229,192,309,"ACTR3, ADA, ADAM17, ADARB1, ALOX5, BCL6, BST1, CCL5, CCND3, CCR7, CD160, CD247, CD28, CD40LG, CD55, CD6, CD81, CD8B, CD96, CR1, CTSW, ETS1, FBXO38, FCAR, FCER1A, FCER1G, FKBP1A, FUT4, GATA3, GZMM, HDAC4, HHEX, HLA-DPA1, HMGB2, IFITM2, IL10RB, IL18RAP, IL1R1, IL2RB, IL32, IL7R, IMPDH2, ITPKB, JAG1, KLRC3, KMT2A, LAX1, LTB, MAP2K6, MEN1, MYB, PIK3R1, PLCG1, PRKCQ, PTGDS, PYHIN1, RASGRP1, RHOA, RPL22, RPS6, S100A12, SARM1, SKAP1, SMAD3, SNAP23, SOS2, ST3GAL1, ST6GAL1, TCF7, TGFBR3, THBS1, TNFRSF17, TNFRSF4, TRIM68, TXK, VNN1, XCL1, XRCC5, ZAP70, ZNF3",41.67,25.89,6.9783994712794225e-50,49.15624417343668,2.9309277779373572e-46
"I (D26, moderate)",Varicella Zoster/LA (D1),0.031,6,186,1,192,7,"CCL5, CD81, IL2RB, ITGAL, PYHIN1, TGFBR3",3.12,85.71,0.03626943005181348,1.4404592689935167,1
"I (D26, moderate)",Tuberculosis/VV (D2),0.044,9,183,11,192,20,"CD58, CX3CR1, FBXO38, FUT4, IL10RB, PRKCQ, RHOA, SNAP23, ZAP70",4.69,45,3.661456754667095e-13,12.43634609093321,8.468949473544991e-10
"I (D26, moderate)",Yellow Fever/LA (D2),0.052,12,180,37,192,49,"C1R, CD28, CDC42, CX3CR1, CXCL2, FASLG, IFITM2, ITGAM, LAX1, NFKBIA, RPS6KA3, TRIM68",6.25,24.49,1.3364032357485666e-32,31.874062481502893,4.8284248907595715e-29
"I (D26, moderate)",Influenza/IN (D2),0.06,13,179,25,192,38,"CD247, CD81, ETS1, GATA3, GZMM, IL18RAP, LILRA4, PIK3R1, PRKCQ, PYHIN1, ST3GAL1, TGFBR3, ZNF3",6.77,34.21,1.3712553355766502e-23,22.862881669567106,4.20015509287128e-20
"I (D26, moderate)",Ebola/VV (D3),0.099,34,158,152,192,186,"ADA, ADARB1, ALOX5, BCL6, BMX, CCND3, CD160, CD247, CD55, CX3CR1, EPHB2, FASLG, FCER1G, FLT1, FUT4, HDAC4, HLA-DPA1, IL10, IL12RB1, IL1R1, IL1R2, IMPDH2, ITGAL, ITGAM, LAG3, LY86, MAP2K6, PTGDS, PTPRJ, RPL22, SMAD3, SNAP23, SOS2, TGFBR3",17.71,18.28,1.3283728775923199e-64,63.87668000030659,5.7903773734249226e-61
"I (D26, moderate)",Yellow Fever/LA (D3),0.091,25,167,82,192,107,"BCL6, CCL5, CCR7, CD247, CD40LG, CD6, CD96, CX3CR1, FCER1G, HLA-DPA1, IFITM2, IL1R1, IL1R2, IL32, IL7R, IMPDH2, PIK3R1, PPP2CA, RBPJ, RPL22, RPS6, S100A12, SFTPD, SKAP1, VIM",13.02,23.36,7.641700031331832e-48,47.11681001418676,3.165956322980778e-44
"I (D26, moderate)",Malaria/SU (D3),0.063,16,176,62,192,78,"ADA, ADARB1, CRTAM, CX3CR1, CXCL2, FASLG, FBXO38, FCER1G, HDAC4, HLA-DPA1, IFITM2, IL10RB, IL1R2, ITGAL, LCN2, NFKBIA",8.33,20.51,1.4621791433700232e-44,43.834999415195625,5.924749888935333e-41
"I (D26, moderate)",Influenza/IN (D3),0.095,27,165,92,192,119,"ADA, ADARB1, ANXA3, BCL6, CCL5, CCNB2, CCND3, CD177, CD40LG, CDC42, CLEC10A, CTSW, CX3CR1, FCAR, HLA-DPA1, IL12RB1, IL18RAP, IL1R1, IL1R2, IL2RB, IMPDH2, ITGAL, LY86, MAP2K1, MYB, S100A12, XRCC5",14.06,22.69,1.7013826090481407e-50,49.76919801071827,7.166223549310769e-47
"I (D26, moderate)",Influenza/LA (D3),0.071,18,174,62,192,80,"ACTR3, ANXA3, CCND3, CD28, CX3CR1, FCER1G, GATA3, HHEX, IL10RB, JAG1, LILRA4, LY86, MAP2K1, PIK3R1, PPP2CA, RAB27A, TTLL1, XRCC5",9.38,22.5,3.0199255510126295e-43,42.52000376339482,1.2106881534009632e-39
"I (D26, moderate)",HIV/VV (D3),0.041,11,181,74,192,85,"ADA, CX3CR1, EPHB2, FCER1G, HLA-DPA1, IFITM2, IL10RB, IMPDH2, ITGAL, RPS6, THBS1",5.73,12.94,1.9544368504691973e-54,53.70897835743221,8.364989720008165e-51
"I (D26, moderate)",Meningococcus/PS (D3),0,0,192,1,192,1,,0,0,0.005181347150259068,2.285557309007774,1
"I (D26, moderate)",Meningococcus/CONJ (D3),0.01,2,190,3,192,5,"ADA, LCN2",1.04,40,8.217838461949357e-6,5.085242399916874,0.011463884654419353
"I (D26, moderate)",Varicella Zoster/LA (D3),0.005,1,191,7,192,8,CXCL2,0.52,12.5,3.6298301943052414e-12,11.440113691052355,8.130819635243741e-9
"I (D26, moderate)",Influenza/IN (D4),0.031,7,185,34,192,41,"GATA3, HDAC4, IMPDH2, RPS6KA3, SNAP23, TGFBR3, VIM",3.65,17.07,8.278738969521146e-34,33.082035810592714,3.033329958432548e-30
"I (D26, moderate)",Yellow Fever/LA (D5),0.023,5,187,21,192,26,"CX3CR1, CXCL2, LCN2, NFKBIA, SOS2",2.6,19.23,1.1832640665886702e-24,23.926918323956503,3.7142659050218354e-21
"I (D26, moderate)",Influenza/IN (D5),0,0,192,3,192,3,,0,0,8.217838461949341e-7,6.085242399916875,0.001286091719295072
"I (D26, moderate)",Influenza/IN (D6),0.005,1,191,1,192,2,TNFRSF17,0.52,50,0.010362694300518137,1.9845273133437924,1
"I (D26, moderate)",Ebola/VV (D7),0.09,23,169,63,192,86,"ALOX5, BMX, CCL5, CCNB2, CD247, CD40LG, CD81, CD96, CLEC10A, CTSW, EPHB2, FASLG, FBXO38, FCER1A, GZMM, IL2RB, IL32, LAX1, PYHIN1, S100A12, TGFBR3, TNFRSF17, ZAP70",11.98,26.74,9.92833161702616e-41,40.00312372536113,3.898855826006173e-37
"I (D26, moderate)",Yellow Fever/LA (D7),0.099,35,157,160,192,195,"ADA, ADARB1, ALOX5, BCL6, CCND3, CCR7, CD55, CD96, CTNNB1, CX3CR1, EPHB2, FBXO38, FCER1G, HLA-DPA1, IFITM2, IFNGR1, IL1R1, IL1R2, IMPDH2, ITGAL, ITGAM, LAG3, PIK3R1, PPP2CA, PTGDS, RBPJ, RNASE3, RPL22, RPS6, RPS6KA3, S100A12, SFTPD, SKAP1, VNN1, ZBTB7A",18.23,17.95,6.057004409763907e-66,65.21774211015122,2.644488125302922e-62
"I (D26, moderate)",Smallpox/LA (D7),0.005,1,191,1,192,2,FCER1G,0.52,50,0.010362694300518137,1.9845273133437924,1
"I (D26, moderate)",Tuberculosis/VV (D7),0.016,3,189,1,192,4,"CCNB2, IFITM2, PYHIN1",1.56,75,0.020725388601036288,1.683497317679811,1
"I (D26, moderate)",Hepatitis A/B/IN/SU (D7),0.023,5,187,21,192,26,"CCNB2, DEFA4, IFNGR1, ITPKB, KMT2A",2.6,19.23,1.1832640665886702e-24,23.926918323956503,3.7142659050218354e-21
"I (D26, moderate)",Influenza/IN (D7),0.084,23,169,82,192,105,"ALOX5, BCL6, CAV1, CCNB2, CFH, CXCL2, FCER1G, FUT4, HLA-DPA1, HPRT1, IFITM2, ITGB7, LAX1, NFKBIA, PIK3R1, PTGDS, RHOA, SOS2, ST6GAL1, TGFBR3, TNFRSF17, VIM, ZBTB7A",11.98,21.9,4.0425145642736155e-49,48.3933484067531,1.689366836409944e-45
"I (D26, moderate)",Influenza/LA (D7),0.065,16,176,55,192,71,"ACTR3, BCL6, CD160, CD28, CD55, CX3CR1, CXCL2, ITGAL, LY86, MAP2K1, PIK3R1, PPP2CA, PYHIN1, RAB27A, ST6GAL1, XRCC5",8.33,22.54,6.890851036763567e-41,40.16172713836145,2.708104457448082e-37
"I (D26, moderate)",Pneumococcus/PS (D7),0.03,6,186,6,192,12,"CCNB2, ITGAM, LAX1, MAP2K1, TNFRSF17, VNN1",3.12,50,1.191854744300121e-8,7.923776670428744,2.2299602265855264e-5
