"process","genes","set_size","immune_system","immune_sub_system","immune_tissue","go_term","gene_set_short"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","SLC11A1",5,"Adaptive","Cellular","T cell","GO:0002309","Proliferation, Immune response, T cell"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","RPS6",5,"Adaptive","Cellular","T cell","GO:0002309","Proliferation, Immune response, T cell"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","TP53",5,"Adaptive","Cellular","T cell","GO:0002309","Proliferation, Immune response, T cell"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","TNFSF18",5,"Adaptive","Cellular","T cell","GO:0002309","Proliferation, Immune response, T cell"
"T-HELPER 17 CELL DIFFERENTIATION","RORC",5,"Adaptive","Cellular","T helper","GO:0072539","Differentiation, Th17 cell"
"T-HELPER 17 CELL DIFFERENTIATION","RORA",5,"Adaptive","Cellular","T helper","GO:0072539","Differentiation, Th17 cell"
"T-HELPER 17 CELL DIFFERENTIATION","BATF",5,"Adaptive","Cellular","T helper","GO:0072539","Differentiation, Th17 cell"
"T-HELPER 17 CELL DIFFERENTIATION","ENTPD7",5,"Adaptive","Cellular","T helper","GO:0072539","Differentiation, Th17 cell"
"T-HELPER 17 CELL DIFFERENTIATION","NFKBIZ",5,"Adaptive","Cellular","T helper","GO:0072539","Differentiation, Th17 cell"
"T-HELPER 17 TYPE IMMUNE RESPONSE","STAT3",5,"Adaptive","Cellular","T helper","GO:0072538","Immune response, Th17"
"T-HELPER 17 TYPE IMMUNE RESPONSE","NOTCH1",5,"Adaptive","Cellular","T helper","GO:0072538","Immune response, Th17"
"T-HELPER 17 TYPE IMMUNE RESPONSE","PHB1",5,"Adaptive","Cellular","T helper","GO:0072538","Immune response, Th17"
"T-HELPER 17 TYPE IMMUNE RESPONSE","TRAF3IP2",5,"Adaptive","Cellular","T helper","GO:0072538","Immune response, Th17"
"T-HELPER 17 TYPE IMMUNE RESPONSE","IL17RA",5,"Adaptive","Cellular","T helper","GO:0072538","Immune response, Th17"
"THYMIC T CELL SELECTION","ZAP70",5,"Adaptive","Cellular","T cell","GO:0045061","Selection, T cell, Thymic"
"THYMIC T CELL SELECTION","ITPKB",5,"Adaptive","Cellular","T cell","GO:0045061","Selection, T cell, Thymic"
"THYMIC T CELL SELECTION","GATA3",5,"Adaptive","Cellular","T cell","GO:0045061","Selection, T cell, Thymic"
"THYMIC T CELL SELECTION","JAG2",5,"Adaptive","Cellular","T cell","GO:0045061","Selection, T cell, Thymic"
"THYMIC T CELL SELECTION","CARD11",5,"Adaptive","Cellular","T cell","GO:0045061","Selection, T cell, Thymic"
"TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","PIK3AP1",5,"Innate","PRR","All","GO:0034134","PRR, TLR2, Pathway"
"TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","TNIP2",5,"Innate","PRR","All","GO:0034134","PRR, TLR2, Pathway"
"TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","IRAK1",5,"Innate","PRR","All","GO:0034134","PRR, TLR2, Pathway"
"TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","RIPK2",5,"Innate","PRR","All","GO:0034134","PRR, TLR2, Pathway"
"TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","NOD2",5,"Innate","PRR","All","GO:0034134","PRR, TLR2, Pathway"
"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","PIK3AP1",5,"Innate","PRR","All","GO:0034154","PRR, TLR7, Pathway"
"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","SCIMP",5,"Innate","PRR","All","GO:0034154","PRR, TLR7, Pathway"
"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","TLR7",5,"Innate","PRR","All","GO:0034154","PRR, TLR7, Pathway"
"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","UNC93B1",5,"Innate","PRR","All","GO:0034154","PRR, TLR7, Pathway"
"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","HAVCR2",5,"Innate","PRR","All","GO:0034154","PRR, TLR7, Pathway"
"ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","PSEN1",4,"Innate","Innate","Astrocyte","GO:0002265","Activation, Astrocyte"
"ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","LRP1",4,"Innate","Innate","Astrocyte","GO:0002265","Activation, Astrocyte"
"ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","GRN",4,"Innate","Innate","Astrocyte","GO:0002265","Activation, Astrocyte"
"ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","APP",4,"Innate","Innate","Astrocyte","GO:0002265","Activation, Astrocyte"
"B-1 B CELL HOMEOSTASIS","TNFAIP3",4,"Adaptive","Humoral","B cell","GO:0001922","Homeostasis, B-1 B cell"
"B-1 B CELL HOMEOSTASIS","ABL1",4,"Adaptive","Humoral","B cell","GO:0001922","Homeostasis, B-1 B cell"
"B-1 B CELL HOMEOSTASIS","HIF1A",4,"Adaptive","Humoral","B cell","GO:0001922","Homeostasis, B-1 B cell"
"B-1 B CELL HOMEOSTASIS","SH2B2",4,"Adaptive","Humoral","B cell","GO:0001922","Homeostasis, B-1 B cell"
"CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","CDH26",4,"Adaptive","Cellular","T cell","GO:0035710","Activation, CD4+, abT cell"
"CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","NKG7",4,"Adaptive","Cellular","T cell","GO:0035710","Activation, CD4+, abT cell"
"CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","STOML2",4,"Adaptive","Cellular","T cell","GO:0035710","Activation, CD4+, abT cell"
"CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","RSAD2",4,"Adaptive","Cellular","T cell","GO:0035710","Activation, CD4+, abT cell"
"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","HLA-E",4,"Adaptive","Cellular","T cell","GO:0036037","Activation, CD8+, abT cell"
"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","WDFY4",4,"Adaptive","Cellular","T cell","GO:0036037","Activation, CD8+, abT cell"
"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","HLA-A",4,"Adaptive","Cellular","T cell","GO:0036037","Activation, CD8+, abT cell"
"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","CLEC4A",4,"Adaptive","Cellular","T cell","GO:0036037","Activation, CD8+, abT cell"
"DN2 THYMOCYTE DIFFERENTIATION","LIG4",4,"Adaptive","Cellular","T cell","GO:1904155","Differentiation , DN2 thymocyte"
"DN2 THYMOCYTE DIFFERENTIATION","PTPRC",4,"Adaptive","Cellular","T cell","GO:1904155","Differentiation , DN2 thymocyte"
"DN2 THYMOCYTE DIFFERENTIATION","RAG2",4,"Adaptive","Cellular","T cell","GO:1904155","Differentiation , DN2 thymocyte"
"DN2 THYMOCYTE DIFFERENTIATION","CCR6",4,"Adaptive","Cellular","T cell","GO:1904155","Differentiation , DN2 thymocyte"
"EOSINOPHIL DEGRANULATION","VAMP2",4,"Innate","Eosinophil","Eosinophil","GO:0043308","Degranulation, Eosinophil"
"EOSINOPHIL DEGRANULATION","VAMP7",4,"Innate","Eosinophil","Eosinophil","GO:0043308","Degranulation, Eosinophil"
"EOSINOPHIL DEGRANULATION","CCL3",4,"Innate","Eosinophil","Eosinophil","GO:0043308","Degranulation, Eosinophil"
"EOSINOPHIL DEGRANULATION","FCER1A",4,"Innate","Eosinophil","Eosinophil","GO:0043308","Degranulation, Eosinophil"
"FOLLICULAR B CELL DIFFERENTIATION","FCGR2B",4,"Adaptive","Humoral","B cell","GO:0002316","Differentiation, folicular B cell"
"FOLLICULAR B CELL DIFFERENTIATION","IRF8",4,"Adaptive","Humoral","B cell","GO:0002316","Differentiation, folicular B cell"
"FOLLICULAR B CELL DIFFERENTIATION","SPI1",4,"Adaptive","Humoral","B cell","GO:0002316","Differentiation, folicular B cell"
"FOLLICULAR B CELL DIFFERENTIATION","PLCG2",4,"Adaptive","Humoral","B cell","GO:0002316","Differentiation, folicular B cell"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","BCL3",4,"Adaptive","Humoral","B cell","GO:0002455","Ig, Humoral immune response"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","ZP3",4,"Adaptive","Humoral","B cell","GO:0002455","Ig, Humoral immune response"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","CD81",4,"Adaptive","Humoral","B cell","GO:0002455","Ig, Humoral immune response"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","EXO1",4,"Adaptive","Humoral","B cell","GO:0002455","Ig, Humoral immune response"
"LYMPHOCYTE ACTIVATION","LAX1",4,"Adaptive","General","Lymphocyte","GO:0046649","Activation, Lymphocyte"
"LYMPHOCYTE ACTIVATION","AXL",4,"Adaptive","General","Lymphocyte","GO:0046649","Activation, Lymphocyte"
"LYMPHOCYTE ACTIVATION","TYRO3",4,"Adaptive","General","Lymphocyte","GO:0046649","Activation, Lymphocyte"
"LYMPHOCYTE ACTIVATION","MERTK",4,"Adaptive","General","Lymphocyte","GO:0046649","Activation, Lymphocyte"
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","FUT4",4,"Adaptive","General","Lymphocyte","GO:0097022","Migration, Lymphonode, Lymphocyte"
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","CCR7",4,"Adaptive","General","Lymphocyte","GO:0097022","Migration, Lymphonode, Lymphocyte"
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","FUT7",4,"Adaptive","General","Lymphocyte","GO:0097022","Migration, Lymphonode, Lymphocyte"
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","WNK1",4,"Adaptive","General","Lymphocyte","GO:0097022","Migration, Lymphonode, Lymphocyte"
"MAST CELL CHEMOTAXIS","KIT",4,"Innate","Cells","Mast cell","GO:0002551","Chemotaxis, Mast cell"
"MAST CELL CHEMOTAXIS","CHGA",4,"Innate","Cells","Mast cell","GO:0002551","Chemotaxis, Mast cell"
"MAST CELL CHEMOTAXIS","PIK3CD",4,"Innate","Cells","Mast cell","GO:0002551","Chemotaxis, Mast cell"
"MAST CELL CHEMOTAXIS","CCL11",4,"Innate","Cells","Mast cell","GO:0002551","Chemotaxis, Mast cell"
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","RAG2",4,"Adaptive","Humoral","B cell","GO:0002313","Differentiation, Immune response, B cell, Mature"
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","GPR183",4,"Adaptive","Humoral","B cell","GO:0002313","Differentiation, Immune response, B cell, Mature"
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","C17orf99",4,"Adaptive","Humoral","B cell","GO:0002313","Differentiation, Immune response, B cell, Mature"
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","FCGR2B",4,"Adaptive","Humoral","B cell","GO:0002313","Differentiation, Immune response, B cell, Mature"
"MONOCYTE EXTRAVASATION","CCR2",4,"Innate","APC","Monocyte","GO:0035696","Extravasation, Monocyte"
"MONOCYTE EXTRAVASATION","JAML",4,"Innate","APC","Monocyte","GO:0035696","Extravasation, Monocyte"
"MONOCYTE EXTRAVASATION","SIRPA",4,"Innate","APC","Monocyte","GO:0035696","Extravasation, Monocyte"
"MONOCYTE EXTRAVASATION","PECAM1",4,"Innate","APC","Monocyte","GO:0035696","Extravasation, Monocyte"
"MYELOID LEUKOCYTE MIGRATION","CSF1",4,"General","Cells","Leukocyte","GO:0097529","Migration, Myeloid leukocyte"
"MYELOID LEUKOCYTE MIGRATION","PAFAH1B1",4,"General","Cells","Leukocyte","GO:0097529","Migration, Myeloid leukocyte"
"MYELOID LEUKOCYTE MIGRATION","PIK3R1",4,"General","Cells","Leukocyte","GO:0097529","Migration, Myeloid leukocyte"
"MYELOID LEUKOCYTE MIGRATION","NF1",4,"General","Cells","Leukocyte","GO:0097529","Migration, Myeloid leukocyte"
"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","F2",4,"Innate","Cells","Neutrophil","GO:0070945","killing of Gram- bacterium, Neutrophil"
"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","ELANE",4,"Innate","Cells","Neutrophil","GO:0070945","killing of Gram- bacterium, Neutrophil"
"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","TUSC2",4,"Innate","Cells","Neutrophil","GO:0070945","killing of Gram- bacterium, Neutrophil"
"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","TREM1",4,"Innate","Cells","Neutrophil","GO:0070945","killing of Gram- bacterium, Neutrophil"
"NK T CELL DIFFERENTIATION","ATF2",4,"Innate","Cellular","NK T cell","GO:0001865","Differentiation, NK T cell"
"NK T CELL DIFFERENTIATION","ITK",4,"Innate","Cellular","NK T cell","GO:0001865","Differentiation, NK T cell"
"NK T CELL DIFFERENTIATION","FOSL2",4,"Innate","Cellular","NK T cell","GO:0001865","Differentiation, NK T cell"
"NK T CELL DIFFERENTIATION","ZBTB7B",4,"Innate","Cellular","NK T cell","GO:0001865","Differentiation, NK T cell"
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","NFKBIA",4,"Innate","PRR","All","GO:0070427","PRR, NOD1"
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","TLR4",4,"Innate","PRR","All","GO:0070427","PRR, NOD1"
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","XIAP",4,"Innate","PRR","All","GO:0070427","PRR, NOD1"
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","RIPK2",4,"Innate","PRR","All","GO:0070427","PRR, NOD1"
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","CALR",4,"Innate","APP","APC","GO:0002502","MHCII, Peptide complex"
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","PDIA3",4,"Innate","APP","APC","GO:0002502","MHCII, Peptide complex"
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","TAPBP",4,"Innate","APP","APC","GO:0002502","MHCII, Peptide complex"
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","TAPBPL",4,"Innate","APP","APC","GO:0002502","MHCII, Peptide complex"
"RESPIRATORY BURST AFTER PHAGOCYTOSIS","HCK",4,"Innate","APC","APC","GO:0045728","Respiratory burst, Phagocytosis"
"RESPIRATORY BURST AFTER PHAGOCYTOSIS","TREM2",4,"Innate","APC","APC","GO:0045728","Respiratory burst, Phagocytosis"
"RESPIRATORY BURST AFTER PHAGOCYTOSIS","SELENOK",4,"Innate","APC","APC","GO:0045728","Respiratory burst, Phagocytosis"
"RESPIRATORY BURST AFTER PHAGOCYTOSIS","CYBC1",4,"Innate","APC","APC","GO:0045728","Respiratory burst, Phagocytosis"
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD3",4,"Adaptive","Humoral","B cell","GO:0002208","Somatic mutation, Ig"
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD1",4,"Adaptive","Humoral","B cell","GO:0002208","Somatic mutation, Ig"
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD2",4,"Adaptive","Humoral","B cell","GO:0002208","Somatic mutation, Ig"
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","MAD2L2",4,"Adaptive","Humoral","B cell","GO:0002208","Somatic mutation, Ig"
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","APBB1IP",4,"Adaptive","Cellular","T cell","GO:0002291","T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL"
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","ITGAL",4,"Adaptive","Cellular","T cell","GO:0002291","T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL"
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","ICAM1",4,"Adaptive","Cellular","T cell","GO:0002291","T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL"
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","FGL2",4,"Adaptive","Cellular","T cell","GO:0002291","T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL"
"T CELL RECEPTOR V(D)J RECOMBINATION","LIG4",4,"Adaptive","Cellular","T cell","GO:0033153","V(D)J, T cell, Receptor"
"T CELL RECEPTOR V(D)J RECOMBINATION","PRKDC",4,"Adaptive","Cellular","T cell","GO:0033153","V(D)J, T cell, Receptor"
"T CELL RECEPTOR V(D)J RECOMBINATION","LEF1",4,"Adaptive","Cellular","T cell","GO:0033153","V(D)J, T cell, Receptor"
"T CELL RECEPTOR V(D)J RECOMBINATION","BCL11B",4,"Adaptive","Cellular","T cell","GO:0033153","V(D)J, T cell, Receptor"
"T-HELPER 1 CELL LINEAGE COMMITMENT","SPN",4,"Adaptive","Cellular","T helper","GO:0002296","Lineage commitment, Th1 cell"
"T-HELPER 1 CELL LINEAGE COMMITMENT","STAT6",4,"Adaptive","Cellular","T helper","GO:0002296","Lineage commitment, Th1 cell"
"T-HELPER 1 CELL LINEAGE COMMITMENT","MTOR",4,"Adaptive","Cellular","T helper","GO:0002296","Lineage commitment, Th1 cell"
"T-HELPER 1 CELL LINEAGE COMMITMENT","TBX21",4,"Adaptive","Cellular","T helper","GO:0002296","Lineage commitment, Th1 cell"
"ALPHA-BETA T CELL PROLIFERATION","CLEC4G",3,"Adaptive","Cellular","T cell","GO:0046633","Proliferation, abT cell"
"ALPHA-BETA T CELL PROLIFERATION","PTPRC",3,"Adaptive","Cellular","T cell","GO:0046633","Proliferation, abT cell"
"ALPHA-BETA T CELL PROLIFERATION","DOCK2",3,"Adaptive","Cellular","T cell","GO:0046633","Proliferation, abT cell"
"ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","FCGR3A",3,"General","ADCC","Undefined","GO:0001788","ADCC"
"ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","FCGR1A",3,"General","ADCC","Undefined","GO:0001788","ADCC"
"ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","IGHG1",3,"General","ADCC","Undefined","GO:0001788","ADCC"
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","PSME1",3,"Innate","APP","APC","GO:0019884","APP, Exogenous antigen"
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","FCGR1A",3,"Innate","APP","APC","GO:0019884","APP, Exogenous antigen"
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","MR1",3,"Innate","APP","APC","GO:0019884","APP, Exogenous antigen"
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","SLC11A1",3,"Innate","APP","All","GO:0048002","APP, Peptide antigen"
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","CTSS",3,"Innate","APP","All","GO:0048002","APP, Peptide antigen"
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","CTSL",3,"Innate","APP","All","GO:0048002","APP, Peptide antigen"
"BETA SELECTION","ZAP70",3,"Adaptive","Cellular","T cell","GO:0043366","Selection, Beta"
"BETA SELECTION","SYK",3,"Adaptive","Cellular","T cell","GO:0043366","Selection, Beta"
"BETA SELECTION","RHOA",3,"Adaptive","Cellular","T cell","GO:0043366","Selection, Beta"
"CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION","FUT7",3,"Adaptive","Cellular","T cell","GO:0002361","Differentiation, CD4+, CD25+, abTreg"
"CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION","IL2RG",3,"Adaptive","Cellular","T cell","GO:0002361","Differentiation, CD4+, CD25+, abTreg"
"CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION","PLA2G2D",3,"Adaptive","Cellular","T cell","GO:0002361","Differentiation, CD4+, CD25+, abTreg"
"CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","PSMB11",3,"Adaptive","Cellular","T cell","GO:0043374","Differentiation, CD8+, abT cell"
"CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","IRF1",3,"Adaptive","Cellular","T cell","GO:0043374","Differentiation, CD8+, abT cell"
"CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","TNFSF8",3,"Adaptive","Cellular","T cell","GO:0043374","Differentiation, CD8+, abT cell"
"CD8-POSITIVE, GAMMA-DELTA INTRAEPITHELIAL T CELL DIFFERENTIATION","KLRC1",3,"Adaptive","Cellular","T cell","GO:0002305","Differentiation, CD8+, gdT cell, Intraepithelial"
"CD8-POSITIVE, GAMMA-DELTA INTRAEPITHELIAL T CELL DIFFERENTIATION","GPR18",3,"Adaptive","Cellular","T cell","GO:0002305","Differentiation, CD8+, gdT cell, Intraepithelial"
"CD8-POSITIVE, GAMMA-DELTA INTRAEPITHELIAL T CELL DIFFERENTIATION","CCR9",3,"Adaptive","Cellular","T cell","GO:0002305","Differentiation, CD8+, gdT cell, Intraepithelial"
"CELLULAR EXTRAVASATION","ITGA1",3,"General","General","Leukocyte","GO:0045123","Cellular extravasation"
"CELLULAR EXTRAVASATION","AZU1",3,"General","General","Leukocyte","GO:0045123","Cellular extravasation"
"CELLULAR EXTRAVASATION","JAM2",3,"General","General","Leukocyte","GO:0045123","Cellular extravasation"
"EOSINOPHIL HOMEOSTASIS","BTK",3,"Innate","Eosinophil","Eosinophil","GO:1990959","Homeostasis, Eosinophil"
"EOSINOPHIL HOMEOSTASIS","MPL",3,"Innate","Eosinophil","Eosinophil","GO:1990959","Homeostasis, Eosinophil"
"EOSINOPHIL HOMEOSTASIS","TRAF3IP2",3,"Innate","Eosinophil","Eosinophil","GO:1990959","Homeostasis, Eosinophil"
"IMMUNE RESPONSE TO TUMOR CELL","PRF1",3,"General","General","Undefined","GO:0002418","Immune response, Tumor cell"
"IMMUNE RESPONSE TO TUMOR CELL","ADAM15",3,"General","General","Undefined","GO:0002418","Immune response, Tumor cell"
"IMMUNE RESPONSE TO TUMOR CELL","MICA",3,"General","General","Undefined","GO:0002418","Immune response, Tumor cell"
"IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","BAG6",3,"General","General","Undefined","GO:0002429","Immune response, Cell-surface receptor pathway"
"IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","MICB",3,"General","General","Undefined","GO:0002429","Immune response, Cell-surface receptor pathway"
"IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","NCR3",3,"General","General","Undefined","GO:0002429","Immune response, Cell-surface receptor pathway"
"ISOTYPE SWITCHING TO IGE ISOTYPES","BCL6",3,"Adaptive","Humoral","B cell","GO:0048289","Isotype switching, IgE"
"ISOTYPE SWITCHING TO IGE ISOTYPES","STAT6",3,"Adaptive","Humoral","B cell","GO:0048289","Isotype switching, IgE"
"ISOTYPE SWITCHING TO IGE ISOTYPES","FOXP3",3,"Adaptive","Humoral","B cell","GO:0048289","Isotype switching, IgE"
"LANGERHANS CELL DIFFERENTIATION","TGFBR2",3,"Innate","APC","APC","GO:0061520","Differentiation, Langerhans"
"LANGERHANS CELL DIFFERENTIATION","ITGB8",3,"Innate","APC","APC","GO:0061520","Differentiation, Langerhans"
"LANGERHANS CELL DIFFERENTIATION","ITGB6",3,"Innate","APC","APC","GO:0061520","Differentiation, Langerhans"
"LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SYK",3,"General","Leukocyte","Leukocyte","GO:0002366","Activation, Immune response, Leukocyte"
"LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IL2",3,"General","Leukocyte","Leukocyte","GO:0002366","Activation, Immune response, Leukocyte"
"LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SH2D1B",3,"General","Leukocyte","Leukocyte","GO:0002366","Activation, Immune response, Leukocyte"
"LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE","SCNN1B",3,"General","Leukocyte","Leukocyte","GO:0002269","Activation, Inflammatory response, Leukocyte"
"LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE","MYD88",3,"General","Leukocyte","Leukocyte","GO:0002269","Activation, Inflammatory response, Leukocyte"
"LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE","TRAF3IP2",3,"General","Leukocyte","Leukocyte","GO:0002269","Activation, Inflammatory response, Leukocyte"
"LEUKOCYTE MIGRATION INVOLVED IN IMMUNE RESPONSE","HCK",3,"General","Leukocyte","Leukocyte","GO:0002522","Migration, Immune response, Leukocyte"
"LEUKOCYTE MIGRATION INVOLVED IN IMMUNE RESPONSE","FUT7",3,"General","Leukocyte","Leukocyte","GO:0002522","Migration, Immune response, Leukocyte"
"LEUKOCYTE MIGRATION INVOLVED IN IMMUNE RESPONSE","PLEC",3,"General","Leukocyte","Leukocyte","GO:0002522","Migration, Immune response, Leukocyte"
"MACROPHAGE HOMEOSTASIS","LIPA",3,"Innate","APC","Macrophage","GO:0061519","Homeostasis, Macrophage"
"MACROPHAGE HOMEOSTASIS","CSF1",3,"Innate","APC","Macrophage","GO:0061519","Homeostasis, Macrophage"
"MACROPHAGE HOMEOSTASIS","BAP1",3,"Innate","APC","Macrophage","GO:0061519","Homeostasis, Macrophage"
"MAST CELL MEDIATED IMMUNITY","SERPINB9",3,"Innate","Cells","Mast cell","GO:0002448","Immunity, Mast cell"
"MAST CELL MEDIATED IMMUNITY","NDST2",3,"Innate","Cells","Mast cell","GO:0002448","Immunity, Mast cell"
"MAST CELL MEDIATED IMMUNITY","SPON2",3,"Innate","Cells","Mast cell","GO:0002448","Immunity, Mast cell"
"MAST CELL MIGRATION","KITLG",3,"Innate","Cells","Mast cell","GO:0097531","Migration, Mast cell"
"MAST CELL MIGRATION","STAT5B",3,"Innate","Cells","Mast cell","GO:0097531","Migration, Mast cell"
"MAST CELL MIGRATION","RABGEF1",3,"Innate","Cells","Mast cell","GO:0097531","Migration, Mast cell"
