"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size","gene_set_short_2","process_2","immune_system_2","immune_sub_system_2","immune_tissue_2","go_term_2","genes_2","set_size_2"
"POSITIVE REGULATION OF GAMMA-DELTA T CELL DIFFERENTIATION","STAT5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GAMMA-DELTA T CELL DIFFERENTIATION","SYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GAMMA-DELTA T CELL DIFFERENTIATION","SOX13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GAMMA-DELTA T CELL DIFFERENTIATION","LEF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GERMINAL CENTER FORMATION","ADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GERMINAL CENTER FORMATION","TNFSF13B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS","S100A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS","S100A14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","RUNX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","EVI2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","HCLS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","HAX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","LEF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","TESC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","MIR486-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANZYME A PRODUCTION","XCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANZYME B PRODUCTION","XCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANZYME B PRODUCTION","PTPN22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF GRANZYME B PRODUCTION","CD244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HISTAMINE SECRETION BY MAST CELL","VAMP7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HISTAMINE SECRETION BY MAST CELL","VAMP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HISTAMINE SECRETION BY MAST CELL","SNX4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HISTAMINE SECRETION BY MAST CELL","PLA2G3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE","CCR7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE","FCGR2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE","ZP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE","ZP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","FCER2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","HPX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","LTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","PTPRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","NOD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF HYPERSENSITIVITY","CCR7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","BMI1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","IL1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","IL1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","SHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","RIPK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","FOXP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE COMPLEX CLEARANCE BY MONOCYTES AND MACROPHAGES","PLA2G5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE COMPLEX CLEARANCE BY MONOCYTES AND MACROPHAGES","CCR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","C8A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","C8B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","C8G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","C9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","CTSG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","ELANE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","GPR31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","IL15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","CFP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","PLA2G1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","TGFB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","RSAD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","GPR151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","IFNL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","IFNL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","IFNL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","MIR136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE","IFNL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE RESPONSE TO TUMOR CELL","HRG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS","AQP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS","SSPOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","NECTIN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","TNFSF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","CD226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","BTK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","CD86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","EPHB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","GPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","HLA-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","HPX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL4R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","DNAJB9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","PHB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","PTPRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","RBP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","STX4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","TNFSF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","TNFRSF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","XBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","PHB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","CLCF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","MZB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","TLR9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","SASH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","IL33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION IN MUCOSAL TISSUE","XCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION IN MUCOSAL TISSUE","C17orf99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOLOGICAL SYNAPSE FORMATION","CCR7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF IMMUNOLOGICAL SYNAPSE FORMATION","NEDD9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","CD28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","CD81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","KARS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","ADAM8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","POLR3D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","CD1D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","DHX9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","EREG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","FPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","HMGB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","IFI35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","IFNB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","PLSCR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","CCL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","RIOK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","NMI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","POLR3F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","POLR3G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","POLR3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","TLR8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","AKIRIN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","POLR3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","IFNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","CARD9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","TASL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","TIRAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","GBP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","SH2D1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE","SLC15A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF INTERLEUKIN-4-DEPENDENT ISOTYPE SWITCHING TO IGE ISOTYPES","TNFSF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","TFRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","TP53BP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","MAD2L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","PAXIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","EXOSC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","KMT5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","SHLD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","RIF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","HMCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","KMT5C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","EXOSC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","SHLD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING","SHLD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES","MLH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES","MSH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES","TGFB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES","NSD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES","TNFSF13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGE ISOTYPES","IL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGE ISOTYPES","STAT6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGE ISOTYPES","CLCF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","CD28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","CD40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","IL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","IL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","MLH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","MSH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","PTPRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","PAXIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","TBX21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","ATAD5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","EDN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","EDN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","F2RL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","IL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","IL6R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","MDK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS","PTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
