"source","target","value","vaccine","covid_other","microbe_type","target_pathogen_disease","disease_vac","type","regimen","day_total","day_month","month","week","dose","infection","annotation"
"MONOV INFLUENZA A (D1)","RASL11A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RIMKLB",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SEPTIN14",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SERPINF1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLC39A8",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SOX12",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SP140",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","VSIG2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","XRN1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ACO1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ACSL5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","AFF1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","AGPAT3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ANO6",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","AP1AR",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ARHGAP5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ARL2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ASPHD2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ATP10D",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ATP1B3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ATR",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","BPNT1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DDIAS",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","C12orf4",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SPTSSA",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RMI2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","C19orf12",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CFAP410",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CACNA1E",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CASZ1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CD2AP",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CD59",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CEACAM1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CNTRL",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CISH",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CMAHP",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CNDP2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CNIH4",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CPNE5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CREB3L2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CREG1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CTRL",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CTSA",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DDX51",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DDX60L",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DENND1A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","WHRN",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DNAJC1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DNPEP",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","DTNBP1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ECHS1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","EIF4G3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ENTPD6",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","EPB41L5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SELENOI",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ERI1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ERLIN1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","FAM111A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MVB12A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","FAM135A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","EMC9",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","FANCA",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","FCRL2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","FLT3LG",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","FRMD4B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","CMTR1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GADD45B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GADD45G",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GALM",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GAS8",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GLS",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GRAMD1B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GRIP1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GSTK1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","GSTO1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","HELB",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","HERC6",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ID3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","IKZF4",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","KARS1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","KDSR",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MATCAP1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","KIF24",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","KLF5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","KPTN",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","LIPM",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","LOXL1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","LY6E",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MAFF",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MED12L",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MICALL1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MITD1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MOV10",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MRPL44",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","MSRB2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NAA15",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NAPA",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NASP",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NCOA7",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NDUFA9",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NOL10",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NRN1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NT5C3A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NUCB1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","NUP205",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","STN1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","P2RY14",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PAN2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PARP10",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PARP11",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PARP12",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PCGF5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PCK2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PI4K2B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","BLOC1S6",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PLSCR2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PPM1K",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PPP1R2P1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PPP2R5B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","PUS3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RANGAP1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RCVRN",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","REC8",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RFX5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RHBDF2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RHOC",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RILP",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RNASEH2B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RNF144A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RNF43",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","RSPH9",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SCRN1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SEPHS2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SERPINB6",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SESTD1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SH3PXD2A",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SIAH2",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLC25A22",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLC25A28",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLC26A8",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLC43A3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLFN5",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SLK",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SNX20",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SOCS1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SPHK1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SRBD1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","SSB",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","STK3",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","STX17",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TARBP1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TARS1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TBC1D8",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TIMM10",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TMSB10",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TSPAN17",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","TTC39B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","UBR1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","USP30",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","USP42",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","VAT1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","VPS13C",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","WDFY1",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
"MONOV INFLUENZA A (D1)","ZC3H7B",1,"MONOV INFLUENZA A","OTHER","VIRUS","INFLUENZA","V","IN","HO",1,1,1,1,1,0,"Condition"
