"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"RIG-I SIGNALING PATHWAY","RNF135","GO:0039529","Innate","PRR","PRR, RIG-I, Pathway","All",4
"RIG-I SIGNALING PATHWAY","PHB1","GO:0039529","Innate","PRR","PRR, RIG-I, Pathway","All",4
"RIG-I SIGNALING PATHWAY","RIGI","GO:0039529","Innate","PRR","PRR, RIG-I, Pathway","All",4
"RIG-I SIGNALING PATHWAY","LSM14A","GO:0039529","Innate","PRR","PRR, RIG-I, Pathway","All",4
"SEROTONIN SECRETION BY MAST CELL","SLC18A2","GO:0002552","Innate","Innate","Secretion, Serotonin, Mast cell","Mast cell",1
"SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA SOMATIC MUTATION","ADAR","GO:0002566","Adaptive","General","Somatic mutation, Immune receptors","Lymphocyte",1
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD3","GO:0002208","Adaptive","Humoral","Somatic mutation, Ig","B cell",3
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD1","GO:0002208","Adaptive","Humoral","Somatic mutation, Ig","B cell",3
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD2","GO:0002208","Adaptive","Humoral","Somatic mutation, Ig","B cell",3
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","UNG","GO:0016446","Adaptive","Humoral","Somatic mutation, Ig genes","B cell",5
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","MLH1","GO:0016446","Adaptive","Humoral","Somatic mutation, Ig genes","B cell",5
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","MSH2","GO:0016446","Adaptive","Humoral","Somatic mutation, Ig genes","B cell",5
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","MSH6","GO:0016446","Adaptive","Humoral","Somatic mutation, Ig genes","B cell",5
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","PMS2","GO:0016446","Adaptive","Humoral","Somatic mutation, Ig genes","B cell",5
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","MSH2","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","MSH6","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","MLH1","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","UNG","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","PMS2","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","MSH3","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENES INVOLVED IN IMMUNE RESPONSE","MLH1","GO:0002204","Adaptive","Humoral","Somatic mutation, Ig genes involved in immune response","B cell",2
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENES INVOLVED IN IMMUNE RESPONSE","MSH2","GO:0002204","Adaptive","Humoral","Somatic mutation, Ig genes involved in immune response","B cell",2
"SPLEEN DEVELOPMENT","HOXB4","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","NKX2-5","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","BCL3","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","LIPA","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","EPB42","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","ADAM17","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","CDKN2B","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","PBX1","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","NKX3-2","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","RC3H1","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","NFKB2","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","NKX2-3","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","CDH17","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","ABL1","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","CACNB4","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","BCL2","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","KMT2A","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","SYK","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","PLCG2","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","KLRC1","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","EP300","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","CLEC6A","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","KLRC2","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","KLRC3","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","SRC","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","KLRK1","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY","KIR2DS2","GO:0002222","Undefined","Undefined","Ig-like receptor, Pathway, Killer cell","Undefined",1
"T CELL ACTIVATION","CD86","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","PRKCQ","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","WAS","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CHRNA7","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD28","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CORO1A","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","HSPD1","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","RBX1","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","NCK1","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","SMAD3","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","PPP3CA","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","LAG3","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","NLRC3","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","PPP3CB","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","FKBP1A","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","MFAP3","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","PIK3CG","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","DPP4","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","TNFAIP8L2","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD7","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD276","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","VAV1","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","PTPRC","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD44","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","ITK","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","RASGRP1","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD80","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","DCAF12","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD3G","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD8B","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","ADA","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","ZAP70","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","DDOST","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNE","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","MDK","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","F2RL1","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","LCP1","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","PSEN1","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA8","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","CD1C","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","APBB1IP","GO:0002291","Adaptive","Cellular",NA,"T cell",2
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","ITGAL","GO:0002291","Adaptive","Cellular",NA,"T cell",2
"T CELL CHEMOTAXIS","CXCL12","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","CCL3","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","DEFA4","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","GPR183","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","SLC12A2","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","PIK3CG","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","DEFA1","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL COSTIMULATION","CD86","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","PTPN6","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CAV1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","SRC","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","PTPN11","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","DPP4","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","SPN","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","LGALS1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","MAP3K8","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","KLRK1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CD160","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CD24","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","AKT1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CD28","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CD80","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","PIK3CA","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","EFNB1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","EFNB2","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","VAV1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CSK","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","MTOR","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CD40LG","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL DIFFERENTIATION","KDELR1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","DTX1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","GATA3","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","ITPKB","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","KIT","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","CTNNB1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","IL2","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","FOSL2","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","PTPRC","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","ZAP70","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","VAV1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","PPP3CB","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","SOX4","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","PTPN2","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","LIPA","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","LMBR1L","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","LFNG","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","LEPR","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","BCL2","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","GPR89A","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","LEP","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","EGR1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","PKNOX1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","IL7R","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","PIK3R1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","NRARP","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","SP3","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","RAG2","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","GPR89B","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION IN THYMUS","RAG2","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","NKAP","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","STAT5B","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","IL2RG","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","IL7R","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","CTNNB1","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","RAG1","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","GLI3","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","ZFP36L2","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","NCAPH2","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","ZFP36L1","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","BCL2","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","ADAM17","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","PRKDC","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","GATA3","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","WNT4","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","RPS6","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","LIG4","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","CDK6","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","BRAF","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","B2M","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","JMJD6","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","PSMB11","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","TESPA1","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","FCER1G","GO:0002292","Adaptive","Cellular","Differentiation, T cell, Immune response","T cell",1
"T CELL EXTRAVASATION","XG","GO:0072683","Adaptive","Cellular","Extravasation, T cell","T cell",2
"T CELL EXTRAVASATION","CD99","GO:0072683","Adaptive","Cellular","Extravasation, T cell","T cell",2
"T CELL HOMEOSTASIS","PPP2CA","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","CHST3","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","BCL2","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","SPNS2","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","JAK3","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","STAT5B","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","ZC3H8","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","NCKAP1L","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","PPP2R1A","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","RC3H1","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","IL7R","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","CORO1A","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","RAG1","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","PPP3CB","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","IL20RB","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","GPR15LG","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","CASP3","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","CCNB2","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","PRDX2","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTATIC PROLIFERATION","BAX","GO:0001777","Adaptive","Cellular","Homeostasis, Proliferation, T cell","T cell",1
"T CELL LINEAGE COMMITMENT","IL7","GO:0002360","Adaptive","Cellular","Lineage commitment, T cell","T cell",4
"T CELL LINEAGE COMMITMENT","BCL2","GO:0002360","Adaptive","Cellular","Lineage commitment, T cell","T cell",4
"T CELL LINEAGE COMMITMENT","RAG2","GO:0002360","Adaptive","Cellular","Lineage commitment, T cell","T cell",4
"T CELL LINEAGE COMMITMENT","PRKDC","GO:0002360","Adaptive","Cellular","Lineage commitment, T cell","T cell",4
"T CELL MEANDERING MIGRATION","MYO1G","GO:0120117","Adaptive","Cellular","Migration, Meandering, T cell","T cell",1
"T CELL MEDIATED CYTOTOXICITY","GZMM","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","CTSH","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","TAP2","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","PPP3CB","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","PRF1","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","EMP2","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","CTSC","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","HPRT1","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","IL7R","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","B2M","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED IMMUNITY","CD46","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","CLEC4G","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","JAG1","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","MYO1G","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","CR2","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","BTN3A2","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","CD70","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","GNL1","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","CR1","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MIGRATION","GPR15","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","MYO1G","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","CORO1A","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","FUT7","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","ZAP70","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","S1PR1","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","MSN","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
