"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","condition"
"GO:0007094","mitotic spindle assembly checkpoint signaling","13/171","46/18870",1.37481953991871e-16,9.31669374884912e-15,8.19585402919961e-15,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0071173","spindle assembly checkpoint signaling","13/171","46/18870",1.37481953991871e-16,9.31669374884912e-15,8.19585402919961e-15,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0071174","mitotic spindle checkpoint signaling","13/171","46/18870",1.37481953991871e-16,9.31669374884912e-15,8.19585402919961e-15,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0031577","spindle checkpoint signaling","13/171","47/18870",1.88569518892186e-16,1.23665107067037e-14,1.08787644345611e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0033046","negative regulation of sister chromatid segregation","13/171","48/18870",2.56596965172386e-16,1.49046180055846e-14,1.31115261301619e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0033048","negative regulation of mitotic sister chromatid segregation","13/171","48/18870",2.56596965172386e-16,1.49046180055846e-14,1.31115261301619e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","13/171","48/18870",2.56596965172386e-16,1.49046180055846e-14,1.31115261301619e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:2000816","negative regulation of mitotic sister chromatid separation","13/171","48/18870",2.56596965172386e-16,1.49046180055846e-14,1.31115261301619e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0051985","negative regulation of chromosome segregation","13/171","50/18870",4.64651084283044e-16,2.48588330091428e-14,2.1868204769997e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","13/171","50/18870",4.64651084283044e-16,2.48588330091428e-14,2.1868204769997e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:1905819","negative regulation of chromosome separation","13/171","50/18870",4.64651084283044e-16,2.48588330091428e-14,2.1868204769997e-14,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0045786","negative regulation of cell cycle","27/171","407/18870",5.25486166511273e-16,2.73552811023704e-14,2.40643190477787e-14,"PKMYT1/CENPF/BUB1/CLSPN/CDC45/TRIP13/BUB1B/ESPL1/AURKB/ZWINT/CDC6/CDT1/RAD51/CDK1/BIRC5/PLK1/TTK/SPC25/CDCA8/DTL/CDC20/TICRR/SPC24/E2F7/NEK2/E2F8/GTSE1",27,"ChAd (V1, D7)"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","19/171","163/18870",5.38224911015651e-16,2.73552811023704e-14,2.40643190477787e-14,"NUSAP1/ESPL1/KIF23/AURKB/KIFC1/KIF11/MYBL2/TPX2/CDK1/BIRC5/PLK1/TTK/SPC25/KIF4A/CDCA8/DLGAP5/CDC20/NEK2/CENPA",19,"ChAd (V1, D7)"
"GO:1901991","negative regulation of mitotic cell cycle phase transition","20/171","196/18870",1.21086390322648e-15,6.00411296404738e-14,5.28179145463873e-14,"CENPF/BUB1/CLSPN/TRIP13/BUB1B/AURKB/ZWINT/CDC6/CDK1/BIRC5/PLK1/TTK/SPC25/CDCA8/DTL/CDC20/TICRR/SPC24/E2F7/GTSE1",20,"ChAd (V1, D7)"
"GO:0045839","negative regulation of mitotic nuclear division","13/171","56/18870",2.36129985127742e-15,1.14298157086833e-13,1.00547580133342e-13,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0090068","positive regulation of cell cycle process","22/171","262/18870",2.5989499661497e-15,1.22875936771682e-13,1.08093414748797e-13,"RRM2/NUSAP1/BUB1/UBE2C/ESPL1/KIF14/KIF23/AURKB/CDC25A/CDC6/CDCA5/CDC25C/CDK1/BIRC5/CDCA8/DTL/DLGAP5/NCAPG/CDC20/IGF1/E2F7/E2F8",22,"ChAd (V1, D7)"
"GO:2001251","negative regulation of chromosome organization","15/171","94/18870",6.12519747191281e-15,2.83011965009062e-13,2.48964366143059e-13,"CENPF/TOP2A/BUB1/TRIP13/BUB1B/ESPL1/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",15,"ChAd (V1, D7)"
"GO:0033044","regulation of chromosome organization","21/171","247/18870",9.06972261493317e-15,4.09749912803536e-13,3.60455174801671e-13,"CENPF/TOP2A/BUB1/TRIP13/BUB1B/UBE2C/ESPL1/AURKB/ZWINT/CDC6/CDK1/BIRC5/PLK1/TTK/SPC25/CDCA8/DLGAP5/NCAPG/CDC20/SPC24/NEK2",21,"ChAd (V1, D7)"
"GO:0051784","negative regulation of nuclear division","13/171","63/18870",1.23833110254975e-14,5.47288506844268e-13,4.81447263897487e-13,"CENPF/BUB1/TRIP13/BUB1B/AURKB/ZWINT/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/SPC24",13,"ChAd (V1, D7)"
"GO:0045930","negative regulation of mitotic cell cycle","20/171","248/18870",1.11386570402413e-13,4.81806165166182e-12,4.23842739336394e-12,"CENPF/BUB1/CLSPN/TRIP13/BUB1B/AURKB/ZWINT/CDC6/CDK1/BIRC5/PLK1/TTK/SPC25/CDCA8/DTL/CDC20/TICRR/SPC24/E2F7/GTSE1",20,"ChAd (V1, D7)"
"GO:0045787","positive regulation of cell cycle","22/171","334/18870",3.81719599533365e-13,1.61674155385694e-11,1.42224035001576e-11,"RRM2/NUSAP1/BUB1/UBE2C/ESPL1/KIF14/KIF23/AURKB/CDC25A/CDC6/CDCA5/CDC25C/CDK1/BIRC5/CDCA8/DTL/DLGAP5/NCAPG/CDC20/IGF1/E2F7/E2F8",22,"ChAd (V1, D7)"
"GO:0007052","mitotic spindle organization","15/171","130/18870",8.41360303559977e-13,3.4907867288519e-11,3.07082955047992e-11,"KIF23/AURKB/KIFC1/KIF11/MYBL2/TPX2/BIRC5/PLK1/TTK/SPC25/KIF4A/CDCA8/DLGAP5/CDC20/NEK2",15,"ChAd (V1, D7)"
"GO:0090307","mitotic spindle assembly","12/171","71/18870",1.67412987371773e-12,6.8070120665363e-11,5.98809822199248e-11,"KIF23/AURKB/KIFC1/KIF11/MYBL2/TPX2/BIRC5/PLK1/KIF4A/CDCA8/CDC20/NEK2",12,"ChAd (V1, D7)"
"GO:0000086","G2/M transition of mitotic cell cycle","15/171","140/18870",2.51694862969513e-12,1.00332481650396e-10,8.82620376027249e-11,"PKMYT1/CENPF/NES/MELK/CLSPN/KIF14/AURKB/CDC25A/CDC6/CDC25C/CCNA2/CDK1/PLK1/DTL/TICRR",15,"ChAd (V1, D7)"
"GO:0007051","spindle organization","17/171","202/18870",4.30925668919085e-12,1.68475362483173e-10,1.48207026618123e-10,"ESPL1/KIF23/AURKB/KIFC1/ASPM/KIF11/MYBL2/TPX2/BIRC5/PLK1/TTK/SPC25/KIF4A/CDCA8/DLGAP5/CDC20/NEK2",17,"ChAd (V1, D7)"
"GO:0044839","cell cycle G2/M phase transition","15/171","155/18870",1.11389858701692e-11,4.27274684416111e-10,3.75871638399551e-10,"PKMYT1/CENPF/NES/MELK/CLSPN/KIF14/AURKB/CDC25A/CDC6/CDC25C/CCNA2/CDK1/PLK1/DTL/TICRR",15,"ChAd (V1, D7)"
"GO:0000910","cytokinesis","16/171","188/18870",1.59727474507108e-11,6.01344362357314e-10,5.28999959429973e-10,"NUSAP1/ESPL1/KIF14/KIF23/AURKB/CDC6/CEP55/KIF20A/BIRC5/PLK1/ANLN/KIF4A/CDCA8/E2F7/E2F8/CENPA",16,"ChAd (V1, D7)"
"GO:0000281","mitotic cytokinesis","12/171","88/18870",2.35146688982062e-11,8.69187670364605e-10,7.64620525512964e-10,"NUSAP1/ESPL1/KIF23/AURKB/CEP55/KIF20A/BIRC5/PLK1/ANLN/KIF4A/CDCA8/CENPA",12,"ChAd (V1, D7)"
"GO:0050000","chromosome localization","13/171","116/18870",4.30151339544993e-11,1.56160298802673e-09,1.37373519903561e-09,"CENPF/KIF14/AURKB/KIFC1/CDCA5/CDT1/KIF2C/BIRC5/SPC25/CDCA8/DLGAP5/SPC24/NEK2",13,"ChAd (V1, D7)"
"GO:0051310","metaphase chromosome alignment","12/171","96/18870",6.71893734237694e-11,2.39642098544778e-09,2.10812087621393e-09,"CENPF/KIF14/AURKB/KIFC1/CDCA5/CDT1/KIF2C/BIRC5/SPC25/CDCA8/SPC24/NEK2",12,"ChAd (V1, D7)"
"GO:1901970","positive regulation of mitotic sister chromatid separation","7/171","18/18870",1.29812465636599e-10,4.55015073515873e-09,4.00274735238806e-09,"UBE2C/ESPL1/AURKB/BIRC5/CDCA8/DLGAP5/CDC20",7,"ChAd (V1, D7)"
"GO:1905820","positive regulation of chromosome separation","8/171","29/18870",1.40813724352638e-10,4.85210680693072e-09,4.26837676494437e-09,"UBE2C/ESPL1/AURKB/BIRC5/CDCA8/DLGAP5/NCAPG/CDC20",8,"ChAd (V1, D7)"
"GO:0051225","spindle assembly","13/171","133/18870",2.44383294903005e-10,8.2805206422968e-09,7.28433715860008e-09,"KIF23/AURKB/KIFC1/ASPM/KIF11/MYBL2/TPX2/BIRC5/PLK1/KIF4A/CDCA8/CDC20/NEK2",13,"ChAd (V1, D7)"
"GO:0051303","establishment of chromosome localization","12/171","108/18870",2.73100275652169e-10,9.10185017050589e-09,8.00685708943977e-09,"CENPF/KIF14/AURKB/KIFC1/CDCA5/CDT1/KIF2C/BIRC5/SPC25/CDCA8/SPC24/NEK2",12,"ChAd (V1, D7)"
"GO:1902749","regulation of cell cycle G2/M phase transition","12/171","116/18870",6.32777025214949e-10,2.07489627784192e-08,1.8252770218e-08,"PKMYT1/CENPF/CLSPN/KIF14/AURKB/CDC25A/CDC6/CDC25C/CDK1/PLK1/DTL/TICRR",12,"ChAd (V1, D7)"
"GO:0061640","cytoskeleton-dependent cytokinesis","12/171","117/18870",6.99606942599358e-10,2.25762049889602e-08,1.98601870589191e-08,"NUSAP1/ESPL1/KIF23/AURKB/CEP55/KIF20A/BIRC5/PLK1/ANLN/KIF4A/CDCA8/CENPA",12,"ChAd (V1, D7)"
"GO:0010639","negative regulation of organelle organization","19/171","363/18870",8.52501331113722e-10,2.70802375961593e-08,2.38223644993785e-08,"CENPF/TOP2A/BUB1/TRIP13/MET/BUB1B/ESPL1/AURKB/ZWINT/TMSB15A/TPX2/BIRC5/PLK1/TTK/SPC25/CDCA8/CDC20/IGF1/SPC24",19,"ChAd (V1, D7)"
"GO:1901992","positive regulation of mitotic cell cycle phase transition","11/171","98/18870",1.38866220902149e-09,4.34330810913952e-08,3.8207888147814e-08,"RRM2/UBE2C/ESPL1/CDC25A/CDC6/CDCA5/CDC25C/CDK1/DTL/DLGAP5/CDC20",11,"ChAd (V1, D7)"
"GO:0051231","spindle elongation","6/171","14/18870",1.43416355624913e-09,4.41765834826437e-08,3.886194389262e-08,"KIF23/AURKB/KIF11/BIRC5/KIF4A/CDCA8",6,"ChAd (V1, D7)"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","11/171","104/18870",2.63796261857745e-09,8.0044447814447e-08,7.04147445241647e-08,"CENPF/CLSPN/KIF14/AURKB/CDC25A/CDC6/CDC25C/CDK1/PLK1/DTL/TICRR",11,"ChAd (V1, D7)"
"GO:1901989","positive regulation of cell cycle phase transition","11/171","119/18870",1.10923082106598e-08,3.31627391062815e-07,2.91731140091502e-07,"RRM2/UBE2C/ESPL1/CDC25A/CDC6/CDCA5/CDC25C/CDK1/DTL/DLGAP5/CDC20",11,"ChAd (V1, D7)"
"GO:0032465","regulation of cytokinesis","10/171","93/18870",1.21221942482988e-08,3.57165520388282e-07,3.14196918807927e-07,"KIF14/KIF23/AURKB/CDC6/KIF20A/BIRC5/PLK1/CDCA8/E2F7/E2F8",10,"ChAd (V1, D7)"
"GO:0008608","attachment of spindle microtubules to kinetochore","8/171","49/18870",1.26838970300336e-08,3.68376609457975e-07,3.24059263970331e-07,"AURKB/CDT1/KIF2C/BIRC5/SPC25/CDCA8/SPC24/NEK2",8,"ChAd (V1, D7)"
"GO:0045931","positive regulation of mitotic cell cycle","11/171","128/18870",2.38671935069259e-08,6.83408512670146e-07,6.01191427253774e-07,"RRM2/UBE2C/ESPL1/CDC25A/CDC6/CDCA5/CDC25C/CDK1/DTL/DLGAP5/CDC20",11,"ChAd (V1, D7)"
"GO:0051256","mitotic spindle midzone assembly","5/171","11/18870",2.54800427740463e-08,7.19457318883836e-07,6.32903401653578e-07,"KIF23/AURKB/BIRC5/KIF4A/CDCA8",5,"ChAd (V1, D7)"
"GO:0006260","DNA replication","15/171","278/18870",3.73346277237159e-08,1.03974381044266e-06,9.14658002921317e-07,"RRM2/TK1/CDC45/ESCO2/GINS2/CDC6/CDT1/RAD51/CCNA2/CDK1/MCM10/DTL/TICRR/E2F7/E2F8",15,"ChAd (V1, D7)"
"GO:0000022","mitotic spindle elongation","5/171","12/18870",4.33600960759054e-08,1.18457541447323e-06,1.04206572044944e-06,"KIF23/AURKB/BIRC5/KIF4A/CDCA8",5,"ChAd (V1, D7)"
"GO:0007080","mitotic metaphase chromosome alignment","8/171","57/18870",4.3700519471467e-08,1.18457541447323e-06,1.04206572044944e-06,"KIF14/AURKB/KIFC1/CDCA5/CDT1/KIF2C/BIRC5/CDCA8",8,"ChAd (V1, D7)"
"GO:0061982","meiosis I cell cycle process","11/171","136/18870",4.48666788921525e-08,1.20018366036508e-06,1.05579622489982e-06,"PKMYT1/TOP2A/TRIP13/DMC1/ESPL1/CDC25A/MND1/CDC25C/RAD51/PLK1/CDC20",11,"ChAd (V1, D7)"
"GO:0044771","meiotic cell cycle phase transition","5/171","13/18870",6.99440887833784e-08,1.84670561683907e-06,1.62453871282242e-06,"PKMYT1/CDC25A/CDC25C/TTK/CDC20",5,"ChAd (V1, D7)"
"GO:1903046","meiotic cell cycle process","13/171","214/18870",7.94284417850131e-08,2.07023105319143e-06,1.8211730444364e-06,"PKMYT1/TOP2A/TRIP13/DMC1/ESPL1/CDC25A/ASPM/MND1/CDC25C/RAD51/PLK1/TTK/CDC20",13,"ChAd (V1, D7)"
"GO:0051255","spindle midzone assembly","5/171","14/18870",1.08005158354006e-07,2.77942388523663e-06,2.44504682269761e-06,"KIF23/AURKB/BIRC5/KIF4A/CDCA8",5,"ChAd (V1, D7)"
"GO:0051984","positive regulation of chromosome segregation","6/171","27/18870",1.28212188976781e-07,3.25819225237245e-06,2.86621722462567e-06,"AURKB/CDC6/CDK1/BIRC5/CDCA8/NCAPG",6,"ChAd (V1, D7)"
"GO:0051302","regulation of cell division","12/171","186/18870",1.32660278401786e-07,3.32960920976334e-06,2.92904240421877e-06,"KIF14/KIF18B/KIF23/AURKB/ASPM/CDC6/KIF20A/BIRC5/PLK1/CDCA8/E2F7/E2F8",12,"ChAd (V1, D7)"
"GO:0015670","carbon dioxide transport","5/171","15/18870",1.60821553474128e-07,3.93915925557713e-06,3.46526086686802e-06,"HBD/HBA2/HBA1/HBB/HBG2",5,"ChAd (V1, D7)"
"GO:0015671","oxygen transport","5/171","15/18870",1.60821553474128e-07,3.93915925557713e-06,3.46526086686802e-06,"HBD/HBA2/HBA1/HBB/HBG2",5,"ChAd (V1, D7)"
"GO:0140694","non-membrane-bounded organelle assembly","17/171","408/18870",1.91062750009693e-07,4.62417346154411e-06,4.06786481536927e-06,"CENPF/KIF23/AURKB/KIFC1/ASPM/KIF11/MYBL2/TPX2/BIRC5/PLK1/ANLN/KIF4A/CDCA8/DLGAP5/CDC20/NEK2/CENPA",17,"ChAd (V1, D7)"
"GO:1902750","negative regulation of cell cycle G2/M phase transition","8/171","70/18870",2.25916488998938e-07,5.40339084864519e-06,4.75333888308602e-06,"PKMYT1/CLSPN/AURKB/CDC6/CDK1/PLK1/DTL/TICRR",8,"ChAd (V1, D7)"
"GO:0051656","establishment of organelle localization","18/171","469/18870",2.76465435765909e-07,6.53551431293131e-06,5.7492628563804e-06,"SDC1/NUSAP1/CENPF/ESPL1/KIF14/AURKB/KIFC1/CDCA5/UCHL1/CDT1/KIF2C/BIRC5/PLK1/SPC25/CDCA8/SPC24/NEK2/CENPA",18,"ChAd (V1, D7)"
"GO:0051321","meiotic cell cycle","14/171","287/18870",3.71038849726968e-07,8.67036760338994e-06,7.62728379535533e-06,"PKMYT1/TOP2A/TRIP13/DMC1/ESPL1/CDC25A/ASPM/MND1/CDC25C/RAD51/PLK1/TTK/CDC20/NEK2",14,"ChAd (V1, D7)"
"GO:0031570","DNA integrity checkpoint signaling","10/171","135/18870",4.26281478911998e-07,9.84807098441015e-06,8.66330421855844e-06,"CLSPN/CDC45/CDC6/CDT1/RAD51/CDK1/PLK1/DTL/TICRR/GTSE1",10,"ChAd (V1, D7)"
"GO:0000076","DNA replication checkpoint signaling","5/171","18/18870",4.48845755123448e-07,1.02528474175952e-05,9.01938424547294e-06,"CLSPN/CDC45/CDC6/CDT1/TICRR",5,"ChAd (V1, D7)"
"GO:0007062","sister chromatid cohesion","7/171","59/18870",1.01825965751796e-06,2.30013542637113e-05,2.0234188983895e-05,"BUB1/ESCO2/BUB1B/ESPL1/CDCA5/PLK1/CDC20",7,"ChAd (V1, D7)"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","5/171","21/18870",1.04278407132854e-06,2.32964837034167e-05,2.04938130386025e-05,"AURKB/CDT1/KIF2C/BIRC5/CDCA8",5,"ChAd (V1, D7)"
"GO:1901993","regulation of meiotic cell cycle phase transition","4/171","10/18870",1.31040082477639e-06,2.89570095301131e-05,2.5473352417564e-05,"PKMYT1/CDC25A/CDC25C/TTK",4,"ChAd (V1, D7)"
"GO:0015669","gas transport","5/171","22/18870",1.33961641894789e-06,2.92843030077534e-05,2.57612710333047e-05,"HBD/HBA2/HBA1/HBB/HBG2",5,"ChAd (V1, D7)"
"GO:0006261","DNA-templated DNA replication","10/171","161/18870",2.14467086734413e-06,4.63842114181981e-05,4.08039843630199e-05,"TK1/CDC45/GINS2/CDC6/CDT1/RAD51/MCM10/TICRR/E2F7/E2F8",10,"ChAd (V1, D7)"
"GO:0051445","regulation of meiotic cell cycle","7/171","66/18870",2.20404546176361e-06,4.71665728817413e-05,4.14922242607909e-05,"PKMYT1/TRIP13/CDC25A/ASPM/CDC25C/TTK/CDC20",7,"ChAd (V1, D7)"
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","7/171","67/18870",2.44254924748253e-06,5.17260689597082e-05,4.55031926696581e-05,"CLSPN/AURKB/CDC6/CDK1/PLK1/DTL/TICRR",7,"ChAd (V1, D7)"
"GO:0044786","cell cycle DNA replication","6/171","44/18870",2.6914974632107e-06,5.58348402317077e-05,4.91176604725562e-05,"TK1/CDC45/CDT1/RAD51/E2F7/E2F8",6,"ChAd (V1, D7)"
"GO:0045840","positive regulation of mitotic nuclear division","6/171","44/18870",2.6914974632107e-06,5.58348402317077e-05,4.91176604725562e-05,"NUSAP1/UBE2C/ESPL1/DLGAP5/CDC20/IGF1",6,"ChAd (V1, D7)"
"GO:0030261","chromosome condensation","6/171","47/18870",4.00307165304358e-06,8.13824467063759e-05,7.15917761949583e-05,"NUSAP1/TOP2A/CDCA5/CDK1/PLK1/NCAPG",6,"ChAd (V1, D7)"
"GO:0032467","positive regulation of cytokinesis","6/171","47/18870",4.00307165304358e-06,8.13824467063759e-05,7.15917761949583e-05,"KIF14/KIF23/AURKB/CDC6/BIRC5/CDCA8",6,"ChAd (V1, D7)"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","4/171","14/18870",6.07151381934222e-06,0.000122211758363591,0.000107509139958962,"UBE2C/ESPL1/DLGAP5/CDC20",4,"ChAd (V1, D7)"
"GO:0042744","hydrogen peroxide catabolic process","5/171","31/18870",8.09134734465235e-06,0.000160701934482508,0.000141368776599675,"HBD/HBA2/HBA1/HBB/HBG2",5,"ChAd (V1, D7)"
"GO:0044818","mitotic G2/M transition checkpoint","6/171","53/18870",8.1827921560447e-06,0.000160701934482508,0.000141368776599675,"CLSPN/CDC6/CDK1/PLK1/DTL/TICRR",6,"ChAd (V1, D7)"
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","4/171","15/18870",8.22085646147608e-06,0.000160701934482508,0.000141368776599675,"UBE2C/ESPL1/DLGAP5/CDC20",4,"ChAd (V1, D7)"
"GO:0140013","meiotic nuclear division","10/171","194/18870",1.12548428425661e-05,0.000217915195227969,0.000191699027463857,"TOP2A/TRIP13/DMC1/ESPL1/ASPM/MND1/RAD51/PLK1/TTK/CDC20",10,"ChAd (V1, D7)"
"GO:0044774","mitotic DNA integrity checkpoint signaling","7/171","87/18870",1.40996313279791e-05,0.000268509948127622,0.00023620700643013,"CLSPN/CDC6/CDK1/PLK1/DTL/TICRR/GTSE1",7,"ChAd (V1, D7)"
"GO:0051782","negative regulation of cell division","4/171","17/18870",1.41321025330328e-05,0.000268509948127622,0.00023620700643013,"AURKB/ASPM/E2F7/E2F8",4,"ChAd (V1, D7)"
"GO:0051785","positive regulation of nuclear division","6/171","60/18870",1.69339570021424e-05,0.000318766060975513,0.000280417085249902,"NUSAP1/UBE2C/ESPL1/DLGAP5/CDC20/IGF1",6,"ChAd (V1, D7)"
"GO:0006275","regulation of DNA replication","8/171","124/18870",1.74084759296532e-05,0.000324692032706283,0.000285630136209374,"ESCO2/CDC6/CDT1/CCNA2/CDK1/TICRR/E2F7/E2F8",8,"ChAd (V1, D7)"
"GO:0045132","meiotic chromosome segregation","7/171","91/18870",1.89466082241029e-05,0.000350167768360011,0.000308041027490438,"TRIP13/DMC1/ESPL1/ASPM/MND1/PLK1/TTK",7,"ChAd (V1, D7)"
"GO:0006270","DNA replication initiation","5/171","37/18870",1.98654719266844e-05,0.000360593789526334,0.000317212751912,"CDC45/CDC6/CDT1/MCM10/TICRR",5,"ChAd (V1, D7)"
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","5/171","37/18870",1.98654719266844e-05,0.000360593789526334,0.000317212751912,"CLSPN/CDK1/PLK1/DTL/TICRR",5,"ChAd (V1, D7)"
"GO:0007076","mitotic chromosome condensation","4/171","19/18870",2.26914481159407e-05,0.00040824525681157,0.000359131535621641,"NUSAP1/CDCA5/PLK1/NCAPG",4,"ChAd (V1, D7)"
"GO:0071459","protein localization to chromosome, centromeric region","5/171","40/18870",2.93367269820776e-05,0.000523171631180385,0.000460231755702215,"BUB1B/AURKB/CDK1/TTK/CENPA",5,"ChAd (V1, D7)"
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","4/171","21/18870",3.45457356897556e-05,0.000610708527454549,0.000537237573793087,"AURKB/BIRC5/CDCA8/NEK2",4,"ChAd (V1, D7)"
"GO:0033314","mitotic DNA replication checkpoint signaling","3/171","10/18870",8.37376319423419e-05,0.00146757418740328,0.0012910184815793,"CLSPN/CDC6/TICRR",3,"ChAd (V1, D7)"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","6/171","82/18870",0.000100497832688015,0.00174625721243363,0.00153617469848797,"PKMYT1/CDC25A/CDC6/CDC25C/CCNA2/PLK1",6,"ChAd (V1, D7)"
"GO:0034502","protein localization to chromosome","7/171","119/18870",0.00010607044930744,0.00182746799527139,0.00160761546274166,"ESCO2/BUB1B/AURKB/CDK1/PLK1/TTK/CENPA",7,"ChAd (V1, D7)"
"GO:0044773","mitotic DNA damage checkpoint signaling","6/171","83/18870",0.00010752412857348,0.00183694582680576,0.00161595306896367,"CLSPN/CDK1/PLK1/DTL/TICRR/GTSE1",6,"ChAd (V1, D7)"
"GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","3/171","11/18870",0.000114372503443857,0.00192164710331703,0.00169046440496836,"AURKB/BIRC5/CDCA8",3,"ChAd (V1, D7)"
"GO:1902412","regulation of mitotic cytokinesis","3/171","11/18870",0.000114372503443857,0.00192164710331703,0.00169046440496836,"AURKB/BIRC5/CDCA8",3,"ChAd (V1, D7)"
"GO:1904029","regulation of cyclin-dependent protein kinase activity","6/171","85/18870",0.000122746037670812,0.0020454319228259,0.0017993573598163,"PKMYT1/CDC25A/CDC6/CDC25C/CCNA2/PLK1",6,"ChAd (V1, D7)"
"GO:0042743","hydrogen peroxide metabolic process","5/171","54/18870",0.000127287715552195,0.00210386931477734,0.00185076447345468,"HBD/HBA2/HBA1/HBB/HBG2",5,"ChAd (V1, D7)"
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","4/171","29/18870",0.000129554378950967,0.00212406493876867,0.00186853047400418,"CDC25A/CDC25C/CDK1/DTL",4,"ChAd (V1, D7)"
"GO:0034508","centromere complex assembly","4/171","30/18870",0.000148434097742815,0.00240833129653633,0.0021185983238746,"CENPF/HJURP/DLGAP5/CENPA",4,"ChAd (V1, D7)"
"GO:0090232","positive regulation of spindle checkpoint","3/171","12/18870",0.000151481577305338,0.00240833129653633,0.0021185983238746,"AURKB/BIRC5/CDCA8",3,"ChAd (V1, D7)"
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","3/171","12/18870",0.000151481577305338,0.00240833129653633,0.0021185983238746,"AURKB/BIRC5/CDCA8",3,"ChAd (V1, D7)"
"GO:0000077","DNA damage checkpoint signaling","7/171","126/18870",0.000151631286746999,0.00240833129653633,0.0021185983238746,"CLSPN/RAD51/CDK1/PLK1/DTL/TICRR/GTSE1",7,"ChAd (V1, D7)"
"GO:0007064","mitotic sister chromatid cohesion","4/171","31/18870",0.000169225616320321,0.00266694324014893,0.00234609809978152,"BUB1/ESCO2/CDCA5/CDC20",4,"ChAd (V1, D7)"
"GO:0007127","meiosis I","7/171","129/18870",0.000175476834332136,0.00274418772459409,0.00241404972899027,"TOP2A/TRIP13/DMC1/ESPL1/MND1/RAD51/PLK1",7,"ChAd (V1, D7)"
"GO:1902751","positive regulation of cell cycle G2/M phase transition","4/171","32/18870",0.000192040742011809,0.00298029640083976,0.00262175348073977,"CDC25A/CDC25C/CDK1/DTL",4,"ChAd (V1, D7)"
"GO:0090235","regulation of metaphase plate congression","3/171","13/18870",0.000195615754236364,0.00299012652904157,0.00263040100077232,"AURKB/BIRC5/CDCA8",3,"ChAd (V1, D7)"
"GO:2000105","positive regulation of DNA-templated DNA replication","3/171","13/18870",0.000195615754236364,0.00299012652904157,0.00263040100077232,"CDT1/E2F7/E2F8",3,"ChAd (V1, D7)"
