"","condition","genes"
"8633","WETVAX (D5-7)","RNPEP"
"8634","WETVAX (D5-7)","RSAD2"
"8635","WETVAX (D5-7)","RTCB"
"8636","WETVAX (D5-7)","S100A9"
"8637","WETVAX (D5-7)","SCARB2"
"8638","WETVAX (D5-7)","SCP2"
"8639","WETVAX (D5-7)","SDF2"
"8640","WETVAX (D5-7)","SEPTIN4"
"8641","WETVAX (D5-7)","SERPINA1"
"8642","WETVAX (D5-7)","SERPING1"
"8643","WETVAX (D5-7)","SH2B3"
"8644","WETVAX (D5-7)","SIRPB1"
"8645","WETVAX (D5-7)","SLAMF8"
"8646","WETVAX (D5-7)","SLC31A2"
"8647","WETVAX (D5-7)","SLC35A2"
"8648","WETVAX (D5-7)","SLC43A3"
"8649","WETVAX (D5-7)","SLC8A1"
"8650","WETVAX (D5-7)","SLC9A9"
"8651","WETVAX (D5-7)","SMPDL3A"
"8652","WETVAX (D5-7)","SNX10"
"8653","WETVAX (D5-7)","SOCS3"
"8654","WETVAX (D5-7)","SOD2"
"8655","WETVAX (D5-7)","SORT1"
"8656","WETVAX (D5-7)","SP110"
"8657","WETVAX (D5-7)","SPTLC2"
"8658","WETVAX (D5-7)","SRBD1"
"8659","WETVAX (D5-7)","ST3GAL4"
"8660","WETVAX (D5-7)","ST3GAL5"
"8661","WETVAX (D5-7)","STOM"
"8662","WETVAX (D5-7)","TAF9B"
"8663","WETVAX (D5-7)","TBX19"
"8664","WETVAX (D5-7)","TCF7L2"
"8665","WETVAX (D5-7)","TFEC"
"8666","WETVAX (D5-7)","TGOLN2"
"8667","WETVAX (D5-7)","TJP2"
"8668","WETVAX (D5-7)","TLR1"
"8669","WETVAX (D5-7)","TLR2"
"8670","WETVAX (D5-7)","TLR8"
"8671","WETVAX (D5-7)","TMSB15A"
"8672","WETVAX (D5-7)","TNFSF13"
"8673","WETVAX (D5-7)","TNNT1"
"8674","WETVAX (D5-7)","TPM4"
"8675","WETVAX (D5-7)","TRAFD1"
"8676","WETVAX (D5-7)","TRIM34"
"8677","WETVAX (D5-7)","TSPO"
"8678","WETVAX (D5-7)","UBE2D3"
"8679","WETVAX (D5-7)","UBE2L6"
"8680","WETVAX (D5-7)","USP18"
"8681","WETVAX (D5-7)","VRK2"
"8682","WETVAX (D5-7)","WARS1"
"8683","WETVAX (D5-7)","WDFY1"
"8684","WETVAX (D5-7)","XAF1"
"8685","WETVAX (D5-7)","ZNF264"
"8686","WETVAX (D5-7)","ZNF671"
"8687","WETVAX (D5-7)","ZNFX1"
"8688","WETVAX (D50-60)","ADORA2A"
"8689","WETVAX (D50-60)","APOL3"
"8690","WETVAX (D50-60)","ARRB1"
"8691","WETVAX (D50-60)","ASGR1"
"8692","WETVAX (D50-60)","ASH2L"
"8693","WETVAX (D50-60)","ATP6V1B2"
"8694","WETVAX (D50-60)","ATP6V1C1"
"8695","WETVAX (D50-60)","ATP6V1E1"
"8696","WETVAX (D50-60)","BCAP31"
"8697","WETVAX (D50-60)","BCAT2"
"8698","WETVAX (D50-60)","BTN3A3"
"8699","WETVAX (D50-60)","C3AR1"
"8700","WETVAX (D50-60)","CACNA2D3"
"8701","WETVAX (D50-60)","CCDC22"
"8702","WETVAX (D50-60)","CCN5"
"8703","WETVAX (D50-60)","CCT3"
"8704","WETVAX (D50-60)","CD300LF"
"8705","WETVAX (D50-60)","CEBPA"
"8706","WETVAX (D50-60)","CISD3"
"8707","WETVAX (D50-60)","CISH"
"8708","WETVAX (D50-60)","COMT"
"8709","WETVAX (D50-60)","CSF1R"
"8710","WETVAX (D50-60)","CSNK2A1"
"8711","WETVAX (D50-60)","CTSZ"
"8712","WETVAX (D50-60)","CTTN"
"8713","WETVAX (D50-60)","CYP27A1"
"8714","WETVAX (D50-60)","DAXX"
"8715","WETVAX (D50-60)","DDX23"
"8716","WETVAX (D50-60)","DOK2"
"8717","WETVAX (D50-60)","DTX2"
"8718","WETVAX (D50-60)","DYNLL1"
"8719","WETVAX (D50-60)","ECHS1"
"8720","WETVAX (D50-60)","EDC4"
"8721","WETVAX (D50-60)","EMG1"
"8722","WETVAX (D50-60)","FARSA"
"8723","WETVAX (D50-60)","FBP1"
"8724","WETVAX (D50-60)","FES"
"8725","WETVAX (D50-60)","FGL2"
"8726","WETVAX (D50-60)","FKBP15"
"8727","WETVAX (D50-60)","GBA1"
"8728","WETVAX (D50-60)","GLB1"
"8729","WETVAX (D50-60)","GOSR2"
"8730","WETVAX (D50-60)","GTF2H4"
"8731","WETVAX (D50-60)","HEXA"
"8732","WETVAX (D50-60)","HMGCL"
"8733","WETVAX (D50-60)","HSD17B4"
"8734","WETVAX (D50-60)","HSPA1B"
"8735","WETVAX (D50-60)","HSPA8"
"8736","WETVAX (D50-60)","ICAM2"
"8737","WETVAX (D50-60)","ING4"
"8738","WETVAX (D50-60)","KAT5"
"8739","WETVAX (D50-60)","KCNE3"
"8740","WETVAX (D50-60)","KCNH2"
"8741","WETVAX (D50-60)","KEAP1"
"8742","WETVAX (D50-60)","KIAA0930"
"8743","WETVAX (D50-60)","KIF3C"
"8744","WETVAX (D50-60)","LARP4"
"8745","WETVAX (D50-60)","LASP1"
"8746","WETVAX (D50-60)","LAT"
"8747","WETVAX (D50-60)","LMAN2"
"8748","WETVAX (D50-60)","LPXN"
"8749","WETVAX (D50-60)","MAPK11"
"8750","WETVAX (D50-60)","MCM3"
"8751","WETVAX (D50-60)","MCRS1"
"8752","WETVAX (D50-60)","METTL13"
"8753","WETVAX (D50-60)","MYBPH"
"8754","WETVAX (D50-60)","NANS"
"8755","WETVAX (D50-60)","NBR1"
"8756","WETVAX (D50-60)","NFS1"
"8757","WETVAX (D50-60)","NIPSNAP1"
"8758","WETVAX (D50-60)","NUBP1"
"8759","WETVAX (D50-60)","NUDT2"
"8760","WETVAX (D50-60)","NUP62"
"8761","WETVAX (D50-60)","OAS1"
"8762","WETVAX (D50-60)","OPRL1"
"8763","WETVAX (D50-60)","PAAF1"
"8764","WETVAX (D50-60)","PDGFA"
"8765","WETVAX (D50-60)","PDZK1"
"8766","WETVAX (D50-60)","PIM1"
"8767","WETVAX (D50-60)","PIM3"
"8768","WETVAX (D50-60)","PPP1R11"
"8769","WETVAX (D50-60)","PRMT5"
"8770","WETVAX (D50-60)","PRPF6"
"8771","WETVAX (D50-60)","PTDSS1"
"8772","WETVAX (D50-60)","TWF2"
"8773","WETVAX (D50-60)","PTRH1"
"8774","WETVAX (D50-60)","RAB32"
"8775","WETVAX (D50-60)","RAB8A"
"8776","WETVAX (D50-60)","RBM4"
"8777","WETVAX (D50-60)","RGS14"
"8778","WETVAX (D50-60)","RGS3"
"8779","WETVAX (D50-60)","RPA2"
"8780","WETVAX (D50-60)","RTCB"
"8781","WETVAX (D50-60)","SASH3"
"8782","WETVAX (D50-60)","ENTR1"
"8783","WETVAX (D50-60)","SEPHS1"
"8784","WETVAX (D50-60)","SRSF5"
"8785","WETVAX (D50-60)","SH2D3C"
"8786","WETVAX (D50-60)","PUF60"
"8787","WETVAX (D50-60)","SLC25A20"
"8788","WETVAX (D50-60)","SLC31A2"
"8789","WETVAX (D50-60)","SNRNP40"
"8790","WETVAX (D50-60)","SPIB"
"8791","WETVAX (D50-60)","SPOP"
"8792","WETVAX (D50-60)","SRCAP"
"8793","WETVAX (D50-60)","STYXL1"
"8794","WETVAX (D50-60)","SUPT16H"
"8795","WETVAX (D50-60)","TCL1A"
"8796","WETVAX (D50-60)","TLN1"
"8797","WETVAX (D50-60)","TLR5"
"8798","WETVAX (D50-60)","TLR8"
"8799","WETVAX (D50-60)","TM9SF1"
"8800","WETVAX (D50-60)","TNFSF13"
"8801","WETVAX (D50-60)","UROD"
"8802","WETVAX (D50-60)","UTP14A"
"8803","WETVAX (D50-60)","VAMP8"
"8804","WETVAX (D50-60)","VCL"
"8805","WETVAX (D50-60)","VGLL4"
"8806","WETVAX (D50-60)","VIPAS39"
"8807","WETVAX (D50-60)","VPS35"
"8808","WETVAX (D50-60)","VPS45"
"8809","WETVAX (D50-60)","VPS72"
"8810","WETVAX (D50-60)","ZNF154"
"8811","WETVAX (D50-60)","ZNF226"
"8812","WETVAX (D50-60)","ZNF692"
"8813","WETVAX (D50-60)","ACAD9"
"8814","WETVAX (D50-60)","ACBD5"
"8815","WETVAX (D50-60)","AFAP1"
"8816","WETVAX (D50-60)","AGFG1"
"8817","WETVAX (D50-60)","CRYBG1"
"8818","WETVAX (D50-60)","ANKLE2"
"8819","WETVAX (D50-60)",NA
"8820","WETVAX (D50-60)","AREG"
"8821","WETVAX (D50-60)","ATG2A"
"8822","WETVAX (D50-60)","ATM"
"8823","WETVAX (D50-60)","ATP1B3"
"8824","WETVAX (D50-60)","B4GALT4"
"8825","WETVAX (D50-60)","BCL2A1"
"8826","WETVAX (D50-60)","BTG3"
"8827","WETVAX (D50-60)","CBLB"
"8828","WETVAX (D50-60)","CCNE1"
"8829","WETVAX (D50-60)","CCNL1"
"8830","WETVAX (D50-60)","CDC73"
"8831","WETVAX (D50-60)","CDKN1B"
"8832","WETVAX (D50-60)","CDKN2C"
"8833","WETVAX (D50-60)","CFI"
"8834","WETVAX (D50-60)","CHD1"
"8835","WETVAX (D50-60)","CLEC2B"
"8836","WETVAX (D50-60)","CLK1"
"8837","WETVAX (D50-60)","CLSTN3"
"8838","WETVAX (D50-60)","COL4A5"
"8839","WETVAX (D50-60)","CREM"
"8840","WETVAX (D50-60)","CRH"
"8841","WETVAX (D50-60)","CSNK1A1"
"8842","WETVAX (D50-60)","DCAF11"
"8843","WETVAX (D50-60)","DCTN6"
"8844","WETVAX (D50-60)","DLL1"
"8845","WETVAX (D50-60)","DNTTIP2"
"8846","WETVAX (D50-60)","DUSP12"
"8847","WETVAX (D50-60)","DYRK1A"
"8848","WETVAX (D50-60)","EIF1B"
"8849","WETVAX (D50-60)","ELAC1"
"8850","WETVAX (D50-60)","ERH"
"8851","WETVAX (D50-60)","ETF1"
"8852","WETVAX (D50-60)","ETS2"
"8853","WETVAX (D50-60)","FN1"
"8854","WETVAX (D50-60)","FNBP4"
"8855","WETVAX (D50-60)","G0S2"
"8856","WETVAX (D50-60)","GADD45A"
"8857","WETVAX (D50-60)","GALNT3"
"8858","WETVAX (D50-60)","GNG10"
"8859","WETVAX (D50-60)","HBP1"
"8860","WETVAX (D50-60)","LAMTOR5"
"8861","WETVAX (D50-60)","HERC1"
"8862","WETVAX (D50-60)","HERPUD1"
"8863","WETVAX (D50-60)","HIF1A"
"8864","WETVAX (D50-60)","HMCES"
"8865","WETVAX (D50-60)","HNRNPA3P1"
"8866","WETVAX (D50-60)","HPGD"
"8867","WETVAX (D50-60)","ID2"
"8868","WETVAX (D50-60)","IDS"
"8869","WETVAX (D50-60)","IL18"
"8870","WETVAX (D50-60)","INSIG1"
"8871","WETVAX (D50-60)","IRS2"
"8872","WETVAX (D50-60)","JARID2"
"8873","WETVAX (D50-60)","KDM6A"
"8874","WETVAX (D50-60)","NDC80"
"8875","WETVAX (D50-60)","LITAF"
"8876","WETVAX (D50-60)","LPIN1"
"8877","WETVAX (D50-60)","LUC7L3"
"8878","WETVAX (D50-60)","MAP4K5"
"8879","WETVAX (D50-60)","MCL1"
"8880","WETVAX (D50-60)","MPP7"
"8881","WETVAX (D50-60)","MXD1"
"8882","WETVAX (D50-60)","MXI1"
"8883","WETVAX (D50-60)","NDUFV2"
"8884","WETVAX (D50-60)","NIBAN1"
"8885","WETVAX (D50-60)","NKRF"
"8886","WETVAX (D50-60)","NR4A2"
"8887","WETVAX (D50-60)","OSGIN2"
"8888","WETVAX (D50-60)","P2RY10"
"8889","WETVAX (D50-60)","NAMPT"
"8890","WETVAX (D50-60)","PDK4"
"8891","WETVAX (D50-60)","PER1"
"8892","WETVAX (D50-60)","PFKFB3"
"8893","WETVAX (D50-60)","PHF12"
"8894","WETVAX (D50-60)","PIP5K1A"
"8895","WETVAX (D50-60)","PLAT"
"8896","WETVAX (D50-60)","PNN"
"8897","WETVAX (D50-60)","POLR3E"
"8898","WETVAX (D50-60)","PPM1A"
"8899","WETVAX (D50-60)","PPM1B"
"8900","WETVAX (D50-60)","SRGN"
"8901","WETVAX (D50-60)","PRKCH"
"8902","WETVAX (D50-60)","PRMT3"
"8903","WETVAX (D50-60)","PRPS1"
"8904","WETVAX (D50-60)","PSMC5"
"8905","WETVAX (D50-60)","PTBP2"
"8906","WETVAX (D50-60)","PTP4A1"
"8907","WETVAX (D50-60)","PTPN22"
"8908","WETVAX (D50-60)","RABGGTB"
"8909","WETVAX (D50-60)","RASA2"
"8910","WETVAX (D50-60)","RBBP6"
"8911","WETVAX (D50-60)","TRIM13"
"8912","WETVAX (D50-60)","RGPD5"
"8913","WETVAX (D50-60)","RIPK2"
"8914","WETVAX (D50-60)","RNF103"
"8915","WETVAX (D50-60)","RSRC2"
"8916","WETVAX (D50-60)","RTF1"
"8917","WETVAX (D50-60)","RUNX1"
"8918","WETVAX (D50-60)","S100P"
"8919","WETVAX (D50-60)","SAR1A"
"8920","WETVAX (D50-60)","SBDS"
"8921","WETVAX (D50-60)","SC5D"
"8922","WETVAX (D50-60)","SEC63"
"8923","WETVAX (D50-60)","SERINC1"
"8924","WETVAX (D50-60)","SESN1"
"8925","WETVAX (D50-60)","SETD2"
"8926","WETVAX (D50-60)","MTREX"
"8927","WETVAX (D50-60)","SLC16A6"
"8928","WETVAX (D50-60)","SLC7A5"
"8929","WETVAX (D50-60)","SMNDC1"
"8930","WETVAX (D50-60)","SNIP1"
"8931","WETVAX (D50-60)","SNRPE"
"8932","WETVAX (D50-60)","SOD2"
"8933","WETVAX (D50-60)","HSPA13"
"8934","WETVAX (D50-60)","STIM1"
"8935","WETVAX (D50-60)","STRAP"
"8936","WETVAX (D50-60)","TAF13"
"8937","WETVAX (D50-60)","TAS2R5"
"8938","WETVAX (D50-60)","THBD"
"8939","WETVAX (D50-60)","TLE1"
"8940","WETVAX (D50-60)","TMED10"
"8941","WETVAX (D50-60)","TNC"
"8942","WETVAX (D50-60)","TNKS2"
"8943","WETVAX (D50-60)","TOB1"
"8944","WETVAX (D50-60)","TTC32"
"8945","WETVAX (D50-60)","UBE2D3"
"8946","WETVAX (D50-60)","UQCRFS1"
"8947","WETVAX (D50-60)","USP48"
"8948","WETVAX (D50-60)","UVRAG"
"8949","WETVAX (D50-60)","WDR26"
"8950","WETVAX (D50-60)","YES1"
"8951","WETVAX (D50-60)","ZBTB1"
"8952","WETVAX (D50-60)","ZFP91"
"8953","WETVAX (D50-60)","ZKSCAN1"
"8954","WETVAX (D50-60)","ZNF267"
"8955","WETVAX (D50-60)","ZNF281"
"8956","WETVAX (D50-60)","ZNF326"
"8957","WETVAX (D50-60)","ZNF394"
"8958","WETVAX (D50-60)","ZNF451"
"8959","WETVAX (D50-60)","ADNP2"
"8960","WETVAX (D50-60)","ZNF625"
"8961","MVA85A (D2)","ACP2"
"8962","MVA85A (D2)","BCL2A1"
"8963","MVA85A (D2)","BID"
"8964","MVA85A (D2)","C3AR1"
"8965","MVA85A (D2)","CARD16"
"8966","MVA85A (D2)",NA
"8967","MVA85A (D2)","CTSL"
"8968","MVA85A (D2)","CXCL10"
"8969","MVA85A (D2)","DNASE2"
"8970","MVA85A (D2)","DRAM1"
"8971","MVA85A (D2)","FCGR1BP"
"8972","MVA85A (D2)","GLMP"
"8973","MVA85A (D2)","ICAM1"
"8974","MVA85A (D2)","IFI44"
"8975","MVA85A (D2)","IFI44L"
"8976","MVA85A (D2)","IFIH1"
"8977","MVA85A (D2)","IFIT3"
"8978","MVA85A (D2)","IL1A"
"8979","MVA85A (D2)","IL4I1"
"8980","MVA85A (D2)","IL6"
"8981","MVA85A (D2)","ISG15"
"8982","MVA85A (D2)","MARCO"
"8983","MVA85A (D2)","PILRA"
"8984","MVA85A (D2)","PYCARD"
"8985","MVA85A (D2)","RSAD2"
"8986","MVA85A (D2)","S100A8"
"8987","MVA85A (D2)","S100A9"
"8988","MVA85A (D2)","SERPING1"
"8989","MVA85A (D2)","TLR1"
"8990","MVA85A (D2)","TLR6"
"8991","MVA85A (D2)","TLR8"
"8992","MVA85A (D2)","TNF"
"8993","MVA85A (D2)","TYMP"
"8994","MVA85A (D2)","XAF1"
"8995","ZOSTAVAX (D1)","GZMH"
"8996","ZOSTAVAX (D1)","MYO6"
"8997","ZOSTAVAX (D1)","PSPH"
"8998","ZOSTAVAX (D1)","S1PR5"
"8999","ZOSTAVAX (D1)","SLC22A16"
"9000","ZOSTAVAX (D1)","TARP"
"9001","ZOSTAVAX (D3)","IFI44L"
"9002","ZOSTAVAX (D3)","KDELR2"
"9003","ZOSTAVAX (D3)","PDP1"
"9004","ZOSTAVAX (D3)","PSPH"
"9005","ZOSTAVAX (D1)","DUSP11"
"9006","ZOSTAVAX (D1)","EXOSC10"
"9007","ZOSTAVAX (D1)","FAF2"
"9008","ZOSTAVAX (D1)","PPIAL4A"
"9009","ZOSTAVAX (D1)","PSMG2"
"9010","ZOSTAVAX (D1)","TCAF1"
"9011","ZOSTAVAX (D1)","TOX3"
"9012","YF VAX (ANY)","APOD"
"9013","YF VAX (ANY)","CACNA2D2"
"9014","YF VAX (ANY)","HAND1"
"9015","YF VAX (ANY)","LIMD2"
"9016","YF VAX (ANY)","NHLH2"
"9017","YF VAX (ANY)","NRBP2"
"9018","YF VAX (ANY)","PYCR2"
"9019","YF VAX (ANY)","SYNGR3"
"9020","YF VAX (ANY)","TAGLN3"
"9021","YF VAX (ANY)","THRB"
"9022","YF VAX (ANY)","APRT"
"9023","YF VAX (ANY)","ATP5MJ"
"9024","YF VAX (ANY)","TMEM259"
"9025","YF VAX (ANY)","BRAT1"
"9026","YF VAX (ANY)","CCNI"
"9027","YF VAX (ANY)","COL6A2"
"9028","YF VAX (ANY)","DPP7"
"9029","YF VAX (ANY)","EGLN2"
"9030","YF VAX (ANY)","EIF4B"
"9031","YF VAX (ANY)","FBXW5"
"9032","YF VAX (ANY)","NDUFV1"
"9033","YF VAX (ANY)","PRB3"
"9034","YF VAX (ANY)","RPS13"
"9035","YF VAX (ANY)","RPS2"
"9036","YF VAX (ANY)","RPS7"
"9037","YF VAX (ANY)","SLC25A6"
"9038","YF17D (D3)","C3AR1"
"9039","YF17D (D3)","CXCL10"
"9040","YF17D (D3)","DDX60L"
"9041","YF17D (D3)","HERC5"
"9042","YF17D (D3)","IFI44"
"9043","YF17D (D3)","IFI44L"
"9044","YF17D (D3)","IFIH1"
"9045","YF17D (D3)","IFIT3"
"9046","YF17D (D3)","IRF7"
"9047","YF17D (D3)","ISG15"
"9048","YF17D (D3)","LAMP3"
"9049","YF17D (D3)","LGALS3BP"
"9050","YF17D (D3)","DHX58"
"9051","YF17D (D3)","MYOF"
"9052","YF17D (D3)","NEXN"
"9053","YF17D (D3)","OAS1"
"9054","YF17D (D3)","OAS3"
"9055","YF17D (D3)","OASL"
"9056","YF17D (D3)","PARP12"
"9057","YF17D (D3)","PLSCR1"
"9058","YF17D (D3)","PNPT1"
"9059","YF17D (D3)","RASA2"
"9060","YF17D (D3)","RGL1"
"9061","YF17D (D3)","RSAD2"
"9062","YF17D (D3)","SAMD9"
"9063","YF17D (D3)","SAMD9L"
"9064","YF17D (D3)","SERPING1"
"9065","YF17D (D3)","TLR7"
"9066","YF17D (D3)","TMEM255A"
"9067","YF17D (D3)","TRIM5"
"9068","YF17D (D3)","XAF1"
"9069","YF VAX (D4-7)","ACAA1"
"9070","YF VAX (D4-7)","ACP5"
"9071","YF VAX (D4-7)","ACVRL1"
"9072","YF VAX (D4-7)","ADCY9"
"9073","YF VAX (D4-7)","AKAP8L"
"9074","YF VAX (D4-7)","AKR7A2"
"9075","YF VAX (D4-7)","ALDH16A1"
"9076","YF VAX (D4-7)","AMD1"
"9077","YF VAX (D4-7)","APRT"
"9078","YF VAX (D4-7)","ARF5"
"9079","YF VAX (D4-7)","ARFGAP1"
"9080","YF VAX (D4-7)","ARHGAP27"
"9081","YF VAX (D4-7)","ARHGAP4"
"9082","YF VAX (D4-7)","ARL4C"
"9083","YF VAX (D4-7)","ARL6IP4"
"9084","YF VAX (D4-7)","ATP5MJ"
"9085","YF VAX (D4-7)","AVP"
"9086","YF VAX (D4-7)","B4GALT3"
"9087","YF VAX (D4-7)","BANP"
"9088","YF VAX (D4-7)","BPIFB2"
"9089","YF VAX (D4-7)","BRAT1"
"9090","YF VAX (D4-7)","BTF3"
"9091","YF VAX (D4-7)","C12orf57"
"9092","YF VAX (D4-7)","CACNA2D3"
"9093","YF VAX (D4-7)","CBX7"
"9094","YF VAX (D4-7)","CCDC88B"
"9095","YF VAX (D4-7)","CCM2"
"9096","YF VAX (D4-7)","CCNI"
"9097","YF VAX (D4-7)","CCT3"
"9098","YF VAX (D4-7)","CCT4"
"9099","YF VAX (D4-7)","CCT7"
"9100","YF VAX (D4-7)","CD244"
"9101","YF VAX (D4-7)","CD3D"
"9102","YF VAX (D4-7)","CHAT"
"9103","YF VAX (D4-7)","CHCHD5"
"9104","YF VAX (D4-7)","CHFR"
"9105","YF VAX (D4-7)","CHMP1A"
"9106","YF VAX (D4-7)","CLPP"
"9107","YF VAX (D4-7)","CLPTM1L"
"9108","YF VAX (D4-7)","COL6A2"
"9109","YF VAX (D4-7)","CTNNBIP1"
"9110","YF VAX (D4-7)","CTU1"
"9111","YF VAX (D4-7)","CUTA"
"9112","YF VAX (D4-7)","CXXC5"
"9113","YF VAX (D4-7)","CYBC1"
"9114","YF VAX (D4-7)","DBP"
"9115","YF VAX (D4-7)","DCBLD2"
"9116","YF VAX (D4-7)","DENND4B"
"9117","YF VAX (D4-7)","DHX30"
"9118","YF VAX (D4-7)","DPP7"
"9119","YF VAX (D4-7)","DUOXA2"
"9120","YF VAX (D4-7)","DUSP15"
"9121","YF VAX (D4-7)","EDARADD"
"9122","YF VAX (D4-7)","EEF1B2"
"9123","YF VAX (D4-7)","EEF1D"
"9124","YF VAX (D4-7)","EEF1G"
"9125","YF VAX (D4-7)","EEF2"
"9126","YF VAX (D4-7)","EGLN2"
"9127","YF VAX (D4-7)","EIF3E"
"9128","YF VAX (D4-7)","EIF3F"
"9129","YF VAX (D4-7)","EIF3L"
"9130","YF VAX (D4-7)","EIF4B"
"9131","YF VAX (D4-7)","ENO1"
"9132","YF VAX (D4-7)","FAAP100"
"9133","YF VAX (D4-7)","FHIP1B"
"9134","YF VAX (D4-7)","FAR2"
"9135","YF VAX (D4-7)","FBXL15"
"9136","YF VAX (D4-7)","FBXW5"
"9137","YF VAX (D4-7)","FKBP2"
"9138","YF VAX (D4-7)","FLNA"
"9139","YF VAX (D4-7)","FOXC1"
"9140","YF VAX (D4-7)","GATD3"
"9141","YF VAX (D4-7)","GJC1"
"9142","YF VAX (D4-7)","GPR156"
"9143","YF VAX (D4-7)","GPR78"
"9144","YF VAX (D4-7)","GTPBP6"
"9145","YF VAX (D4-7)","GUK1"
"9146","YF VAX (D4-7)","HADHA"
"9147","YF VAX (D4-7)","HCLS1"
"9148","YF VAX (D4-7)","ICAM3"
"9149","YF VAX (D4-7)","IGLV1-44"
"9150","YF VAX (D4-7)","IL24"
"9151","YF VAX (D4-7)","INKA1"
"9152","YF VAX (D4-7)","INPPL1"
"9153","YF VAX (D4-7)","IRGC"
"9154","YF VAX (D4-7)","JMJD8"
"9155","YF VAX (D4-7)","KIF1C"
"9156","YF VAX (D4-7)","KIF22"
"9157","YF VAX (D4-7)","KLRB1"
"9158","YF VAX (D4-7)","KRT18"
"9159","YF VAX (D4-7)","LCE1E"
"9160","YF VAX (D4-7)","LDHB"
"9161","YF VAX (D4-7)","LRRC45"
"9162","YF VAX (D4-7)","LTA4H"
"9163","YF VAX (D4-7)","MAD2L2"
"9164","YF VAX (D4-7)","MAGEA3"
"9165","YF VAX (D4-7)","MAST1"
"9166","YF VAX (D4-7)","MBD3"
"9167","YF VAX (D4-7)","MCM7"
"9168","YF VAX (D4-7)","MEGF8"
"9169","YF VAX (D4-7)","MMS19"
"9170","YF VAX (D4-7)","MN1"
"9171","YF VAX (D4-7)","MOB2"
"9172","YF VAX (D4-7)","MRPL28"
"9173","YF VAX (D4-7)","MTMR14"
"9174","YF VAX (D4-7)","NCLN"
"9175","YF VAX (D4-7)","NDUFB8"
"9176","YF VAX (D4-7)","NDUFV1"
"9177","YF VAX (D4-7)","NEUROG1"
"9178","YF VAX (D4-7)","NEUROG3"
"9179","YF VAX (D4-7)","NKG7"
"9180","YF VAX (D4-7)","NME3"
"9181","YF VAX (D4-7)","NMRK2"
"9182","YF VAX (D4-7)","NPEPL1"
"9183","YF VAX (D4-7)","OTOS"
"9184","YF VAX (D4-7)","OTUD7A"
"9185","YF VAX (D4-7)","P4HB"
"9186","YF VAX (D4-7)","PAF1"
"9187","YF VAX (D4-7)","PCSK1N"
"9188","YF VAX (D4-7)","PDLIM2"
"9189","YF VAX (D4-7)","PLEC"
"9190","YF VAX (D4-7)","PLIN1"
"9191","YF VAX (D4-7)","PMEPA1"
"9192","YF VAX (D4-7)","PNRC1"
"9193","YF VAX (D4-7)","POLM"
"9194","YF VAX (D4-7)","PPFIA4"
"9195","YF VAX (D4-7)","PPP1R12C"
"9196","YF VAX (D4-7)","PPP1R37"
"9197","YF VAX (D4-7)","PRB3"
"9198","YF VAX (D4-7)","PREB"
"9199","YF VAX (D4-7)","PRPF6"
"9200","YF VAX (D4-7)","PRR15"
"9201","YF VAX (D4-7)","PRRC2B"
"9202","YF VAX (D4-7)","CYTH4"
"9203","YF VAX (D4-7)","PSMC5"
"9204","YF VAX (D4-7)","PSTPIP1"
"9205","YF VAX (D4-7)","PYGB"
"9206","YF VAX (D4-7)","QARS1"
"9207","YF VAX (D4-7)","RABL6"
"9208","YF VAX (D4-7)","RACK1"
"9209","YF VAX (D4-7)","RBM10"
"9210","YF VAX (D4-7)","RBM38"
"9211","YF VAX (D4-7)","RDH13"
"9212","YF VAX (D4-7)","RGL2"
"9213","YF VAX (D4-7)","RHOT2"
"9214","YF VAX (D4-7)","RMND5A"
"9215","YF VAX (D4-7)","RPL10"
"9216","YF VAX (D4-7)","RPL10A"
"9217","YF VAX (D4-7)","RPL11"
"9218","YF VAX (D4-7)","RPL13"
"9219","YF VAX (D4-7)","RPL15"
"9220","YF VAX (D4-7)","RPL18"
"9221","YF VAX (D4-7)","RPL18A"
"9222","YF VAX (D4-7)","RPL22L1"
"9223","YF VAX (D4-7)","RPL23A"
"9224","YF VAX (D4-7)","RPL3"
"9225","YF VAX (D4-7)","RPL35A"
"9226","YF VAX (D4-7)","RPL36"
"9227","YF VAX (D4-7)","RPL37A"
"9228","YF VAX (D4-7)","RPL5"
"9229","YF VAX (D4-7)","RPL6"
"9230","YF VAX (D4-7)","RPL7A"
"9231","YF VAX (D4-7)","RPL9"
"9232","YF VAX (D4-7)","MAP7D1"
"9233","YF VAX (D4-7)","RPS10"
"9234","YF VAX (D4-7)","RPS11"
"9235","YF VAX (D4-7)","RPS13"
"9236","YF VAX (D4-7)","RPS14"
"9237","YF VAX (D4-7)","RPS15"
"9238","YF VAX (D4-7)","RPS15A"
"9239","YF VAX (D4-7)","RPS17"
"9240","YF VAX (D4-7)","RPS2"
"9241","YF VAX (D4-7)","RPS21"
"9242","YF VAX (D4-7)","RPS27A"
"9243","YF VAX (D4-7)","RPS3"
"9244","YF VAX (D4-7)","RPS3A"
"9245","YF VAX (D4-7)","RPS4X"
"9246","YF VAX (D4-7)","RPS5"
"9247","YF VAX (D4-7)","RPS7"
"9248","YF VAX (D4-7)","RPSA"
"9249","YF VAX (D4-7)","S100A5"
"9250","YF VAX (D4-7)","SEC61A1"
"9251","YF VAX (D4-7)","SESN2"
"9252","YF VAX (D4-7)","SF3A2"
"9253","YF VAX (D4-7)","SFI1"
